"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","Melioidosis","ETS","2019",2019-01-01,275.823387466205,204.847982228556,228.222565392659,327.929578218798,357.336699342534
"2","Melioidosis","ETS","2019",2019-02-01,181.126961983163,113.262907433263,134.958520162442,234.075268052677,264.848892229001
"3","Melioidosis","ETS","2019",2019-03-01,166.525853971071,93.1307459276845,116.138828050822,225.967239709858,261.098806767652
"4","Melioidosis","ETS","2019",2019-04-01,140.088563051368,67.1743611372303,89.4139621354724,202.092019355547,239.500578775957
"5","Melioidosis","ETS","2019",2019-05-01,143.562002899831,63.8903038739054,87.8668895063939,212.860467251295,255.051484793463
"6","Melioidosis","ETS","2019",2019-06-01,160.62173843535,69.9648823035268,97.1417942775168,239.979529120957,288.416346492138
"7","Melioidosis","ETS","2019",2019-07-01,181.547844933302,78.6146520820028,109.438813040927,271.809218923194,326.938758766821
"8","Melioidosis","ETS","2019",2019-08-01,233.141846250577,107.77266726228,145.760688935668,340.94984123275,406.288715278352
"9","Melioidosis","ETS","2019",2019-09-01,237.689069303894,105.362267159303,145.156544124474,352.922927720322,423.113530545219
"10","Melioidosis","ETS","2019",2019-10-01,227.907431874377,93.9365192156748,133.697858001025,347.092834554483,420.29597268707
"11","Melioidosis","ETS","2019",2019-11-01,190.893362436226,66.768031374987,102.519445729538,306.517603519412,378.756290708712
"12","Melioidosis","ETS","2019",2019-12-01,140.879904039261,35.9172526617669,64.4335975151508,246.851672665837,314.901623667183
"13","Melioidosis","ETS","2018-2019",2018-01-01,288.21162561013,213.342233534741,237.985315393477,343.243084630792,374.320100009037
"14","Melioidosis","ETS","2018-2019",2018-02-01,192.947633856751,119.141111079489,142.684506207503,250.78067991964,284.459942594739
"15","Melioidosis","ETS","2018-2019",2018-03-01,187.105123570474,104.083044304434,130.084477107154,254.460458057065,294.299692434447
"16","Melioidosis","ETS","2018-2019",2018-04-01,154.239080820031,72.3397389363467,97.2207625602988,224.356856712666,266.777615938855
"17","Melioidosis","ETS","2018-2019",2018-05-01,153.013310449237,65.0045761131697,91.2684848710935,230.622363269916,278.127941657653
"18","Melioidosis","ETS","2018-2019",2018-06-01,165.443657168138,67.1565600309279,96.246381081144,253.269930107298,307.303354814903
"19","Melioidosis","ETS","2018-2019",2018-07-01,202.404198617369,85.099114575089,120.039938978568,306.162224717967,369.748586806411
"20","Melioidosis","ETS","2018-2019",2018-08-01,246.161467835765,107.623573788796,149.182029661418,367.299442081542,441.205369666705
"21","Melioidosis","ETS","2018-2019",2018-09-01,257.891076712267,109.154790383081,153.511477940789,389.193981164805,469.60007446263
"22","Melioidosis","ETS","2018-2019",2018-10-01,258.795754818753,103.933681397309,149.678928850048,397.60065607815,483.097243298582
"23","Melioidosis","ETS","2018-2019",2018-11-01,212.598640453576,70.8990480714814,111.35650792276,346.293617884717,430.204351531264
"24","Melioidosis","ETS","2018-2019",2018-12-01,154.670092364546,36.2273070477217,67.9027845637808,276.655746589091,355.487411936124
"25","Melioidosis","ETS","2018-2019",2019-01-01,288.21162561013,106.33563568157,159.235784394926,455.170582858745,558.928853430651
"26","Melioidosis","ETS","2018-2019",2019-02-01,192.947633856751,48.8233899784274,87.9245422676411,338.718611088904,432.379819264244
"27","Melioidosis","ETS","2018-2019",2019-03-01,187.105123570474,42.83836569314,81.2570567745889,336.465845619033,433.146526614184
"28","Melioidosis","ETS","2018-2019",2019-04-01,154.239080820031,25.6301946894057,57.8973557437819,296.858230758585,391.089315754239
"29","Melioidosis","ETS","2018-2019",2019-05-01,153.013310449237,23.007475231009,55.0263791495513,300.042436220861,397.727198108257
"30","Melioidosis","ETS","2018-2019",2019-06-01,165.443657168138,25.7932026079944,60.4186579343495,322.275620483495,426.26886780628
"31","Melioidosis","ETS","2018-2019",2019-07-01,202.404198617369,38.9138316758605,81.0593282318845,378.320802694053,493.536025274083
"32","Melioidosis","ETS","2018-2019",2019-08-01,246.161467835765,56.2631712797839,106.817590084147,442.841848888215,570.167927744161
"33","Melioidosis","ETS","2018-2019",2019-09-01,257.891076712267,58.9091142236603,111.875918745884,464.007507589113,597.447906190495
"34","Melioidosis","ETS","2018-2019",2019-10-01,258.795754818753,56.4407192992963,109.84327263434,470.61427952326,608.192360965038
"35","Melioidosis","ETS","2018-2019",2019-11-01,212.598640453576,33.8702912703527,78.3630277807865,412.465065256092,544.835263900837
"36","Melioidosis","ETS","2018-2019",2019-12-01,154.670092364546,12.2012081684879,43.4112854518089,334.325212930465,457.115666383802
"37","Melioidosis","ETS","2017-2019",2017-01-01,325.783567363362,249.911421674588,275.036925352826,380.824055848858,411.698876330734
"38","Melioidosis","ETS","2017-2019",2017-02-01,226.718895386395,151.361031283127,175.728091872253,284.196470267599,317.249100738996
"39","Melioidosis","ETS","2017-2019",2017-03-01,216.268720377629,132.711597891798,159.336277816622,281.880859197802,320.12736208353
"40","Melioidosis","ETS","2017-2019",2017-04-01,187.608855976244,102.640797519627,129.173419814335,256.916913289421,298.007611623667
"41","Melioidosis","ETS","2017-2019",2017-05-01,181.594872887021,91.5228608379591,119.24170869442,257.013583122992,302.226760097625
"42","Melioidosis","ETS","2017-2019",2017-06-01,193.292667160044,93.6771386576238,124.118900812728,277.724904442833,328.597248794742
