"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","Amebiasis","Neural Network","2019",2019-01-01,236.340840830242,NA,NA,NA,NA
"2","Amebiasis","Neural Network","2019",2019-02-01,209.666093280571,NA,NA,NA,NA
"3","Amebiasis","Neural Network","2019",2019-03-01,210.494167132874,NA,NA,NA,NA
"4","Amebiasis","Neural Network","2019",2019-04-01,202.003927071447,NA,NA,NA,NA
"5","Amebiasis","Neural Network","2019",2019-05-01,199.748860363013,NA,NA,NA,NA
"6","Amebiasis","Neural Network","2019",2019-06-01,198.611567610551,NA,NA,NA,NA
"7","Amebiasis","Neural Network","2019",2019-07-01,198.464541329016,NA,NA,NA,NA
"8","Amebiasis","Neural Network","2019",2019-08-01,190.776095994937,NA,NA,NA,NA
"9","Amebiasis","Neural Network","2019",2019-09-01,188.142306027382,NA,NA,NA,NA
"10","Amebiasis","Neural Network","2019",2019-10-01,184.023548043359,NA,NA,NA,NA
"11","Amebiasis","Neural Network","2019",2019-11-01,183.656833035988,NA,NA,NA,NA
"12","Amebiasis","Neural Network","2019",2019-12-01,181.656626482047,NA,NA,NA,NA
"13","Amebiasis","Neural Network","2018-2019",2018-01-01,210.161167446509,NA,NA,NA,NA
"14","Amebiasis","Neural Network","2018-2019",2018-02-01,204.250318962242,NA,NA,NA,NA
"15","Amebiasis","Neural Network","2018-2019",2018-03-01,231.718426347018,NA,NA,NA,NA
"16","Amebiasis","Neural Network","2018-2019",2018-04-01,249.253718140772,NA,NA,NA,NA
"17","Amebiasis","Neural Network","2018-2019",2018-05-01,270.832874203413,NA,NA,NA,NA
"18","Amebiasis","Neural Network","2018-2019",2018-06-01,284.030493699379,NA,NA,NA,NA
"19","Amebiasis","Neural Network","2018-2019",2018-07-01,273.809981052859,NA,NA,NA,NA
"20","Amebiasis","Neural Network","2018-2019",2018-08-01,237.210216954967,NA,NA,NA,NA
"21","Amebiasis","Neural Network","2018-2019",2018-09-01,218.335977706719,NA,NA,NA,NA
"22","Amebiasis","Neural Network","2018-2019",2018-10-01,206.830876638752,NA,NA,NA,NA
"23","Amebiasis","Neural Network","2018-2019",2018-11-01,201.514744930713,NA,NA,NA,NA
"24","Amebiasis","Neural Network","2018-2019",2018-12-01,198.724565679579,NA,NA,NA,NA
"25","Amebiasis","Neural Network","2018-2019",2019-01-01,199.977925990457,NA,NA,NA,NA
"26","Amebiasis","Neural Network","2018-2019",2019-02-01,199.68136839918,NA,NA,NA,NA
"27","Amebiasis","Neural Network","2018-2019",2019-03-01,209.141955757188,NA,NA,NA,NA
"28","Amebiasis","Neural Network","2018-2019",2019-04-01,234.67070034105,NA,NA,NA,NA
"29","Amebiasis","Neural Network","2018-2019",2019-05-01,258.296000765254,NA,NA,NA,NA
"30","Amebiasis","Neural Network","2018-2019",2019-06-01,276.631426781259,NA,NA,NA,NA
"31","Amebiasis","Neural Network","2018-2019",2019-07-01,281.073992828828,NA,NA,NA,NA
"32","Amebiasis","Neural Network","2018-2019",2019-08-01,247.608852909573,NA,NA,NA,NA
"33","Amebiasis","Neural Network","2018-2019",2019-09-01,228.299110450718,NA,NA,NA,NA
"34","Amebiasis","Neural Network","2018-2019",2019-10-01,213.316189643062,NA,NA,NA,NA
"35","Amebiasis","Neural Network","2018-2019",2019-11-01,205.183866489882,NA,NA,NA,NA
"36","Amebiasis","Neural Network","2018-2019",2019-12-01,201.343216829803,NA,NA,NA,NA
"37","Amebiasis","Neural Network","2017-2019",2017-01-01,246.471564220768,NA,NA,NA,NA
"38","Amebiasis","Neural Network","2017-2019",2017-02-01,239.871756809894,NA,NA,NA,NA
"39","Amebiasis","Neural Network","2017-2019",2017-03-01,237.963937519195,NA,NA,NA,NA
"40","Amebiasis","Neural Network","2017-2019",2017-04-01,236.631125817271,NA,NA,NA,NA
"41","Amebiasis","Neural Network","2017-2019",2017-05-01,251.972867368224,NA,NA,NA,NA
"42","Amebiasis","Neural Network","2017-2019",2017-06-01,302.85530867971,NA,NA,NA,NA
"43","Amebiasis","Neural Network","2017-2019",2017-07-01,319.203846373363,NA,NA,NA,NA
"44","Amebiasis","Neural Network","2017-2019",2017-08-01,311.095225744065,NA,NA,NA,NA
"45","Amebiasis","Neural Network","2017-2019",2017-09-01,267.566195288161,NA,NA,NA,NA
"46","Amebiasis","Neural Network","2017-2019",2017-10-01,240.824052873367,NA,NA,NA,NA
"47","Amebiasis","Neural Network","2017-2019",2017-11-01,219.932022690615,NA,NA,NA,NA
"48","Amebiasis","Neural Network","2017-2019",2017-12-01,208.403973999161,NA,NA,NA,NA
"49","Amebiasis","Neural Network","2017-2019",2018-01-01,227.248260347693,NA,NA,NA,NA
"50","Amebiasis","Neural Network","2017-2019",2018-02-01,230.506952787355,NA,NA,NA,NA
"51","Amebiasis","Neural Network","2017-2019",2018-03-01,230.828469858763,NA,NA,NA,NA
"52","Amebiasis","Neural Network","2017-2019",2018-04-01,230.083844844885,NA,NA,NA,NA
"53","Amebiasis","Neural Network","2017-2019",2018-05-01,242.325807966013,NA,NA,NA,NA
"54","Amebiasis","Neural Network","2017-2019",2018-06-01,275.679579219417,NA,NA,NA,NA
"55","Amebiasis","Neural Network","2017-2019",2018-07-01,294.556391018493,NA,NA,NA,NA
"56","Amebiasis","Neural Network","2017-2019",2018-08-01,301.515926544682,NA,NA,NA,NA
"57","Amebiasis","Neural Network","2017-2019",2018-09-01,286.272899169262,NA,NA,NA,NA
"58","Amebiasis","Neural Network","2017-2019",2018-10-01,257.299921249189,NA,NA,NA,NA
"59","Amebiasis","Neural Network","2017-2019",2018-11-01,233.744454352281,NA,NA,NA,NA
"60","Amebiasis","Neural Network","2017-2019",2018-12-01,221.163317607536,NA,NA,NA,NA
"61","Amebiasis","Neural Network","2017-2019",2019-01-01,219.581398134352,NA,NA,NA,NA
"62","Amebiasis","Neural Network","2017-2019",2019-02-01,220.378175222909,NA,NA,NA,NA
"63","Amebiasis","Neural Network","2017-2019",2019-03-01,220.964004593831,NA,NA,NA,NA
"64","Amebiasis","Neural Network","2017-2019",2019-04-01,220.870732861825,NA,NA,NA,NA
"65","Amebiasis","Neural Network","2017-2019",2019-05-01,229.252268877544,NA,NA,NA,NA
"66","Amebiasis","Neural Network","2017-2019",2019-06-01,256.216397262459,NA,NA,NA,NA
"67","Amebiasis","Neural Network","2017-2019",2019-07-01,279.671511744327,NA,NA,NA,NA
"68","Amebiasis","Neural Network","2017-2019",2019-08-01,293.015388049426,NA,NA,NA,NA
"69","Amebiasis","Neural Network","2017-2019",2019-09-01,294.597075961334,NA,NA,NA,NA
"70","Amebiasis","Neural Network","2017-2019",2019-10-01,273.650692201937,NA,NA,NA,NA
"71","Amebiasis","Neural Network","2017-2019",2019-11-01,245.720888237186,NA,NA,NA,NA
"72","Amebiasis","Neural Network","2017-2019",2019-12-01,231.362015493143,NA,NA,NA,NA
"73","Amebiasis","Hybrid","2019",2019-01-01,224.768027249998,146.323457736071,166.730923709832,288.890763212968,321.683215678484
"74","Amebiasis","Hybrid","2019",2019-02-01,194.744761669,105.64579204769,126.049338562905,276.146845485861,314.829051417594
"75","Amebiasis","Hybrid","2019",2019-03-01,203.836162224527,109.789733019265,131.621002680817,298.116020785576,337.841324170903
"76","Amebiasis","Hybrid","2019",2019-04-01,196.39633370737,96.47063313961,117.265174847317,298.951557827493,343.898568758746
"77","Amebiasis","Hybrid","2019",2019-05-01,205.161744665311,104.260353399112,125.907080267065,334.043257038021,386.393615870385
"78","Amebiasis","Hybrid","2019",2019-06-01,214.530360563474,103.513052146789,125.117345139142,361.569877256001,420.670697433491
"79","Amebiasis","Hybrid","2019",2019-07-01,210.458463729162,98.3207480104448,119.451207465799,373.216233045073,437.689434840705
"80","Amebiasis","Hybrid","2019",2019-08-01,189.795136547561,76.6967873902509,95.5843286268631,342.019973477793,407.888719832213
"81","Amebiasis","Hybrid","2019",2019-09-01,169.160359399456,67.5766035217093,85.5722817771456,307.939518552042,374.24236520367
"82","Amebiasis","Hybrid","2019",2019-10-01,164.03223691701,62.3501734548711,88.2958246803738,286.041658800486,353.433551013874
"83","Amebiasis","Hybrid","2019",2019-11-01,158.369412091566,54.7104630026008,87.7883397817045,283.023524638883,353.296911744115
"84","Amebiasis","Hybrid","2019",2019-12-01,153.037636081338,39.7545216452534,69.8942554958814,260.011006509112,330.513001336513
