"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","Rubella","Neural Network","2019",2019-01-01,27.7260726778306,NA,NA,NA,NA
"2","Rubella","Neural Network","2019",2019-02-01,26.0879158143634,NA,NA,NA,NA
"3","Rubella","Neural Network","2019",2019-03-01,24.3576407264445,NA,NA,NA,NA
"4","Rubella","Neural Network","2019",2019-04-01,23.7168729985454,NA,NA,NA,NA
"5","Rubella","Neural Network","2019",2019-05-01,21.6621935815926,NA,NA,NA,NA
"6","Rubella","Neural Network","2019",2019-06-01,21.1396187168078,NA,NA,NA,NA
"7","Rubella","Neural Network","2019",2019-07-01,20.8430473843111,NA,NA,NA,NA
"8","Rubella","Neural Network","2019",2019-08-01,20.3517238203715,NA,NA,NA,NA
"9","Rubella","Neural Network","2019",2019-09-01,19.9315551226819,NA,NA,NA,NA
"10","Rubella","Neural Network","2019",2019-10-01,19.6799877063963,NA,NA,NA,NA
"11","Rubella","Neural Network","2019",2019-11-01,19.5225183739356,NA,NA,NA,NA
"12","Rubella","Neural Network","2019",2019-12-01,19.5894775715988,NA,NA,NA,NA
"13","Rubella","Neural Network","2018-2019",2018-01-01,18.207773485936,NA,NA,NA,NA
"14","Rubella","Neural Network","2018-2019",2018-02-01,17.9889031171614,NA,NA,NA,NA
"15","Rubella","Neural Network","2018-2019",2018-03-01,17.6680764263217,NA,NA,NA,NA
"16","Rubella","Neural Network","2018-2019",2018-04-01,17.7905844600985,NA,NA,NA,NA
"17","Rubella","Neural Network","2018-2019",2018-05-01,16.7938407414173,NA,NA,NA,NA
"18","Rubella","Neural Network","2018-2019",2018-06-01,17.3821554901695,NA,NA,NA,NA
"19","Rubella","Neural Network","2018-2019",2018-07-01,17.8180355136879,NA,NA,NA,NA
"20","Rubella","Neural Network","2018-2019",2018-08-01,18.247185290912,NA,NA,NA,NA
"21","Rubella","Neural Network","2018-2019",2018-09-01,18.0690187891423,NA,NA,NA,NA
"22","Rubella","Neural Network","2018-2019",2018-10-01,17.1299622567454,NA,NA,NA,NA
"23","Rubella","Neural Network","2018-2019",2018-11-01,17.471238903895,NA,NA,NA,NA
"24","Rubella","Neural Network","2018-2019",2018-12-01,17.2326595030647,NA,NA,NA,NA
"25","Rubella","Neural Network","2018-2019",2019-01-01,17.2776040660776,NA,NA,NA,NA
"26","Rubella","Neural Network","2018-2019",2019-02-01,17.2495874839057,NA,NA,NA,NA
"27","Rubella","Neural Network","2018-2019",2019-03-01,17.2148322991166,NA,NA,NA,NA
"28","Rubella","Neural Network","2018-2019",2019-04-01,17.2079730173151,NA,NA,NA,NA
"29","Rubella","Neural Network","2018-2019",2019-05-01,17.1146073048089,NA,NA,NA,NA
"30","Rubella","Neural Network","2018-2019",2019-06-01,17.1263431956489,NA,NA,NA,NA
"31","Rubella","Neural Network","2018-2019",2019-07-01,17.1585010075104,NA,NA,NA,NA
"32","Rubella","Neural Network","2018-2019",2019-08-01,17.2103361540083,NA,NA,NA,NA
"33","Rubella","Neural Network","2018-2019",2019-09-01,17.2201045335182,NA,NA,NA,NA
"34","Rubella","Neural Network","2018-2019",2019-10-01,17.1482374558405,NA,NA,NA,NA
"35","Rubella","Neural Network","2018-2019",2019-11-01,17.1492687718273,NA,NA,NA,NA
"36","Rubella","Neural Network","2018-2019",2019-12-01,17.1212050325414,NA,NA,NA,NA
"37","Rubella","Neural Network","2017-2019",2017-01-01,16.9711593860892,NA,NA,NA,NA
"38","Rubella","Neural Network","2017-2019",2017-02-01,16.3581236336115,NA,NA,NA,NA
"39","Rubella","Neural Network","2017-2019",2017-03-01,15.4142296612702,NA,NA,NA,NA
"40","Rubella","Neural Network","2017-2019",2017-04-01,14.928035533693,NA,NA,NA,NA
"41","Rubella","Neural Network","2017-2019",2017-05-01,14.7102409493917,NA,NA,NA,NA
"42","Rubella","Neural Network","2017-2019",2017-06-01,14.5532727086386,NA,NA,NA,NA
"43","Rubella","Neural Network","2017-2019",2017-07-01,14.5143091494742,NA,NA,NA,NA
"44","Rubella","Neural Network","2017-2019",2017-08-01,14.4918391074447,NA,NA,NA,NA
"45","Rubella","Neural Network","2017-2019",2017-09-01,14.624293406241,NA,NA,NA,NA
"46","Rubella","Neural Network","2017-2019",2017-10-01,14.6012406530332,NA,NA,NA,NA
"47","Rubella","Neural Network","2017-2019",2017-11-01,14.6759879016823,NA,NA,NA,NA
"48","Rubella","Neural Network","2017-2019",2017-12-01,14.7045788956461,NA,NA,NA,NA
"49","Rubella","Neural Network","2017-2019",2018-01-01,14.6671758329995,NA,NA,NA,NA
"50","Rubella","Neural Network","2017-2019",2018-02-01,14.6393595535052,NA,NA,NA,NA
"51","Rubella","Neural Network","2017-2019",2018-03-01,14.6048135163303,NA,NA,NA,NA
"52","Rubella","Neural Network","2017-2019",2018-04-01,14.5795322462465,NA,NA,NA,NA
"53","Rubella","Neural Network","2017-2019",2018-05-01,14.5633676229985,NA,NA,NA,NA
"54","Rubella","Neural Network","2017-2019",2018-06-01,14.552626264124,NA,NA,NA,NA
"55","Rubella","Neural Network","2017-2019",2018-07-01,14.5468170553784,NA,NA,NA,NA
"56","Rubella","Neural Network","2017-2019",2018-08-01,14.5435432288003,NA,NA,NA,NA
"57","Rubella","Neural Network","2017-2019",2018-09-01,14.5444606155631,NA,NA,NA,NA
"58","Rubella","Neural Network","2017-2019",2018-10-01,14.5441907412043,NA,NA,NA,NA
"59","Rubella","Neural Network","2017-2019",2018-11-01,14.5455666582872,NA,NA,NA,NA
"60","Rubella","Neural Network","2017-2019",2018-12-01,14.5466331149367,NA,NA,NA,NA
"61","Rubella","Neural Network","2017-2019",2019-01-01,14.5464048420785,NA,NA,NA,NA
"62","Rubella","Neural Network","2017-2019",2019-02-01,14.5458442635815,NA,NA,NA,NA
"63","Rubella","Neural Network","2017-2019",2019-03-01,14.5449553046163,NA,NA,NA,NA
"64","Rubella","Neural Network","2017-2019",2019-04-01,14.5440993195679,NA,NA,NA,NA
"65","Rubella","Neural Network","2017-2019",2019-05-01,14.5434118419915,NA,NA,NA,NA
"66","Rubella","Neural Network","2017-2019",2019-06-01,14.5428946501245,NA,NA,NA,NA
"67","Rubella","Neural Network","2017-2019",2019-07-01,14.5425462906307,NA,NA,NA,NA
"68","Rubella","Neural Network","2017-2019",2019-08-01,14.5423207455175,NA,NA,NA,NA
"69","Rubella","Neural Network","2017-2019",2019-09-01,14.5422313418749,NA,NA,NA,NA
"70","Rubella","Neural Network","2017-2019",2019-10-01,14.5421790110085,NA,NA,NA,NA
"71","Rubella","Neural Network","2017-2019",2019-11-01,14.5421797552827,NA,NA,NA,NA
"72","Rubella","Neural Network","2017-2019",2019-12-01,14.5421972432576,NA,NA,NA,NA
"73","Rubella","Hybrid","2019",2019-01-01,30.2242697449326,10.4377775211888,16.3363748133568,51.2922248094917,62.8648297115595
"74","Rubella","Hybrid","2019",2019-02-01,30.4387952591685,8.84699337299002,13.9710048159134,59.0267776961673,76.1637529590827
"75","Rubella","Hybrid","2019",2019-03-01,30.3041583541809,7.019207358034,11.9949590951546,65.3896881198609,86.687854513148
"76","Rubella","Hybrid","2019",2019-04-01,29.6967079734015,6.19332602690045,10.7289749407789,61.7202343059872,84.2416635926782
"77","Rubella","Hybrid","2019",2019-05-01,27.5909208583582,5.02386102398361,10.2941452100747,62.9785767417389,86.8360775167792
"78","Rubella","Hybrid","2019",2019-06-01,28.7992400761401,4.28680088617205,10.6178580646764,74.4517242162513,105.393753000846
"79","Rubella","Hybrid","2019",2019-07-01,30.3104212195836,3.38399404171519,10.1147164277953,86.0967424837545,123.513823470944
"80","Rubella","Hybrid","2019",2019-08-01,28.9816079025662,2.62123769222206,9.21827320992812,84.0391395037653,122.959854670726
"81","Rubella","Hybrid","2019",2019-09-01,29.1384654945045,1.98025820186348,8.39647775786159,79.8447627154729,119.182692574035
"82","Rubella","Hybrid","2019",2019-10-01,27.919810950602,1.44692256797942,7.64002669289339,82.4724464853933,124.987769427301
"83","Rubella","Hybrid","2019",2019-11-01,27.7900605008715,1.01005430202559,6.9415490171554,83.0335775258868,127.836748462297
"84","Rubella","Hybrid","2019",2019-12-01,27.2735408309132,0.660651772547357,6.29509500579533,79.5198630590568,122.641741445652
"85","Rubella","Hybrid","2018-2019",2018-01-01,19.4204788894225,4.66861131784663,8.24860967595504,36.7166339176357,44.5251900455347
"86","Rubella","Hybrid","2018-2019",2018-02-01,19.8728687976461,3.23285068151082,7.03759769934775,42.4405479973791,53.2636346177887
"87","Rubella","Hybrid","2018-2019",2018-03-01,19.4676123517053,2.68882691650822,6.55131744792295,42.1525095599792,54.5969230170079
"88","Rubella","Hybrid","2018-2019",2018-04-01,18.7565340161981,2.1783191070143,6.28243450062824,42.5820427166048,57.4914445966176
"89","Rubella","Hybrid","2018-2019",2018-05-01,18.6167566584617,0.928885012394812,4.5228978776679,42.6973983108763,59.0325599481076
"90","Rubella","Hybrid","2018-2019",2018-06-01,20.9549941906016,2.0643974412703,5.94260103067656,60.8501736737954,82.70518912195
"91","Rubella","Hybrid","2018-2019",2018-07-01,21.3371428758171,1.76473103814823,5.8078060320679,69.8693864791928,96.3018771584914
"92","Rubella","Hybrid","2018-2019",2018-08-01,19.7744326081298,0.40727178369757,4.29539930421168,56.1249780223226,79.6737721357239
"93","Rubella","Hybrid","2018-2019",2018-09-01,19.2335783122401,0.01,2.02052183568228,56.2399988818508,79.4165541367483
"94","Rubella","Hybrid","2018-2019",2018-10-01,19.0425847046996,0.01,1.99029831068561,56.4085777944235,81.0071262083752
"95","Rubella","Hybrid","2018-2019",2018-11-01,18.7956480501284,0.01,1.42747214613711,55.6943469616518,83.2095939372167
"96","Rubella","Hybrid","2018-2019",2018-12-01,17.3684395398462,0.01,0.211655840120151,48.8453594541989,75.9867331079262
"97","Rubella","Hybrid","2018-2019",2019-01-01,19.4420487096115,0.01,1.65288767573395,64.3915937759791,96.1985782279627
"98","Rubella","Hybrid","2018-2019",2019-02-01,19.7686472731307,0.01,1.4465869947383,72.4871115404202,107.243538062898
"99","Rubella","Hybrid","2018-2019",2019-03-01,19.3488393634982,0.01,0.897795563817323,69.130275759291,103.070129359261
"100","Rubella","Hybrid","2018-2019",2019-04-01,18.5739358531426,0.01,0.462246218636563,66.0415451714338,101.961919200267
"101","Rubella","Hybrid","2018-2019",2019-05-01,18.6341838775015,0.01,0.153549752382271,66.0743748553896,101.642670475057
"102","Rubella","Hybrid","2018-2019",2019-06-01,20.8286074554418,0.01,1.24494168484418,92.1268320716438,140.267431504699
"103","Rubella","Hybrid","2018-2019",2019-07-01,21.1147290159209,0.01,1.06688253341499,103.820759400236,159.082369390099
"104","Rubella","Hybrid","2018-2019",2019-08-01,19.4788657407372,0.01,0.348925138316989,78.6836845282039,122.36523999268
"105","Rubella","Hybrid","2018-2019",2019-09-01,18.9929428861309,0.01,0.01,81.0589682323292,125.70157536111
"106","Rubella","Hybrid","2018-2019",2019-10-01,19.0132289952905,0.01,0.01,80.2809721042483,125.200221611297
"107","Rubella","Hybrid","2018-2019",2019-11-01,18.6923264703499,0.01,0.01,76.224716453161,122.583240132093
"108","Rubella","Hybrid","2018-2019",2019-12-01,17.3215448828537,0.01,0.01,67.6050237777001,112.664593624017
"109","Rubella","Hybrid","2017-2019",2017-01-01,20.9396537642564,4.55627712954709,8.15342670065947,36.9507998637072,44.8748738621282
"110","Rubella","Hybrid","2017-2019",2017-02-01,24.7770128363667,2.58654476114351,6.16196471708966,45.86345683526,57.4255214228115
"111","Rubella","Hybrid","2017-2019",2017-03-01,23.8182036354567,1.82731028248544,5.2791185612121,46.8703307731937,60.1162440799423
"112","Rubella","Hybrid","2017-2019",2017-04-01,19.7529754984895,1.44672955963741,4.79726447767294,41.3853135995059,55.5484946331024
"113","Rubella","Hybrid","2017-2019",2017-05-01,22.164151921903,1.21934634149269,4.4943413716889,48.0318646217569,64.7867507778653
"114","Rubella","Hybrid","2017-2019",2017-06-01,28.8634847473035,1.06409488143864,4.28091409911369,66.9667628320237,90.5174140198682
"115","Rubella","Hybrid","2017-2019",2017-07-01,29.2462883436728,0.94663017106748,4.11568886110154,72.8460749695465,99.8105402623709
"116","Rubella","Hybrid","2017-2019",2017-08-01,22.661435703819,0.838929599935995,3.97790340066151,55.6992145186766,78.0299763739391
"117","Rubella","Hybrid","2017-2019",2017-09-01,21.7550297290831,0.226825838433047,3.68085577674789,57.8333474714557,81.1310134769786
"118","Rubella","Hybrid","2017-2019",2017-10-01,22.8185919340456,0.206886203231729,3.74550761765241,61.7673263427015,87.5555645091389
"119","Rubella","Hybrid","2017-2019",2017-11-01,20.947811626168,0.01,2.54818852735021,58.3698601386459,83.6212731732799
"120","Rubella","Hybrid","2017-2019",2017-12-01,16.8659304412928,0.01,1.11584110177893,52.682838511237,79.2074063959706
"121","Rubella","Hybrid","2017-2019",2018-01-01,20.6275811258921,0.01,1.48586800681513,64.8877828721915,94.5129827502892
"122","Rubella","Hybrid","2017-2019",2018-02-01,24.5449168572251,0.01,2.92393675250702,76.5552817883779,112.402854237476
