"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","Typhoid","ETS","2019",2019-01-01,150.121093775733,98.1489486688344,114.893365126927,190.052429353958,213.094818157991
"2","Typhoid","ETS","2019",2019-02-01,125.588110492483,68.9876858160667,86.6747285672022,171.69631113268,199.016975481146
"3","Typhoid","ETS","2019",2019-03-01,118.266615469536,55.9160854215429,74.8855639218577,171.51691176167,203.700978855083
"4","Typhoid","ETS","2019",2019-04-01,95.137423595586,39.1676198375313,55.7754708218788,144.946796924782,175.5433945736
"5","Typhoid","ETS","2019",2019-05-01,108.841619870916,39.2646776839705,59.4186297211261,173.109001062267,213.139096168981
"6","Typhoid","ETS","2019",2019-06-01,140.323707941141,44.5055486014544,71.6114168864401,231.931844511805,289.694484091729
"7","Typhoid","ETS","2019",2019-07-01,151.555785645799,42.3196842682403,72.502252193645,259.428158109624,328.198187500494
"8","Typhoid","ETS","2019",2019-08-01,155.834291108779,38.3108647931157,70.0247087150349,275.514995115506,352.581137910525
"9","Typhoid","ETS","2019",2019-09-01,152.128311128542,32.8905982495917,64.3072109621091,277.185322616668,358.459575072251
"10","Typhoid","ETS","2019",2019-10-01,134.611493813896,25.5408285848847,53.5887513707534,252.301610815975,329.445921636757
"11","Typhoid","ETS","2019",2019-11-01,117.098069495333,19.4394706067116,43.9369730420191,225.416449700332,296.988379091185
"12","Typhoid","ETS","2019",2019-12-01,98.8421600154324,14.3006317821922,34.9744676174448,195.159709465847,259.282818467976
"13","Typhoid","ETS","2018-2019",2018-01-01,110.228583102992,71.7437127773638,84.1331031995798,139.843640038399,156.945626378925
"14","Typhoid","ETS","2018-2019",2018-02-01,92.2133890398909,49.9545780621237,63.1275045252793,126.793875268232,147.323889635267
"15","Typhoid","ETS","2018-2019",2018-03-01,86.511549763972,40.0218204149968,54.1105903555829,126.47986951343,150.701081827494
"16","Typhoid","ETS","2018-2019",2018-04-01,71.196092576572,28.4670254010172,41.0788005316002,109.543034536809,133.174035627569
"17","Typhoid","ETS","2018-2019",2018-05-01,83.6710728760929,29.096890192276,44.7990734796385,134.587091696031,166.41581412693
"18","Typhoid","ETS","2018-2019",2018-06-01,107.874562787717,32.7275939175631,53.8122714997828,180.548969677759,226.554647488208
"19","Typhoid","ETS","2018-2019",2018-07-01,119.83799524516,31.7502239953409,55.8534194308878,207.953526475023,264.367264047497
"20","Typhoid","ETS","2018-2019",2018-08-01,121.230860761488,28.0340271062694,52.8986585106897,217.498517551245,279.767788160794
"21","Typhoid","ETS","2018-2019",2018-09-01,114.185209073477,23.0045889848623,46.7151938778553,211.314032373407,274.736789250493
"22","Typhoid","ETS","2018-2019",2018-10-01,103.435155658875,18.1019102590827,39.718437098915,197.07551193609,258.758788753374
"23","Typhoid","ETS","2018-2019",2018-11-01,88.009851067558,13.3254900620858,31.7429898057107,172.360699626594,228.381718970296
"24","Typhoid","ETS","2018-2019",2018-12-01,72.9187283345164,9.50262631014559,24.7144070105103,146.582694765329,195.884088655365
"25","Typhoid","ETS","2018-2019",2019-01-01,110.228781819774,12.2848344437077,35.1156723896994,227.169142025877,306.00526966701
"26","Typhoid","ETS","2018-2019",2019-02-01,92.213555279422,8.72156832043592,27.6137233195123,194.622078418815,264.138806231427
"27","Typhoid","ETS","2018-2019",2019-03-01,86.5117057243984,6.87946500389074,24.3489498618061,186.810623680605,255.343153952393
