"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","S. suis","SARIMA","2019",2019-01-01,13.5074120767827,5.2573542601988,7.68050490527646,20.9682838957802,25.5792585488085
"2","S. suis","SARIMA","2019",2019-02-01,15.6745972020737,6.34155096718292,9.10216889529914,24.0222645404332,29.1598681512666
"3","S. suis","SARIMA","2019",2019-03-01,31.0492528525222,16.6534580661948,21.1329919172105,42.8672405640182,49.8931229568378
"4","S. suis","SARIMA","2019",2019-04-01,45.0691729348846,26.5781691772944,32.429211954296,59.78460306059,68.4146295998287
"5","S. suis","SARIMA","2019",2019-05-01,44.5817430041223,24.5835945708149,30.8370510231347,60.8524869424802,70.4882424709463
"6","S. suis","SARIMA","2019",2019-06-01,39.2817150215899,20.033929081527,25.9698096399079,55.3382313238013,64.9490540993451
"7","S. suis","SARIMA","2019",2019-07-01,36.7656368831644,17.6728976996172,23.4989461286229,52.9891349708475,62.7742495156739
"8","S. suis","SARIMA","2019",2019-08-01,29.5862920388536,12.2959962419148,17.4353190418966,44.9314747897662,54.3477376060846
"9","S. suis","SARIMA","2019",2019-09-01,29.8957231158221,11.8925204514542,17.2013444392948,46.0762103049734,56.0528169831863
"10","S. suis","SARIMA","2019",2019-10-01,26.6131084624873,9.43308585194118,14.3934873624525,42.558712517199,52.5080805723496
"11","S. suis","SARIMA","2019",2019-11-01,21.0656419764778,5.93793814767046,10.1251111851393,35.9696041897771,45.4636793270834
"12","S. suis","SARIMA","2019",2019-12-01,16.2481390566952,3.2837673366979,6.65699329257825,30.0488278492152,39.0584911136885
"13","S. suis","SARIMA","2018-2019",2018-01-01,21.1907671115222,8.07245929920861,11.9103980356124,33.126259338892,40.519319162982
"14","S. suis","SARIMA","2018-2019",2018-02-01,17.2180371712685,5.39021375976827,8.72813606093491,28.5645637038027,35.7274118930592
"15","S. suis","SARIMA","2018-2019",2018-03-01,33.4387395337318,15.6021780583563,21.0158881338562,48.7335087406797,57.9926206960923
"16","S. suis","SARIMA","2018-2019",2018-04-01,47.2533362537593,25.4123995524599,32.2118574457615,65.1678934365698,75.8143071711684
"17","S. suis","SARIMA","2018-2019",2018-05-01,52.7513438555544,29.4843461002741,36.777390531262,71.5984636323198,82.7385818376458
"18","S. suis","SARIMA","2018-2019",2018-06-01,37.5187232227827,18.4228755724123,24.2721365856188,53.6384829967985,63.3348267345024
"19","S. suis","SARIMA","2018-2019",2018-07-01,35.9756349167663,17.3464244737684,23.0341658150261,51.7902776626483,61.3251024076479
"20","S. suis","SARIMA","2018-2019",2018-08-01,28.0767375725521,12.0109609589128,16.811407748434,42.2152410793112,50.8627713241234
"21","S. suis","SARIMA","2018-2019",2018-09-01,29.4346765536868,12.904677151932,17.8658077629962,43.8767190299401,52.6849331002074
"22","S. suis","SARIMA","2018-2019",2018-10-01,22.0113413946551,8.17136099760019,12.2013814889723,34.6944749861224,42.5715789369945
"23","S. suis","SARIMA","2018-2019",2018-11-01,18.4277817947862,6.05009398277255,9.57396361742954,30.1547736579441,37.5257267521237
"24","S. suis","SARIMA","2018-2019",2018-12-01,16.7876602121826,5.12664412178924,8.40244848579546,28.0460456243724,35.1689334479029
"25","S. suis","SARIMA","2018-2019",2019-01-01,24.4853272753878,7.42627594989092,12.2124267957481,40.98434764838,51.4291316705123
"26","S. suis","SARIMA","2018-2019",2019-02-01,19.8279805295829,4.85264404482509,8.89037082600183,35.0943877491576,44.9282296088272
"27","S. suis","SARIMA","2018-2019",2019-03-01,36.9377057882408,14.635408979032,21.2071917153629,57.0048097742767,69.3831413482528
"28","S. suis","SARIMA","2018-2019",2019-04-01,50.7186122256444,23.7123421987647,31.9121788605683,73.8622268834997,87.8694042204799
"29","S. suis","SARIMA","2018-2019",2019-05-01,57.6147135232103,28.4969765379878,37.4276542434116,82.1389989766956,96.8770774513298
"30","S. suis","SARIMA","2018-2019",2019-06-01,41.8841612285908,17.8051657057555,24.9917570003377,63.1137950366266,76.1077916610682
"31","S. suis","SARIMA","2018-2019",2019-07-01,39.7889866865198,16.4484634235647,23.379443446594,60.5357597647232,73.2741454637281
"32","S. suis","SARIMA","2018-2019",2019-08-01,30.3283607289546,10.5946241378967,16.2771685262103,48.7167827895944,60.2067328801509
"33","S. suis","SARIMA","2018-2019",2019-09-01,31.6706454521218,11.3939136984401,17.264407795989,50.4141129676389,62.0920127694242
"34","S. suis","SARIMA","2018-2019",2019-10-01,24.4592295338177,7.25465481281033,12.0617673887757,41.1939215383569,51.80843981871
