"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","HFMD","ARIMA + Fourier","2019",2019-01-01,4623.42211567042,2462.61804153316,3134.16500194557,6401.26210127589,7459.21187422967
"2","HFMD","ARIMA + Fourier","2019",2019-02-01,4501.33446125856,1561.76379236548,2407.18601956011,7245.56559200564,8961.42679499908
"3","HFMD","ARIMA + Fourier","2019",2019-03-01,4038.34846064783,1052.45073919604,1866.97892150751,7037.10443178041,8959.47537099889
"4","HFMD","ARIMA + Fourier","2019",2019-04-01,2574.37485678346,316.699285042438,852.553434790297,5224.12052807013,7002.43420916769
"5","HFMD","ARIMA + Fourier","2019",2019-05-01,3364.8458175425,571.800801366829,1275.47634962114,6448.21372616486,8482.81993792537
"6","HFMD","ARIMA + Fourier","2019",2019-06-01,9135.35853995518,3677.95439369198,5290.7664813715,14023.4110210722,17033.3817114608
"7","HFMD","ARIMA + Fourier","2019",2019-07-01,10813.5622415682,4675.30732829047,6512.94268763588,16198.6084538946,19488.2548354729
"8","HFMD","ARIMA + Fourier","2019",2019-08-01,7168.98447138058,2348.81938607845,3720.57600154349,11738.2461650494,14610.7877554238
"9","HFMD","ARIMA + Fourier","2019",2019-09-01,6129.61636918927,1725.80093712692,2944.46422343667,10469.5492937086,13234.4254161314
"10","HFMD","ARIMA + Fourier","2019",2019-10-01,4438.55230002909,861.975030132099,1785.69312727752,8278.71778066077,10792.1993094445
"11","HFMD","ARIMA + Fourier","2019",2019-11-01,3989.69841948396,645.484210930711,1480.37493184489,7718.05795239162,10185.1971619685
"12","HFMD","ARIMA + Fourier","2019",2019-12-01,4070.79111989103,653.50766911056,1505.41225997553,7886.48091315341,10412.5100216935
"13","HFMD","ARIMA + Fourier","2018-2019",2018-01-01,3615.82687549814,1684.9044946979,2270.83565841889,5272.24202417718,6275.1594153851
"14","HFMD","ARIMA + Fourier","2018-2019",2018-02-01,3782.60418293423,1091.16464936284,1839.31903978013,6418.97019275614,8095.13668054361
"15","HFMD","ARIMA + Fourier","2018-2019",2018-03-01,3489.09872750358,730.234554884864,1452.75396174813,6403.54883684091,8301.82192671554
"16","HFMD","ARIMA + Fourier","2018-2019",2018-04-01,2240.99174191991,180.286177972395,633.288279298235,4832.05841299585,6601.75095759102
"17","HFMD","ARIMA + Fourier","2018-2019",2018-05-01,3004.0647008827,388.419105886751,1014.9347155627,6046.7198206995,8083.87034574556
"18","HFMD","ARIMA + Fourier","2018-2019",2018-06-01,8356.49520963306,3072.75501475355,4608.62771829297,13211.4015276286,16229.5621903408
