"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","Chickenpox","Neural Network","2019",2019-01-01,6421.06926362765,NA,NA,NA,NA
"2","Chickenpox","Neural Network","2019",2019-02-01,8566.93071146163,NA,NA,NA,NA
"3","Chickenpox","Neural Network","2019",2019-03-01,8810.39625162149,NA,NA,NA,NA
"4","Chickenpox","Neural Network","2019",2019-04-01,6713.06561309047,NA,NA,NA,NA
"5","Chickenpox","Neural Network","2019",2019-05-01,4580.26456890532,NA,NA,NA,NA
"6","Chickenpox","Neural Network","2019",2019-06-01,3394.61412523014,NA,NA,NA,NA
"7","Chickenpox","Neural Network","2019",2019-07-01,3092.15619560087,NA,NA,NA,NA
"8","Chickenpox","Neural Network","2019",2019-08-01,3319.0695414818,NA,NA,NA,NA
"9","Chickenpox","Neural Network","2019",2019-09-01,3842.12351595225,NA,NA,NA,NA
"10","Chickenpox","Neural Network","2019",2019-10-01,4166.40199872781,NA,NA,NA,NA
"11","Chickenpox","Neural Network","2019",2019-11-01,3978.25063161041,NA,NA,NA,NA
"12","Chickenpox","Neural Network","2019",2019-12-01,3756.9192497929,NA,NA,NA,NA
"13","Chickenpox","Neural Network","2018-2019",2018-01-01,5692.33299936878,NA,NA,NA,NA
"14","Chickenpox","Neural Network","2018-2019",2018-02-01,8692.22741446832,NA,NA,NA,NA
"15","Chickenpox","Neural Network","2018-2019",2018-03-01,8884.86164100162,NA,NA,NA,NA
"16","Chickenpox","Neural Network","2018-2019",2018-04-01,7121.35750107209,NA,NA,NA,NA
"17","Chickenpox","Neural Network","2018-2019",2018-05-01,5319.42583850541,NA,NA,NA,NA
"18","Chickenpox","Neural Network","2018-2019",2018-06-01,4192.55031333214,NA,NA,NA,NA
"19","Chickenpox","Neural Network","2018-2019",2018-07-01,3696.61313169563,NA,NA,NA,NA
"20","Chickenpox","Neural Network","2018-2019",2018-08-01,3569.96984174957,NA,NA,NA,NA
"21","Chickenpox","Neural Network","2018-2019",2018-09-01,3578.70215069149,NA,NA,NA,NA
"22","Chickenpox","Neural Network","2018-2019",2018-10-01,3517.47311598811,NA,NA,NA,NA
"23","Chickenpox","Neural Network","2018-2019",2018-11-01,3337.57836396297,NA,NA,NA,NA
"24","Chickenpox","Neural Network","2018-2019",2018-12-01,3271.6553379969,NA,NA,NA,NA
