"","disease","Method","split","date","mean","lower_95","lower_80","upper_80","upper_95"
"1","CA (HPV)","Neural Network","2019",2019-01-01,403.732339520027,NA,NA,NA,NA
"2","CA (HPV)","Neural Network","2019",2019-02-01,350.59067647911,NA,NA,NA,NA
"3","CA (HPV)","Neural Network","2019",2019-03-01,355.708882293801,NA,NA,NA,NA
"4","CA (HPV)","Neural Network","2019",2019-04-01,345.962160435407,NA,NA,NA,NA
"5","CA (HPV)","Neural Network","2019",2019-05-01,349.318338912346,NA,NA,NA,NA
"6","CA (HPV)","Neural Network","2019",2019-06-01,362.452661990397,NA,NA,NA,NA
"7","CA (HPV)","Neural Network","2019",2019-07-01,351.891439869657,NA,NA,NA,NA
"8","CA (HPV)","Neural Network","2019",2019-08-01,362.449727858234,NA,NA,NA,NA
"9","CA (HPV)","Neural Network","2019",2019-09-01,363.928031988265,NA,NA,NA,NA
"10","CA (HPV)","Neural Network","2019",2019-10-01,348.184967274344,NA,NA,NA,NA
"11","CA (HPV)","Neural Network","2019",2019-11-01,353.162553205034,NA,NA,NA,NA
"12","CA (HPV)","Neural Network","2019",2019-12-01,296.609632567013,NA,NA,NA,NA
"13","CA (HPV)","Neural Network","2018-2019",2018-01-01,483.163978085628,NA,NA,NA,NA
"14","CA (HPV)","Neural Network","2018-2019",2018-02-01,391.867817330632,NA,NA,NA,NA
"15","CA (HPV)","Neural Network","2018-2019",2018-03-01,405.751063438269,NA,NA,NA,NA
"16","CA (HPV)","Neural Network","2018-2019",2018-04-01,369.757836470064,NA,NA,NA,NA
"17","CA (HPV)","Neural Network","2018-2019",2018-05-01,391.405647098116,NA,NA,NA,NA
"18","CA (HPV)","Neural Network","2018-2019",2018-06-01,395.64878603319,NA,NA,NA,NA
"19","CA (HPV)","Neural Network","2018-2019",2018-07-01,391.650716487448,NA,NA,NA,NA
"20","CA (HPV)","Neural Network","2018-2019",2018-08-01,383.844891929147,NA,NA,NA,NA
"21","CA (HPV)","Neural Network","2018-2019",2018-09-01,360.407526642562,NA,NA,NA,NA
"22","CA (HPV)","Neural Network","2018-2019",2018-10-01,334.565171653899,NA,NA,NA,NA
"23","CA (HPV)","Neural Network","2018-2019",2018-11-01,333.977016364164,NA,NA,NA,NA
