Areas,Age,Cases,Year,Disease
Total,Total,0,2021,Japanese B encephalitis
ZONE:01,Total,0,2021,Japanese B encephalitis
Chiang Mai,Total,0,2021,Japanese B encephalitis
Chiang Rai,Total,0,2021,Japanese B encephalitis
Lampang,Total,0,2021,Japanese B encephalitis
Lamphun,Total,0,2021,Japanese B encephalitis
Mae Hong Son,Total,0,2021,Japanese B encephalitis
Nan,Total,0,2021,Japanese B encephalitis
Phayao,Total,0,2021,Japanese B encephalitis
Phrae,Total,0,2021,Japanese B encephalitis
ZONE:02,Total,0,2021,Japanese B encephalitis
Phetchabun,Total,0,2021,Japanese B encephalitis
Phitsanulok,Total,0,2021,Japanese B encephalitis
Sukhothai,Total,0,2021,Japanese B encephalitis
Tak,Total,0,2021,Japanese B encephalitis
Uttaradit,Total,0,2021,Japanese B encephalitis
ZONE:03,Total,0,2021,Japanese B encephalitis
Chai Nat,Total,0,2021,Japanese B encephalitis
Kamphaeng Phet,Total,0,2021,Japanese B encephalitis
Nakhon Sawan,Total,0,2021,Japanese B encephalitis
Phichit,Total,0,2021,Japanese B encephalitis
Uthai Thani,Total,0,2021,Japanese B encephalitis
ZONE:04,Total,0,2021,Japanese B encephalitis
Ang Thong,Total,0,2021,Japanese B encephalitis
Lop Buri,Total,0,2021,Japanese B encephalitis
Nakhon Nayok,Total,0,2021,Japanese B encephalitis
Nonthaburi,Total,0,2021,Japanese B encephalitis
P.Nakhon S.Ayutthaya,Total,0,2021,Japanese B encephalitis
Pathum Thani,Total,0,2021,Japanese B encephalitis
Saraburi,Total,0,2021,Japanese B encephalitis
Sing Buri,Total,0,2021,Japanese B encephalitis
ZONE:05,Total,0,2021,Japanese B encephalitis
Kanchanaburi,Total,0,2021,Japanese B encephalitis
Nakhon Pathom,Total,0,2021,Japanese B encephalitis
Phetchaburi,Total,0,2021,Japanese B encephalitis
Prachuap Khiri Khan,Total,0,2021,Japanese B encephalitis
Ratchaburi,Total,0,2021,Japanese B encephalitis
Samut Sakhon,Total,0,2021,Japanese B encephalitis
Samut Songkhram,Total,0,2021,Japanese B encephalitis
Suphan Buri,Total,0,2021,Japanese B encephalitis
ZONE:06,Total,0,2021,Japanese B encephalitis
Chachoengsao,Total,0,2021,Japanese B encephalitis
Chanthaburi,Total,0,2021,Japanese B encephalitis
Chon Buri,Total,0,2021,Japanese B encephalitis
Prachin Buri,Total,0,2021,Japanese B encephalitis
Rayong,Total,0,2021,Japanese B encephalitis
Sa Kaeo,Total,0,2021,Japanese B encephalitis
Samut Prakan,Total,0,2021,Japanese B encephalitis
Trat,Total,0,2021,Japanese B encephalitis
ZONE:07,Total,0,2021,Japanese B encephalitis
Kalasin,Total,0,2021,Japanese B encephalitis
Khon Kaen,Total,0,2021,Japanese B encephalitis
