Areas,Count,Month,Type,Year,Disease
Total,421,Total,Cases,2005,Melioidosis
North Region,114,Total,Cases,2005,Melioidosis
Zone: 1,96,Total,Cases,2005,Melioidosis
Chiang Mai,1,Total,Cases,2005,Melioidosis
Chiang Rai,5,Total,Cases,2005,Melioidosis
Lampang,77,Total,Cases,2005,Melioidosis
Lamphun,0,Total,Cases,2005,Melioidosis
Mae Hong Son,0,Total,Cases,2005,Melioidosis
Nan,4,Total,Cases,2005,Melioidosis
Phayao,3,Total,Cases,2005,Melioidosis
Phrae,6,Total,Cases,2005,Melioidosis
Zone: 2,8,Total,Cases,2005,Melioidosis
Phetchabun,2,Total,Cases,2005,Melioidosis
Phitsanulok,3,Total,Cases,2005,Melioidosis
Sukhothai,0,Total,Cases,2005,Melioidosis
Tak,0,Total,Cases,2005,Melioidosis
Uttaradit,3,Total,Cases,2005,Melioidosis
Zone: 3,10,Total,Cases,2005,Melioidosis
Kamphaeng Phet,6,Total,Cases,2005,Melioidosis
Nakhon Sawan,1,Total,Cases,2005,Melioidosis
Phichit,1,Total,Cases,2005,Melioidosis
Uthai Thani,2,Total,Cases,2005,Melioidosis
Central Region,38,Total,Cases,2005,Melioidosis
Bangkok,1,Total,Cases,2005,Melioidosis
Zone: 4,0,Total,Cases,2005,Melioidosis
Ang Thong,0,Total,Cases,2005,Melioidosis
Nonthaburi,0,Total,Cases,2005,Melioidosis
P.Nakhon S.Ayutthaya,0,Total,Cases,2005,Melioidosis
Pathum Thani,0,Total,Cases,2005,Melioidosis
Zone: 5,3,Total,Cases,2005,Melioidosis
Chai Nat,0,Total,Cases,2005,Melioidosis
Lop Buri,3,Total,Cases,2005,Melioidosis
Saraburi,0,Total,Cases,2005,Melioidosis
Sing Buri,0,Total,Cases,2005,Melioidosis
Zone: 6,2,Total,Cases,2005,Melioidosis
Kanchanaburi,0,Total,Cases,2005,Melioidosis
Nakhon Pathom,0,Total,Cases,2005,Melioidosis
Ratchaburi,2,Total,Cases,2005,Melioidosis
Suphan Buri,0,Total,Cases,2005,Melioidosis
Zone: 7,3,Total,Cases,2005,Melioidosis
Phetchaburi,1,Total,Cases,2005,Melioidosis
Prachuap Khiri Khan,2,Total,Cases,2005,Melioidosis
Samut Sakhon,0,Total,Cases,2005,Melioidosis
Samut Songkhram,0,Total,Cases,2005,Melioidosis
Zone: 8,14,Total,Cases,2005,Melioidosis
Chachoengsao,2,Total,Cases,2005,Melioidosis
Nakhon Nayok,0,Total,Cases,2005,Melioidosis
Prachin Buri,12,Total,Cases,2005,Melioidosis
Sa Kaeo,0,Total,Cases,2005,Melioidosis
Samut Prakan,0,Total,Cases,2005,Melioidosis
Zone: 9,15,Total,Cases,2005,Melioidosis
Chanthaburi,5,Total,Cases,2005,Melioidosis
Chon Buri,1,Total,Cases,2005,Melioidosis
Rayong,9,Total,Cases,2005,Melioidosis
Trat,0,Total,Cases,2005,Melioidosis
North-Eastern Region,266,Total,Cases,2005,Melioidosis
Zone: 10,16,Total,Cases,2005,Melioidosis
Loei,0,Total,Cases,2005,Melioidosis
Nong Bua Lam Phu,9,Total,Cases,2005,Melioidosis
Nong Khai,0,Total,Cases,2005,Melioidosis
Udon Thani,7,Total,Cases,2005,Melioidosis
Zone: 11,31,Total,Cases,2005,Melioidosis
Kalasin,7,Total,Cases,2005,Melioidosis
Mukdahan,11,Total,Cases,2005,Melioidosis
Nakhon Phanom,3,Total,Cases,2005,Melioidosis
Sakon Nakhon,10,Total,Cases,2005,Melioidosis
Zone: 12,41,Total,Cases,2005,Melioidosis
Khon Kaen,17,Total,Cases,2005,Melioidosis
Maha Sarakham,4,Total,Cases,2005,Melioidosis
Roi Et,20,Total,Cases,2005,Melioidosis
Zone: 13,69,Total,Cases,2005,Melioidosis
Buri Ram,20,Total,Cases,2005,Melioidosis
Chaiyaphum,4,Total,Cases,2005,Melioidosis
Nakhon Ratchasima,27,Total,Cases,2005,Melioidosis
Surin,18,Total,Cases,2005,Melioidosis
Zone: 14,109,Total,Cases,2005,Melioidosis
Amnat Charoen,25,Total,Cases,2005,Melioidosis
Si Sa Ket,37,Total,Cases,2005,Melioidosis
Ubon Ratchathani,45,Total,Cases,2005,Melioidosis
Yasothon,2,Total,Cases,2005,Melioidosis
South Region,3,Total,Cases,2005,Melioidosis
Zone: 15,2,Total,Cases,2005,Melioidosis
Chumphon,0,Total,Cases,2005,Melioidosis
Ranong,0,Total,Cases,2005,Melioidosis
Surat Thani,2,Total,Cases,2005,Melioidosis
Zone: 16,0,Total,Cases,2005,Melioidosis
Nakhon Si Thammarat,0,Total,Cases,2005,Melioidosis
Phatthalung,0,Total,Cases,2005,Melioidosis
Trang,0,Total,Cases,2005,Melioidosis
Zone: 17,1,Total,Cases,2005,Melioidosis
Krabi,0,Total,Cases,2005,Melioidosis
Phangnga,0,Total,Cases,2005,Melioidosis
Phuket,1,Total,Cases,2005,Melioidosis
Zone: 18,0,Total,Cases,2005,Melioidosis
Narathiwat,0,Total,Cases,2005,Melioidosis
Pattani,0,Total,Cases,2005,Melioidosis
Yala,0,Total,Cases,2005,Melioidosis
Zone: 19,0,Total,Cases,2005,Melioidosis
Satun,0,Total,Cases,2005,Melioidosis
Songkhla,0,Total,Cases,2005,Melioidosis
Total,2,Total,Deaths,2005,Melioidosis
North Region,0,Total,Deaths,2005,Melioidosis
Zone: 1,0,Total,Deaths,2005,Melioidosis
Chiang Mai,0,Total,Deaths,2005,Melioidosis
Chiang Rai,0,Total,Deaths,2005,Melioidosis
Lampang,0,Total,Deaths,2005,Melioidosis
Lamphun,0,Total,Deaths,2005,Melioidosis
Mae Hong Son,0,Total,Deaths,2005,Melioidosis
Nan,0,Total,Deaths,2005,Melioidosis
Phayao,0,Total,Deaths,2005,Melioidosis
Phrae,0,Total,Deaths,2005,Melioidosis
Zone: 2,0,Total,Deaths,2005,Melioidosis
Phetchabun,0,Total,Deaths,2005,Melioidosis
