Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,2,0.0,0,0.0,62939819,2003,Filariasis
North Region,1,0.01,0,0.0,12120537,2003,Filariasis
Zone:1,1,0.02,0,0.0,5764017,2003,Filariasis
Chiang Mai,0,0.0,0,0.0,1599538,2003,Filariasis
Chiang Rai,1,0.08,0,0.0,1244564,2003,Filariasis
Lampang,0,0.0,0,0.0,798996,2003,Filariasis
Lamphun,0,0.0,0,0.0,408122,2003,Filariasis
Mae Hong Son,0,0.0,0,0.0,239128,2003,Filariasis
Nan,0,0.0,0,0.0,484961,2003,Filariasis
Phayao,0,0.0,0,0.0,505032,2003,Filariasis
Phrae,0,0.0,0,0.0,483676,2003,Filariasis
Zone:2,0,0.0,0,0.0,3523807,2003,Filariasis
Phetchabun,0,0.0,0,0.0,1046537,2003,Filariasis
Phitsanulok,0,0.0,0,0.0,867520,2003,Filariasis
Sukhothai,0,0.0,0,0.0,623396,2003,Filariasis
Tak,0,0.0,0,0.0,503042,2003,Filariasis
Uttaradit,0,0.0,0,0.0,483312,2003,Filariasis
Zone:3,0,0.0,0,0.0,2832713,2003,Filariasis
Kamphaeng Phet,0,0.0,0,0.0,771177,2003,Filariasis
Nakhon Sawan,0,0.0,0,0.0,1128789,2003,Filariasis
Phichit,0,0.0,0,0.0,594918,2003,Filariasis
Uthai Thani,0,0.0,0,0.0,337829,2003,Filariasis
Central Region,1,0.0,0,0.0,20726962,2003,Filariasis
Zone:0,0,0.0,0,0.0,5813383,2003,Filariasis
Bangkok,0,0.0,0,0.0,5813383,2003,Filariasis
Zone:4,0,0.0,0,0.0,2679573,2003,Filariasis
Ang Thong,0,0.0,0,0.0,290623,2003,Filariasis
Nonthaburi,0,0.0,0,0.0,915043,2003,Filariasis
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,749751,2003,Filariasis
Pathum Thani,0,0.0,0,0.0,724156,2003,Filariasis
Zone:5,0,0.0,0,0.0,1964953,2003,Filariasis
Chai Nat,0,0.0,0,0.0,349881,2003,Filariasis
Lop Buri,0,0.0,0,0.0,768250,2003,Filariasis
Saraburi,0,0.0,0,0.0,623783,2003,Filariasis
Sing Buri,0,0.0,0,0.0,223039,2003,Filariasis
Zone:6,0,0.0,0,0.0,3304766,2003,Filariasis
