Areas,Age,Cases,Year,Disease
Total,Total,42185,2019,D.H.F
ZONE:01,Total,2216,2019,D.H.F
Chiang Mai,Total,894,2019,D.H.F
Chiang Rai,Total,792,2019,D.H.F
Lampang,Total,178,2019,D.H.F
Lamphun,Total,61,2019,D.H.F
Mae Hong Son,Total,56,2019,D.H.F
Nan,Total,81,2019,D.H.F
Phayao,Total,93,2019,D.H.F
Phrae,Total,61,2019,D.H.F
ZONE:02,Total,2433,2019,D.H.F
Phetchabun,Total,1546,2019,D.H.F
Phitsanulok,Total,198,2019,D.H.F
Sukhothai,Total,247,2019,D.H.F
Tak,Total,394,2019,D.H.F
Uttaradit,Total,48,2019,D.H.F
ZONE:03,Total,978,2019,D.H.F
Chai Nat,Total,94,2019,D.H.F
Kamphaeng Phet,Total,113,2019,D.H.F
Nakhon Sawan,Total,355,2019,D.H.F
Phichit,Total,107,2019,D.H.F
Uthai Thani,Total,309,2019,D.H.F
ZONE:04,Total,2410,2019,D.H.F
Ang Thong,Total,161,2019,D.H.F
Lop Buri,Total,388,2019,D.H.F
Nakhon Nayok,Total,69,2019,D.H.F
Nonthaburi,Total,725,2019,D.H.F
P.Nakhon S.Ayutthaya,Total,356,2019,D.H.F
Pathum Thani,Total,273,2019,D.H.F
Saraburi,Total,390,2019,D.H.F
Sing Buri,Total,48,2019,D.H.F
ZONE:05,Total,3062,2019,D.H.F
Kanchanaburi,Total,254,2019,D.H.F
Nakhon Pathom,Total,853,2019,D.H.F
Phetchaburi,Total,313,2019,D.H.F
Prachuap Khiri Khan,Total,283,2019,D.H.F
Ratchaburi,Total,603,2019,D.H.F
Samut Sakhon,Total,325,2019,D.H.F
Samut Songkhram,Total,61,2019,D.H.F
Suphan Buri,Total,370,2019,D.H.F
ZONE:06,Total,4483,2019,D.H.F
Chachoengsao,Total,415,2019,D.H.F
Chanthaburi,Total,416,2019,D.H.F
Chon Buri,Total,1192,2019,D.H.F
Prachin Buri,Total,465,2019,D.H.F
Rayong,Total,904,2019,D.H.F
Sa Kaeo,Total,435,2019,D.H.F
Samut Prakan,Total,523,2019,D.H.F
Trat,Total,133,2019,D.H.F
ZONE:07,Total,3729,2019,D.H.F
Kalasin,Total,369,2019,D.H.F
Khon Kaen,Total,1196,2019,D.H.F
Maha Sarakham,Total,556,2019,D.H.F
Roi Et,Total,1608,2019,D.H.F
ZONE:08,Total,2398,2019,D.H.F
Bungkan,Total,186,2019,D.H.F
Loei,Total,547,2019,D.H.F
Nakhon Phanom,Total,329,2019,D.H.F
Nong Bua Lam Phu,Total,187,2019,D.H.F
Nong Khai,Total,205,2019,D.H.F
Sakon Nakhon,Total,507,2019,D.H.F
Udon Thani,Total,437,2019,D.H.F
ZONE:09,Total,5527,2019,D.H.F
Buri Ram,Total,1398,2019,D.H.F
Chaiyaphum,Total,536,2019,D.H.F
Nakhon Ratchasima,Total,2487,2019,D.H.F
Surin,Total,1106,2019,D.H.F
ZONE:10,Total,2740,2019,D.H.F
Amnat Charoen,Total,227,2019,D.H.F
Mukdahan,Total,146,2019,D.H.F
Si Sa Ket,Total,585,2019,D.H.F
Ubon Ratchathani,Total,1444,2019,D.H.F
Yasothon,Total,338,2019,D.H.F
ZONE:11,Total,1909,2019,D.H.F
Chumphon,Total,73,2019,D.H.F
Krabi,Total,275,2019,D.H.F
Nakhon Si Thammarat,Total,1104,2019,D.H.F
Phangnga,Total,81,2019,D.H.F
Phuket,Total,327,2019,D.H.F
Ranong,Total,16,2019,D.H.F
Surat Thani,Total,33,2019,D.H.F
ZONE:12,Total,4950,2019,D.H.F
Narathiwat,Total,1441,2019,D.H.F
Pattani,Total,664,2019,D.H.F
Phatthalung,Total,471,2019,D.H.F
Satun,Total,82,2019,D.H.F
Songkhla,Total,1367,2019,D.H.F
Trang,Total,404,2019,D.H.F
Yala,Total,521,2019,D.H.F
ZONE:13,Total,5350,2019,D.H.F
Bangkok,Total,5350,2019,D.H.F
Total,0,1,2019,D.H.F
ZONE:01,0,0,2019,D.H.F
Chiang Mai,0,0,2019,D.H.F
Chiang Rai,0,0,2019,D.H.F
Lampang,0,0,2019,D.H.F
Lamphun,0,0,2019,D.H.F
Mae Hong Son,0,0,2019,D.H.F
Nan,0,0,2019,D.H.F
Phayao,0,0,2019,D.H.F
Phrae,0,0,2019,D.H.F
ZONE:02,0,0,2019,D.H.F
Phetchabun,0,0,2019,D.H.F
Phitsanulok,0,0,2019,D.H.F
Sukhothai,0,0,2019,D.H.F
Tak,0,0,2019,D.H.F
Uttaradit,0,0,2019,D.H.F
ZONE:03,0,0,2019,D.H.F
Chai Nat,0,0,2019,D.H.F
Kamphaeng Phet,0,0,2019,D.H.F
Nakhon Sawan,0,0,2019,D.H.F
Phichit,0,0,2019,D.H.F
Uthai Thani,0,0,2019,D.H.F
ZONE:04,0,0,2019,D.H.F
Ang Thong,0,0,2019,D.H.F
Lop Buri,0,0,2019,D.H.F
Nakhon Nayok,0,0,2019,D.H.F
Nonthaburi,0,0,2019,D.H.F
P.Nakhon S.Ayutthaya,0,0,2019,D.H.F
Pathum Thani,0,0,2019,D.H.F
Saraburi,0,0,2019,D.H.F
Sing Buri,0,0,2019,D.H.F
ZONE:05,0,0,2019,D.H.F
Kanchanaburi,0,0,2019,D.H.F
Nakhon Pathom,0,0,2019,D.H.F
Phetchaburi,0,0,2019,D.H.F
Prachuap Khiri Khan,0,0,2019,D.H.F
Ratchaburi,0,0,2019,D.H.F
Samut Sakhon,0,0,2019,D.H.F
Samut Songkhram,0,0,2019,D.H.F
Suphan Buri,0,0,2019,D.H.F
ZONE:06,0,0,2019,D.H.F
Chachoengsao,0,0,2019,D.H.F
Chanthaburi,0,0,2019,D.H.F
Chon Buri,0,0,2019,D.H.F
Prachin Buri,0,0,2019,D.H.F
Rayong,0,0,2019,D.H.F
Sa Kaeo,0,0,2019,D.H.F
Samut Prakan,0,0,2019,D.H.F
Trat,0,0,2019,D.H.F
ZONE:07,0,0,2019,D.H.F
Kalasin,0,0,2019,D.H.F
Khon Kaen,0,0,2019,D.H.F
Maha Sarakham,0,0,2019,D.H.F
Roi Et,0,0,2019,D.H.F
ZONE:08,0,0,2019,D.H.F
Bungkan,0,0,2019,D.H.F
Loei,0,0,2019,D.H.F
Nakhon Phanom,0,0,2019,D.H.F
Nong Bua Lam Phu,0,0,2019,D.H.F
Nong Khai,0,0,2019,D.H.F
Sakon Nakhon,0,0,2019,D.H.F
Udon Thani,0,0,2019,D.H.F
ZONE:09,0,1,2019,D.H.F
Buri Ram,0,0,2019,D.H.F
Chaiyaphum,0,0,2019,D.H.F
Nakhon Ratchasima,0,1,2019,D.H.F
Surin,0,0,2019,D.H.F
ZONE:10,0,0,2019,D.H.F
Amnat Charoen,0,0,2019,D.H.F
Mukdahan,0,0,2019,D.H.F
Si Sa Ket,0,0,2019,D.H.F
Ubon Ratchathani,0,0,2019,D.H.F
Yasothon,0,0,2019,D.H.F
ZONE:11,0,0,2019,D.H.F
Chumphon,0,0,2019,D.H.F
Krabi,0,0,2019,D.H.F
Nakhon Si Thammarat,0,0,2019,D.H.F
Phangnga,0,0,2019,D.H.F
Phuket,0,0,2019,D.H.F
Ranong,0,0,2019,D.H.F
Surat Thani,0,0,2019,D.H.F
ZONE:12,0,0,2019,D.H.F
Narathiwat,0,0,2019,D.H.F
Pattani,0,0,2019,D.H.F
Phatthalung,0,0,2019,D.H.F
Satun,0,0,2019,D.H.F
Songkhla,0,0,2019,D.H.F
Trang,0,0,2019,D.H.F
Yala,0,0,2019,D.H.F
ZONE:13,0,0,2019,D.H.F
Bangkok,0,0,2019,D.H.F
Total,<1,350,2019,D.H.F
ZONE:01,<1,8,2019,D.H.F
Chiang Mai,<1,4,2019,D.H.F
Chiang Rai,<1,2,2019,D.H.F
Lampang,<1,1,2019,D.H.F
Lamphun,<1,0,2019,D.H.F
Mae Hong Son,<1,1,2019,D.H.F
Nan,<1,0,2019,D.H.F
Phayao,<1,0,2019,D.H.F
Phrae,<1,0,2019,D.H.F
ZONE:02,<1,23,2019,D.H.F
Phetchabun,<1,14,2019,D.H.F
Phitsanulok,<1,1,2019,D.H.F
Sukhothai,<1,3,2019,D.H.F
Tak,<1,5,2019,D.H.F
Uttaradit,<1,0,2019,D.H.F
ZONE:03,<1,4,2019,D.H.F
Chai Nat,<1,0,2019,D.H.F
Kamphaeng Phet,<1,0,2019,D.H.F
Nakhon Sawan,<1,2,2019,D.H.F
Phichit,<1,0,2019,D.H.F
Uthai Thani,<1,2,2019,D.H.F
ZONE:04,<1,15,2019,D.H.F
Ang Thong,<1,0,2019,D.H.F
Lop Buri,<1,5,2019,D.H.F
Nakhon Nayok,<1,0,2019,D.H.F
Nonthaburi,<1,3,2019,D.H.F
P.Nakhon S.Ayutthaya,<1,2,2019,D.H.F
Pathum Thani,<1,1,2019,D.H.F
Saraburi,<1,4,2019,D.H.F
Sing Buri,<1,0,2019,D.H.F
ZONE:05,<1,25,2019,D.H.F
Kanchanaburi,<1,0,2019,D.H.F
Nakhon Pathom,<1,5,2019,D.H.F
Phetchaburi,<1,3,2019,D.H.F
Prachuap Khiri Khan,<1,2,2019,D.H.F
Ratchaburi,<1,5,2019,D.H.F
Samut Sakhon,<1,6,2019,D.H.F
Samut Songkhram,<1,0,2019,D.H.F
Suphan Buri,<1,4,2019,D.H.F
ZONE:06,<1,39,2019,D.H.F
Chachoengsao,<1,3,2019,D.H.F
Chanthaburi,<1,7,2019,D.H.F
Chon Buri,<1,5,2019,D.H.F
Prachin Buri,<1,7,2019,D.H.F
Rayong,<1,4,2019,D.H.F
Sa Kaeo,<1,8,2019,D.H.F
Samut Prakan,<1,5,2019,D.H.F
Trat,<1,0,2019,D.H.F
ZONE:07,<1,34,2019,D.H.F
Kalasin,<1,3,2019,D.H.F
Khon Kaen,<1,18,2019,D.H.F
Maha Sarakham,<1,5,2019,D.H.F
Roi Et,<1,8,2019,D.H.F
ZONE:08,<1,17,2019,D.H.F
Bungkan,<1,5,2019,D.H.F
Loei,<1,3,2019,D.H.F
Nakhon Phanom,<1,2,2019,D.H.F
Nong Bua Lam Phu,<1,1,2019,D.H.F
Nong Khai,<1,1,2019,D.H.F
Sakon Nakhon,<1,2,2019,D.H.F
Udon Thani,<1,3,2019,D.H.F
ZONE:09,<1,65,2019,D.H.F
Buri Ram,<1,12,2019,D.H.F
Chaiyaphum,<1,7,2019,D.H.F
Nakhon Ratchasima,<1,37,2019,D.H.F
Surin,<1,9,2019,D.H.F
ZONE:10,<1,34,2019,D.H.F
Amnat Charoen,<1,1,2019,D.H.F
Mukdahan,<1,1,2019,D.H.F
Si Sa Ket,<1,5,2019,D.H.F
Ubon Ratchathani,<1,24,2019,D.H.F
Yasothon,<1,3,2019,D.H.F
ZONE:11,<1,16,2019,D.H.F
Chumphon,<1,0,2019,D.H.F
Krabi,<1,2,2019,D.H.F
Nakhon Si Thammarat,<1,8,2019,D.H.F
Phangnga,<1,0,2019,D.H.F
Phuket,<1,6,2019,D.H.F
Ranong,<1,0,2019,D.H.F
Surat Thani,<1,0,2019,D.H.F
ZONE:12,<1,55,2019,D.H.F
Narathiwat,<1,9,2019,D.H.F
Pattani,<1,11,2019,D.H.F
Phatthalung,<1,1,2019,D.H.F
Satun,<1,0,2019,D.H.F
Songkhla,<1,30,2019,D.H.F
Trang,<1,0,2019,D.H.F
Yala,<1,4,2019,D.H.F
ZONE:13,<1,15,2019,D.H.F
Bangkok,<1,15,2019,D.H.F
Total,1-1,207,2019,D.H.F
ZONE:01,1-1,6,2019,D.H.F
Chiang Mai,1-1,1,2019,D.H.F
Chiang Rai,1-1,3,2019,D.H.F
Lampang,1-1,1,2019,D.H.F
Lamphun,1-1,1,2019,D.H.F
Mae Hong Son,1-1,0,2019,D.H.F
Nan,1-1,0,2019,D.H.F
Phayao,1-1,0,2019,D.H.F
Phrae,1-1,0,2019,D.H.F
ZONE:02,1-1,14,2019,D.H.F
Phetchabun,1-1,12,2019,D.H.F
Phitsanulok,1-1,0,2019,D.H.F
Sukhothai,1-1,0,2019,D.H.F
Tak,1-1,2,2019,D.H.F
Uttaradit,1-1,0,2019,D.H.F
ZONE:03,1-1,6,2019,D.H.F
Chai Nat,1-1,0,2019,D.H.F
Kamphaeng Phet,1-1,2,2019,D.H.F
Nakhon Sawan,1-1,2,2019,D.H.F
Phichit,1-1,0,2019,D.H.F
Uthai Thani,1-1,2,2019,D.H.F
ZONE:04,1-1,19,2019,D.H.F
Ang Thong,1-1,1,2019,D.H.F
Lop Buri,1-1,2,2019,D.H.F
Nakhon Nayok,1-1,0,2019,D.H.F
Nonthaburi,1-1,7,2019,D.H.F
P.Nakhon S.Ayutthaya,1-1,2,2019,D.H.F
Pathum Thani,1-1,0,2019,D.H.F
Saraburi,1-1,6,2019,D.H.F
Sing Buri,1-1,1,2019,D.H.F
ZONE:05,1-1,12,2019,D.H.F
Kanchanaburi,1-1,1,2019,D.H.F
Nakhon Pathom,1-1,2,2019,D.H.F
Phetchaburi,1-1,1,2019,D.H.F
Prachuap Khiri Khan,1-1,1,2019,D.H.F
Ratchaburi,1-1,3,2019,D.H.F
Samut Sakhon,1-1,2,2019,D.H.F
Samut Songkhram,1-1,0,2019,D.H.F
Suphan Buri,1-1,2,2019,D.H.F
ZONE:06,1-1,21,2019,D.H.F
Chachoengsao,1-1,3,2019,D.H.F
Chanthaburi,1-1,0,2019,D.H.F
Chon Buri,1-1,5,2019,D.H.F
Prachin Buri,1-1,1,2019,D.H.F
Rayong,1-1,5,2019,D.H.F
Sa Kaeo,1-1,3,2019,D.H.F
Samut Prakan,1-1,4,2019,D.H.F
Trat,1-1,0,2019,D.H.F
ZONE:07,1-1,18,2019,D.H.F
Kalasin,1-1,0,2019,D.H.F
Khon Kaen,1-1,8,2019,D.H.F
Maha Sarakham,1-1,1,2019,D.H.F
Roi Et,1-1,9,2019,D.H.F
ZONE:08,1-1,8,2019,D.H.F
Bungkan,1-1,1,2019,D.H.F
Loei,1-1,1,2019,D.H.F
Nakhon Phanom,1-1,0,2019,D.H.F
Nong Bua Lam Phu,1-1,1,2019,D.H.F
Nong Khai,1-1,0,2019,D.H.F
Sakon Nakhon,1-1,2,2019,D.H.F
Udon Thani,1-1,3,2019,D.H.F
ZONE:09,1-1,24,2019,D.H.F
Buri Ram,1-1,10,2019,D.H.F
Chaiyaphum,1-1,1,2019,D.H.F
Nakhon Ratchasima,1-1,7,2019,D.H.F
Surin,1-1,6,2019,D.H.F
ZONE:10,1-1,12,2019,D.H.F
Amnat Charoen,1-1,3,2019,D.H.F
Mukdahan,1-1,1,2019,D.H.F
Si Sa Ket,1-1,3,2019,D.H.F
Ubon Ratchathani,1-1,4,2019,D.H.F
Yasothon,1-1,1,2019,D.H.F
ZONE:11,1-1,13,2019,D.H.F
Chumphon,1-1,0,2019,D.H.F
Krabi,1-1,0,2019,D.H.F
Nakhon Si Thammarat,1-1,9,2019,D.H.F
Phangnga,1-1,0,2019,D.H.F
Phuket,1-1,4,2019,D.H.F
Ranong,1-1,0,2019,D.H.F
Surat Thani,1-1,0,2019,D.H.F
ZONE:12,1-1,35,2019,D.H.F
Narathiwat,1-1,8,2019,D.H.F
Pattani,1-1,8,2019,D.H.F
Phatthalung,1-1,1,2019,D.H.F
Satun,1-1,0,2019,D.H.F
Songkhla,1-1,14,2019,D.H.F
Trang,1-1,2,2019,D.H.F
Yala,1-1,2,2019,D.H.F
ZONE:13,1-1,19,2019,D.H.F
Bangkok,1-1,19,2019,D.H.F
Total,2-2,254,2019,D.H.F
ZONE:01,2-2,12,2019,D.H.F
Chiang Mai,2-2,4,2019,D.H.F
Chiang Rai,2-2,4,2019,D.H.F
Lampang,2-2,1,2019,D.H.F
Lamphun,2-2,2,2019,D.H.F
Mae Hong Son,2-2,1,2019,D.H.F
Nan,2-2,0,2019,D.H.F
Phayao,2-2,0,2019,D.H.F
Phrae,2-2,0,2019,D.H.F
ZONE:02,2-2,26,2019,D.H.F
Phetchabun,2-2,18,2019,D.H.F
Phitsanulok,2-2,2,2019,D.H.F
Sukhothai,2-2,3,2019,D.H.F
Tak,2-2,3,2019,D.H.F
Uttaradit,2-2,0,2019,D.H.F
ZONE:03,2-2,7,2019,D.H.F
Chai Nat,2-2,1,2019,D.H.F
Kamphaeng Phet,2-2,0,2019,D.H.F
Nakhon Sawan,2-2,5,2019,D.H.F
Phichit,2-2,0,2019,D.H.F
Uthai Thani,2-2,1,2019,D.H.F
ZONE:04,2-2,12,2019,D.H.F
