Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,40588,63.72,126,0.2,63701703,2010,TB Total
Central Region,10506,48.79,52,0.24,21534318,2010,TB Total
Zone:0,1822,31.95,3,0.05,5701995,2010,TB Total
Bangkok,1822,31.95,3,0.05,5701995,2010,TB Total
Zone:1,1399,40.5,7,0.2,3454591,2010,TB Total
Nonthaburi,581,53.31,1,0.09,1089908,2010,TB Total
P.Nakhon S.Ayutthaya,283,36.35,5,0.64,778627,2010,TB Total
Pathum Thani,214,22.04,1,0.1,971010,2010,TB Total
Saraburi,321,52.19,0,0.0,615046,2010,TB Total
Zone:2,744,46.79,0,0.0,1590200,2010,TB Total
Ang Thong,174,61.08,0,0.0,284889,2010,TB Total
Chai Nat,133,39.68,0,0.0,335177,2010,TB Total
Lop Buri,305,40.39,0,0.0,755153,2010,TB Total
Sing Buri,132,61.4,0,0.0,214981,2010,TB Total
Zone:3,2409,77.56,5,0.16,3105799,2010,TB Total
Chachoengsao,613,91.29,1,0.15,671458,2010,TB Total
Nakhon Nayok,267,105.86,1,0.4,252209,2010,TB Total
Prachin Buri,364,78.41,3,0.65,464213,2010,TB Total
Sa Kaeo,339,62.4,0,0.0,543276,2010,TB Total
Samut Prakan,826,70.32,0,0.0,1174643,2010,TB Total
Zone:4,1171,34.7,1,0.03,3374810,2010,TB Total
Kanchanaburi,269,32.15,0,0.0,836600,2010,TB Total
Nakhon Pathom,101,11.8,0,0.0,855837,2010,TB Total
Ratchaburi,410,48.98,0,0.0,837153,2010,TB Total
Suphan Buri,391,46.26,1,0.12,845220,2010,TB Total
Zone:5,1233,74.67,3,0.18,1651335,2010,TB Total
Phetchaburi,186,40.2,0,0.0,462636,2010,TB Total
Prachuap Khiri Khan,412,81.33,1,0.2,506599,2010,TB Total
Samut Sakhon,388,79.47,2,0.41,488247,2010,TB Total
Samut Songkhram,247,127.42,0,0.0,193853,2010,TB Total
Zone:9,1728,65.07,33,1.24,2655588,2010,TB Total
Chanthaburi,352,68.63,18,3.51,512932,2010,TB Total
Chon Buri,600,46.05,0,0.0,1302942,2010,TB Total
Rayong,580,93.66,14,2.26,619249,2010,TB Total
Trat,196,88.9,1,0.45,220465,2010,TB Total
South Region,5719,64.6,15,0.17,8853473,2010,TB Total
Zone:6,2539,72.25,14,0.4,3514344,2010,TB Total
Chumphon,251,51.34,0,0.0,488855,2010,TB Total
Nakhon Si Thammarat,1221,80.35,1,0.07,1519531,2010,TB Total
Phatthalung,352,69.2,0,0.0,508656,2010,TB Total
Surat Thani,715,71.69,13,1.3,997302,2010,TB Total
Zone:7,964,52.8,0,0.0,1825591,2010,TB Total
Krabi,118,27.47,0,0.0,429631,2010,TB Total
Phangnga,360,142.64,0,0.0,252385,2010,TB Total
Phuket,185,54.33,0,0.0,340490,2010,TB Total
Ranong,34,18.64,0,0.0,182417,2010,TB Total
Trang,267,43.02,0,0.0,620668,2010,TB Total
Zone:8,2216,63.07,1,0.03,3513538,2010,TB Total
Narathiwat,384,52.41,1,0.14,732617,2010,TB Total
Pattani,199,30.55,0,0.0,651442,2010,TB Total
Satun,106,35.92,0,0.0,295133,2010,TB Total
Songkhla,1320,97.74,0,0.0,1350489,2010,TB Total
Yala,207,42.78,0,0.0,483857,2010,TB Total
North-Eastern Region,15603,72.46,2,0.01,21534582,2010,TB Total
Zone:10,2111,59.03,2,0.06,3576272,2010,TB Total
Loei,132,21.21,2,0.32,622424,2010,TB Total
Nong Bua Lam Phu,190,37.86,0,0.0,501891,2010,TB Total
Nong Khai,862,94.72,0,0.0,910094,2010,TB Total
Udon Thani,927,60.12,0,0.0,1541863,2010,TB Total
Zone:11,975,45.11,0,0.0,2161531,2010,TB Total
Mukdahan,242,71.43,0,0.0,338812,2010,TB Total
Nakhon Phanom,468,66.66,0,0.0,702041,2010,TB Total
Sakon Nakhon,265,23.65,0,0.0,1120678,2010,TB Total
Zone:12,2844,56.93,0,0.0,4995226,2010,TB Total
Kalasin,709,72.25,0,0.0,981369,2010,TB Total
Khon Kaen,1704,96.55,0,0.0,1764922,2010,TB Total
Maha Sarakham,184,19.57,0,0.0,940001,2010,TB Total
Roi Et,247,18.87,0,0.0,1308934,2010,TB Total
Zone:13,4853,116.42,0,0.0,4168498,2010,TB Total
Amnat Charoen,250,67.3,0,0.0,371471,2010,TB Total
Si Sa Ket,3034,209.33,0,0.0,1449409,2010,TB Total
Ubon Ratchathani,1111,61.43,0,0.0,1808422,2010,TB Total
Yasothon,458,84.94,0,0.0,539196,2010,TB Total
Zone:14,4820,72.67,0,0.0,6633055,2010,TB Total
Buri Ram,1911,123.27,0,0.0,1550275,2010,TB Total
Chaiyaphum,540,47.94,0,0.0,1126295,2010,TB Total
Nakhon Ratchasima,1254,48.67,0,0.0,2576691,2010,TB Total
Surin,1115,80.81,0,0.0,1379794,2010,TB Total
North Region,8760,74.37,57,0.48,11779330,2010,TB Total
Zone:15,1584,51.99,2,0.07,3046660,2010,TB Total
Chiang Mai,868,53.04,0,0.0,1636514,2010,TB Total
Lampang,393,51.49,0,0.0,763224,2010,TB Total
Lamphun,165,40.78,1,0.25,404627,2010,TB Total
Mae Hong Son,158,65.21,1,0.41,242295,2010,TB Total
Zone:16,3245,123.82,13,0.5,2620701,2010,TB Total
Chiang Rai,1788,149.43,10,0.84,1196576,2010,TB Total
Nan,336,70.59,0,0.0,475989,2010,TB Total
Phayao,755,155.12,2,0.41,486713,2010,TB Total
Phrae,366,79.32,1,0.22,461423,2010,TB Total
Zone:17,2047,59.66,24,0.7,3430959,2010,TB Total
Phetchabun,413,41.48,2,0.2,995578,2010,TB Total
Phitsanulok,483,56.98,3,0.35,847627,2010,TB Total
Sukhothai,355,58.94,13,2.16,602296,2010,TB Total
Tak,423,80.93,1,0.19,522673,2010,TB Total
Uttaradit,373,80.6,5,1.08,462785,2010,TB Total
Zone:18,1884,70.27,18,0.67,2681010,2010,TB Total
Kamphaeng Phet,420,57.77,3,0.41,726970,2010,TB Total
Nakhon Sawan,763,71.1,10,0.93,1073182,2010,TB Total
Phichit,488,88.26,3,0.54,552942,2010,TB Total
Uthai Thani,213,64.96,2,0.61,327916,2010,TB Total
Total,7496,11.54,15,0.02,64955313,2014,TB Total
ZONE:00,2998,52.7,8,0.14,5689268,2014,TB Total
Bangkok,2998,52.7,8,0.14,5689268,2014,TB Total
ZONE:01,1103,19.34,6,0.11,5704200,2014,TB Total
Chiang Mai,708,42.33,6,0.36,1672586,2014,TB Total
Chiang Rai,0,0.0,0,0.0,1206180,2014,TB Total
Lampang,173,22.95,0,0.0,753937,2014,TB Total
Lamphun,4,0.99,0,0.0,405368,2014,TB Total
Mae Hong Son,14,5.66,0,0.0,247364,2014,TB Total
Nan,204,42.67,0,0.0,478088,2014,TB Total
Phayao,0,0.0,0,0.0,485599,2014,TB Total
Phrae,0,0.0,0,0.0,455078,2014,TB Total
ZONE:02,205,5.94,1,0.03,3452021,2014,TB Total
Phetchabun,89,8.94,0,0.0,995102,2014,TB Total
Phitsanulok,0,0.0,0,0.0,857682,2014,TB Total
Sukhothai,83,13.77,1,0.17,602586,2014,TB Total
Tak,33,6.16,0,0.0,535953,2014,TB Total
Uttaradit,0,0.0,0,0.0,460698,2014,TB Total
ZONE:03,374,12.41,0,0.0,3012608,2014,TB Total
Chai Nat,118,35.49,0,0.0,332526,2014,TB Total
Kamphaeng Phet,122,16.73,0,0.0,729076,2014,TB Total
Nakhon Sawan,110,10.25,0,0.0,1072949,2014,TB Total
Phichit,24,4.38,0,0.0,548199,2014,TB Total
Uthai Thani,0,0.0,0,0.0,329858,2014,TB Total
ZONE:04,659,12.74,0,0.0,5171756,2014,TB Total
Ang Thong,0,0.0,0,0.0,283650,2014,TB Total
Lop Buri,241,31.79,0,0.0,758188,2014,TB Total
Nakhon Nayok,0,0.0,0,0.0,256693,2014,TB Total
Nonthaburi,108,9.27,0,0.0,1165070,2014,TB Total
P.Nakhon S.Ayutthaya,15,1.87,0,0.0,800785,2014,TB Total
Pathum Thani,188,17.68,0,0.0,1063608,2014,TB Total
Saraburi,107,16.95,0,0.0,631338,2014,TB Total
Sing Buri,0,0.0,0,0.0,212424,2014,TB Total
ZONE:05,756,14.69,0,0.0,5147569,2014,TB Total
Kanchanaburi,29,3.43,0,0.0,845540,2014,TB Total
Nakhon Pathom,9,1.02,0,0.0,886627,2014,TB Total
Phetchaburi,104,22.0,0,0.0,472640,2014,TB Total
Prachuap Khiri Khan,0,0.0,0,0.0,522689,2014,TB Total
Ratchaburi,167,19.61,0,0.0,851689,2014,TB Total
Samut Sakhon,329,62.59,0,0.0,525672,2014,TB Total
Samut Songkhram,0,0.0,0,0.0,194153,2014,TB Total
Suphan Buri,118,13.91,0,0.0,848559,2014,TB Total
ZONE:06,751,12.95,0,0.0,5797595,2014,TB Total
