Areas,Count,Month,Type,Year,Disease
Total,1217,Total,Cases,2023,Typhoid
ZONE:01,244,Total,Cases,2023,Typhoid
Chiang Mai,137,Total,Cases,2023,Typhoid
Chiang Rai,9,Total,Cases,2023,Typhoid
Lampang,0,Total,Cases,2023,Typhoid
Lamphun,2,Total,Cases,2023,Typhoid
Mae Hong Son,10,Total,Cases,2023,Typhoid
Nan,1,Total,Cases,2023,Typhoid
Phayao,84,Total,Cases,2023,Typhoid
Phrae,1,Total,Cases,2023,Typhoid
ZONE:02,82,Total,Cases,2023,Typhoid
Phetchabun,18,Total,Cases,2023,Typhoid
Phitsanulok,5,Total,Cases,2023,Typhoid
Sukhothai,43,Total,Cases,2023,Typhoid
Tak,16,Total,Cases,2023,Typhoid
Uttaradit,0,Total,Cases,2023,Typhoid
ZONE:03,10,Total,Cases,2023,Typhoid
Chai Nat,1,Total,Cases,2023,Typhoid
Kamphaeng Phet,3,Total,Cases,2023,Typhoid
Nakhon Sawan,0,Total,Cases,2023,Typhoid
Phichit,2,Total,Cases,2023,Typhoid
Uthai Thani,4,Total,Cases,2023,Typhoid
ZONE:04,2,Total,Cases,2023,Typhoid
Ang Thong,0,Total,Cases,2023,Typhoid
Lop Buri,0,Total,Cases,2023,Typhoid
Nakhon Nayok,0,Total,Cases,2023,Typhoid
Nonthaburi,1,Total,Cases,2023,Typhoid
P.Nakhon S.Ayutthaya,0,Total,Cases,2023,Typhoid
Pathum Thani,1,Total,Cases,2023,Typhoid
Saraburi,0,Total,Cases,2023,Typhoid
Sing Buri,0,Total,Cases,2023,Typhoid
ZONE:05,23,Total,Cases,2023,Typhoid
Kanchanaburi,0,Total,Cases,2023,Typhoid
Nakhon Pathom,0,Total,Cases,2023,Typhoid
Phetchaburi,6,Total,Cases,2023,Typhoid
Prachuap Khiri Khan,14,Total,Cases,2023,Typhoid
Ratchaburi,2,Total,Cases,2023,Typhoid
Samut Sakhon,0,Total,Cases,2023,Typhoid
Samut Songkhram,1,Total,Cases,2023,Typhoid
Suphan Buri,0,Total,Cases,2023,Typhoid
ZONE:06,22,Total,Cases,2023,Typhoid
Chachoengsao,0,Total,Cases,2023,Typhoid
Chanthaburi,7,Total,Cases,2023,Typhoid
Chon Buri,1,Total,Cases,2023,Typhoid
Prachin Buri,3,Total,Cases,2023,Typhoid
Rayong,5,Total,Cases,2023,Typhoid
Sa Kaeo,6,Total,Cases,2023,Typhoid
Samut Prakan,0,Total,Cases,2023,Typhoid
Trat,0,Total,Cases,2023,Typhoid
ZONE:07,13,Total,Cases,2023,Typhoid
Kalasin,2,Total,Cases,2023,Typhoid
Khon Kaen,5,Total,Cases,2023,Typhoid
Maha Sarakham,2,Total,Cases,2023,Typhoid
Roi Et,4,Total,Cases,2023,Typhoid
ZONE:08,81,Total,Cases,2023,Typhoid
Bungkan,1,Total,Cases,2023,Typhoid
Loei,61,Total,Cases,2023,Typhoid
Nakhon Phanom,1,Total,Cases,2023,Typhoid
Nong Bua Lam Phu,1,Total,Cases,2023,Typhoid
Nong Khai,0,Total,Cases,2023,Typhoid
Sakon Nakhon,0,Total,Cases,2023,Typhoid
Udon Thani,17,Total,Cases,2023,Typhoid
ZONE:09,10,Total,Cases,2023,Typhoid
Buri Ram,1,Total,Cases,2023,Typhoid
Chaiyaphum,1,Total,Cases,2023,Typhoid
Nakhon Ratchasima,2,Total,Cases,2023,Typhoid
Surin,6,Total,Cases,2023,Typhoid
ZONE:10,170,Total,Cases,2023,Typhoid
Amnat Charoen,2,Total,Cases,2023,Typhoid
Mukdahan,0,Total,Cases,2023,Typhoid
Si Sa Ket,10,Total,Cases,2023,Typhoid
Ubon Ratchathani,33,Total,Cases,2023,Typhoid
