Areas,Age,Cases,Year,Disease
Total,Total,104,2021,Genital
ZONE:01,Total,2,2021,Genital
Chiang Mai,Total,0,2021,Genital
Chiang Rai,Total,2,2021,Genital
Lampang,Total,0,2021,Genital
Lamphun,Total,0,2021,Genital
Mae Hong Son,Total,0,2021,Genital
Nan,Total,0,2021,Genital
Phayao,Total,0,2021,Genital
Phrae,Total,0,2021,Genital
ZONE:02,Total,3,2021,Genital
Phetchabun,Total,0,2021,Genital
Phitsanulok,Total,3,2021,Genital
Sukhothai,Total,0,2021,Genital
Tak,Total,0,2021,Genital
Uttaradit,Total,0,2021,Genital
ZONE:03,Total,0,2021,Genital
Chai Nat,Total,0,2021,Genital
Kamphaeng Phet,Total,0,2021,Genital
Nakhon Sawan,Total,0,2021,Genital
Phichit,Total,0,2021,Genital
Uthai Thani,Total,0,2021,Genital
ZONE:04,Total,6,2021,Genital
Ang Thong,Total,0,2021,Genital
Lop Buri,Total,0,2021,Genital
Nakhon Nayok,Total,0,2021,Genital
Nonthaburi,Total,0,2021,Genital
P.Nakhon S.Ayutthaya,Total,0,2021,Genital
Pathum Thani,Total,6,2021,Genital
Saraburi,Total,0,2021,Genital
Sing Buri,Total,0,2021,Genital
ZONE:05,Total,1,2021,Genital
Kanchanaburi,Total,0,2021,Genital
Nakhon Pathom,Total,0,2021,Genital
Phetchaburi,Total,0,2021,Genital
Prachuap Khiri Khan,Total,1,2021,Genital
Ratchaburi,Total,0,2021,Genital
Samut Sakhon,Total,0,2021,Genital
Samut Songkhram,Total,0,2021,Genital
Suphan Buri,Total,0,2021,Genital
ZONE:06,Total,5,2021,Genital
Chachoengsao,Total,0,2021,Genital
Chanthaburi,Total,0,2021,Genital
Chon Buri,Total,5,2021,Genital
Prachin Buri,Total,0,2021,Genital
Rayong,Total,0,2021,Genital
Sa Kaeo,Total,0,2021,Genital
Samut Prakan,Total,0,2021,Genital
Trat,Total,0,2021,Genital
ZONE:07,Total,1,2021,Genital
Kalasin,Total,0,2021,Genital
Khon Kaen,Total,1,2021,Genital
Maha Sarakham,Total,0,2021,Genital
Roi Et,Total,0,2021,Genital
ZONE:08,Total,0,2021,Genital
Bungkan,Total,0,2021,Genital
Loei,Total,0,2021,Genital
Nakhon Phanom,Total,0,2021,Genital
Nong Bua Lam Phu,Total,0,2021,Genital
Nong Khai,Total,0,2021,Genital
Sakon Nakhon,Total,0,2021,Genital
Udon Thani,Total,0,2021,Genital
ZONE:09,Total,16,2021,Genital
Buri Ram,Total,0,2021,Genital
Chaiyaphum,Total,0,2021,Genital
Nakhon Ratchasima,Total,16,2021,Genital
Surin,Total,0,2021,Genital
ZONE:10,Total,2,2021,Genital
Amnat Charoen,Total,1,2021,Genital
Mukdahan,Total,0,2021,Genital
Si Sa Ket,Total,1,2021,Genital
Ubon Ratchathani,Total,0,2021,Genital
Yasothon,Total,0,2021,Genital
ZONE:11,Total,1,2021,Genital
Chumphon,Total,0,2021,Genital
Krabi,Total,0,2021,Genital
Nakhon Si Thammarat,Total,1,2021,Genital
Phangnga,Total,0,2021,Genital
Phuket,Total,0,2021,Genital
Ranong,Total,0,2021,Genital
Surat Thani,Total,0,2021,Genital
ZONE:12,Total,7,2021,Genital
Narathiwat,Total,0,2021,Genital
Pattani,Total,0,2021,Genital
Phatthalung,Total,0,2021,Genital
Satun,Total,0,2021,Genital
Songkhla,Total,7,2021,Genital
Trang,Total,0,2021,Genital
Yala,Total,0,2021,Genital
ZONE:13,Total,60,2021,Genital
Bangkok,Total,60,2021,Genital
Total,0,0,2021,Genital
ZONE:01,0,0,2021,Genital
Chiang Mai,0,0,2021,Genital
Chiang Rai,0,0,2021,Genital
Lampang,0,0,2021,Genital
Lamphun,0,0,2021,Genital
Mae Hong Son,0,0,2021,Genital
Nan,0,0,2021,Genital
Phayao,0,0,2021,Genital
Phrae,0,0,2021,Genital
ZONE:02,0,0,2021,Genital
Phetchabun,0,0,2021,Genital
Phitsanulok,0,0,2021,Genital
Sukhothai,0,0,2021,Genital
Tak,0,0,2021,Genital
Uttaradit,0,0,2021,Genital
ZONE:03,0,0,2021,Genital
Chai Nat,0,0,2021,Genital
Kamphaeng Phet,0,0,2021,Genital
Nakhon Sawan,0,0,2021,Genital
Phichit,0,0,2021,Genital
Uthai Thani,0,0,2021,Genital
ZONE:04,0,0,2021,Genital
Ang Thong,0,0,2021,Genital
Lop Buri,0,0,2021,Genital
Nakhon Nayok,0,0,2021,Genital
Nonthaburi,0,0,2021,Genital
P.Nakhon S.Ayutthaya,0,0,2021,Genital
Pathum Thani,0,0,2021,Genital
Saraburi,0,0,2021,Genital
Sing Buri,0,0,2021,Genital
ZONE:05,0,0,2021,Genital
Kanchanaburi,0,0,2021,Genital
Nakhon Pathom,0,0,2021,Genital
Phetchaburi,0,0,2021,Genital
Prachuap Khiri Khan,0,0,2021,Genital
Ratchaburi,0,0,2021,Genital
Samut Sakhon,0,0,2021,Genital
Samut Songkhram,0,0,2021,Genital
Suphan Buri,0,0,2021,Genital
ZONE:06,0,0,2021,Genital
Chachoengsao,0,0,2021,Genital
Chanthaburi,0,0,2021,Genital
Chon Buri,0,0,2021,Genital
Prachin Buri,0,0,2021,Genital
Rayong,0,0,2021,Genital
Sa Kaeo,0,0,2021,Genital
Samut Prakan,0,0,2021,Genital
Trat,0,0,2021,Genital
ZONE:07,0,0,2021,Genital
Kalasin,0,0,2021,Genital
Khon Kaen,0,0,2021,Genital
Maha Sarakham,0,0,2021,Genital
Roi Et,0,0,2021,Genital
ZONE:08,0,0,2021,Genital
Bungkan,0,0,2021,Genital
Loei,0,0,2021,Genital
Nakhon Phanom,0,0,2021,Genital
Nong Bua Lam Phu,0,0,2021,Genital
Nong Khai,0,0,2021,Genital
Sakon Nakhon,0,0,2021,Genital
Udon Thani,0,0,2021,Genital
ZONE:09,0,0,2021,Genital
Buri Ram,0,0,2021,Genital
Chaiyaphum,0,0,2021,Genital
Nakhon Ratchasima,0,0,2021,Genital
Surin,0,0,2021,Genital
ZONE:10,0,0,2021,Genital
Amnat Charoen,0,0,2021,Genital
Mukdahan,0,0,2021,Genital
Si Sa Ket,0,0,2021,Genital
Ubon Ratchathani,0,0,2021,Genital
Yasothon,0,0,2021,Genital
ZONE:11,0,0,2021,Genital
Chumphon,0,0,2021,Genital
Krabi,0,0,2021,Genital
Nakhon Si Thammarat,0,0,2021,Genital
Phangnga,0,0,2021,Genital
Phuket,0,0,2021,Genital
Ranong,0,0,2021,Genital
Surat Thani,0,0,2021,Genital
ZONE:12,0,0,2021,Genital
Narathiwat,0,0,2021,Genital
Pattani,0,0,2021,Genital
Phatthalung,0,0,2021,Genital
Satun,0,0,2021,Genital
Songkhla,0,0,2021,Genital
Trang,0,0,2021,Genital
Yala,0,0,2021,Genital
ZONE:13,0,0,2021,Genital
Bangkok,0,0,2021,Genital
Total,<1,0,2021,Genital
ZONE:01,<1,0,2021,Genital
Chiang Mai,<1,0,2021,Genital
Chiang Rai,<1,0,2021,Genital
Lampang,<1,0,2021,Genital
Lamphun,<1,0,2021,Genital
