Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,3941,6.29,68,0.11,62623416,2006,Leptospirosis
North Region,936,7.87,18,0.15,11887142,2006,Leptospirosis
Zone:1,766,13.32,14,0.24,5748673,2006,Leptospirosis
Chiang Mai,75,4.53,0,0.0,1654154,2006,Leptospirosis
Chiang Rai,91,7.43,4,0.33,1225386,2006,Leptospirosis
Lampang,85,10.96,0,0.0,775259,2006,Leptospirosis
Lamphun,4,0.99,0,0.0,405146,2006,Leptospirosis
Mae Hong Son,26,10.22,0,0.0,254392,2006,Leptospirosis
Nan,321,67.17,4,0.84,477871,2006,Leptospirosis
Phayao,103,21.17,1,0.21,486554,2006,Leptospirosis
Phrae,61,12.98,5,1.06,469911,2006,Leptospirosis
Zone:2,128,3.71,3,0.09,3448091,2006,Leptospirosis
Phetchabun,51,5.09,0,0.0,1002388,2006,Leptospirosis
Phitsanulok,23,2.73,0,0.0,842739,2006,Leptospirosis
Sukhothai,2,0.33,1,0.16,609591,2006,Leptospirosis
Tak,33,6.29,2,0.38,524938,2006,Leptospirosis
Uttaradit,19,4.06,0,0.0,468435,2006,Leptospirosis
Zone:3,42,1.56,1,0.04,2690378,2006,Leptospirosis
Kamphaeng Phet,0,0.0,0,0.0,728293,2006,Leptospirosis
Nakhon Sawan,21,1.95,1,0.09,1076911,2006,Leptospirosis
Phichit,5,0.9,0,0.0,558314,2006,Leptospirosis
Uthai Thani,16,4.9,0,0.0,326860,2006,Leptospirosis
Central Region,406,1.95,13,0.06,20825142,2006,Leptospirosis
Bangkok,8,0.14,0,0.0,5677455,2006,Leptospirosis
Zone:4,33,1.15,2,0.07,2858658,2006,Leptospirosis
Ang Thong,5,1.76,0,0.0,283861,2006,Leptospirosis
Nonthaburi,4,0.41,0,0.0,985669,2006,Leptospirosis
P.Nakhon S.Ayutthaya,23,3.06,2,0.27,750757,2006,Leptospirosis
Pathum Thani,1,0.12,0,0.0,838371,2006,Leptospirosis
Zone:5,113,5.9,1,0.05,1915186,2006,Leptospirosis
Chai Nat,31,9.13,0,0.0,339568,2006,Leptospirosis
Lop Buri,16,2.13,0,0.0,752364,2006,Leptospirosis
Saraburi,49,8.09,0,0.0,605897,2006,Leptospirosis
Sing Buri,17,7.82,1,0.46,217357,2006,Leptospirosis
Zone:6,18,0.54,1,0.03,3315213,2006,Leptospirosis
Kanchanaburi,2,0.24,0,0.0,830309,2006,Leptospirosis
Nakhon Pathom,0,0.0,0,0.0,815433,2006,Leptospirosis
Ratchaburi,3,0.36,1,0.12,826212,2006,Leptospirosis
Suphan Buri,13,1.54,0,0.0,843259,2006,Leptospirosis
Zone:7,11,0.69,1,0.06,1598232,2006,Leptospirosis
Phetchaburi,2,0.44,1,0.22,455332,2006,Leptospirosis
Prachuap Khiri Khan,5,1.02,0,0.0,490607,2006,Leptospirosis
Samut Sakhon,1,0.22,0,0.0,457264,2006,Leptospirosis
Samut Songkhram,3,1.54,0,0.0,195029,2006,Leptospirosis
Zone:8,59,1.98,0,0.0,2983258,2006,Leptospirosis
Chachoengsao,5,0.77,0,0.0,650909,2006,Leptospirosis
Nakhon Nayok,2,0.8,0,0.0,250392,2006,Leptospirosis
Prachin Buri,3,0.66,0,0.0,451721,2006,Leptospirosis
Sa Kaeo,43,8.0,0,0.0,537661,2006,Leptospirosis
Samut Prakan,6,0.55,0,0.0,1092575,2006,Leptospirosis
Zone:9,164,6.62,8,0.32,2477140,2006,Leptospirosis
Chanthaburi,117,23.39,7,1.4,500275,2006,Leptospirosis
Chon Buri,7,0.59,0,0.0,1190861,2006,Leptospirosis
Rayong,37,6.53,1,0.18,566461,2006,Leptospirosis
Trat,3,1.37,0,0.0,219543,2006,Leptospirosis
North-Eastern Region,2177,10.2,26,0.12,21352480,2006,Leptospirosis
Zone:10,386,10.93,0,0.0,3533061,2006,Leptospirosis
Loei,113,18.44,0,0.0,612863,2006,Leptospirosis
Nong Bua Lam Phu,7,1.41,0,0.0,496675,2006,Leptospirosis
Nong Khai,182,20.27,0,0.0,897840,2006,Leptospirosis
Udon Thani,84,5.51,0,0.0,1525683,2006,Leptospirosis
Zone:11,330,10.61,7,0.23,3110390,2006,Leptospirosis
