Areas,Count,Month,Type,Year,Disease
Total,560,Total,Cases,2020,Dysen
ZONE:01,54,Total,Cases,2020,Dysen
Chiang Mai,16,Total,Cases,2020,Dysen
Chiang Rai,4,Total,Cases,2020,Dysen
Lampang,1,Total,Cases,2020,Dysen
Lamphun,0,Total,Cases,2020,Dysen
Mae Hong Son,29,Total,Cases,2020,Dysen
Nan,0,Total,Cases,2020,Dysen
Phayao,4,Total,Cases,2020,Dysen
Phrae,0,Total,Cases,2020,Dysen
ZONE:02,17,Total,Cases,2020,Dysen
Phetchabun,4,Total,Cases,2020,Dysen
Phitsanulok,2,Total,Cases,2020,Dysen
Sukhothai,0,Total,Cases,2020,Dysen
Tak,10,Total,Cases,2020,Dysen
Uttaradit,1,Total,Cases,2020,Dysen
ZONE:03,22,Total,Cases,2020,Dysen
Chai Nat,0,Total,Cases,2020,Dysen
Kamphaeng Phet,1,Total,Cases,2020,Dysen
Nakhon Sawan,17,Total,Cases,2020,Dysen
Phichit,0,Total,Cases,2020,Dysen
Uthai Thani,4,Total,Cases,2020,Dysen
ZONE:04,33,Total,Cases,2020,Dysen
Ang Thong,0,Total,Cases,2020,Dysen
Lop Buri,5,Total,Cases,2020,Dysen
Nakhon Nayok,3,Total,Cases,2020,Dysen
Nonthaburi,22,Total,Cases,2020,Dysen
P.Nakhon S.Ayutthaya,2,Total,Cases,2020,Dysen
Pathum Thani,0,Total,Cases,2020,Dysen
Saraburi,1,Total,Cases,2020,Dysen
Sing Buri,0,Total,Cases,2020,Dysen
ZONE:05,23,Total,Cases,2020,Dysen
Kanchanaburi,6,Total,Cases,2020,Dysen
Nakhon Pathom,1,Total,Cases,2020,Dysen
Phetchaburi,10,Total,Cases,2020,Dysen
Prachuap Khiri Khan,3,Total,Cases,2020,Dysen
Ratchaburi,1,Total,Cases,2020,Dysen
Samut Sakhon,0,Total,Cases,2020,Dysen
Samut Songkhram,0,Total,Cases,2020,Dysen
Suphan Buri,2,Total,Cases,2020,Dysen
ZONE:06,143,Total,Cases,2020,Dysen
Chachoengsao,1,Total,Cases,2020,Dysen
Chanthaburi,12,Total,Cases,2020,Dysen
Chon Buri,7,Total,Cases,2020,Dysen
Prachin Buri,1,Total,Cases,2020,Dysen
Rayong,94,Total,Cases,2020,Dysen
Sa Kaeo,14,Total,Cases,2020,Dysen
Samut Prakan,14,Total,Cases,2020,Dysen
Trat,0,Total,Cases,2020,Dysen
ZONE:07,23,Total,Cases,2020,Dysen
Kalasin,0,Total,Cases,2020,Dysen
Khon Kaen,14,Total,Cases,2020,Dysen
Maha Sarakham,4,Total,Cases,2020,Dysen
Roi Et,5,Total,Cases,2020,Dysen
ZONE:08,28,Total,Cases,2020,Dysen
Bungkan,0,Total,Cases,2020,Dysen
Loei,11,Total,Cases,2020,Dysen
Nakhon Phanom,7,Total,Cases,2020,Dysen
Nong Bua Lam Phu,3,Total,Cases,2020,Dysen
Nong Khai,1,Total,Cases,2020,Dysen
Sakon Nakhon,5,Total,Cases,2020,Dysen
Udon Thani,1,Total,Cases,2020,Dysen
ZONE:09,51,Total,Cases,2020,Dysen
Buri Ram,25,Total,Cases,2020,Dysen
Chaiyaphum,3,Total,Cases,2020,Dysen
Nakhon Ratchasima,5,Total,Cases,2020,Dysen
Surin,18,Total,Cases,2020,Dysen
ZONE:10,93,Total,Cases,2020,Dysen
Amnat Charoen,6,Total,Cases,2020,Dysen
Mukdahan,6,Total,Cases,2020,Dysen
Si Sa Ket,31,Total,Cases,2020,Dysen
Ubon Ratchathani,34,Total,Cases,2020,Dysen
Yasothon,16,Total,Cases,2020,Dysen
ZONE:11,20,Total,Cases,2020,Dysen
Chumphon,4,Total,Cases,2020,Dysen
Krabi,0,Total,Cases,2020,Dysen
Nakhon Si Thammarat,10,Total,Cases,2020,Dysen
Phangnga,2,Total,Cases,2020,Dysen
Phuket,0,Total,Cases,2020,Dysen
Ranong,0,Total,Cases,2020,Dysen
Surat Thani,4,Total,Cases,2020,Dysen
ZONE:12,53,Total,Cases,2020,Dysen
Narathiwat,0,Total,Cases,2020,Dysen
Pattani,3,Total,Cases,2020,Dysen
Phatthalung,1,Total,Cases,2020,Dysen
Satun,0,Total,Cases,2020,Dysen
Songkhla,39,Total,Cases,2020,Dysen
Trang,0,Total,Cases,2020,Dysen
Yala,10,Total,Cases,2020,Dysen
ZONE:13,0,Total,Cases,2020,Dysen
Bangkok,0,Total,Cases,2020,Dysen
Total,0,Total,Deaths,2020,Dysen
ZONE:01,0,Total,Deaths,2020,Dysen
