Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,734,1.17,0,0.0,62623416,2006,HepatitisC
North Region,271,2.28,0,0.0,11887142,2006,HepatitisC
Zone:1,47,0.82,0,0.0,5748673,2006,HepatitisC
Chiang Mai,1,0.06,0,0.0,1654154,2006,HepatitisC
Chiang Rai,11,0.9,0,0.0,1225386,2006,HepatitisC
Lampang,8,1.03,0,0.0,775259,2006,HepatitisC
Lamphun,1,0.25,0,0.0,405146,2006,HepatitisC
Mae Hong Son,2,0.79,0,0.0,254392,2006,HepatitisC
Nan,9,1.88,0,0.0,477871,2006,HepatitisC
Phayao,15,3.08,0,0.0,486554,2006,HepatitisC
Phrae,0,0.0,0,0.0,469911,2006,HepatitisC
Zone:2,216,6.26,0,0.0,3448091,2006,HepatitisC
Phetchabun,196,19.55,0,0.0,1002388,2006,HepatitisC
Phitsanulok,6,0.71,0,0.0,842739,2006,HepatitisC
Sukhothai,6,0.98,0,0.0,609591,2006,HepatitisC
Tak,3,0.57,0,0.0,524938,2006,HepatitisC
Uttaradit,5,1.07,0,0.0,468435,2006,HepatitisC
Zone:3,8,0.3,0,0.0,2690378,2006,HepatitisC
Kamphaeng Phet,3,0.41,0,0.0,728293,2006,HepatitisC
Nakhon Sawan,5,0.46,0,0.0,1076911,2006,HepatitisC
Phichit,0,0.0,0,0.0,558314,2006,HepatitisC
Uthai Thani,0,0.0,0,0.0,326860,2006,HepatitisC
Central Region,113,0.54,0,0.0,20825142,2006,HepatitisC
Bangkok,43,0.76,0,0.0,5677455,2006,HepatitisC
Zone:4,18,0.63,0,0.0,2858658,2006,HepatitisC
Ang Thong,0,0.0,0,0.0,283861,2006,HepatitisC
Nonthaburi,14,1.42,0,0.0,985669,2006,HepatitisC
P.Nakhon S.Ayutthaya,3,0.4,0,0.0,750757,2006,HepatitisC
Pathum Thani,1,0.12,0,0.0,838371,2006,HepatitisC
Zone:5,4,0.21,0,0.0,1915186,2006,HepatitisC
Chai Nat,3,0.88,0,0.0,339568,2006,HepatitisC
Lop Buri,0,0.0,0,0.0,752364,2006,HepatitisC
Saraburi,1,0.17,0,0.0,605897,2006,HepatitisC
Sing Buri,0,0.0,0,0.0,217357,2006,HepatitisC
Zone:6,8,0.24,0,0.0,3315213,2006,HepatitisC
Kanchanaburi,5,0.6,0,0.0,830309,2006,HepatitisC
Nakhon Pathom,3,0.37,0,0.0,815433,2006,HepatitisC
Ratchaburi,0,0.0,0,0.0,826212,2006,HepatitisC
Suphan Buri,0,0.0,0,0.0,843259,2006,HepatitisC
Zone:7,2,0.13,0,0.0,1598232,2006,HepatitisC
Phetchaburi,0,0.0,0,0.0,455332,2006,HepatitisC
Prachuap Khiri Khan,0,0.0,0,0.0,490607,2006,HepatitisC
Samut Sakhon,2,0.44,0,0.0,457264,2006,HepatitisC
Samut Songkhram,0,0.0,0,0.0,195029,2006,HepatitisC
Zone:8,6,0.2,0,0.0,2983258,2006,HepatitisC
Chachoengsao,0,0.0,0,0.0,650909,2006,HepatitisC
Nakhon Nayok,0,0.0,0,0.0,250392,2006,HepatitisC
Prachin Buri,3,0.66,0,0.0,451721,2006,HepatitisC
Sa Kaeo,2,0.37,0,0.0,537661,2006,HepatitisC
Samut Prakan,1,0.09,0,0.0,1092575,2006,HepatitisC
Zone:9,32,1.29,0,0.0,2477140,2006,HepatitisC
Chanthaburi,2,0.4,0,0.0,500275,2006,HepatitisC
Chon Buri,5,0.42,0,0.0,1190861,2006,HepatitisC
Rayong,6,1.06,0,0.0,566461,2006,HepatitisC
Trat,19,8.65,0,0.0,219543,2006,HepatitisC
North-Eastern Region,300,1.4,0,0.0,21352480,2006,HepatitisC
Zone:10,85,2.41,0,0.0,3533061,2006,HepatitisC
Loei,17,2.77,0,0.0,612863,2006,HepatitisC
Nong Bua Lam Phu,15,3.02,0,0.0,496675,2006,HepatitisC
Nong Khai,29,3.23,0,0.0,897840,2006,HepatitisC
Udon Thani,24,1.57,0,0.0,1525683,2006,HepatitisC
Zone:11,47,1.51,0,0.0,3110390,2006,HepatitisC
Kalasin,40,4.1,0,0.0,974560,2006,HepatitisC
Mukdahan,0,0.0,0,0.0,334781,2006,HepatitisC
Nakhon Phanom,3,0.43,0,0.0,694473,2006,HepatitisC
Sakon Nakhon,4,0.36,0,0.0,1106576,2006,HepatitisC
Zone:12,19,0.48,0,0.0,3996666,2006,HepatitisC
Khon Kaen,16,0.91,0,0.0,1749021,2006,HepatitisC
Maha Sarakham,1,0.11,0,0.0,937285,2006,HepatitisC
Roi Et,2,0.15,0,0.0,1310360,2006,HepatitisC
Zone:13,38,0.58,0,0.0,6578271,2006,HepatitisC
Buri Ram,8,0.52,0,0.0,1534076,2006,HepatitisC
Chaiyaphum,13,1.16,0,0.0,1118040,2006,HepatitisC
Nakhon Ratchasima,16,0.63,0,0.0,2551176,2006,HepatitisC
Surin,1,0.07,0,0.0,1374979,2006,HepatitisC
Zone:14,111,2.68,0,0.0,4134092,2006,HepatitisC
Amnat Charoen,3,0.81,0,0.0,368863,2006,HepatitisC
Si Sa Ket,82,5.67,0,0.0,1445230,2006,HepatitisC
