Areas,Count,Month,Type,Year,Disease
Total,3526,Total,Cases,2006,STDNSU
North Region,340,Total,Cases,2006,STDNSU
Zone: 1,225,Total,Cases,2006,STDNSU
Chiang Mai,43,Total,Cases,2006,STDNSU
Chiang Rai,64,Total,Cases,2006,STDNSU
Lampang,42,Total,Cases,2006,STDNSU
Lamphun,32,Total,Cases,2006,STDNSU
Mae Hong Son,14,Total,Cases,2006,STDNSU
Nan,5,Total,Cases,2006,STDNSU
Phayao,25,Total,Cases,2006,STDNSU
Phrae,0,Total,Cases,2006,STDNSU
Zone: 2,37,Total,Cases,2006,STDNSU
Phetchabun,20,Total,Cases,2006,STDNSU
Phitsanulok,4,Total,Cases,2006,STDNSU
Sukhothai,2,Total,Cases,2006,STDNSU
Tak,7,Total,Cases,2006,STDNSU
Uttaradit,4,Total,Cases,2006,STDNSU
Zone: 3,78,Total,Cases,2006,STDNSU
Kamphaeng Phet,14,Total,Cases,2006,STDNSU
Nakhon Sawan,48,Total,Cases,2006,STDNSU
Phichit,8,Total,Cases,2006,STDNSU
Uthai Thani,8,Total,Cases,2006,STDNSU
Central Region,1125,Total,Cases,2006,STDNSU
Bangkok,690,Total,Cases,2006,STDNSU
Zone: 4,7,Total,Cases,2006,STDNSU
Ang Thong,0,Total,Cases,2006,STDNSU
Nonthaburi,1,Total,Cases,2006,STDNSU
P.Nakhon S.Ayutthaya,2,Total,Cases,2006,STDNSU
Pathum Thani,4,Total,Cases,2006,STDNSU
Zone: 5,11,Total,Cases,2006,STDNSU
Chai Nat,0,Total,Cases,2006,STDNSU
Lop Buri,2,Total,Cases,2006,STDNSU
Saraburi,9,Total,Cases,2006,STDNSU
Sing Buri,0,Total,Cases,2006,STDNSU
Zone: 6,113,Total,Cases,2006,STDNSU
Kanchanaburi,1,Total,Cases,2006,STDNSU
Nakhon Pathom,72,Total,Cases,2006,STDNSU
Ratchaburi,20,Total,Cases,2006,STDNSU
Suphan Buri,20,Total,Cases,2006,STDNSU
Zone: 7,9,Total,Cases,2006,STDNSU
Phetchaburi,7,Total,Cases,2006,STDNSU
Prachuap Khiri Khan,0,Total,Cases,2006,STDNSU
Samut Sakhon,2,Total,Cases,2006,STDNSU
Samut Songkhram,0,Total,Cases,2006,STDNSU
Zone: 8,53,Total,Cases,2006,STDNSU
Chachoengsao,24,Total,Cases,2006,STDNSU
Nakhon Nayok,0,Total,Cases,2006,STDNSU
Prachin Buri,13,Total,Cases,2006,STDNSU
Sa Kaeo,3,Total,Cases,2006,STDNSU
Samut Prakan,13,Total,Cases,2006,STDNSU
Zone: 9,242,Total,Cases,2006,STDNSU
Chanthaburi,160,Total,Cases,2006,STDNSU
Chon Buri,26,Total,Cases,2006,STDNSU
Rayong,16,Total,Cases,2006,STDNSU
Trat,40,Total,Cases,2006,STDNSU
North-Eastern Region,1214,Total,Cases,2006,STDNSU
Zone: 10,90,Total,Cases,2006,STDNSU
Loei,2,Total,Cases,2006,STDNSU
Nong Bua Lam Phu,7,Total,Cases,2006,STDNSU
Nong Khai,9,Total,Cases,2006,STDNSU
Udon Thani,72,Total,Cases,2006,STDNSU
Zone: 11,50,Total,Cases,2006,STDNSU
Kalasin,46,Total,Cases,2006,STDNSU
Mukdahan,0,Total,Cases,2006,STDNSU
Nakhon Phanom,0,Total,Cases,2006,STDNSU
Sakon Nakhon,4,Total,Cases,2006,STDNSU
Zone: 12,4,Total,Cases,2006,STDNSU
Khon Kaen,1,Total,Cases,2006,STDNSU
Maha Sarakham,2,Total,Cases,2006,STDNSU
Roi Et,1,Total,Cases,2006,STDNSU
Zone: 13,124,Total,Cases,2006,STDNSU
Buri Ram,8,Total,Cases,2006,STDNSU
Chaiyaphum,12,Total,Cases,2006,STDNSU
Nakhon Ratchasima,55,Total,Cases,2006,STDNSU
Surin,49,Total,Cases,2006,STDNSU
Zone: 14,946,Total,Cases,2006,STDNSU
Amnat Charoen,296,Total,Cases,2006,STDNSU
Si Sa Ket,175,Total,Cases,2006,STDNSU
Ubon Ratchathani,455,Total,Cases,2006,STDNSU
Yasothon,20,Total,Cases,2006,STDNSU
South Region,847,Total,Cases,2006,STDNSU
Zone: 15,167,Total,Cases,2006,STDNSU
Chumphon,3,Total,Cases,2006,STDNSU
Ranong,2,Total,Cases,2006,STDNSU
Surat Thani,162,Total,Cases,2006,STDNSU
Zone: 16,16,Total,Cases,2006,STDNSU
Nakhon Si Thammarat,7,Total,Cases,2006,STDNSU
