Areas,Age,Cases,Year,Disease
Total,Total,0,2020,"Dysentery,Amoebic"
ZONE:01,Total,0,2020,"Dysentery,Amoebic"
Chiang Mai,Total,0,2020,"Dysentery,Amoebic"
Chiang Rai,Total,0,2020,"Dysentery,Amoebic"
Lampang,Total,0,2020,"Dysentery,Amoebic"
Lamphun,Total,0,2020,"Dysentery,Amoebic"
Mae Hong Son,Total,0,2020,"Dysentery,Amoebic"
Nan,Total,0,2020,"Dysentery,Amoebic"
Phayao,Total,0,2020,"Dysentery,Amoebic"
Phrae,Total,0,2020,"Dysentery,Amoebic"
ZONE:02,Total,0,2020,"Dysentery,Amoebic"
Phetchabun,Total,0,2020,"Dysentery,Amoebic"
Phitsanulok,Total,0,2020,"Dysentery,Amoebic"
Sukhothai,Total,0,2020,"Dysentery,Amoebic"
Tak,Total,0,2020,"Dysentery,Amoebic"
Uttaradit,Total,0,2020,"Dysentery,Amoebic"
ZONE:03,Total,0,2020,"Dysentery,Amoebic"
Chai Nat,Total,0,2020,"Dysentery,Amoebic"
Kamphaeng Phet,Total,0,2020,"Dysentery,Amoebic"
Nakhon Sawan,Total,0,2020,"Dysentery,Amoebic"
Phichit,Total,0,2020,"Dysentery,Amoebic"
Uthai Thani,Total,0,2020,"Dysentery,Amoebic"
ZONE:04,Total,0,2020,"Dysentery,Amoebic"
Ang Thong,Total,0,2020,"Dysentery,Amoebic"
Lop Buri,Total,0,2020,"Dysentery,Amoebic"
Nakhon Nayok,Total,0,2020,"Dysentery,Amoebic"
Nonthaburi,Total,0,2020,"Dysentery,Amoebic"
P.Nakhon S.Ayutthaya,Total,0,2020,"Dysentery,Amoebic"
Pathum Thani,Total,0,2020,"Dysentery,Amoebic"
Saraburi,Total,0,2020,"Dysentery,Amoebic"
Sing Buri,Total,0,2020,"Dysentery,Amoebic"
ZONE:05,Total,0,2020,"Dysentery,Amoebic"
Kanchanaburi,Total,0,2020,"Dysentery,Amoebic"
Nakhon Pathom,Total,0,2020,"Dysentery,Amoebic"
Phetchaburi,Total,0,2020,"Dysentery,Amoebic"
Prachuap Khiri Khan,Total,0,2020,"Dysentery,Amoebic"
Ratchaburi,Total,0,2020,"Dysentery,Amoebic"
Samut Sakhon,Total,0,2020,"Dysentery,Amoebic"
Samut Songkhram,Total,0,2020,"Dysentery,Amoebic"
Suphan Buri,Total,0,2020,"Dysentery,Amoebic"
ZONE:06,Total,0,2020,"Dysentery,Amoebic"
Chachoengsao,Total,0,2020,"Dysentery,Amoebic"
Chanthaburi,Total,0,2020,"Dysentery,Amoebic"
Chon Buri,Total,0,2020,"Dysentery,Amoebic"
Prachin Buri,Total,0,2020,"Dysentery,Amoebic"
Rayong,Total,0,2020,"Dysentery,Amoebic"
Sa Kaeo,Total,0,2020,"Dysentery,Amoebic"
Samut Prakan,Total,0,2020,"Dysentery,Amoebic"
Trat,Total,0,2020,"Dysentery,Amoebic"
ZONE:07,Total,0,2020,"Dysentery,Amoebic"
Kalasin,Total,0,2020,"Dysentery,Amoebic"
Khon Kaen,Total,0,2020,"Dysentery,Amoebic"
Maha Sarakham,Total,0,2020,"Dysentery,Amoebic"
Roi Et,Total,0,2020,"Dysentery,Amoebic"
ZONE:08,Total,0,2020,"Dysentery,Amoebic"
Bungkan,Total,0,2020,"Dysentery,Amoebic"
Loei,Total,0,2020,"Dysentery,Amoebic"
Nakhon Phanom,Total,0,2020,"Dysentery,Amoebic"
Nong Bua Lam Phu,Total,0,2020,"Dysentery,Amoebic"
Nong Khai,Total,0,2020,"Dysentery,Amoebic"
Sakon Nakhon,Total,0,2020,"Dysentery,Amoebic"
Udon Thani,Total,0,2020,"Dysentery,Amoebic"
ZONE:09,Total,0,2020,"Dysentery,Amoebic"
Buri Ram,Total,0,2020,"Dysentery,Amoebic"
Chaiyaphum,Total,0,2020,"Dysentery,Amoebic"
Nakhon Ratchasima,Total,0,2020,"Dysentery,Amoebic"
Surin,Total,0,2020,"Dysentery,Amoebic"
ZONE:10,Total,0,2020,"Dysentery,Amoebic"
Amnat Charoen,Total,0,2020,"Dysentery,Amoebic"
Mukdahan,Total,0,2020,"Dysentery,Amoebic"
Si Sa Ket,Total,0,2020,"Dysentery,Amoebic"
Ubon Ratchathani,Total,0,2020,"Dysentery,Amoebic"
Yasothon,Total,0,2020,"Dysentery,Amoebic"
ZONE:11,Total,0,2020,"Dysentery,Amoebic"
Chumphon,Total,0,2020,"Dysentery,Amoebic"
Krabi,Total,0,2020,"Dysentery,Amoebic"
Nakhon Si Thammarat,Total,0,2020,"Dysentery,Amoebic"
Phangnga,Total,0,2020,"Dysentery,Amoebic"
Phuket,Total,0,2020,"Dysentery,Amoebic"
Ranong,Total,0,2020,"Dysentery,Amoebic"
Surat Thani,Total,0,2020,"Dysentery,Amoebic"
ZONE:12,Total,0,2020,"Dysentery,Amoebic"
Narathiwat,Total,0,2020,"Dysentery,Amoebic"
Pattani,Total,0,2020,"Dysentery,Amoebic"
Phatthalung,Total,0,2020,"Dysentery,Amoebic"
Satun,Total,0,2020,"Dysentery,Amoebic"
Songkhla,Total,0,2020,"Dysentery,Amoebic"
Trang,Total,0,2020,"Dysentery,Amoebic"
Yala,Total,0,2020,"Dysentery,Amoebic"
ZONE:13,Total,0,2020,"Dysentery,Amoebic"
Bangkok,Total,0,2020,"Dysentery,Amoebic"
Total,0,0,2020,"Dysentery,Amoebic"
ZONE:01,0,0,2020,"Dysentery,Amoebic"
Chiang Mai,0,0,2020,"Dysentery,Amoebic"
Chiang Rai,0,0,2020,"Dysentery,Amoebic"
Lampang,0,0,2020,"Dysentery,Amoebic"
Lamphun,0,0,2020,"Dysentery,Amoebic"
Mae Hong Son,0,0,2020,"Dysentery,Amoebic"
Nan,0,0,2020,"Dysentery,Amoebic"
Phayao,0,0,2020,"Dysentery,Amoebic"
Phrae,0,0,2020,"Dysentery,Amoebic"
ZONE:02,0,0,2020,"Dysentery,Amoebic"
Phetchabun,0,0,2020,"Dysentery,Amoebic"
