Areas,Count,Month,Type,Year,Disease
Total,828,Total,Cases,2009,TBmeningitis
Central Region,201,Total,Cases,2009,TBmeningitis
Bangkok,49,Total,Cases,2009,TBmeningitis
Zone: 1,16,Total,Cases,2009,TBmeningitis
Nonthaburi,1,Total,Cases,2009,TBmeningitis
P.Nakhon S.Ayutthaya,9,Total,Cases,2009,TBmeningitis
Pathum Thani,4,Total,Cases,2009,TBmeningitis
Saraburi,2,Total,Cases,2009,TBmeningitis
Zone: 2,19,Total,Cases,2009,TBmeningitis
Ang Thong,4,Total,Cases,2009,TBmeningitis
Chai Nat,2,Total,Cases,2009,TBmeningitis
Lop Buri,13,Total,Cases,2009,TBmeningitis
Sing Buri,0,Total,Cases,2009,TBmeningitis
Zone: 3,29,Total,Cases,2009,TBmeningitis
Chachoengsao,5,Total,Cases,2009,TBmeningitis
Nakhon Nayok,1,Total,Cases,2009,TBmeningitis
Prachin Buri,8,Total,Cases,2009,TBmeningitis
Sa Kaeo,8,Total,Cases,2009,TBmeningitis
Samut Prakan,7,Total,Cases,2009,TBmeningitis
Zone: 4,19,Total,Cases,2009,TBmeningitis
Kanchanaburi,3,Total,Cases,2009,TBmeningitis
Nakhon Pathom,4,Total,Cases,2009,TBmeningitis
Ratchaburi,7,Total,Cases,2009,TBmeningitis
Suphan Buri,5,Total,Cases,2009,TBmeningitis
Zone: 5,15,Total,Cases,2009,TBmeningitis
Phetchaburi,0,Total,Cases,2009,TBmeningitis
Prachuap Khiri Khan,8,Total,Cases,2009,TBmeningitis
Samut Sakhon,6,Total,Cases,2009,TBmeningitis
Samut Songkhram,1,Total,Cases,2009,TBmeningitis
Zone: 9,54,Total,Cases,2009,TBmeningitis
Chanthaburi,33,Total,Cases,2009,TBmeningitis
Chon Buri,11,Total,Cases,2009,TBmeningitis
Rayong,5,Total,Cases,2009,TBmeningitis
Trat,5,Total,Cases,2009,TBmeningitis
South Region,85,Total,Cases,2009,TBmeningitis
Zone: 6,47,Total,Cases,2009,TBmeningitis
Chumphon,3,Total,Cases,2009,TBmeningitis
Nakhon Si Thammarat,8,Total,Cases,2009,TBmeningitis
Phatthalung,3,Total,Cases,2009,TBmeningitis
Surat Thani,33,Total,Cases,2009,TBmeningitis
Zone: 7,15,Total,Cases,2009,TBmeningitis
Krabi,4,Total,Cases,2009,TBmeningitis
Phangnga,4,Total,Cases,2009,TBmeningitis
Phuket,1,Total,Cases,2009,TBmeningitis
Ranong,0,Total,Cases,2009,TBmeningitis
Trang,6,Total,Cases,2009,TBmeningitis
Zone: 8,23,Total,Cases,2009,TBmeningitis
Narathiwat,1,Total,Cases,2009,TBmeningitis
Pattani,6,Total,Cases,2009,TBmeningitis
Satun,0,Total,Cases,2009,TBmeningitis
Songkhla,12,Total,Cases,2009,TBmeningitis
Yala,4,Total,Cases,2009,TBmeningitis
North-Eastern Region,307,Total,Cases,2009,TBmeningitis
Zone: 10,61,Total,Cases,2009,TBmeningitis
Loei,14,Total,Cases,2009,TBmeningitis
Nong Bua Lam Phu,2,Total,Cases,2009,TBmeningitis
Nong Khai,8,Total,Cases,2009,TBmeningitis
Udon Thani,37,Total,Cases,2009,TBmeningitis
Zone: 11,25,Total,Cases,2009,TBmeningitis
Mukdahan,12,Total,Cases,2009,TBmeningitis
Nakhon Phanom,1,Total,Cases,2009,TBmeningitis
Sakon Nakhon,12,Total,Cases,2009,TBmeningitis
Zone: 12,77,Total,Cases,2009,TBmeningitis
Kalasin,11,Total,Cases,2009,TBmeningitis
Khon Kaen,51,Total,Cases,2009,TBmeningitis
Maha Sarakham,9,Total,Cases,2009,TBmeningitis
Roi Et,6,Total,Cases,2009,TBmeningitis
Zone: 13,71,Total,Cases,2009,TBmeningitis
Amnat Charoen,3,Total,Cases,2009,TBmeningitis
Si Sa Ket,41,Total,Cases,2009,TBmeningitis
Ubon Ratchathani,27,Total,Cases,2009,TBmeningitis
Yasothon,0,Total,Cases,2009,TBmeningitis
Zone: 14,73,Total,Cases,2009,TBmeningitis
Buri Ram,6,Total,Cases,2009,TBmeningitis
Chaiyaphum,14,Total,Cases,2009,TBmeningitis
Nakhon Ratchasima,38,Total,Cases,2009,TBmeningitis
Surin,15,Total,Cases,2009,TBmeningitis
North Region,235,Total,Cases,2009,TBmeningitis
Zone: 15,37,Total,Cases,2009,TBmeningitis
Chiang Mai,14,Total,Cases,2009,TBmeningitis
Lampang,9,Total,Cases,2009,TBmeningitis
Lamphun,2,Total,Cases,2009,TBmeningitis
Mae Hong Son,12,Total,Cases,2009,TBmeningitis
Zone: 16,79,Total,Cases,2009,TBmeningitis
Chiang Rai,39,Total,Cases,2009,TBmeningitis
Nan,10,Total,Cases,2009,TBmeningitis
Phayao,19,Total,Cases,2009,TBmeningitis
Phrae,11,Total,Cases,2009,TBmeningitis
Zone: 17,76,Total,Cases,2009,TBmeningitis
Phetchabun,43,Total,Cases,2009,TBmeningitis
Phitsanulok,15,Total,Cases,2009,TBmeningitis
Sukhothai,5,Total,Cases,2009,TBmeningitis
Tak,7,Total,Cases,2009,TBmeningitis
Uttaradit,6,Total,Cases,2009,TBmeningitis
Zone: 18,43,Total,Cases,2009,TBmeningitis
Kamphaeng Phet,19,Total,Cases,2009,TBmeningitis
Nakhon Sawan,17,Total,Cases,2009,TBmeningitis
Phichit,5,Total,Cases,2009,TBmeningitis
Uthai Thani,2,Total,Cases,2009,TBmeningitis
Total,12,Total,Deaths,2009,TBmeningitis
Central Region,5,Total,Deaths,2009,TBmeningitis
Bangkok,1,Total,Deaths,2009,TBmeningitis
Zone: 1,2,Total,Deaths,2009,TBmeningitis
Nonthaburi,0,Total,Deaths,2009,TBmeningitis
P.Nakhon S.Ayutthaya,0,Total,Deaths,2009,TBmeningitis
Pathum Thani,2,Total,Deaths,2009,TBmeningitis
Saraburi,0,Total,Deaths,2009,TBmeningitis
Zone: 2,0,Total,Deaths,2009,TBmeningitis
Ang Thong,0,Total,Deaths,2009,TBmeningitis
Chai Nat,0,Total,Deaths,2009,TBmeningitis
Lop Buri,0,Total,Deaths,2009,TBmeningitis
Sing Buri,0,Total,Deaths,2009,TBmeningitis
Zone: 3,0,Total,Deaths,2009,TBmeningitis
Chachoengsao,0,Total,Deaths,2009,TBmeningitis
Nakhon Nayok,0,Total,Deaths,2009,TBmeningitis
Prachin Buri,0,Total,Deaths,2009,TBmeningitis
Sa Kaeo,0,Total,Deaths,2009,TBmeningitis
Samut Prakan,0,Total,Deaths,2009,TBmeningitis
Zone: 4,0,Total,Deaths,2009,TBmeningitis
Kanchanaburi,0,Total,Deaths,2009,TBmeningitis
Nakhon Pathom,0,Total,Deaths,2009,TBmeningitis
Ratchaburi,0,Total,Deaths,2009,TBmeningitis
Suphan Buri,0,Total,Deaths,2009,TBmeningitis
Zone: 5,0,Total,Deaths,2009,TBmeningitis
Phetchaburi,0,Total,Deaths,2009,TBmeningitis
Prachuap Khiri Khan,0,Total,Deaths,2009,TBmeningitis
Samut Sakhon,0,Total,Deaths,2009,TBmeningitis
Samut Songkhram,0,Total,Deaths,2009,TBmeningitis
Zone: 9,2,Total,Deaths,2009,TBmeningitis
Chanthaburi,2,Total,Deaths,2009,TBmeningitis
Chon Buri,0,Total,Deaths,2009,TBmeningitis
Rayong,0,Total,Deaths,2009,TBmeningitis
Trat,0,Total,Deaths,2009,TBmeningitis
South Region,0,Total,Deaths,2009,TBmeningitis
Zone: 6,0,Total,Deaths,2009,TBmeningitis
Chumphon,0,Total,Deaths,2009,TBmeningitis
Nakhon Si Thammarat,0,Total,Deaths,2009,TBmeningitis
