Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,105,0.17,0,0.00,0.00,62195878,2005,Eosinophilic
North Region,9,0.08,0,0.00,0.00,11862916,2005,Eosinophilic
Zone:1,9,0.16,0,0.00,0.00,5729312,2005,Eosinophilic
Chiang Mai,0,0.00,0,0.00,0.00,1640390,2005,Eosinophilic
Chiang Rai,0,0.00,0,0.00,0.00,1219732,2005,Eosinophilic
Lampang,9,1.16,0,0.00,0.00,777827,2005,Eosinophilic
Lamphun,0,0.00,0,0.00,0.00,404754,2005,Eosinophilic
Mae Hong Son,0,0.00,0,0.00,0.00,248672,2005,Eosinophilic
Nan,0,0.00,0,0.00,0.00,477917,2005,Eosinophilic
Phayao,0,0.00,0,0.00,0.00,487616,2005,Eosinophilic
Phrae,0,0.00,0,0.00,0.00,472404,2005,Eosinophilic
Zone:2,0,0.00,0,0.00,0.00,3442642,2005,Eosinophilic
Phetchabun,0,0.00,0,0.00,0.00,1001820,2005,Eosinophilic
Phitsanulok,0,0.00,0,0.00,0.00,841248,2005,Eosinophilic
Sukhothai,0,0.00,0,0.00,0.00,610871,2005,Eosinophilic
Tak,0,0.00,0,0.00,0.00,519037,2005,Eosinophilic
Uttaradit,0,0.00,0,0.00,0.00,469666,2005,Eosinophilic
Zone:3,0,0.00,0,0.00,0.00,2690962,2005,Eosinophilic
Kamphaeng Phet,0,0.00,0,0.00,0.00,727351,2005,Eosinophilic
Nakhon Sawan,0,0.00,0,0.00,0.00,1077634,2005,Eosinophilic
Phichit,0,0.00,0,0.00,0.00,559611,2005,Eosinophilic
Uthai Thani,0,0.00,0,0.00,0.00,326366,2005,Eosinophilic
Central Region,3,0.01,0,0.00,0.00,20560399,2005,Eosinophilic
Bangkok,0,0.00,0,0.00,0.00,5646543,2005,Eosinophilic
Zone:4,0,0.00,0,0.00,0.00,2777019,2005,Eosinophilic
Ang Thong,0,0.00,0,0.00,0.00,283373,2005,Eosinophilic
Nonthaburi,0,0.00,0,0.00,0.00,957287,2005,Eosinophilic
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,743659,2005,Eosinophilic
Pathum Thani,0,0.00,0,0.00,0.00,792700,2005,Eosinophilic
Zone:5,0,0.00,0,0.00,0.00,1909368,2005,Eosinophilic
Chai Nat,0,0.00,0,0.00,0.00,340812,2005,Eosinophilic
Lop Buri,0,0.00,0,0.00,0.00,750718,2005,Eosinophilic
Saraburi,0,0.00,0,0.00,0.00,598905,2005,Eosinophilic
Sing Buri,0,0.00,0,0.00,0.00,218933,2005,Eosinophilic
Zone:6,0,0.00,0,0.00,0.00,3282327,2005,Eosinophilic
Kanchanaburi,0,0.00,0,0.00,0.00,818218,2005,Eosinophilic
Nakhon Pathom,0,0.00,0,0.00,0.00,803489,2005,Eosinophilic
Ratchaburi,0,0.00,0,0.00,0.00,819286,2005,Eosinophilic
Suphan Buri,0,0.00,0,0.00,0.00,841334,2005,Eosinophilic
Zone:7,0,0.00,0,0.00,0.00,1578246,2005,Eosinophilic
Phetchaburi,0,0.00,0,0.00,0.00,452506,2005,Eosinophilic
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,483243,2005,Eosinophilic
Samut Sakhon,0,0.00,0,0.00,0.00,447353,2005,Eosinophilic
Samut Songkhram,0,0.00,0,0.00,0.00,195144,2005,Eosinophilic
Zone:8,0,0.00,0,0.00,0.00,2943051,2005,Eosinophilic
Chachoengsao,0,0.00,0,0.00,0.00,645521,2005,Eosinophilic
Nakhon Nayok,0,0.00,0,0.00,0.00,249686,2005,Eosinophilic
Prachin Buri,0,0.00,0,0.00,0.00,447783,2005,Eosinophilic
Sa Kaeo,0,0.00,0,0.00,0.00,536591,2005,Eosinophilic
Samut Prakan,0,0.00,0,0.00,0.00,1063470,2005,Eosinophilic
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",17/10/2549,,,,,,2005,Eosinophilic
