Areas,Count,Month,Type,Year,Disease
Total,6821,Total,Cases,2014,Gonorrhoea
ZONE:00,276,Total,Cases,2014,Gonorrhoea
Bangkok,276,Total,Cases,2014,Gonorrhoea
ZONE:01,1193,Total,Cases,2014,Gonorrhoea
Chiang Mai,434,Total,Cases,2014,Gonorrhoea
Chiang Rai,339,Total,Cases,2014,Gonorrhoea
Lampang,173,Total,Cases,2014,Gonorrhoea
Lamphun,45,Total,Cases,2014,Gonorrhoea
Mae Hong Son,32,Total,Cases,2014,Gonorrhoea
Nan,59,Total,Cases,2014,Gonorrhoea
Phayao,80,Total,Cases,2014,Gonorrhoea
Phrae,31,Total,Cases,2014,Gonorrhoea
ZONE:02,580,Total,Cases,2014,Gonorrhoea
Phetchabun,78,Total,Cases,2014,Gonorrhoea
Phitsanulok,387,Total,Cases,2014,Gonorrhoea
Sukhothai,24,Total,Cases,2014,Gonorrhoea
Tak,54,Total,Cases,2014,Gonorrhoea
Uttaradit,37,Total,Cases,2014,Gonorrhoea
ZONE:03,300,Total,Cases,2014,Gonorrhoea
Chai Nat,11,Total,Cases,2014,Gonorrhoea
Kamphaeng Phet,56,Total,Cases,2014,Gonorrhoea
Nakhon Sawan,169,Total,Cases,2014,Gonorrhoea
Phichit,35,Total,Cases,2014,Gonorrhoea
Uthai Thani,29,Total,Cases,2014,Gonorrhoea
ZONE:04,481,Total,Cases,2014,Gonorrhoea
Ang Thong,16,Total,Cases,2014,Gonorrhoea
Lop Buri,72,Total,Cases,2014,Gonorrhoea
Nakhon Nayok,11,Total,Cases,2014,Gonorrhoea
Nonthaburi,51,Total,Cases,2014,Gonorrhoea
P.Nakhon S.Ayutthaya,167,Total,Cases,2014,Gonorrhoea
Pathum Thani,106,Total,Cases,2014,Gonorrhoea
Saraburi,32,Total,Cases,2014,Gonorrhoea
Sing Buri,26,Total,Cases,2014,Gonorrhoea
ZONE:05,408,Total,Cases,2014,Gonorrhoea
Kanchanaburi,49,Total,Cases,2014,Gonorrhoea
Nakhon Pathom,41,Total,Cases,2014,Gonorrhoea
Phetchaburi,97,Total,Cases,2014,Gonorrhoea
Prachuap Khiri Khan,66,Total,Cases,2014,Gonorrhoea
Ratchaburi,55,Total,Cases,2014,Gonorrhoea
Samut Sakhon,43,Total,Cases,2014,Gonorrhoea
Samut Songkhram,7,Total,Cases,2014,Gonorrhoea
Suphan Buri,50,Total,Cases,2014,Gonorrhoea
ZONE:06,978,Total,Cases,2014,Gonorrhoea
Chachoengsao,124,Total,Cases,2014,Gonorrhoea
Chanthaburi,114,Total,Cases,2014,Gonorrhoea
Chon Buri,174,Total,Cases,2014,Gonorrhoea
Prachin Buri,76,Total,Cases,2014,Gonorrhoea
Rayong,235,Total,Cases,2014,Gonorrhoea
Sa Kaeo,15,Total,Cases,2014,Gonorrhoea
Samut Prakan,188,Total,Cases,2014,Gonorrhoea
Trat,52,Total,Cases,2014,Gonorrhoea
ZONE:07,260,Total,Cases,2014,Gonorrhoea
Kalasin,34,Total,Cases,2014,Gonorrhoea
Khon Kaen,102,Total,Cases,2014,Gonorrhoea
Maha Sarakham,55,Total,Cases,2014,Gonorrhoea
Roi Et,69,Total,Cases,2014,Gonorrhoea
ZONE:08,457,Total,Cases,2014,Gonorrhoea
Bungkan,18,Total,Cases,2014,Gonorrhoea
Loei,58,Total,Cases,2014,Gonorrhoea
Nakhon Phanom,45,Total,Cases,2014,Gonorrhoea
Nong Bua Lam Phu,24,Total,Cases,2014,Gonorrhoea
Nong Khai,69,Total,Cases,2014,Gonorrhoea
Sakon Nakhon,26,Total,Cases,2014,Gonorrhoea
Udon Thani,217,Total,Cases,2014,Gonorrhoea
ZONE:09,753,Total,Cases,2014,Gonorrhoea
Buri Ram,191,Total,Cases,2014,Gonorrhoea
Chaiyaphum,37,Total,Cases,2014,Gonorrhoea
Nakhon Ratchasima,364,Total,Cases,2014,Gonorrhoea
Surin,161,Total,Cases,2014,Gonorrhoea
ZONE:10,628,Total,Cases,2014,Gonorrhoea
Amnat Charoen,10,Total,Cases,2014,Gonorrhoea
Mukdahan,39,Total,Cases,2014,Gonorrhoea
Si Sa Ket,339,Total,Cases,2014,Gonorrhoea
Ubon Ratchathani,189,Total,Cases,2014,Gonorrhoea
Yasothon,51,Total,Cases,2014,Gonorrhoea
ZONE:11,248,Total,Cases,2014,Gonorrhoea
Chumphon,21,Total,Cases,2014,Gonorrhoea
Krabi,15,Total,Cases,2014,Gonorrhoea
Nakhon Si Thammarat,77,Total,Cases,2014,Gonorrhoea
Phangnga,8,Total,Cases,2014,Gonorrhoea
Phuket,54,Total,Cases,2014,Gonorrhoea
Ranong,18,Total,Cases,2014,Gonorrhoea
Surat Thani,55,Total,Cases,2014,Gonorrhoea
ZONE:12,259,Total,Cases,2014,Gonorrhoea
Narathiwat,30,Total,Cases,2014,Gonorrhoea
Pattani,4,Total,Cases,2014,Gonorrhoea
Phatthalung,23,Total,Cases,2014,Gonorrhoea
Satun,8,Total,Cases,2014,Gonorrhoea
Songkhla,171,Total,Cases,2014,Gonorrhoea
Trang,19,Total,Cases,2014,Gonorrhoea
Yala,4,Total,Cases,2014,Gonorrhoea
Total,0,Total,Deaths,2014,Gonorrhoea
ZONE:00,0,Total,Deaths,2014,Gonorrhoea
Bangkok,0,Total,Deaths,2014,Gonorrhoea
ZONE:01,0,Total,Deaths,2014,Gonorrhoea
Chiang Mai,0,Total,Deaths,2014,Gonorrhoea
Chiang Rai,0,Total,Deaths,2014,Gonorrhoea
Lampang,0,Total,Deaths,2014,Gonorrhoea
Lamphun,0,Total,Deaths,2014,Gonorrhoea
Mae Hong Son,0,Total,Deaths,2014,Gonorrhoea
Nan,0,Total,Deaths,2014,Gonorrhoea
Phayao,0,Total,Deaths,2014,Gonorrhoea
