Areas,Age,Cases,Year,Disease
Total,Total,105,2010,Pulmonary T.B
Central Region,Total,44,2010,Pulmonary T.B
Zone:0,Total,2,2010,Pulmonary T.B
Bangkok,Total,2,2010,Pulmonary T.B
Zone:1,Total,7,2010,Pulmonary T.B
Nonthaburi,Total,1,2010,Pulmonary T.B
P.Nakhon S.Ayutthaya,Total,5,2010,Pulmonary T.B
Pathum Thani,Total,1,2010,Pulmonary T.B
Saraburi,Total,0,2010,Pulmonary T.B
Zone:2,Total,0,2010,Pulmonary T.B
Ang Thong,Total,0,2010,Pulmonary T.B
Chai Nat,Total,0,2010,Pulmonary T.B
Lop Buri,Total,0,2010,Pulmonary T.B
Sing Buri,Total,0,2010,Pulmonary T.B
Zone:3,Total,3,2010,Pulmonary T.B
Chachoengsao,Total,0,2010,Pulmonary T.B
Nakhon Nayok,Total,1,2010,Pulmonary T.B
Prachin Buri,Total,2,2010,Pulmonary T.B
Sa Kaeo,Total,0,2010,Pulmonary T.B
Samut Prakan,Total,0,2010,Pulmonary T.B
Zone:4,Total,1,2010,Pulmonary T.B
Kanchanaburi,Total,0,2010,Pulmonary T.B
Nakhon Pathom,Total,0,2010,Pulmonary T.B
Ratchaburi,Total,0,2010,Pulmonary T.B
Suphan Buri,Total,1,2010,Pulmonary T.B
Zone:5,Total,1,2010,Pulmonary T.B
Phetchaburi,Total,0,2010,Pulmonary T.B
Prachuap Khiri Khan,Total,1,2010,Pulmonary T.B
Samut Sakhon,Total,0,2010,Pulmonary T.B
Samut Songkhram,Total,0,2010,Pulmonary T.B
Zone:9,Total,30,2010,Pulmonary T.B
Chanthaburi,Total,16,2010,Pulmonary T.B
Chon Buri,Total,0,2010,Pulmonary T.B
Rayong,Total,13,2010,Pulmonary T.B
Trat,Total,1,2010,Pulmonary T.B
South Region,Total,9,2010,Pulmonary T.B
Zone:6,Total,8,2010,Pulmonary T.B
Chumphon,Total,0,2010,Pulmonary T.B
Nakhon Si Thammarat,Total,1,2010,Pulmonary T.B
Phatthalung,Total,0,2010,Pulmonary T.B
Surat Thani,Total,7,2010,Pulmonary T.B
Zone:7,Total,0,2010,Pulmonary T.B
Krabi,Total,0,2010,Pulmonary T.B
Phangnga,Total,0,2010,Pulmonary T.B
Phuket,Total,0,2010,Pulmonary T.B
Ranong,Total,0,2010,Pulmonary T.B
Trang,Total,0,2010,Pulmonary T.B
Zone:8,Total,1,2010,Pulmonary T.B
Narathiwat,Total,1,2010,Pulmonary T.B
Pattani,Total,0,2010,Pulmonary T.B
Satun,Total,0,2010,Pulmonary T.B
Songkhla,Total,0,2010,Pulmonary T.B
Yala,Total,0,2010,Pulmonary T.B
North-Eastern Region,Total,2,2010,Pulmonary T.B
Zone:10,Total,2,2010,Pulmonary T.B
Loei,Total,2,2010,Pulmonary T.B
Nong Bua Lam Phu,Total,0,2010,Pulmonary T.B
Nong Khai,Total,0,2010,Pulmonary T.B
Udon Thani,Total,0,2010,Pulmonary T.B
Zone:11,Total,0,2010,Pulmonary T.B
Mukdahan,Total,0,2010,Pulmonary T.B
Nakhon Phanom,Total,0,2010,Pulmonary T.B
Sakon Nakhon,Total,0,2010,Pulmonary T.B
Zone:12,Total,0,2010,Pulmonary T.B
Kalasin,Total,0,2010,Pulmonary T.B
Khon Kaen,Total,0,2010,Pulmonary T.B
Maha Sarakham,Total,0,2010,Pulmonary T.B
Roi Et,Total,0,2010,Pulmonary T.B
Zone:13,Total,0,2010,Pulmonary T.B
Amnat Charoen,Total,0,2010,Pulmonary T.B
Si Sa Ket,Total,0,2010,Pulmonary T.B
Ubon Ratchathani,Total,0,2010,Pulmonary T.B
Yasothon,Total,0,2010,Pulmonary T.B
Zone:14,Total,0,2010,Pulmonary T.B
Buri Ram,Total,0,2010,Pulmonary T.B
Chaiyaphum,Total,0,2010,Pulmonary T.B
Nakhon Ratchasima,Total,0,2010,Pulmonary T.B
Surin,Total,0,2010,Pulmonary T.B
North Region,Total,50,2010,Pulmonary T.B
Zone:15,Total,2,2010,Pulmonary T.B
Chiang Mai,Total,0,2010,Pulmonary T.B
Lampang,Total,0,2010,Pulmonary T.B
Lamphun,Total,1,2010,Pulmonary T.B
Mae Hong Son,Total,1,2010,Pulmonary T.B
Zone:16,Total,9,2010,Pulmonary T.B
Chiang Rai,Total,6,2010,Pulmonary T.B
Nan,Total,0,2010,Pulmonary T.B
Phayao,Total,2,2010,Pulmonary T.B
Phrae,Total,1,2010,Pulmonary T.B
Zone:17,Total,23,2010,Pulmonary T.B
Phetchabun,Total,1,2010,Pulmonary T.B
Phitsanulok,Total,3,2010,Pulmonary T.B
Sukhothai,Total,13,2010,Pulmonary T.B
Tak,Total,1,2010,Pulmonary T.B
Uttaradit,Total,5,2010,Pulmonary T.B
Zone:18,Total,16,2010,Pulmonary T.B
Kamphaeng Phet,Total,2,2010,Pulmonary T.B
Nakhon Sawan,Total,9,2010,Pulmonary T.B
Phichit,Total,3,2010,Pulmonary T.B
Uthai Thani,Total,2,2010,Pulmonary T.B
Total,0,0,2010,Pulmonary T.B
Central Region,0,0,2010,Pulmonary T.B
Zone:0,0,0,2010,Pulmonary T.B
Bangkok,0,0,2010,Pulmonary T.B
Zone:1,0,0,2010,Pulmonary T.B
Nonthaburi,0,0,2010,Pulmonary T.B
P.Nakhon S.Ayutthaya,0,0,2010,Pulmonary T.B
Pathum Thani,0,0,2010,Pulmonary T.B
Saraburi,0,0,2010,Pulmonary T.B
Zone:2,0,0,2010,Pulmonary T.B
Ang Thong,0,0,2010,Pulmonary T.B
Chai Nat,0,0,2010,Pulmonary T.B
Lop Buri,0,0,2010,Pulmonary T.B
Sing Buri,0,0,2010,Pulmonary T.B
Zone:3,0,0,2010,Pulmonary T.B
Chachoengsao,0,0,2010,Pulmonary T.B
Nakhon Nayok,0,0,2010,Pulmonary T.B
Prachin Buri,0,0,2010,Pulmonary T.B
Sa Kaeo,0,0,2010,Pulmonary T.B
Samut Prakan,0,0,2010,Pulmonary T.B
Zone:4,0,0,2010,Pulmonary T.B
Kanchanaburi,0,0,2010,Pulmonary T.B
Nakhon Pathom,0,0,2010,Pulmonary T.B
Ratchaburi,0,0,2010,Pulmonary T.B
Suphan Buri,0,0,2010,Pulmonary T.B
Zone:5,0,0,2010,Pulmonary T.B
Phetchaburi,0,0,2010,Pulmonary T.B
Prachuap Khiri Khan,0,0,2010,Pulmonary T.B
Samut Sakhon,0,0,2010,Pulmonary T.B
Samut Songkhram,0,0,2010,Pulmonary T.B
Zone:9,0,0,2010,Pulmonary T.B
Chanthaburi,0,0,2010,Pulmonary T.B
Chon Buri,0,0,2010,Pulmonary T.B
Rayong,0,0,2010,Pulmonary T.B
Trat,0,0,2010,Pulmonary T.B
South Region,0,0,2010,Pulmonary T.B
Zone:6,0,0,2010,Pulmonary T.B
Chumphon,0,0,2010,Pulmonary T.B
Nakhon Si Thammarat,0,0,2010,Pulmonary T.B
Phatthalung,0,0,2010,Pulmonary T.B
Surat Thani,0,0,2010,Pulmonary T.B
Zone:7,0,0,2010,Pulmonary T.B
Krabi,0,0,2010,Pulmonary T.B
Phangnga,0,0,2010,Pulmonary T.B
Phuket,0,0,2010,Pulmonary T.B
Ranong,0,0,2010,Pulmonary T.B
Trang,0,0,2010,Pulmonary T.B
Zone:8,0,0,2010,Pulmonary T.B
Narathiwat,0,0,2010,Pulmonary T.B
Pattani,0,0,2010,Pulmonary T.B
Satun,0,0,2010,Pulmonary T.B
Songkhla,0,0,2010,Pulmonary T.B
Yala,0,0,2010,Pulmonary T.B
North-Eastern Region,0,0,2010,Pulmonary T.B
Zone:10,0,0,2010,Pulmonary T.B
Loei,0,0,2010,Pulmonary T.B
Nong Bua Lam Phu,0,0,2010,Pulmonary T.B
Nong Khai,0,0,2010,Pulmonary T.B
Udon Thani,0,0,2010,Pulmonary T.B
Zone:11,0,0,2010,Pulmonary T.B
Mukdahan,0,0,2010,Pulmonary T.B
Nakhon Phanom,0,0,2010,Pulmonary T.B
Sakon Nakhon,0,0,2010,Pulmonary T.B
Zone:12,0,0,2010,Pulmonary T.B
Kalasin,0,0,2010,Pulmonary T.B
Khon Kaen,0,0,2010,Pulmonary T.B
Maha Sarakham,0,0,2010,Pulmonary T.B
Roi Et,0,0,2010,Pulmonary T.B
Zone:13,0,0,2010,Pulmonary T.B
Amnat Charoen,0,0,2010,Pulmonary T.B
Si Sa Ket,0,0,2010,Pulmonary T.B
Ubon Ratchathani,0,0,2010,Pulmonary T.B
Yasothon,0,0,2010,Pulmonary T.B
Zone:14,0,0,2010,Pulmonary T.B
Buri Ram,0,0,2010,Pulmonary T.B
Chaiyaphum,0,0,2010,Pulmonary T.B
Nakhon Ratchasima,0,0,2010,Pulmonary T.B
Surin,0,0,2010,Pulmonary T.B
North Region,0,0,2010,Pulmonary T.B
Zone:15,0,0,2010,Pulmonary T.B
Chiang Mai,0,0,2010,Pulmonary T.B
Lampang,0,0,2010,Pulmonary T.B
Lamphun,0,0,2010,Pulmonary T.B
Mae Hong Son,0,0,2010,Pulmonary T.B
Zone:16,0,0,2010,Pulmonary T.B
Chiang Rai,0,0,2010,Pulmonary T.B
Nan,0,0,2010,Pulmonary T.B
Phayao,0,0,2010,Pulmonary T.B
Phrae,0,0,2010,Pulmonary T.B
Zone:17,0,0,2010,Pulmonary T.B
Phetchabun,0,0,2010,Pulmonary T.B
Phitsanulok,0,0,2010,Pulmonary T.B
Sukhothai,0,0,2010,Pulmonary T.B
Tak,0,0,2010,Pulmonary T.B
Uttaradit,0,0,2010,Pulmonary T.B
Zone:18,0,0,2010,Pulmonary T.B
Kamphaeng Phet,0,0,2010,Pulmonary T.B
Nakhon Sawan,0,0,2010,Pulmonary T.B
Phichit,0,0,2010,Pulmonary T.B
Uthai Thani,0,0,2010,Pulmonary T.B
Total,<1,0,2010,Pulmonary T.B
Central Region,<1,0,2010,Pulmonary T.B
Zone:0,<1,0,2010,Pulmonary T.B
Bangkok,<1,0,2010,Pulmonary T.B
Zone:1,<1,0,2010,Pulmonary T.B
Nonthaburi,<1,0,2010,Pulmonary T.B
P.Nakhon S.Ayutthaya,<1,0,2010,Pulmonary T.B
Pathum Thani,<1,0,2010,Pulmonary T.B
Saraburi,<1,0,2010,Pulmonary T.B
Zone:2,<1,0,2010,Pulmonary T.B
Ang Thong,<1,0,2010,Pulmonary T.B
Chai Nat,<1,0,2010,Pulmonary T.B
Lop Buri,<1,0,2010,Pulmonary T.B
Sing Buri,<1,0,2010,Pulmonary T.B
Zone:3,<1,0,2010,Pulmonary T.B
Chachoengsao,<1,0,2010,Pulmonary T.B
Nakhon Nayok,<1,0,2010,Pulmonary T.B
Prachin Buri,<1,0,2010,Pulmonary T.B
Sa Kaeo,<1,0,2010,Pulmonary T.B
Samut Prakan,<1,0,2010,Pulmonary T.B
Zone:4,<1,0,2010,Pulmonary T.B
Kanchanaburi,<1,0,2010,Pulmonary T.B
Nakhon Pathom,<1,0,2010,Pulmonary T.B
Ratchaburi,<1,0,2010,Pulmonary T.B
Suphan Buri,<1,0,2010,Pulmonary T.B
Zone:5,<1,0,2010,Pulmonary T.B
Phetchaburi,<1,0,2010,Pulmonary T.B
Prachuap Khiri Khan,<1,0,2010,Pulmonary T.B
Samut Sakhon,<1,0,2010,Pulmonary T.B
Samut Songkhram,<1,0,2010,Pulmonary T.B
Zone:9,<1,0,2010,Pulmonary T.B
Chanthaburi,<1,0,2010,Pulmonary T.B
Chon Buri,<1,0,2010,Pulmonary T.B
Rayong,<1,0,2010,Pulmonary T.B
Trat,<1,0,2010,Pulmonary T.B
South Region,<1,0,2010,Pulmonary T.B
Zone:6,<1,0,2010,Pulmonary T.B
Chumphon,<1,0,2010,Pulmonary T.B
Nakhon Si Thammarat,<1,0,2010,Pulmonary T.B
Phatthalung,<1,0,2010,Pulmonary T.B
Surat Thani,<1,0,2010,Pulmonary T.B
Zone:7,<1,0,2010,Pulmonary T.B
Krabi,<1,0,2010,Pulmonary T.B
Phangnga,<1,0,2010,Pulmonary T.B
Phuket,<1,0,2010,Pulmonary T.B
Ranong,<1,0,2010,Pulmonary T.B
