Areas,Age,Cases,Year,Disease
Total,Total,0,2005,Kala azar
North Region,Total,0,2005,Kala azar
Zone: 1,Total,0,2005,Kala azar
Chiang Mai,Total,0,2005,Kala azar
Chiang Rai,Total,0,2005,Kala azar
Lampang,Total,0,2005,Kala azar
Lamphun,Total,0,2005,Kala azar
Mae Hong Son,Total,0,2005,Kala azar
Nan,Total,0,2005,Kala azar
Phayao,Total,0,2005,Kala azar
Phrae,Total,0,2005,Kala azar
Zone: 2,Total,0,2005,Kala azar
Phetchabun,Total,0,2005,Kala azar
Phitsanulok,Total,0,2005,Kala azar
Sukhothai,Total,0,2005,Kala azar
Tak,Total,0,2005,Kala azar
Uttaradit,Total,0,2005,Kala azar
Zone: 3,Total,0,2005,Kala azar
Kamphaeng Phet,Total,0,2005,Kala azar
Nakhon Sawan,Total,0,2005,Kala azar
Phichit,Total,0,2005,Kala azar
Uthai Thani,Total,0,2005,Kala azar
Central Region,Total,0,2005,Kala azar
Bangkok,Total,0,2005,Kala azar
Zone: 4,Total,0,2005,Kala azar
Ang Thong,Total,0,2005,Kala azar
Nonthaburi,Total,0,2005,Kala azar
P.Nakhon S.Ayutthaya,Total,0,2005,Kala azar
Pathum Thani,Total,0,2005,Kala azar
Zone: 5,Total,0,2005,Kala azar
Chai Nat,Total,0,2005,Kala azar
Lop Buri,Total,0,2005,Kala azar
Saraburi,Total,0,2005,Kala azar
Sing Buri,Total,0,2005,Kala azar
Zone: 6,Total,0,2005,Kala azar
Kanchanaburi,Total,0,2005,Kala azar
Nakhon Pathom,Total,0,2005,Kala azar
Ratchaburi,Total,0,2005,Kala azar
Suphan Buri,Total,0,2005,Kala azar
Zone: 7,Total,0,2005,Kala azar
Phetchaburi,Total,0,2005,Kala azar
Prachuap Khiri Khan,Total,0,2005,Kala azar
Samut Sakhon,Total,0,2005,Kala azar
Samut Songkhram,Total,0,2005,Kala azar
Zone: 8,Total,0,2005,Kala azar
Chachoengsao,Total,0,2005,Kala azar
Nakhon Nayok,Total,0,2005,Kala azar
Prachin Buri,Total,0,2005,Kala azar
Sa Kaeo,Total,0,2005,Kala azar
Samut Prakan,Total,0,2005,Kala azar
Zone: 9,Total,0,2005,Kala azar
Chanthaburi,Total,0,2005,Kala azar
Chon Buri,Total,0,2005,Kala azar
Rayong,Total,0,2005,Kala azar
Trat,Total,0,2005,Kala azar
North-Eastern Region,Total,0,2005,Kala azar
Zone: 10,Total,0,2005,Kala azar
Loei,Total,0,2005,Kala azar
Nong Bua Lam Phu,Total,0,2005,Kala azar
Nong Khai,Total,0,2005,Kala azar
Udon Thani,Total,0,2005,Kala azar
Zone: 11,Total,0,2005,Kala azar
Kalasin,Total,0,2005,Kala azar
Mukdahan,Total,0,2005,Kala azar
Nakhon Phanom,Total,0,2005,Kala azar
Sakon Nakhon,Total,0,2005,Kala azar
Zone: 12,Total,0,2005,Kala azar
Khon Kaen,Total,0,2005,Kala azar
Maha Sarakham,Total,0,2005,Kala azar
Roi Et,Total,0,2005,Kala azar
Zone: 13,Total,0,2005,Kala azar
Buri Ram,Total,0,2005,Kala azar
Chaiyaphum,Total,0,2005,Kala azar
Nakhon Ratchasima,Total,0,2005,Kala azar
Surin,Total,0,2005,Kala azar
Zone: 14,Total,0,2005,Kala azar
Amnat Charoen,Total,0,2005,Kala azar
Si Sa Ket,Total,0,2005,Kala azar
Ubon Ratchathani,Total,0,2005,Kala azar
Yasothon,Total,0,2005,Kala azar
South Region,Total,0,2005,Kala azar
Zone: 15,Total,0,2005,Kala azar
Chumphon,Total,0,2005,Kala azar
Ranong,Total,0,2005,Kala azar
Surat Thani,Total,0,2005,Kala azar
Zone: 16,Total,0,2005,Kala azar
Nakhon Si Thammarat,Total,0,2005,Kala azar
Phatthalung,Total,0,2005,Kala azar
Trang,Total,0,2005,Kala azar
Zone: 17,Total,0,2005,Kala azar
Krabi,Total,0,2005,Kala azar
Phangnga,Total,0,2005,Kala azar
Phuket,Total,0,2005,Kala azar
Zone: 18,Total,0,2005,Kala azar
Narathiwat,Total,0,2005,Kala azar
Pattani,Total,0,2005,Kala azar
Yala,Total,0,2005,Kala azar
Zone: 19,Total,0,2005,Kala azar
Satun,Total,0,2005,Kala azar
Songkhla,Total,0,2005,Kala azar
Total,0,0,2005,Kala azar
North Region,0,0,2005,Kala azar
Zone: 1,0,0,2005,Kala azar
Chiang Mai,0,0,2005,Kala azar
Chiang Rai,0,0,2005,Kala azar
Lampang,0,0,2005,Kala azar
Lamphun,0,0,2005,Kala azar
Mae Hong Son,0,0,2005,Kala azar
Nan,0,0,2005,Kala azar
Phayao,0,0,2005,Kala azar
Phrae,0,0,2005,Kala azar
Zone: 2,0,0,2005,Kala azar
Phetchabun,0,0,2005,Kala azar
Phitsanulok,0,0,2005,Kala azar
Sukhothai,0,0,2005,Kala azar
Tak,0,0,2005,Kala azar
Uttaradit,0,0,2005,Kala azar
Zone: 3,0,0,2005,Kala azar
Kamphaeng Phet,0,0,2005,Kala azar
Nakhon Sawan,0,0,2005,Kala azar
Phichit,0,0,2005,Kala azar
Uthai Thani,0,0,2005,Kala azar
Central Region,0,0,2005,Kala azar
Bangkok,0,0,2005,Kala azar
Zone: 4,0,0,2005,Kala azar
Ang Thong,0,0,2005,Kala azar
Nonthaburi,0,0,2005,Kala azar
P.Nakhon S.Ayutthaya,0,0,2005,Kala azar
Pathum Thani,0,0,2005,Kala azar
Zone: 5,0,0,2005,Kala azar
Chai Nat,0,0,2005,Kala azar
Lop Buri,0,0,2005,Kala azar
Saraburi,0,0,2005,Kala azar
Sing Buri,0,0,2005,Kala azar
Zone: 6,0,0,2005,Kala azar
Kanchanaburi,0,0,2005,Kala azar
