Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,268,0.43,24,0.04,62195878,2005,Encephalitis uns
North Region,74,0.62,12,0.1,11862916,2005,Encephalitis uns
Zone:1,34,0.59,6,0.1,5729312,2005,Encephalitis uns
Chiang Mai,16,0.98,3,0.18,1640390,2005,Encephalitis uns
Chiang Rai,8,0.66,1,0.08,1219732,2005,Encephalitis uns
Lampang,0,0.0,0,0.0,777827,2005,Encephalitis uns
Lamphun,0,0.0,0,0.0,404754,2005,Encephalitis uns
Mae Hong Son,0,0.0,0,0.0,248672,2005,Encephalitis uns
Nan,9,1.88,2,0.42,477917,2005,Encephalitis uns
Phayao,0,0.0,0,0.0,487616,2005,Encephalitis uns
Phrae,1,0.21,0,0.0,472404,2005,Encephalitis uns
Zone:2,11,0.32,1,0.03,3442642,2005,Encephalitis uns
Phetchabun,2,0.2,0,0.0,1001820,2005,Encephalitis uns
Phitsanulok,0,0.0,0,0.0,841248,2005,Encephalitis uns
Sukhothai,0,0.0,0,0.0,610871,2005,Encephalitis uns
Tak,5,0.96,1,0.19,519037,2005,Encephalitis uns
Uttaradit,4,0.85,0,0.0,469666,2005,Encephalitis uns
Zone:3,29,1.08,5,0.19,2690962,2005,Encephalitis uns
Kamphaeng Phet,10,1.37,0,0.0,727351,2005,Encephalitis uns
Nakhon Sawan,18,1.67,5,0.46,1077634,2005,Encephalitis uns
Phichit,0,0.0,0,0.0,559611,2005,Encephalitis uns
Uthai Thani,1,0.31,0,0.0,326366,2005,Encephalitis uns
Central Region,67,0.33,9,0.04,20560399,2005,Encephalitis uns
Bangkok,0,0.0,0,0.0,5646543,2005,Encephalitis uns
Zone:4,8,0.29,0,0.0,2777019,2005,Encephalitis uns
Ang Thong,0,0.0,0,0.0,283373,2005,Encephalitis uns
Nonthaburi,1,0.1,0,0.0,957287,2005,Encephalitis uns
P.Nakhon S.Ayutthaya,6,0.81,0,0.0,743659,2005,Encephalitis uns
Pathum Thani,1,0.13,0,0.0,792700,2005,Encephalitis uns
Zone:5,3,0.16,0,0.0,1909368,2005,Encephalitis uns
Chai Nat,1,0.29,0,0.0,340812,2005,Encephalitis uns
Lop Buri,0,0.0,0,0.0,750718,2005,Encephalitis uns
Saraburi,1,0.17,0,0.0,598905,2005,Encephalitis uns
Sing Buri,1,0.46,0,0.0,218933,2005,Encephalitis uns
Zone:6,11,0.34,1,0.03,3282327,2005,Encephalitis uns
Kanchanaburi,3,0.37,1,0.12,818218,2005,Encephalitis uns
Nakhon Pathom,0,0.0,0,0.0,803489,2005,Encephalitis uns
Ratchaburi,2,0.24,0,0.0,819286,2005,Encephalitis uns
Suphan Buri,6,0.71,0,0.0,841334,2005,Encephalitis uns
Zone:7,4,0.25,1,0.06,1578246,2005,Encephalitis uns
Phetchaburi,1,0.22,1,0.22,452506,2005,Encephalitis uns
Prachuap Khiri Khan,1,0.21,0,0.0,483243,2005,Encephalitis uns
Samut Sakhon,2,0.45,0,0.0,447353,2005,Encephalitis uns
Samut Songkhram,0,0.0,0,0.0,195144,2005,Encephalitis uns
Zone:8,22,0.75,3,0.1,2943051,2005,Encephalitis uns
Chachoengsao,9,1.39,3,0.46,645521,2005,Encephalitis uns
Nakhon Nayok,2,0.8,0,0.0,249686,2005,Encephalitis uns
Prachin Buri,6,1.34,0,0.0,447783,2005,Encephalitis uns
Sa Kaeo,4,0.75,0,0.0,536591,2005,Encephalitis uns
Samut Prakan,1,0.09,0,0.0,1063470,2005,Encephalitis uns
Zone:9,19,0.78,4,0.17,2423845,2005,Encephalitis uns
Chanthaburi,11,2.22,1,0.2,496081,2005,Encephalitis uns
Chon Buri,2,0.17,0,0.0,1157709,2005,Encephalitis uns
Rayong,6,1.09,3,0.54,551512,2005,Encephalitis uns
Trat,0,0.0,0,0.0,218543,2005,Encephalitis uns
North-Eastern Region,60,0.28,3,0.01,21297778,2005,Encephalitis uns
Zone:10,3,0.09,0,0.0,3524138,2005,Encephalitis uns
Loei,0,0.0,0,0.0,611448,2005,Encephalitis uns
Nong Bua Lam Phu,1,0.2,0,0.0,495626,2005,Encephalitis uns
Nong Khai,0,0.0,0,0.0,895911,2005,Encephalitis uns
Udon Thani,2,0.13,0,0.0,1521153,2005,Encephalitis uns
Zone:11,4,0.13,0,0.0,3101003,2005,Encephalitis uns
Kalasin,3,0.31,0,0.0,972425,2005,Encephalitis uns
Mukdahan,0,0.0,0,0.0,333338,2005,Encephalitis uns
Nakhon Phanom,1,0.14,0,0.0,692377,2005,Encephalitis uns
Sakon Nakhon,0,0.0,0,0.0,1102863,2005,Encephalitis uns
Zone:12,1,0.03,0,0.0,3991075,2005,Encephalitis uns
Khon Kaen,0,0.0,0,0.0,1744646,2005,Encephalitis uns
Maha Sarakham,1,0.11,0,0.0,935967,2005,Encephalitis uns
Roi Et,0,0.0,0,0.0,1310462,2005,Encephalitis uns
Zone:13,42,0.64,3,0.05,6560991,2005,Encephalitis uns
Buri Ram,8,0.52,0,0.0,1527846,2005,Encephalitis uns
Chaiyaphum,2,0.18,1,0.09,1117026,2005,Encephalitis uns
Nakhon Ratchasima,32,1.26,2,0.08,2543054,2005,Encephalitis uns
Surin,0,0.0,0,0.0,1373065,2005,Encephalitis uns
Zone:14,10,0.24,0,0.0,4120571,2005,Encephalitis uns
Amnat Charoen,0,0.0,0,0.0,368153,2005,Encephalitis uns
Si Sa Ket,9,0.62,0,0.0,1442190,2005,Encephalitis uns
Ubon Ratchathani,1,0.06,0,0.0,1768935,2005,Encephalitis uns
Yasothon,0,0.0,0,0.0,541293,2005,Encephalitis uns
South Region,67,0.79,0,0.0,8474785,2005,Encephalitis uns
Zone:15,16,1.0,0,0.0,1593965,2005,Encephalitis uns
Chumphon,2,0.42,0,0.0,473916,2005,Encephalitis uns
Ranong,1,0.56,0,0.0,177247,2005,Encephalitis uns
Surat Thani,13,1.38,0,0.0,942802,2005,Encephalitis uns
Zone:16,24,0.92,0,0.0,2600847,2005,Encephalitis uns
Nakhon Si Thammarat,8,0.53,0,0.0,1502382,2005,Encephalitis uns
Phatthalung,4,0.8,0,0.0,499399,2005,Encephalitis uns
Trang,12,2.0,0,0.0,599066,2005,Encephalitis uns
Zone:17,6,0.65,0,0.0,921037,2005,Encephalitis uns
Krabi,1,0.26,0,0.0,391709,2005,Encephalitis uns
Phangnga,3,1.25,0,0.0,240254,2005,Encephalitis uns
Phuket,2,0.69,0,0.0,289074,2005,Encephalitis uns
Zone:18,4,0.22,0,0.0,1791264,2005,Encephalitis uns
Narathiwat,3,0.43,0,0.0,697150,2005,Encephalitis uns
Pattani,0,0.0,0,0.0,632119,2005,Encephalitis uns
Yala,1,0.22,0,0.0,461995,2005,Encephalitis uns
Zone:19,17,1.08,0,0.0,1567672,2005,Encephalitis uns
Satun,4,1.45,0,0.0,275706,2005,Encephalitis uns
Songkhla,13,1.01,0,0.0,1291966,2005,Encephalitis uns
Total,273,0.44,14,0.02,62623416,2006,Encephalitis uns
North Region,94,0.79,2,0.02,11887142,2006,Encephalitis uns
Zone:1,58,1.01,0,0.0,5748673,2006,Encephalitis uns
Chiang Mai,5,0.3,0,0.0,1654154,2006,Encephalitis uns
Chiang Rai,40,3.26,0,0.0,1225386,2006,Encephalitis uns
Lampang,1,0.13,0,0.0,775259,2006,Encephalitis uns
Lamphun,0,0.0,0,0.0,405146,2006,Encephalitis uns
Mae Hong Son,2,0.79,0,0.0,254392,2006,Encephalitis uns
Nan,6,1.26,0,0.0,477871,2006,Encephalitis uns
Phayao,3,0.62,0,0.0,486554,2006,Encephalitis uns
Phrae,1,0.21,0,0.0,469911,2006,Encephalitis uns
Zone:2,10,0.29,0,0.0,3448091,2006,Encephalitis uns
Phetchabun,1,0.1,0,0.0,1002388,2006,Encephalitis uns
Phitsanulok,2,0.24,0,0.0,842739,2006,Encephalitis uns
Sukhothai,0,0.0,0,0.0,609591,2006,Encephalitis uns
Tak,3,0.57,0,0.0,524938,2006,Encephalitis uns
Uttaradit,4,0.85,0,0.0,468435,2006,Encephalitis uns
Zone:3,26,0.97,2,0.07,2690378,2006,Encephalitis uns
Kamphaeng Phet,11,1.51,0,0.0,728293,2006,Encephalitis uns
Nakhon Sawan,14,1.3,2,0.19,1076911,2006,Encephalitis uns
Phichit,0,0.0,0,0.0,558314,2006,Encephalitis uns
Uthai Thani,1,0.31,0,0.0,326860,2006,Encephalitis uns
Central Region,63,0.3,9,0.04,20825142,2006,Encephalitis uns
Bangkok,0,0.0,0,0.0,5677455,2006,Encephalitis uns
