Areas,Count,Month,Type,Year,Disease
Total,5807,Total,Cases,2019,Measles
ZONE:01,921,Total,Cases,2019,Measles
Chiang Mai,569,Total,Cases,2019,Measles
Chiang Rai,220,Total,Cases,2019,Measles
Lampang,17,Total,Cases,2019,Measles
Lamphun,49,Total,Cases,2019,Measles
Mae Hong Son,54,Total,Cases,2019,Measles
Nan,3,Total,Cases,2019,Measles
Phayao,7,Total,Cases,2019,Measles
Phrae,2,Total,Cases,2019,Measles
ZONE:02,139,Total,Cases,2019,Measles
Phetchabun,5,Total,Cases,2019,Measles
Phitsanulok,9,Total,Cases,2019,Measles
Sukhothai,12,Total,Cases,2019,Measles
Tak,110,Total,Cases,2019,Measles
Uttaradit,3,Total,Cases,2019,Measles
ZONE:03,27,Total,Cases,2019,Measles
Chai Nat,6,Total,Cases,2019,Measles
Kamphaeng Phet,0,Total,Cases,2019,Measles
Nakhon Sawan,16,Total,Cases,2019,Measles
Phichit,2,Total,Cases,2019,Measles
Uthai Thani,3,Total,Cases,2019,Measles
ZONE:04,176,Total,Cases,2019,Measles
Ang Thong,1,Total,Cases,2019,Measles
Lop Buri,8,Total,Cases,2019,Measles
Nakhon Nayok,29,Total,Cases,2019,Measles
Nonthaburi,52,Total,Cases,2019,Measles
P.Nakhon S.Ayutthaya,6,Total,Cases,2019,Measles
Pathum Thani,60,Total,Cases,2019,Measles
Saraburi,16,Total,Cases,2019,Measles
Sing Buri,4,Total,Cases,2019,Measles
ZONE:05,594,Total,Cases,2019,Measles
Kanchanaburi,17,Total,Cases,2019,Measles
Nakhon Pathom,63,Total,Cases,2019,Measles
Phetchaburi,229,Total,Cases,2019,Measles
Prachuap Khiri Khan,107,Total,Cases,2019,Measles
Ratchaburi,43,Total,Cases,2019,Measles
Samut Sakhon,95,Total,Cases,2019,Measles
Samut Songkhram,11,Total,Cases,2019,Measles
Suphan Buri,29,Total,Cases,2019,Measles
ZONE:06,717,Total,Cases,2019,Measles
Chachoengsao,38,Total,Cases,2019,Measles
Chanthaburi,62,Total,Cases,2019,Measles
Chon Buri,279,Total,Cases,2019,Measles
Prachin Buri,59,Total,Cases,2019,Measles
Rayong,128,Total,Cases,2019,Measles
Sa Kaeo,26,Total,Cases,2019,Measles
Samut Prakan,119,Total,Cases,2019,Measles
Trat,6,Total,Cases,2019,Measles
ZONE:07,77,Total,Cases,2019,Measles
Kalasin,10,Total,Cases,2019,Measles
Khon Kaen,45,Total,Cases,2019,Measles
Maha Sarakham,5,Total,Cases,2019,Measles
Roi Et,17,Total,Cases,2019,Measles
ZONE:08,41,Total,Cases,2019,Measles
Bungkan,0,Total,Cases,2019,Measles
Loei,5,Total,Cases,2019,Measles
Nakhon Phanom,8,Total,Cases,2019,Measles
Nong Bua Lam Phu,1,Total,Cases,2019,Measles
Nong Khai,10,Total,Cases,2019,Measles
Sakon Nakhon,5,Total,Cases,2019,Measles
Udon Thani,12,Total,Cases,2019,Measles
ZONE:09,128,Total,Cases,2019,Measles
Buri Ram,25,Total,Cases,2019,Measles
Chaiyaphum,23,Total,Cases,2019,Measles
Nakhon Ratchasima,59,Total,Cases,2019,Measles
Surin,21,Total,Cases,2019,Measles
ZONE:10,155,Total,Cases,2019,Measles
Amnat Charoen,3,Total,Cases,2019,Measles
Mukdahan,7,Total,Cases,2019,Measles
Si Sa Ket,31,Total,Cases,2019,Measles
Ubon Ratchathani,105,Total,Cases,2019,Measles
Yasothon,9,Total,Cases,2019,Measles
ZONE:11,340,Total,Cases,2019,Measles
Chumphon,3,Total,Cases,2019,Measles
Krabi,0,Total,Cases,2019,Measles
Nakhon Si Thammarat,35,Total,Cases,2019,Measles
Phangnga,43,Total,Cases,2019,Measles
Phuket,83,Total,Cases,2019,Measles
Ranong,36,Total,Cases,2019,Measles
Surat Thani,140,Total,Cases,2019,Measles
ZONE:12,1764,Total,Cases,2019,Measles
Narathiwat,706,Total,Cases,2019,Measles
Pattani,462,Total,Cases,2019,Measles
Phatthalung,3,Total,Cases,2019,Measles
Satun,77,Total,Cases,2019,Measles
Songkhla,312,Total,Cases,2019,Measles
Trang,32,Total,Cases,2019,Measles
Yala,172,Total,Cases,2019,Measles
ZONE:13,728,Total,Cases,2019,Measles
Bangkok,728,Total,Cases,2019,Measles
Total,0,Total,Deaths,2019,Measles
ZONE:01,0,Total,Deaths,2019,Measles
Chiang Mai,0,Total,Deaths,2019,Measles
Chiang Rai,0,Total,Deaths,2019,Measles
Lampang,0,Total,Deaths,2019,Measles
Lamphun,0,Total,Deaths,2019,Measles
Mae Hong Son,0,Total,Deaths,2019,Measles
Nan,0,Total,Deaths,2019,Measles
Phayao,0,Total,Deaths,2019,Measles
Phrae,0,Total,Deaths,2019,Measles
ZONE:02,0,Total,Deaths,2019,Measles
Phetchabun,0,Total,Deaths,2019,Measles
Phitsanulok,0,Total,Deaths,2019,Measles
Sukhothai,0,Total,Deaths,2019,Measles
Tak,0,Total,Deaths,2019,Measles
Uttaradit,0,Total,Deaths,2019,Measles
ZONE:03,0,Total,Deaths,2019,Measles
Chai Nat,0,Total,Deaths,2019,Measles
Kamphaeng Phet,0,Total,Deaths,2019,Measles
Nakhon Sawan,0,Total,Deaths,2019,Measles
Phichit,0,Total,Deaths,2019,Measles
Uthai Thani,0,Total,Deaths,2019,Measles
ZONE:04,0,Total,Deaths,2019,Measles
Ang Thong,0,Total,Deaths,2019,Measles
Lop Buri,0,Total,Deaths,2019,Measles
Nakhon Nayok,0,Total,Deaths,2019,Measles
Nonthaburi,0,Total,Deaths,2019,Measles
P.Nakhon S.Ayutthaya,0,Total,Deaths,2019,Measles
Pathum Thani,0,Total,Deaths,2019,Measles
Saraburi,0,Total,Deaths,2019,Measles
Sing Buri,0,Total,Deaths,2019,Measles
ZONE:05,0,Total,Deaths,2019,Measles
Kanchanaburi,0,Total,Deaths,2019,Measles
Nakhon Pathom,0,Total,Deaths,2019,Measles
Phetchaburi,0,Total,Deaths,2019,Measles
Prachuap Khiri Khan,0,Total,Deaths,2019,Measles
Ratchaburi,0,Total,Deaths,2019,Measles
Samut Sakhon,0,Total,Deaths,2019,Measles
Samut Songkhram,0,Total,Deaths,2019,Measles
Suphan Buri,0,Total,Deaths,2019,Measles
ZONE:06,0,Total,Deaths,2019,Measles
Chachoengsao,0,Total,Deaths,2019,Measles
Chanthaburi,0,Total,Deaths,2019,Measles
Chon Buri,0,Total,Deaths,2019,Measles
Prachin Buri,0,Total,Deaths,2019,Measles
Rayong,0,Total,Deaths,2019,Measles
Sa Kaeo,0,Total,Deaths,2019,Measles
Samut Prakan,0,Total,Deaths,2019,Measles
Trat,0,Total,Deaths,2019,Measles
ZONE:07,0,Total,Deaths,2019,Measles
Kalasin,0,Total,Deaths,2019,Measles
Khon Kaen,0,Total,Deaths,2019,Measles
Maha Sarakham,0,Total,Deaths,2019,Measles
Roi Et,0,Total,Deaths,2019,Measles
ZONE:08,0,Total,Deaths,2019,Measles
Bungkan,0,Total,Deaths,2019,Measles
