Areas,Age,Cases,Year,Disease
Total,Total,0,2008,Syphilis
Central Region,Total,0,2008,Syphilis
Bangkok,Total,0,2008,Syphilis
Zone: 1,Total,0,2008,Syphilis
Nonthaburi,Total,0,2008,Syphilis
P.Nakhon S.Ayutthaya,Total,0,2008,Syphilis
Pathum Thani,Total,0,2008,Syphilis
Saraburi,Total,0,2008,Syphilis
Zone: 2,Total,0,2008,Syphilis
Ang Thong,Total,0,2008,Syphilis
Chai Nat,Total,0,2008,Syphilis
Lop Buri,Total,0,2008,Syphilis
Sing Buri,Total,0,2008,Syphilis
Zone: 3,Total,0,2008,Syphilis
Chachoengsao,Total,0,2008,Syphilis
Nakhon Nayok,Total,0,2008,Syphilis
Prachin Buri,Total,0,2008,Syphilis
Sa Kaeo,Total,0,2008,Syphilis
Samut Prakan,Total,0,2008,Syphilis
Zone: 4,Total,0,2008,Syphilis
Kanchanaburi,Total,0,2008,Syphilis
Nakhon Pathom,Total,0,2008,Syphilis
Ratchaburi,Total,0,2008,Syphilis
Suphan Buri,Total,0,2008,Syphilis
Zone: 5,Total,0,2008,Syphilis
Phetchaburi,Total,0,2008,Syphilis
Prachuap Khiri Khan,Total,0,2008,Syphilis
Samut Sakhon,Total,0,2008,Syphilis
Samut Songkhram,Total,0,2008,Syphilis
Zone: 9,Total,0,2008,Syphilis
Chanthaburi,Total,0,2008,Syphilis
Chon Buri,Total,0,2008,Syphilis
Rayong,Total,0,2008,Syphilis
Trat,Total,0,2008,Syphilis
South Region,Total,0,2008,Syphilis
Zone: 6,Total,0,2008,Syphilis
Chumphon,Total,0,2008,Syphilis
Nakhon Si Thammarat,Total,0,2008,Syphilis
Phatthalung,Total,0,2008,Syphilis
Surat Thani,Total,0,2008,Syphilis
Zone: 7,Total,0,2008,Syphilis
Krabi,Total,0,2008,Syphilis
Phangnga,Total,0,2008,Syphilis
Phuket,Total,0,2008,Syphilis
Ranong,Total,0,2008,Syphilis
Trang,Total,0,2008,Syphilis
Zone: 8,Total,0,2008,Syphilis
Narathiwat,Total,0,2008,Syphilis
Pattani,Total,0,2008,Syphilis
Satun,Total,0,2008,Syphilis
Songkhla,Total,0,2008,Syphilis
Reported deaths by province and by age group : Thailand 2551(2008),Total,Syphilis,2008,Syphilis
Reporting Areas,Total,Total,2008,Syphilis
Yala,Total,0,2008,Syphilis
North-Eastern Region,Total,0,2008,Syphilis
Zone: 10,Total,0,2008,Syphilis
Loei,Total,0,2008,Syphilis
Nong Bua Lam Phu,Total,0,2008,Syphilis
Nong Khai,Total,0,2008,Syphilis
Udon Thani,Total,0,2008,Syphilis
Zone: 11,Total,0,2008,Syphilis
Mukdahan,Total,0,2008,Syphilis
Nakhon Phanom,Total,0,2008,Syphilis
Sakon Nakhon,Total,0,2008,Syphilis
Zone: 12,Total,0,2008,Syphilis
Kalasin,Total,0,2008,Syphilis
Khon Kaen,Total,0,2008,Syphilis
Maha Sarakham,Total,0,2008,Syphilis
Roi Et,Total,0,2008,Syphilis
Zone: 13,Total,0,2008,Syphilis
Amnat Charoen,Total,0,2008,Syphilis
Si Sa Ket,Total,0,2008,Syphilis
Ubon Ratchathani,Total,0,2008,Syphilis
Yasothon,Total,0,2008,Syphilis
Zone: 14,Total,0,2008,Syphilis
Buri Ram,Total,0,2008,Syphilis
Chaiyaphum,Total,0,2008,Syphilis
Nakhon Ratchasima,Total,0,2008,Syphilis
Surin,Total,0,2008,Syphilis
North Region,Total,0,2008,Syphilis
Zone: 15,Total,0,2008,Syphilis
Chiang Mai,Total,0,2008,Syphilis
Lampang,Total,0,2008,Syphilis
Lamphun,Total,0,2008,Syphilis
Mae Hong Son,Total,0,2008,Syphilis
Zone: 16,Total,0,2008,Syphilis
Chiang Rai,Total,0,2008,Syphilis
Nan,Total,0,2008,Syphilis
Phayao,Total,0,2008,Syphilis
Phrae,Total,0,2008,Syphilis
Zone: 17,Total,0,2008,Syphilis
Phetchabun,Total,0,2008,Syphilis
Phitsanulok,Total,0,2008,Syphilis
Sukhothai,Total,0,2008,Syphilis
Tak,Total,0,2008,Syphilis
Uttaradit,Total,0,2008,Syphilis
Zone: 18,Total,0,2008,Syphilis
Kamphaeng Phet,Total,0,2008,Syphilis
Nakhon Sawan,Total,0,2008,Syphilis
Phichit,Total,0,2008,Syphilis
Uthai Thani,Total,0,2008,Syphilis
Total,0,0,2008,Syphilis
Central Region,0,0,2008,Syphilis
Bangkok,0,0,2008,Syphilis
Zone: 1,0,0,2008,Syphilis
Nonthaburi,0,0,2008,Syphilis
P.Nakhon S.Ayutthaya,0,0,2008,Syphilis
Pathum Thani,0,0,2008,Syphilis
Saraburi,0,0,2008,Syphilis
Zone: 2,0,0,2008,Syphilis
Ang Thong,0,0,2008,Syphilis
Chai Nat,0,0,2008,Syphilis
Lop Buri,0,0,2008,Syphilis
Sing Buri,0,0,2008,Syphilis
Zone: 3,0,0,2008,Syphilis
Chachoengsao,0,0,2008,Syphilis
Nakhon Nayok,0,0,2008,Syphilis
Prachin Buri,0,0,2008,Syphilis
Sa Kaeo,0,0,2008,Syphilis
Samut Prakan,0,0,2008,Syphilis
Zone: 4,0,0,2008,Syphilis
Kanchanaburi,0,0,2008,Syphilis
Nakhon Pathom,0,0,2008,Syphilis
Ratchaburi,0,0,2008,Syphilis
Suphan Buri,0,0,2008,Syphilis
Zone: 5,0,0,2008,Syphilis
Phetchaburi,0,0,2008,Syphilis
Prachuap Khiri Khan,0,0,2008,Syphilis
Samut Sakhon,0,0,2008,Syphilis
