Areas,Age,Cases,Year,Disease
Total,Total,103,2015,D.H.F.shock syndrome
ZONE:00,Total,2,2015,D.H.F.shock syndrome
Bangkok,Total,2,2015,D.H.F.shock syndrome
ZONE:01,Total,9,2015,D.H.F.shock syndrome
Chiang Mai,Total,4,2015,D.H.F.shock syndrome
Chiang Rai,Total,0,2015,D.H.F.shock syndrome
Lampang,Total,0,2015,D.H.F.shock syndrome
Lamphun,Total,0,2015,D.H.F.shock syndrome
Mae Hong Son,Total,0,2015,D.H.F.shock syndrome
Nan,Total,0,2015,D.H.F.shock syndrome
Phayao,Total,1,2015,D.H.F.shock syndrome
Phrae,Total,4,2015,D.H.F.shock syndrome
ZONE:02,Total,4,2015,D.H.F.shock syndrome
Phetchabun,Total,0,2015,D.H.F.shock syndrome
Phitsanulok,Total,3,2015,D.H.F.shock syndrome
Sukhothai,Total,0,2015,D.H.F.shock syndrome
Tak,Total,0,2015,D.H.F.shock syndrome
Uttaradit,Total,1,2015,D.H.F.shock syndrome
ZONE:03,Total,2,2015,D.H.F.shock syndrome
Chai Nat,Total,1,2015,D.H.F.shock syndrome
Kamphaeng Phet,Total,0,2015,D.H.F.shock syndrome
Nakhon Sawan,Total,1,2015,D.H.F.shock syndrome
Phichit,Total,0,2015,D.H.F.shock syndrome
Uthai Thani,Total,0,2015,D.H.F.shock syndrome
ZONE:04,Total,8,2015,D.H.F.shock syndrome
Ang Thong,Total,0,2015,D.H.F.shock syndrome
Lop Buri,Total,3,2015,D.H.F.shock syndrome
Nakhon Nayok,Total,0,2015,D.H.F.shock syndrome
Nonthaburi,Total,0,2015,D.H.F.shock syndrome
P.Nakhon S.Ayutthaya,Total,0,2015,D.H.F.shock syndrome
Pathum Thani,Total,2,2015,D.H.F.shock syndrome
Saraburi,Total,3,2015,D.H.F.shock syndrome
Sing Buri,Total,0,2015,D.H.F.shock syndrome
ZONE:05,Total,19,2015,D.H.F.shock syndrome
Kanchanaburi,Total,3,2015,D.H.F.shock syndrome
Nakhon Pathom,Total,2,2015,D.H.F.shock syndrome
Phetchaburi,Total,6,2015,D.H.F.shock syndrome
Prachuap Khiri Khan,Total,4,2015,D.H.F.shock syndrome
Ratchaburi,Total,4,2015,D.H.F.shock syndrome
Samut Sakhon,Total,0,2015,D.H.F.shock syndrome
Samut Songkhram,Total,0,2015,D.H.F.shock syndrome
Suphan Buri,Total,0,2015,D.H.F.shock syndrome
ZONE:06,Total,19,2015,D.H.F.shock syndrome
Chachoengsao,Total,2,2015,D.H.F.shock syndrome
Chanthaburi,Total,1,2015,D.H.F.shock syndrome
Chon Buri,Total,4,2015,D.H.F.shock syndrome
Prachin Buri,Total,0,2015,D.H.F.shock syndrome
