Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,208,0.33,16,0.03,62939819,2003,Tetanus exc.Neo
North Region,64,0.53,7,0.06,12120537,2003,Tetanus exc.Neo
Zone:1,37,0.64,2,0.03,5764017,2003,Tetanus exc.Neo
Chiang Mai,13,0.81,0,0.0,1599538,2003,Tetanus exc.Neo
Chiang Rai,7,0.56,1,0.08,1244564,2003,Tetanus exc.Neo
Lampang,6,0.75,0,0.0,798996,2003,Tetanus exc.Neo
Lamphun,3,0.74,0,0.0,408122,2003,Tetanus exc.Neo
Mae Hong Son,0,0.0,0,0.0,239128,2003,Tetanus exc.Neo
Nan,3,0.62,0,0.0,484961,2003,Tetanus exc.Neo
Phayao,2,0.4,1,0.2,505032,2003,Tetanus exc.Neo
Phrae,3,0.62,0,0.0,483676,2003,Tetanus exc.Neo
Zone:2,9,0.26,0,0.0,3523807,2003,Tetanus exc.Neo
Phetchabun,2,0.19,0,0.0,1046537,2003,Tetanus exc.Neo
Phitsanulok,3,0.35,0,0.0,867520,2003,Tetanus exc.Neo
Sukhothai,0,0.0,0,0.0,623396,2003,Tetanus exc.Neo
Tak,2,0.4,0,0.0,503042,2003,Tetanus exc.Neo
Uttaradit,2,0.41,0,0.0,483312,2003,Tetanus exc.Neo
Zone:3,18,0.64,5,0.18,2832713,2003,Tetanus exc.Neo
Kamphaeng Phet,8,1.04,3,0.39,771177,2003,Tetanus exc.Neo
Nakhon Sawan,6,0.53,2,0.18,1128789,2003,Tetanus exc.Neo
Phichit,1,0.17,0,0.0,594918,2003,Tetanus exc.Neo
Uthai Thani,3,0.89,0,0.0,337829,2003,Tetanus exc.Neo
Central Region,54,0.26,6,0.03,20726962,2003,Tetanus exc.Neo
Zone:0,4,0.07,0,0.0,5813383,2003,Tetanus exc.Neo
Bangkok,4,0.07,0,0.0,5813383,2003,Tetanus exc.Neo
Zone:4,1,0.04,0,0.0,2679573,2003,Tetanus exc.Neo
Ang Thong,0,0.0,0,0.0,290623,2003,Tetanus exc.Neo
Nonthaburi,0,0.0,0,0.0,915043,2003,Tetanus exc.Neo
P.Nakhon S.Ayutthaya,1,0.13,0,0.0,749751,2003,Tetanus exc.Neo
Pathum Thani,0,0.0,0,0.0,724156,2003,Tetanus exc.Neo
Zone:5,10,0.51,2,0.1,1964953,2003,Tetanus exc.Neo
Chai Nat,1,0.29,1,0.29,349881,2003,Tetanus exc.Neo
Lop Buri,5,0.65,0,0.0,768250,2003,Tetanus exc.Neo
Saraburi,4,0.64,1,0.16,623783,2003,Tetanus exc.Neo
