Areas,Count,Month,Type,Year,Disease
Total,34,Total,Cases,2009,Meningo
Central Region,10,Total,Cases,2009,Meningo
Bangkok,4,Total,Cases,2009,Meningo
Zone: 1,1,Total,Cases,2009,Meningo
Nonthaburi,0,Total,Cases,2009,Meningo
P.Nakhon S.Ayutthaya,1,Total,Cases,2009,Meningo
Pathum Thani,0,Total,Cases,2009,Meningo
Saraburi,0,Total,Cases,2009,Meningo
Zone: 2,0,Total,Cases,2009,Meningo
Ang Thong,0,Total,Cases,2009,Meningo
Chai Nat,0,Total,Cases,2009,Meningo
Lop Buri,0,Total,Cases,2009,Meningo
Sing Buri,0,Total,Cases,2009,Meningo
Zone: 3,1,Total,Cases,2009,Meningo
Chachoengsao,0,Total,Cases,2009,Meningo
Nakhon Nayok,0,Total,Cases,2009,Meningo
Prachin Buri,1,Total,Cases,2009,Meningo
Sa Kaeo,0,Total,Cases,2009,Meningo
Samut Prakan,0,Total,Cases,2009,Meningo
Zone: 4,2,Total,Cases,2009,Meningo
Kanchanaburi,1,Total,Cases,2009,Meningo
Nakhon Pathom,0,Total,Cases,2009,Meningo
Ratchaburi,0,Total,Cases,2009,Meningo
Suphan Buri,1,Total,Cases,2009,Meningo
Zone: 5,0,Total,Cases,2009,Meningo
Phetchaburi,0,Total,Cases,2009,Meningo
Prachuap Khiri Khan,0,Total,Cases,2009,Meningo
Samut Sakhon,0,Total,Cases,2009,Meningo
Samut Songkhram,0,Total,Cases,2009,Meningo
Zone: 9,2,Total,Cases,2009,Meningo
Chanthaburi,1,Total,Cases,2009,Meningo
Chon Buri,0,Total,Cases,2009,Meningo
Rayong,1,Total,Cases,2009,Meningo
Trat,0,Total,Cases,2009,Meningo
South Region,11,Total,Cases,2009,Meningo
Zone: 6,3,Total,Cases,2009,Meningo
Chumphon,0,Total,Cases,2009,Meningo
Nakhon Si Thammarat,0,Total,Cases,2009,Meningo
Phatthalung,3,Total,Cases,2009,Meningo
Surat Thani,0,Total,Cases,2009,Meningo
Zone: 7,3,Total,Cases,2009,Meningo
Krabi,1,Total,Cases,2009,Meningo
Phangnga,1,Total,Cases,2009,Meningo
Phuket,1,Total,Cases,2009,Meningo
Ranong,0,Total,Cases,2009,Meningo
Trang,0,Total,Cases,2009,Meningo
Zone: 8,5,Total,Cases,2009,Meningo
Narathiwat,0,Total,Cases,2009,Meningo
Pattani,4,Total,Cases,2009,Meningo
Satun,0,Total,Cases,2009,Meningo
Songkhla,0,Total,Cases,2009,Meningo
Yala,1,Total,Cases,2009,Meningo
North-Eastern Region,6,Total,Cases,2009,Meningo
Zone: 10,0,Total,Cases,2009,Meningo
Loei,0,Total,Cases,2009,Meningo
Nong Bua Lam Phu,0,Total,Cases,2009,Meningo
Nong Khai,0,Total,Cases,2009,Meningo
Udon Thani,0,Total,Cases,2009,Meningo
Zone: 11,0,Total,Cases,2009,Meningo
Mukdahan,0,Total,Cases,2009,Meningo
Nakhon Phanom,0,Total,Cases,2009,Meningo
Sakon Nakhon,0,Total,Cases,2009,Meningo
Zone: 12,2,Total,Cases,2009,Meningo
Kalasin,0,Total,Cases,2009,Meningo
Khon Kaen,1,Total,Cases,2009,Meningo
Maha Sarakham,1,Total,Cases,2009,Meningo
Roi Et,0,Total,Cases,2009,Meningo
Zone: 13,3,Total,Cases,2009,Meningo
Amnat Charoen,0,Total,Cases,2009,Meningo
