Areas,Age,Cases,Year,Disease
Total,Total,18,2018,Japanese
ZONE:01,Total,5,2018,Japanese
Chiang Mai,Total,1,2018,Japanese
Chiang Rai,Total,4,2018,Japanese
Lampang,Total,0,2018,Japanese
Lamphun,Total,0,2018,Japanese
Mae Hong Son,Total,0,2018,Japanese
Nan,Total,0,2018,Japanese
Phayao,Total,0,2018,Japanese
Phrae,Total,0,2018,Japanese
ZONE:02,Total,0,2018,Japanese
Phetchabun,Total,0,2018,Japanese
Phitsanulok,Total,0,2018,Japanese
Sukhothai,Total,0,2018,Japanese
Tak,Total,0,2018,Japanese
Uttaradit,Total,0,2018,Japanese
ZONE:03,Total,1,2018,Japanese
Chai Nat,Total,0,2018,Japanese
Kamphaeng Phet,Total,0,2018,Japanese
Nakhon Sawan,Total,0,2018,Japanese
Phichit,Total,0,2018,Japanese
Uthai Thani,Total,1,2018,Japanese
ZONE:04,Total,0,2018,Japanese
Ang Thong,Total,0,2018,Japanese
Lop Buri,Total,0,2018,Japanese
Nakhon Nayok,Total,0,2018,Japanese
Nonthaburi,Total,0,2018,Japanese
P.Nakhon S.Ayutthaya,Total,0,2018,Japanese
Pathum Thani,Total,0,2018,Japanese
Saraburi,Total,0,2018,Japanese
Sing Buri,Total,0,2018,Japanese
ZONE:05,Total,0,2018,Japanese
Kanchanaburi,Total,0,2018,Japanese
Nakhon Pathom,Total,0,2018,Japanese
Phetchaburi,Total,0,2018,Japanese
Prachuap Khiri Khan,Total,0,2018,Japanese
Ratchaburi,Total,0,2018,Japanese
Samut Sakhon,Total,0,2018,Japanese
Samut Songkhram,Total,0,2018,Japanese
Suphan Buri,Total,0,2018,Japanese
ZONE:06,Total,0,2018,Japanese
Chachoengsao,Total,0,2018,Japanese
Chanthaburi,Total,0,2018,Japanese
Chon Buri,Total,0,2018,Japanese
Prachin Buri,Total,0,2018,Japanese
Rayong,Total,0,2018,Japanese
Sa Kaeo,Total,0,2018,Japanese
Samut Prakan,Total,0,2018,Japanese
Trat,Total,0,2018,Japanese
ZONE:07,Total,1,2018,Japanese
Kalasin,Total,0,2018,Japanese
Khon Kaen,Total,1,2018,Japanese
Maha Sarakham,Total,0,2018,Japanese
Roi Et,Total,0,2018,Japanese
ZONE:08,Total,1,2018,Japanese
Bungkan,Total,0,2018,Japanese
Loei,Total,0,2018,Japanese
Nakhon Phanom,Total,1,2018,Japanese
Nong Bua Lam Phu,Total,0,2018,Japanese
Nong Khai,Total,0,2018,Japanese
Sakon Nakhon,Total,0,2018,Japanese
Udon Thani,Total,0,2018,Japanese
ZONE:09,Total,1,2018,Japanese
Buri Ram,Total,1,2018,Japanese
Chaiyaphum,Total,0,2018,Japanese
Nakhon Ratchasima,Total,0,2018,Japanese
Surin,Total,0,2018,Japanese
ZONE:10,Total,6,2018,Japanese
Amnat Charoen,Total,0,2018,Japanese
Mukdahan,Total,0,2018,Japanese
Si Sa Ket,Total,0,2018,Japanese
Ubon Ratchathani,Total,6,2018,Japanese
Yasothon,Total,0,2018,Japanese
ZONE:11,Total,1,2018,Japanese
Chumphon,Total,0,2018,Japanese
Krabi,Total,1,2018,Japanese
Nakhon Si Thammarat,Total,0,2018,Japanese
Phangnga,Total,0,2018,Japanese
Phuket,Total,0,2018,Japanese
Ranong,Total,0,2018,Japanese
Surat Thani,Total,0,2018,Japanese
ZONE:12,Total,2,2018,Japanese
Narathiwat,Total,1,2018,Japanese
Pattani,Total,0,2018,Japanese
Phatthalung,Total,0,2018,Japanese
Satun,Total,0,2018,Japanese
Songkhla,Total,1,2018,Japanese
Trang,Total,0,2018,Japanese
Yala,Total,0,2018,Japanese
ZONE:13,Total,0,2018,Japanese
Bangkok,Total,0,2018,Japanese
Total,0,0,2018,Japanese
ZONE:01,0,0,2018,Japanese
Chiang Mai,0,0,2018,Japanese
Chiang Rai,0,0,2018,Japanese
Lampang,0,0,2018,Japanese
Lamphun,0,0,2018,Japanese
Mae Hong Son,0,0,2018,Japanese
Nan,0,0,2018,Japanese
Phayao,0,0,2018,Japanese
Phrae,0,0,2018,Japanese
ZONE:02,0,0,2018,Japanese
Phetchabun,0,0,2018,Japanese
Phitsanulok,0,0,2018,Japanese
Sukhothai,0,0,2018,Japanese
Tak,0,0,2018,Japanese
Uttaradit,0,0,2018,Japanese
ZONE:03,0,0,2018,Japanese
Chai Nat,0,0,2018,Japanese
Kamphaeng Phet,0,0,2018,Japanese
Nakhon Sawan,0,0,2018,Japanese
Phichit,0,0,2018,Japanese
Uthai Thani,0,0,2018,Japanese
ZONE:04,0,0,2018,Japanese
Ang Thong,0,0,2018,Japanese
Lop Buri,0,0,2018,Japanese
Nakhon Nayok,0,0,2018,Japanese
