Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,2623,4.01,0,0.00,0.00,65426907,2016,Mumps
ZONE:01,542,9.38,0,0.00,0.00,5781324,2016,Mumps
Chiang Mai,102,5.99,0,0.00,0.00,1703263,2016,Mumps
Chiang Rai,283,22.77,0,0.00,0.00,1242825,2016,Mumps
Lampang,23,3.06,0,0.00,0.00,752685,2016,Mumps
Lamphun,24,5.91,0,0.00,0.00,405927,2016,Mumps
Mae Hong Son,24,9.20,0,0.00,0.00,260971,2016,Mumps
Nan,39,8.14,0,0.00,0.00,478890,2016,Mumps
Phayao,20,4.14,0,0.00,0.00,483550,2016,Mumps
Phrae,27,5.96,0,0.00,0.00,453213,2016,Mumps
ZONE:02,95,2.72,0,0.00,0.00,3498728,2016,Mumps
Phetchabun,22,2.21,0,0.00,0.00,996397,2016,Mumps
Phitsanulok,28,3.25,0,0.00,0.00,861194,2016,Mumps
Sukhothai,11,1.83,0,0.00,0.00,602085,2016,Mumps
Tak,18,3.11,0,0.00,0.00,578968,2016,Mumps
Uttaradit,16,3.48,0,0.00,0.00,460084,2016,Mumps
ZONE:03,88,2.92,0,0.00,0.00,3011449,2016,Mumps
Chai Nat,6,1.81,0,0.00,0.00,331968,2016,Mumps
Kamphaeng Phet,27,3.70,0,0.00,0.00,729839,2016,Mumps
Nakhon Sawan,32,2.98,0,0.00,0.00,1072349,2016,Mumps
Phichit,12,2.19,0,0.00,0.00,546750,2016,Mumps
Uthai Thani,11,3.33,0,0.00,0.00,330543,2016,Mumps
ZONE:04,136,2.60,0,0.00,0.00,5221125,2016,Mumps
Ang Thong,6,2.12,0,0.00,0.00,283371,2016,Mumps
Lop Buri,27,3.56,0,0.00,0.00,758531,2016,Mumps
Nakhon Nayok,3,1.16,0,0.00,0.00,257939,2016,Mumps
Nonthaburi,18,1.52,0,0.00,0.00,1183791,2016,Mumps
P.Nakhon S.Ayutthaya,21,2.61,0,0.00,0.00,805980,2016,Mumps
Pathum Thani,33,3.04,0,0.00,0.00,1084154,2016,Mumps
Saraburi,24,3.78,0,0.00,0.00,635567,2016,Mumps
Sing Buri,4,1.89,0,0.00,0.00,211792,2016,Mumps
ZONE:05,104,2.00,0,0.00,0.00,5209561,2016,Mumps
Kanchanaburi,16,1.85,0,0.00,0.00,865172,2016,Mumps
Nakhon Pathom,46,5.14,0,0.00,0.00,895207,2016,Mumps
Phetchaburi,7,1.47,0,0.00,0.00,476391,2016,Mumps
Prachuap Khiri Khan,11,2.08,0,0.00,0.00,529912,2016,Mumps
Ratchaburi,8,0.93,0,0.00,0.00,860549,2016,Mumps
Samut Sakhon,8,1.49,0,0.00,0.00,538671,2016,Mumps
Samut Songkhram,1,0.51,0,0.00,0.00,194283,2016,Mumps
Suphan Buri,7,0.82,0,0.00,0.00,849376,2016,Mumps
ZONE:06,251,4.27,0,0.00,0.00,5880124,2016,Mumps
Chachoengsao,22,3.15,0,0.00,0.00,698190,2016,Mumps
Chanthaburi,21,3.97,0,0.00,0.00,529194,2016,Mumps
Chon Buri,16,1.11,0,0.00,0.00,1438231,2016,Mumps
Prachin Buri,41,8.53,0,0.00,0.00,480755,2016,Mumps
Rayong,31,4.55,0,0.00,0.00,681696,2016,Mumps
Sa Kaeo,19,3.43,0,0.00,0.00,554555,2016,Mumps
Samut Prakan,71,5.59,0,0.00,0.00,1270420,2016,Mumps
Trat,30,13.21,0,0.00,0.00,227083,2016,Mumps
ZONE:07,150,2.97,0,0.00,0.00,5049920,2016,Mumps
Kalasin,45,4.57,0,0.00,0.00,985055,2016,Mumps
Khon Kaen,57,3.18,0,0.00,0.00,1794032,2016,Mumps
Maha Sarakham,24,2.49,0,0.00,0.00,962592,2016,Mumps
Roi Et,24,1.83,0,0.00,0.00,1308241,2016,Mumps
ZONE:08,130,2.36,0,0.00,0.00,5511930,2016,Mumps
Bungkan,7,1.67,0,0.00,0.00,419607,2016,Mumps
Loei,17,2.67,0,0.00,0.00,636666,2016,Mumps
Nakhon Phanom,46,6.44,0,0.00,0.00,714369,2016,Mumps
Nong Bua Lam Phu,10,1.96,0,0.00,0.00,509469,2016,Mumps
Nong Khai,17,3.28,0,0.00,0.00,518420,2016,Mumps
Sakon Nakhon,7,0.61,0,0.00,0.00,1140673,2016,Mumps
Udon Thani,26,1.65,0,0.00,0.00,1572726,2016,Mumps
ZONE:09,209,3.10,0,0.00,0.00,6737604,2016,Mumps
Buri Ram,73,4.61,0,0.00,0.00,1581955,2016,Mumps
Chaiyaphum,39,3.43,0,0.00,0.00,1137651,2016,Mumps
Nakhon Ratchasima,75,2.86,0,0.00,0.00,2624668,2016,Mumps
Surin,22,1.58,0,0.00,0.00,1393330,2016,Mumps
ZONE:10,244,5.33,0,0.00,0.00,4581192,2016,Mumps
Amnat Charoen,15,3.99,0,0.00,0.00,375881,2016,Mumps
Mukdahan,19,5.47,0,0.00,0.00,347059,2016,Mumps
Si Sa Ket,106,7.23,0,0.00,0.00,1467006,2016,Mumps
Ubon Ratchathani,87,4.70,0,0.00,0.00,1851049,2016,Mumps
Yasothon,17,3.15,0,0.00,0.00,540197,2016,Mumps
ZONE:11,252,5.75,0,0.00,0.00,4383957,2016,Mumps
Chumphon,91,18.08,0,0.00,0.00,503203,2016,Mumps
Krabi,10,2.18,0,0.00,0.00,459456,2016,Mumps
Nakhon Si Thammarat,63,4.06,0,0.00,0.00,1550278,2016,Mumps
Phangnga,14,5.33,0,0.00,0.00,262721,2016,Mumps
Phuket,18,4.71,0,0.00,0.00,382485,2016,Mumps
Ranong,8,4.39,0,0.00,0.00,182313,2016,Mumps
Surat Thani,48,4.60,0,0.00,0.00,1043501,2016,Mumps
ZONE:12,288,5.92,0,0.00,0.00,4865646,2016,Mumps
Narathiwat,52,6.68,0,0.00,0.00,778941,2016,Mumps
Pattani,75,10.87,0,0.00,0.00,690104,2016,Mumps
Phatthalung,34,6.52,0,0.00,0.00,521570,2016,Mumps
Satun,14,4.45,0,0.00,0.00,314297,2016,Mumps
Songkhla,64,4.55,0,0.00,0.00,1405939,2016,Mumps
Trang,12,1.88,0,0.00,0.00,639770,2016,Mumps
Yala,37,7.18,0,0.00,0.00,515025,2016,Mumps
ZONE:13,134,2.35,0,0.00,0.00,5694347,2016,Mumps
Bangkok,134,2.35,0,0.00,0.00,5694347,2016,Mumps
Total,3121,4.79,0,0.00,0.00,65124716,2015,Mumps
ZONE:00,120,2.11,0,0.00,0.00,5692284,2015,Mumps
Bangkok,120,2.11,0,0.00,0.00,5692284,2015,Mumps
ZONE:01,625,10.95,0,0.00,0.00,5709443,2015,Mumps
Chiang Mai,144,8.58,0,0.00,0.00,1678284,2015,Mumps
Chiang Rai,250,20.70,0,0.00,0.00,1207699,2015,Mumps
Lampang,41,5.44,0,0.00,0.00,753013,2015,Mumps
Lamphun,41,10.11,0,0.00,0.00,405468,2015,Mumps
Mae Hong Son,37,14.91,0,0.00,0.00,248178,2015,Mumps
Nan,48,10.04,0,0.00,0.00,478264,2015,Mumps
Phayao,24,4.95,0,0.00,0.00,484454,2015,Mumps
Phrae,40,8.81,0,0.00,0.00,454083,2015,Mumps
ZONE:02,147,4.25,0,0.00,0.00,3457208,2015,Mumps
Phetchabun,32,3.21,0,0.00,0.00,995807,2015,Mumps
Phitsanulok,35,4.07,0,0.00,0.00,858988,2015,Mumps
Sukhothai,25,4.15,0,0.00,0.00,602460,2015,Mumps
Tak,38,7.04,0,0.00,0.00,539553,2015,Mumps
Uttaradit,17,3.69,0,0.00,0.00,460400,2015,Mumps
ZONE:03,109,3.62,0,0.00,0.00,3012283,2015,Mumps
Chai Nat,8,2.41,0,0.00,0.00,332283,2015,Mumps
Kamphaeng Phet,42,5.76,0,0.00,0.00,729522,2015,Mumps
Nakhon Sawan,37,3.45,0,0.00,0.00,1072756,2015,Mumps
Phichit,6,1.10,0,0.00,0.00,547543,2015,Mumps
Uthai Thani,16,4.85,0,0.00,0.00,330179,2015,Mumps
ZONE:04,145,2.79,0,0.00,0.00,5196419,2015,Mumps
Ang Thong,4,1.41,0,0.00,0.00,283568,2015,Mumps
Lop Buri,21,2.77,0,0.00,0.00,758406,2015,Mumps
Nakhon Nayok,5,1.94,0,0.00,0.00,257300,2015,Mumps
Nonthaburi,32,2.73,0,0.00,0.00,1173870,2015,Mumps
P.Nakhon S.Ayutthaya,28,3.48,0,0.00,0.00,803599,2015,Mumps
Pathum Thani,43,4.00,0,0.00,0.00,1074058,2015,Mumps
Saraburi,9,1.42,0,0.00,0.00,633460,2015,Mumps
Sing Buri,3,1.41,0,0.00,0.00,212158,2015,Mumps
ZONE:05,148,2.86,0,0.00,0.00,5166914,2015,Mumps
Kanchanaburi,25,2.95,0,0.00,0.00,848198,2015,Mumps
Nakhon Pathom,59,6.62,0,0.00,0.00,891071,2015,Mumps
Phetchaburi,16,3.37,0,0.00,0.00,474192,2015,Mumps
Prachuap Khiri Khan,13,2.48,0,0.00,0.00,525107,2015,Mumps
Ratchaburi,13,1.52,0,0.00,0.00,853217,2015,Mumps
Samut Sakhon,6,1.13,0,0.00,0.00,531887,2015,Mumps
Samut Songkhram,4,2.06,0,0.00,0.00,194189,2015,Mumps
Suphan Buri,12,1.41,0,0.00,0.00,849053,2015,Mumps
ZONE:06,248,4.25,0,0.00,0.00,5836407,2015,Mumps
Chachoengsao,39,5.61,0,0.00,0.00,695478,2015,Mumps
Chanthaburi,34,6.45,0,0.00,0.00,527350,2015,Mumps
Chon Buri,28,1.97,0,0.00,0.00,1421425,2015,Mumps
Prachin Buri,27,5.63,0,0.00,0.00,479314,2015,Mumps
Rayong,35,5.19,0,0.00,0.00,674393,2015,Mumps
Sa Kaeo,19,3.44,0,0.00,0.00,552187,2015,Mumps
Samut Prakan,60,4.76,0,0.00,0.00,1261530,2015,Mumps
Trat,6,2.67,0,0.00,0.00,224730,2015,Mumps
ZONE:07,226,4.48,0,0.00,0.00,5043862,2015,Mumps
Kalasin,49,4.98,0,0.00,0.00,984907,2015,Mumps
Khon Kaen,108,6.03,0,0.00,0.00,1790049,2015,Mumps
Maha Sarakham,32,3.33,0,0.00,0.00,960588,2015,Mumps
Roi Et,37,2.83,0,0.00,0.00,1308318,2015,Mumps
ZONE:08,244,4.44,0,0.00,0.00,5501453,2015,Mumps
Bungkan,13,3.11,0,0.00,0.00,418566,2015,Mumps
Loei,37,5.83,0,0.00,0.00,634513,2015,Mumps
Nakhon Phanom,46,6.45,0,0.00,0.00,713341,2015,Mumps
Nong Bua Lam Phu,23,4.52,0,0.00,0.00,508864,2015,Mumps
Nong Khai,34,6.57,0,0.00,0.00,517260,2015,Mumps
Sakon Nakhon,33,2.90,0,0.00,0.00,1138609,2015,Mumps
Udon Thani,58,3.69,0,0.00,0.00,1570300,2015,Mumps
ZONE:09,267,3.97,0,0.00,0.00,6728450,2015,Mumps
Buri Ram,92,5.83,0,0.00,0.00,1579248,2015,Mumps
Chaiyaphum,44,3.87,0,0.00,0.00,1137049,2015,Mumps
Nakhon Ratchasima,110,4.20,0,0.00,0.00,2620517,2015,Mumps
Surin,21,1.51,0,0.00,0.00,1391636,2015,Mumps
ZONE:10,237,5.18,0,0.00,0.00,4571489,2015,Mumps
Amnat Charoen,13,3.46,0,0.00,0.00,375380,2015,Mumps
Mukdahan,20,5.78,0,0.00,0.00,346016,2015,Mumps
Si Sa Ket,106,7.23,0,0.00,0.00,1465213,2015,Mumps
Ubon Ratchathani,80,4.34,0,0.00,0.00,1844669,2015,Mumps
Yasothon,18,3.33,0,0.00,0.00,540211,2015,Mumps
ZONE:11,250,5.73,0,0.00,0.00,4362467,2015,Mumps
Chumphon,24,4.79,0,0.00,0.00,500575,2015,Mumps
Krabi,22,4.82,0,0.00,0.00,456811,2015,Mumps
Nakhon Si Thammarat,98,6.33,0,0.00,0.00,1548028,2015,Mumps
Phangnga,15,5.74,0,0.00,0.00,261370,2015,Mumps
Phuket,18,4.76,0,0.00,0.00,378364,2015,Mumps
Ranong,31,17.51,0,0.00,0.00,177089,2015,Mumps
Surat Thani,42,4.04,0,0.00,0.00,1040230,2015,Mumps
ZONE:12,355,7.33,0,0.00,0.00,4846037,2015,Mumps
Narathiwat,46,5.94,0,0.00,0.00,774799,2015,Mumps
Pattani,110,16.03,0,0.00,0.00,686186,2015,Mumps
Phatthalung,22,4.23,0,0.00,0.00,520419,2015,Mumps
Satun,45,14.39,0,0.00,0.00,312673,2015,Mumps
Songkhla,80,5.71,0,0.00,0.00,1401303,2015,Mumps
Trang,15,2.35,0,0.00,0.00,638746,2015,Mumps
Yala,37,7.23,0,0.00,0.00,511911,2015,Mumps
Total,15885,24.94,0,0.00,0.00,63701703,2010,Mumps
Central Region,2864,13.30,0,0.00,0.00,21534318,2010,Mumps
Zone:0,199,3.49,0,0.00,0.00,5701995,2010,Mumps
Bangkok,199,3.49,0,0.00,0.00,5701995,2010,Mumps
Zone:1,542,15.69,0,0.00,0.00,3454591,2010,Mumps
Nonthaburi,49,4.50,0,0.00,0.00,1089908,2010,Mumps
P.Nakhon S.Ayutthaya,215,27.61,0,0.00,0.00,778627,2010,Mumps
Pathum Thani,124,12.77,0,0.00,0.00,971010,2010,Mumps
Saraburi,154,25.04,0,0.00,0.00,615046,2010,Mumps
Zone:2,134,8.43,0,0.00,0.00,1590200,2010,Mumps
Ang Thong,27,9.48,0,0.00,0.00,284889,2010,Mumps
Chai Nat,23,6.86,0,0.00,0.00,335177,2010,Mumps
Lop Buri,76,10.06,0,0.00,0.00,755153,2010,Mumps
Sing Buri,8,3.72,0,0.00,0.00,214981,2010,Mumps
Zone:3,753,24.24,0,0.00,0.00,3105799,2010,Mumps
