Areas,Count,Month,Type,Year,Disease
Total,8,,Cases,2024,Japanese B encephalitis
ZONE:01,0,,Cases,2024,Japanese B encephalitis
Chiang Mai,0,,Cases,2024,Japanese B encephalitis
Chiang Rai,0,,Cases,2024,Japanese B encephalitis
Lampang,0,,Cases,2024,Japanese B encephalitis
Lamphun,0,,Cases,2024,Japanese B encephalitis
Mae Hong Son,0,,Cases,2024,Japanese B encephalitis
Nan,0,,Cases,2024,Japanese B encephalitis
Phayao,0,,Cases,2024,Japanese B encephalitis
Phrae,0,,Cases,2024,Japanese B encephalitis
ZONE:02,1,,Cases,2024,Japanese B encephalitis
Phetchabun,0,,Cases,2024,Japanese B encephalitis
Phitsanulok,0,,Cases,2024,Japanese B encephalitis
Sukhothai,1,,Cases,2024,Japanese B encephalitis
Tak,0,,Cases,2024,Japanese B encephalitis
Uttaradit,0,,Cases,2024,Japanese B encephalitis
ZONE:03,0,,Cases,2024,Japanese B encephalitis
Chai Nat,0,,Cases,2024,Japanese B encephalitis
Kamphaeng Phet,0,,Cases,2024,Japanese B encephalitis
Nakhon Sawan,0,,Cases,2024,Japanese B encephalitis
Phichit,0,,Cases,2024,Japanese B encephalitis
Uthai Thani,0,,Cases,2024,Japanese B encephalitis
ZONE:04,1,,Cases,2024,Japanese B encephalitis
Ang Thong,0,,Cases,2024,Japanese B encephalitis
Lop Buri,0,,Cases,2024,Japanese B encephalitis
Nakhon Nayok,0,,Cases,2024,Japanese B encephalitis
Nonthaburi,0,,Cases,2024,Japanese B encephalitis
P.Nakhon S.Ayutthaya,0,,Cases,2024,Japanese B encephalitis
Pathum Thani,1,,Cases,2024,Japanese B encephalitis
Saraburi,0,,Cases,2024,Japanese B encephalitis
Sing Buri,0,,Cases,2024,Japanese B encephalitis
ZONE:05,0,,Cases,2024,Japanese B encephalitis
Kanchanaburi,0,,Cases,2024,Japanese B encephalitis
Nakhon Pathom,0,,Cases,2024,Japanese B encephalitis
Phetchaburi,0,,Cases,2024,Japanese B encephalitis
Prachuap Khiri Khan,0,,Cases,2024,Japanese B encephalitis
Ratchaburi,0,,Cases,2024,Japanese B encephalitis
Samut Sakhon,0,,Cases,2024,Japanese B encephalitis
Samut Songkhram,0,,Cases,2024,Japanese B encephalitis
Suphan Buri,0,,Cases,2024,Japanese B encephalitis
ZONE:06,0,,Cases,2024,Japanese B encephalitis
Chachoengsao,0,,Cases,2024,Japanese B encephalitis
Chanthaburi,0,,Cases,2024,Japanese B encephalitis
Chon Buri,0,,Cases,2024,Japanese B encephalitis
Prachin Buri,0,,Cases,2024,Japanese B encephalitis
Rayong,0,,Cases,2024,Japanese B encephalitis
Sa Kaeo,0,,Cases,2024,Japanese B encephalitis
Samut Prakan,0,,Cases,2024,Japanese B encephalitis
Trat,0,,Cases,2024,Japanese B encephalitis
ZONE:07,0,,Cases,2024,Japanese B encephalitis
Kalasin,0,,Cases,2024,Japanese B encephalitis
Khon Kaen,0,,Cases,2024,Japanese B encephalitis
Maha Sarakham,0,,Cases,2024,Japanese B encephalitis
Roi Et,0,,Cases,2024,Japanese B encephalitis
ZONE:08,0,,Cases,2024,Japanese B encephalitis
Bungkan,0,,Cases,2024,Japanese B encephalitis
Loei,0,,Cases,2024,Japanese B encephalitis
Nakhon Phanom,0,,Cases,2024,Japanese B encephalitis
Nong Bua Lam Phu,0,,Cases,2024,Japanese B encephalitis
Nong Khai,0,,Cases,2024,Japanese B encephalitis
Sakon Nakhon,0,,Cases,2024,Japanese B encephalitis
Udon Thani,0,,Cases,2024,Japanese B encephalitis
ZONE:09,0,,Cases,2024,Japanese B encephalitis
Buri Ram,0,,Cases,2024,Japanese B encephalitis
Chaiyaphum,0,,Cases,2024,Japanese B encephalitis
Nakhon Ratchasima,0,,Cases,2024,Japanese B encephalitis
Surin,0,,Cases,2024,Japanese B encephalitis
ZONE:10,1,,Cases,2024,Japanese B encephalitis
Amnat Charoen,0,,Cases,2024,Japanese B encephalitis
Mukdahan,0,,Cases,2024,Japanese B encephalitis
Si Sa Ket,0,,Cases,2024,Japanese B encephalitis
Ubon Ratchathani,1,,Cases,2024,Japanese B encephalitis
Yasothon,0,,Cases,2024,Japanese B encephalitis
ZONE:11,2,,Cases,2024,Japanese B encephalitis
Chumphon,0,,Cases,2024,Japanese B encephalitis
Krabi,0,,Cases,2024,Japanese B encephalitis
Nakhon Si Thammarat,0,,Cases,2024,Japanese B encephalitis
Phangnga,0,,Cases,2024,Japanese B encephalitis
Phuket,1,,Cases,2024,Japanese B encephalitis
Ranong,0,,Cases,2024,Japanese B encephalitis
Surat Thani,1,,Cases,2024,Japanese B encephalitis
ZONE:12,1,,Cases,2024,Japanese B encephalitis
Narathiwat,0,,Cases,2024,Japanese B encephalitis
Pattani,0,,Cases,2024,Japanese B encephalitis
Phatthalung,0,,Cases,2024,Japanese B encephalitis
Satun,0,,Cases,2024,Japanese B encephalitis
Songkhla,1,,Cases,2024,Japanese B encephalitis
Trang,0,,Cases,2024,Japanese B encephalitis
Yala,0,,Cases,2024,Japanese B encephalitis
ZONE:13,2,,Cases,2024,Japanese B encephalitis
Bangkok,2,,Cases,2024,Japanese B encephalitis
Total,0,,Deaths,2024,Japanese B encephalitis
ZONE:01,0,,Deaths,2024,Japanese B encephalitis
Chiang Mai,0,,Deaths,2024,Japanese B encephalitis
Chiang Rai,0,,Deaths,2024,Japanese B encephalitis
Lampang,0,,Deaths,2024,Japanese B encephalitis
Lamphun,0,,Deaths,2024,Japanese B encephalitis
Mae Hong Son,0,,Deaths,2024,Japanese B encephalitis
Nan,0,,Deaths,2024,Japanese B encephalitis
Phayao,0,,Deaths,2024,Japanese B encephalitis
Phrae,0,,Deaths,2024,Japanese B encephalitis
ZONE:02,0,,Deaths,2024,Japanese B encephalitis
Phetchabun,0,,Deaths,2024,Japanese B encephalitis
Phitsanulok,0,,Deaths,2024,Japanese B encephalitis
Sukhothai,0,,Deaths,2024,Japanese B encephalitis
Tak,0,,Deaths,2024,Japanese B encephalitis
Uttaradit,0,,Deaths,2024,Japanese B encephalitis
ZONE:03,0,,Deaths,2024,Japanese B encephalitis
Chai Nat,0,,Deaths,2024,Japanese B encephalitis
Kamphaeng Phet,0,,Deaths,2024,Japanese B encephalitis
Nakhon Sawan,0,,Deaths,2024,Japanese B encephalitis
Phichit,0,,Deaths,2024,Japanese B encephalitis
Uthai Thani,0,,Deaths,2024,Japanese B encephalitis
ZONE:04,0,,Deaths,2024,Japanese B encephalitis
Ang Thong,0,,Deaths,2024,Japanese B encephalitis
Lop Buri,0,,Deaths,2024,Japanese B encephalitis
Nakhon Nayok,0,,Deaths,2024,Japanese B encephalitis
Nonthaburi,0,,Deaths,2024,Japanese B encephalitis
P.Nakhon S.Ayutthaya,0,,Deaths,2024,Japanese B encephalitis
Pathum Thani,0,,Deaths,2024,Japanese B encephalitis
Saraburi,0,,Deaths,2024,Japanese B encephalitis
Sing Buri,0,,Deaths,2024,Japanese B encephalitis
ZONE:05,0,,Deaths,2024,Japanese B encephalitis
Kanchanaburi,0,,Deaths,2024,Japanese B encephalitis
Nakhon Pathom,0,,Deaths,2024,Japanese B encephalitis
Phetchaburi,0,,Deaths,2024,Japanese B encephalitis
Prachuap Khiri Khan,0,,Deaths,2024,Japanese B encephalitis
Ratchaburi,0,,Deaths,2024,Japanese B encephalitis
Samut Sakhon,0,,Deaths,2024,Japanese B encephalitis
Samut Songkhram,0,,Deaths,2024,Japanese B encephalitis
Suphan Buri,0,,Deaths,2024,Japanese B encephalitis
ZONE:06,0,,Deaths,2024,Japanese B encephalitis
Chachoengsao,0,,Deaths,2024,Japanese B encephalitis
Chanthaburi,0,,Deaths,2024,Japanese B encephalitis
Chon Buri,0,,Deaths,2024,Japanese B encephalitis
Prachin Buri,0,,Deaths,2024,Japanese B encephalitis
Rayong,0,,Deaths,2024,Japanese B encephalitis
Sa Kaeo,0,,Deaths,2024,Japanese B encephalitis
Samut Prakan,0,,Deaths,2024,Japanese B encephalitis
Trat,0,,Deaths,2024,Japanese B encephalitis
ZONE:07,0,,Deaths,2024,Japanese B encephalitis
Kalasin,0,,Deaths,2024,Japanese B encephalitis
Khon Kaen,0,,Deaths,2024,Japanese B encephalitis
Maha Sarakham,0,,Deaths,2024,Japanese B encephalitis
Roi Et,0,,Deaths,2024,Japanese B encephalitis
ZONE:08,0,,Deaths,2024,Japanese B encephalitis
Bungkan,0,,Deaths,2024,Japanese B encephalitis
Loei,0,,Deaths,2024,Japanese B encephalitis
Nakhon Phanom,0,,Deaths,2024,Japanese B encephalitis
Nong Bua Lam Phu,0,,Deaths,2024,Japanese B encephalitis
Nong Khai,0,,Deaths,2024,Japanese B encephalitis
Sakon Nakhon,0,,Deaths,2024,Japanese B encephalitis
Udon Thani,0,,Deaths,2024,Japanese B encephalitis
ZONE:09,0,,Deaths,2024,Japanese B encephalitis
