Areas,Age,Cases,Year,Disease
Total,Total,6625,2016,HepatitisB
ZONE:01,Total,779,2016,HepatitisB
Chiang Mai,Total,278,2016,HepatitisB
Chiang Rai,Total,267,2016,HepatitisB
Lampang,Total,14,2016,HepatitisB
Lamphun,Total,12,2016,HepatitisB
Mae Hong Son,Total,66,2016,HepatitisB
Nan,Total,33,2016,HepatitisB
Phayao,Total,85,2016,HepatitisB
Phrae,Total,24,2016,HepatitisB
ZONE:02,Total,428,2016,HepatitisB
Phetchabun,Total,102,2016,HepatitisB
Phitsanulok,Total,190,2016,HepatitisB
Sukhothai,Total,23,2016,HepatitisB
Tak,Total,97,2016,HepatitisB
Uttaradit,Total,16,2016,HepatitisB
ZONE:03,Total,346,2016,HepatitisB
Chai Nat,Total,17,2016,HepatitisB
Kamphaeng Phet,Total,172,2016,HepatitisB
Nakhon Sawan,Total,57,2016,HepatitisB
Phichit,Total,80,2016,HepatitisB
Uthai Thani,Total,20,2016,HepatitisB
ZONE:04,Total,223,2016,HepatitisB
Ang Thong,Total,2,2016,HepatitisB
Lop Buri,Total,63,2016,HepatitisB
Nakhon Nayok,Total,22,2016,HepatitisB
Nonthaburi,Total,24,2016,HepatitisB
P.Nakhon S.Ayutthaya,Total,18,2016,HepatitisB
Pathum Thani,Total,66,2016,HepatitisB
Saraburi,Total,27,2016,HepatitisB
Sing Buri,Total,1,2016,HepatitisB
ZONE:05,Total,540,2016,HepatitisB
Kanchanaburi,Total,34,2016,HepatitisB
Nakhon Pathom,Total,330,2016,HepatitisB
Phetchaburi,Total,33,2016,HepatitisB
Prachuap Khiri Khan,Total,19,2016,HepatitisB
Ratchaburi,Total,23,2016,HepatitisB
Samut Sakhon,Total,10,2016,HepatitisB
Samut Songkhram,Total,1,2016,HepatitisB
Suphan Buri,Total,90,2016,HepatitisB
ZONE:06,Total,811,2016,HepatitisB
Chachoengsao,Total,161,2016,HepatitisB
Chanthaburi,Total,98,2016,HepatitisB
Chon Buri,Total,104,2016,HepatitisB
Prachin Buri,Total,196,2016,HepatitisB
Rayong,Total,57,2016,HepatitisB
Sa Kaeo,Total,23,2016,HepatitisB
Samut Prakan,Total,125,2016,HepatitisB
Trat,Total,47,2016,HepatitisB
ZONE:07,Total,433,2016,HepatitisB
Kalasin,Total,169,2016,HepatitisB
Khon Kaen,Total,60,2016,HepatitisB
Maha Sarakham,Total,127,2016,HepatitisB
Roi Et,Total,77,2016,HepatitisB
ZONE:08,Total,439,2016,HepatitisB
Bungkan,Total,25,2016,HepatitisB
Loei,Total,199,2016,HepatitisB
Nakhon Phanom,Total,34,2016,HepatitisB
Nong Bua Lam Phu,Total,32,2016,HepatitisB
Nong Khai,Total,51,2016,HepatitisB
