Areas,Count,Month,Type,Year,Disease
Total,391,Total,Cases,2006,Leprosy
North Region,71,Total,Cases,2006,Leprosy
Zone: 1,40,Total,Cases,2006,Leprosy
Chiang Mai,13,Total,Cases,2006,Leprosy
Chiang Rai,19,Total,Cases,2006,Leprosy
Lampang,2,Total,Cases,2006,Leprosy
Lamphun,1,Total,Cases,2006,Leprosy
Mae Hong Son,4,Total,Cases,2006,Leprosy
Nan,0,Total,Cases,2006,Leprosy
Phayao,1,Total,Cases,2006,Leprosy
Phrae,0,Total,Cases,2006,Leprosy
Zone: 2,8,Total,Cases,2006,Leprosy
Phetchabun,5,Total,Cases,2006,Leprosy
Phitsanulok,0,Total,Cases,2006,Leprosy
Sukhothai,2,Total,Cases,2006,Leprosy
Tak,1,Total,Cases,2006,Leprosy
Uttaradit,0,Total,Cases,2006,Leprosy
Zone: 3,23,Total,Cases,2006,Leprosy
Kamphaeng Phet,9,Total,Cases,2006,Leprosy
Nakhon Sawan,11,Total,Cases,2006,Leprosy
Phichit,1,Total,Cases,2006,Leprosy
Uthai Thani,2,Total,Cases,2006,Leprosy
Central Region,46,Total,Cases,2006,Leprosy
Bangkok,5,Total,Cases,2006,Leprosy
Zone: 4,5,Total,Cases,2006,Leprosy
Ang Thong,0,Total,Cases,2006,Leprosy
Nonthaburi,3,Total,Cases,2006,Leprosy
P.Nakhon S.Ayutthaya,1,Total,Cases,2006,Leprosy
Pathum Thani,1,Total,Cases,2006,Leprosy
Zone: 5,10,Total,Cases,2006,Leprosy
Chai Nat,0,Total,Cases,2006,Leprosy
Lop Buri,6,Total,Cases,2006,Leprosy
Saraburi,4,Total,Cases,2006,Leprosy
Sing Buri,0,Total,Cases,2006,Leprosy
Zone: 6,10,Total,Cases,2006,Leprosy
Kanchanaburi,2,Total,Cases,2006,Leprosy
Nakhon Pathom,2,Total,Cases,2006,Leprosy
Ratchaburi,1,Total,Cases,2006,Leprosy
Suphan Buri,5,Total,Cases,2006,Leprosy
Zone: 7,4,Total,Cases,2006,Leprosy
Phetchaburi,3,Total,Cases,2006,Leprosy
Prachuap Khiri Khan,0,Total,Cases,2006,Leprosy
Samut Sakhon,0,Total,Cases,2006,Leprosy
Samut Songkhram,1,Total,Cases,2006,Leprosy
Zone: 8,1,Total,Cases,2006,Leprosy
Chachoengsao,1,Total,Cases,2006,Leprosy
Nakhon Nayok,0,Total,Cases,2006,Leprosy
Prachin Buri,0,Total,Cases,2006,Leprosy
Sa Kaeo,0,Total,Cases,2006,Leprosy
Samut Prakan,0,Total,Cases,2006,Leprosy
Zone: 9,11,Total,Cases,2006,Leprosy
Chanthaburi,2,Total,Cases,2006,Leprosy
Chon Buri,3,Total,Cases,2006,Leprosy
Rayong,6,Total,Cases,2006,Leprosy
Trat,0,Total,Cases,2006,Leprosy
North-Eastern Region,202,Total,Cases,2006,Leprosy
Zone: 10,16,Total,Cases,2006,Leprosy
Loei,1,Total,Cases,2006,Leprosy
Nong Bua Lam Phu,2,Total,Cases,2006,Leprosy
