Areas,Age,Cases,Year,Disease
Total,Total,1369,2024,Encephalitis Total
ZONE:01,Total,105,2024,Encephalitis Total
Chiang Mai,Total,22,2024,Encephalitis Total
Chiang Rai,Total,7,2024,Encephalitis Total
Lampang,Total,40,2024,Encephalitis Total
Lamphun,Total,4,2024,Encephalitis Total
Mae Hong Son,Total,12,2024,Encephalitis Total
Nan,Total,12,2024,Encephalitis Total
Phayao,Total,8,2024,Encephalitis Total
Phrae,Total,0,2024,Encephalitis Total
ZONE:02,Total,55,2024,Encephalitis Total
Phetchabun,Total,28,2024,Encephalitis Total
Phitsanulok,Total,9,2024,Encephalitis Total
Sukhothai,Total,6,2024,Encephalitis Total
Tak,Total,6,2024,Encephalitis Total
Uttaradit,Total,6,2024,Encephalitis Total
ZONE:03,Total,49,2024,Encephalitis Total
Chai Nat,Total,0,2024,Encephalitis Total
Kamphaeng Phet,Total,15,2024,Encephalitis Total
Nakhon Sawan,Total,19,2024,Encephalitis Total
Phichit,Total,15,2024,Encephalitis Total
Uthai Thani,Total,0,2024,Encephalitis Total
ZONE:04,Total,123,2024,Encephalitis Total
Ang Thong,Total,0,2024,Encephalitis Total
Lop Buri,Total,7,2024,Encephalitis Total
Nakhon Nayok,Total,2,2024,Encephalitis Total
Nonthaburi,Total,27,2024,Encephalitis Total
P.Nakhon S.Ayutthaya,Total,2,2024,Encephalitis Total
Pathum Thani,Total,34,2024,Encephalitis Total
Saraburi,Total,49,2024,Encephalitis Total
Sing Buri,Total,2,2024,Encephalitis Total
ZONE:05,Total,102,2024,Encephalitis Total
Kanchanaburi,Total,12,2024,Encephalitis Total
Nakhon Pathom,Total,18,2024,Encephalitis Total
Phetchaburi,Total,2,2024,Encephalitis Total
Prachuap Khiri Khan,Total,10,2024,Encephalitis Total
Ratchaburi,Total,12,2024,Encephalitis Total
Samut Sakhon,Total,38,2024,Encephalitis Total
Samut Songkhram,Total,1,2024,Encephalitis Total
Suphan Buri,Total,9,2024,Encephalitis Total
ZONE:06,Total,186,2024,Encephalitis Total
Chachoengsao,Total,23,2024,Encephalitis Total
Chanthaburi,Total,9,2024,Encephalitis Total
Chon Buri,Total,33,2024,Encephalitis Total
Prachin Buri,Total,6,2024,Encephalitis Total
Rayong,Total,3,2024,Encephalitis Total
Sa Kaeo,Total,8,2024,Encephalitis Total
