Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Nakhon Nayok,0,0.00,0,0.00,0.00,260421,2019,Japanese B encephalitis
Nonthaburi,0,0.00,0,0.00,0.00,1255840,2019,Japanese B encephalitis
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,818815,2019,Japanese B encephalitis
Pathum Thani,0,0.00,0,0.00,0.00,1154848,2019,Japanese B encephalitis
Saraburi,0,0.00,0,0.00,0.00,645468,2019,Japanese B encephalitis
Sing Buri,0,0.00,0,0.00,0.00,208912,2019,Japanese B encephalitis
ZONE:05,0,0.00,0,0.00,0.00,5344807,2019,Japanese B encephalitis
Kanchanaburi,0,0.00,0,0.00,0.00,894338,2019,Japanese B encephalitis
Nakhon Pathom,0,0.00,0,0.00,0.00,918542,2019,Japanese B encephalitis
Phetchaburi,0,0.00,0,0.00,0.00,484743,2019,Japanese B encephalitis
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,551466,2019,Japanese B encephalitis
Ratchaburi,0,0.00,0,0.00,0.00,873310,2019,Japanese B encephalitis
Samut Sakhon,0,0.00,0,0.00,0.00,581334,2019,Japanese B encephalitis
Samut Songkhram,0,0.00,0,0.00,0.00,193548,2019,Japanese B encephalitis
Suphan Buri,0,0.00,0,0.00,0.00,847526,2019,Japanese B encephalitis
ZONE:06,0,0.00,0,0.00,0.00,6154601,2019,Japanese B encephalitis
Chachoengsao,0,0.00,0,0.00,0.00,717561,2019,Japanese B encephalitis
Chanthaburi,0,0.00,0,0.00,0.00,537097,2019,Japanese B encephalitis
Chon Buri,0,0.00,0,0.00,0.00,1546873,2019,Japanese B encephalitis
Prachin Buri,0,0.00,0,0.00,0.00,493159,2019,Japanese B encephalitis
Rayong,0,0.00,0,0.00,0.00,729035,2019,Japanese B encephalitis
Sa Kaeo,0,0.00,0,0.00,0.00,565198,2019,Japanese B encephalitis
Samut Prakan,0,0.00,0,0.00,0.00,1335742,2019,Japanese B encephalitis
Trat,0,0.00,0,0.00,0.00,229936,2019,Japanese B encephalitis
ZONE:07,0,0.00,0,0.00,0.00,5057831,2019,Japanese B encephalitis
Kalasin,0,0.00,0,0.00,0.00,984381,2019,Japanese B encephalitis
Khon Kaen,0,0.00,0,0.00,0.00,1804384,2019,Japanese B encephalitis
Maha Sarakham,0,0.00,0,0.00,0.00,962856,2019,Japanese B encephalitis
Roi Et,0,0.00,0,0.00,0.00,1306210,2019,Japanese B encephalitis
ZONE:08,0,0.00,0,0.00,0.00,5559986,2019,Japanese B encephalitis
Bungkan,0,0.00,0,0.00,0.00,424016,2019,Japanese B encephalitis
Loei,0,0.00,0,0.00,0.00,642862,2019,Japanese B encephalitis
Nakhon Phanom,0,0.00,0,0.00,0.00,718961,2019,Japanese B encephalitis
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,512449,2019,Japanese B encephalitis
Nong Khai,0,0.00,0,0.00,0.00,522207,2019,Japanese B encephalitis
Sakon Nakhon,0,0.00,0,0.00,0.00,1152835,2019,Japanese B encephalitis
Udon Thani,0,0.00,0,0.00,0.00,1586656,2019,Japanese B encephalitis
ZONE:09,0,0.00,0,0.00,0.00,6778372,2019,Japanese B encephalitis
Buri Ram,0,0.00,0,0.00,0.00,1595299,2019,Japanese B encephalitis
Chaiyaphum,0,0.00,0,0.00,0.00,1138067,2019,Japanese B encephalitis
Nakhon Ratchasima,0,0.00,0,0.00,0.00,2647663,2019,Japanese B encephalitis
Surin,0,0.00,0,0.00,0.00,1397343,2019,Japanese B encephalitis
ZONE:10,8,0.17,0,0.00,0.00,4618551,2019,Japanese B encephalitis
Amnat Charoen,0,0.00,0,0.00,0.00,378530,2019,Japanese B encephalitis
Mukdahan,0,0.00,0,0.00,0.00,352727,2019,Japanese B encephalitis
Si Sa Ket,1,0.07,0,0.00,0.00,1472934,2019,Japanese B encephalitis
Ubon Ratchathani,7,0.37,0,0.00,0.00,1876347,2019,Japanese B encephalitis
Yasothon,0,0.00,0,0.00,0.00,538013,2019,Japanese B encephalitis
ZONE:11,0,0.00,0,0.00,0.00,4487837,2019,Japanese B encephalitis
Chumphon,0,0.00,0,0.00,0.00,511134,2019,Japanese B encephalitis
Krabi,0,0.00,0,0.00,0.00,475239,2019,Japanese B encephalitis
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1561179,2019,Japanese B encephalitis
Phangnga,0,0.00,0,0.00,0.00,268513,2019,Japanese B encephalitis
Phuket,0,0.00,0,0.00,0.00,413397,2019,Japanese B encephalitis
Ranong,0,0.00,0,0.00,0.00,192619,2019,Japanese B encephalitis
Surat Thani,0,0.00,0,0.00,0.00,1065756,2019,Japanese B encephalitis
ZONE:12,0,0.00,0,0.00,0.00,4986140,2019,Japanese B encephalitis
Narathiwat,0,0.00,0,0.00,0.00,805248,2019,Japanese B encephalitis
Pattani,0,0.00,0,0.00,0.00,721591,2019,Japanese B encephalitis
Phatthalung,0,0.00,0,0.00,0.00,524955,2019,Japanese B encephalitis
Satun,0,0.00,0,0.00,0.00,322580,2019,Japanese B encephalitis
Songkhla,0,0.00,0,0.00,0.00,1434298,2019,Japanese B encephalitis
Trang,0,0.00,0,0.00,0.00,643140,2019,Japanese B encephalitis
Yala,0,0.00,0,0.00,0.00,534328,2019,Japanese B encephalitis
ZONE:13,0,0.00,0,0.00,0.00,5671457,2019,Japanese B encephalitis
Bangkok,0,0.00,0,0.00,0.00,5671457,2019,Japanese B encephalitis
Total,6,0.01,0,0.00,0.00,66179083,2021,Japanese B encephalitis
ZONE:01,2,0.03,0,0.00,0.00,5875424,2021,Japanese B encephalitis
Chiang Mai,0,0.00,0,0.00,0.00,1786877,2021,Japanese B encephalitis
Chiang Rai,2,0.15,0,0.00,0.00,1296725,2021,Japanese B encephalitis
Lampang,0,0.00,0,0.00,0.00,726821,2021,Japanese B encephalitis
Lamphun,0,0.00,0,0.00,0.00,401574,2021,Japanese B encephalitis
Mae Hong Son,0,0.00,0,0.00,0.00,285232,2021,Japanese B encephalitis
Nan,0,0.00,0,0.00,0.00,476300,2021,Japanese B encephalitis
Phayao,0,0.00,0,0.00,0.00,465930,2021,Japanese B encephalitis
Phrae,0,0.00,0,0.00,0.00,435965,2021,Japanese B encephalitis
ZONE:02,0,0.00,0,0.00,0.00,3536074,2021,Japanese B encephalitis
Phetchabun,0,0.00,0,0.00,0.00,980156,2021,Japanese B encephalitis
Phitsanulok,0,0.00,0,0.00,0.00,848432,2021,Japanese B encephalitis
Sukhothai,0,0.00,0,0.00,0.00,586617,2021,Japanese B encephalitis
Tak,0,0.00,0,0.00,0.00,673423,2021,Japanese B encephalitis
Uttaradit,0,0.00,0,0.00,0.00,447446,2021,Japanese B encephalitis
ZONE:03,0,0.00,0,0.00,0.00,2928596,2021,Japanese B encephalitis
Chai Nat,0,0.00,0,0.00,0.00,321454,2021,Japanese B encephalitis
Kamphaeng Phet,0,0.00,0,0.00,0.00,713130,2021,Japanese B encephalitis
Nakhon Sawan,0,0.00,0,0.00,0.00,1037668,2021,Japanese B encephalitis
Phichit,0,0.00,0,0.00,0.00,530852,2021,Japanese B encephalitis
Uthai Thani,0,0.00,0,0.00,0.00,325492,2021,Japanese B encephalitis
ZONE:04,0,0.00,0,0.00,0.00,5411959,2021,Japanese B encephalitis
Ang Thong,0,0.00,0,0.00,0.00,275673,2021,Japanese B encephalitis
Lop Buri,0,0.00,0,0.00,0.00,741200,2021,Japanese B encephalitis
Nakhon Nayok,0,0.00,0,0.00,0.00,260256,2021,Japanese B encephalitis
Nonthaburi,0,0.00,0,0.00,0.00,1282690,2021,Japanese B encephalitis
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,819799,2021,Japanese B encephalitis
Pathum Thani,0,0.00,0,0.00,0.00,1183235,2021,Japanese B encephalitis
Saraburi,0,0.00,0,0.00,0.00,643895,2021,Japanese B encephalitis
Sing Buri,0,0.00,0,0.00,0.00,205211,2021,Japanese B encephalitis
ZONE:05,0,0.00,0,0.00,0.00,5332653,2021,Japanese B encephalitis
Kanchanaburi,0,0.00,0,0.00,0.00,893014,2021,Japanese B encephalitis
Nakhon Pathom,0,0.00,0,0.00,0.00,921450,2021,Japanese B encephalitis
Phetchaburi,0,0.00,0,0.00,0.00,482534,2021,Japanese B encephalitis
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,551924,2021,Japanese B encephalitis
Ratchaburi,0,0.00,0,0.00,0.00,868797,2021,Japanese B encephalitis
Samut Sakhon,0,0.00,0,0.00,0.00,586494,2021,Japanese B encephalitis
Samut Songkhram,0,0.00,0,0.00,0.00,191447,2021,Japanese B encephalitis
Suphan Buri,0,0.00,0,0.00,0.00,836993,2021,Japanese B encephalitis
ZONE:06,0,0.00,0,0.00,0.00,6218594,2021,Japanese B encephalitis
Chachoengsao,0,0.00,0,0.00,0.00,722448,2021,Japanese B encephalitis
Chanthaburi,0,0.00,0,0.00,0.00,536058,2021,Japanese B encephalitis
Chon Buri,0,0.00,0,0.00,0.00,1575278,2021,Japanese B encephalitis
Prachin Buri,0,0.00,0,0.00,0.00,494498,2021,Japanese B encephalitis
Rayong,0,0.00,0,0.00,0.00,746433,2021,Japanese B encephalitis
Sa Kaeo,0,0.00,0,0.00,0.00,561459,2021,Japanese B encephalitis
Samut Prakan,0,0.00,0,0.00,0.00,1353964,2021,Japanese B encephalitis
Trat,0,0.00,0,0.00,0.00,228456,2021,Japanese B encephalitis
ZONE:07,0,0.00,0,0.00,0.00,5017381,2021,Japanese B encephalitis
Kalasin,0,0.00,0,0.00,0.00,976373,2021,Japanese B encephalitis
Khon Kaen,0,0.00,0,0.00,0.00,1792697,2021,Japanese B encephalitis
Maha Sarakham,0,0.00,0,0.00,0.00,950985,2021,Japanese B encephalitis
Roi Et,0,0.00,0,0.00,0.00,1297326,2021,Japanese B encephalitis
ZONE:08,0,0.00,0,0.00,0.00,5518109,2021,Japanese B encephalitis
Bungkan,0,0.00,0,0.00,0.00,422019,2021,Japanese B encephalitis
Loei,0,0.00,0,0.00,0.00,638734,2021,Japanese B encephalitis
Nakhon Phanom,0,0.00,0,0.00,0.00,717121,2021,Japanese B encephalitis
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,509236,2021,Japanese B encephalitis
Nong Khai,0,0.00,0,0.00,0.00,517140,2021,Japanese B encephalitis
Sakon Nakhon,0,0.00,0,0.00,0.00,1146612,2021,Japanese B encephalitis
Udon Thani,0,0.00,0,0.00,0.00,1567247,2021,Japanese B encephalitis
ZONE:09,0,0.00,0,0.00,0.00,6714997,2021,Japanese B encephalitis
Buri Ram,0,0.00,0,0.00,0.00,1580495,2021,Japanese B encephalitis
Chaiyaphum,0,0.00,0,0.00,0.00,1123595,2021,Japanese B encephalitis
Nakhon Ratchasima,0,0.00,0,0.00,0.00,2633681,2021,Japanese B encephalitis
Surin,0,0.00,0,0.00,0.00,1377226,2021,Japanese B encephalitis
ZONE:10,4,0.09,0,0.00,0.00,4587095,2021,Japanese B encephalitis
Amnat Charoen,0,0.00,0,0.00,0.00,376273,2021,Japanese B encephalitis
Mukdahan,0,0.00,0,0.00,0.00,351198,2021,Japanese B encephalitis
Si Sa Ket,0,0.00,0,0.00,0.00,1458068,2021,Japanese B encephalitis
Ubon Ratchathani,4,0.21,0,0.00,0.00,1867608,2021,Japanese B encephalitis
Yasothon,0,0.00,0,0.00,0.00,533948,2021,Japanese B encephalitis
ZONE:11,0,0.00,0,0.00,0.00,4487259,2021,Japanese B encephalitis
Chumphon,0,0.00,0,0.00,0.00,509344,2021,Japanese B encephalitis
Krabi,0,0.00,0,0.00,0.00,478561,2021,Japanese B encephalitis
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1550033,2021,Japanese B encephalitis
Phangnga,0,0.00,0,0.00,0.00,268123,2021,Japanese B encephalitis
Phuket,0,0.00,0,0.00,0.00,416629,2021,Japanese B encephalitis
Ranong,0,0.00,0,0.00,0.00,194473,2021,Japanese B encephalitis
Surat Thani,0,0.00,0,0.00,0.00,1070096,2021,Japanese B encephalitis
ZONE:12,0,0.00,0,0.00,0.00,4992834,2021,Japanese B encephalitis
Narathiwat,0,0.00,0,0.00,0.00,807045,2021,Japanese B encephalitis
Pattani,0,0.00,0,0.00,0.00,727799,2021,Japanese B encephalitis
Phatthalung,0,0.00,0,0.00,0.00,522810,2021,Japanese B encephalitis
Satun,0,0.00,0,0.00,0.00,324467,2021,Japanese B encephalitis
Songkhla,0,0.00,0,0.00,0.00,1430073,2021,Japanese B encephalitis
Trang,0,0.00,0,0.00,0.00,640182,2021,Japanese B encephalitis
Yala,0,0.00,0,0.00,0.00,540458,2021,Japanese B encephalitis
ZONE:13,0,0.00,0,0.00,0.00,5558108,2021,Japanese B encephalitis
Bangkok,0,0.00,0,0.00,0.00,5558108,2021,Japanese B encephalitis
Total,18,0.03,0,0.00,0.00,66301242,2018,Japanese B encephalitis
ZONE:01,5,0.09,0,0.00,0.00,5878537,2018,Japanese B encephalitis
Chiang Mai,1,0.06,0,0.00,0.00,1755291,2018,Japanese B encephalitis
Chiang Rai,4,0.31,0,0.00,0.00,1289873,2018,Japanese B encephalitis
Lampang,0,0.00,0,0.00,0.00,744714,2018,Japanese B encephalitis
Lamphun,0,0.00,0,0.00,0.00,405936,2018,Japanese B encephalitis
Mae Hong Son,0,0.00,0,0.00,0.00,280826,2018,Japanese B encephalitis
Nan,0,0.00,0,0.00,0.00,479414,2018,Japanese B encephalitis
Phayao,0,0.00,0,0.00,0.00,476157,2018,Japanese B encephalitis
Phrae,0,0.00,0,0.00,0.00,446326,2018,Japanese B encephalitis
ZONE:02,0,0.00,0,0.00,0.00,3565071,2018,Japanese B encephalitis
Phetchabun,0,0.00,0,0.00,0.00,994936,2018,Japanese B encephalitis
Phitsanulok,0,0.00,0,0.00,0.00,866129,2018,Japanese B encephalitis
Sukhothai,0,0.00,0,0.00,0.00,598287,2018,Japanese B encephalitis
Tak,0,0.00,0,0.00,0.00,649472,2018,Japanese B encephalitis
Uttaradit,0,0.00,0,0.00,0.00,456247,2018,Japanese B encephalitis
ZONE:03,1,0.03,0,0.00,0.00,2992420,2018,Japanese B encephalitis
Chai Nat,0,0.00,0,0.00,0.00,328993,2018,Japanese B encephalitis
Kamphaeng Phet,0,0.00,0,0.00,0.00,728470,2018,Japanese B encephalitis
Nakhon Sawan,0,0.00,0,0.00,0.00,1064649,2018,Japanese B encephalitis
Phichit,0,0.00,0,0.00,0.00,540620,2018,Japanese B encephalitis
Uthai Thani,1,0.30,0,0.00,0.00,329688,2018,Japanese B encephalitis
ZONE:04,0,0.00,0,0.00,0.00,5343264,2018,Japanese B encephalitis
Ang Thong,0,0.00,0,0.00,0.00,281014,2018,Japanese B encephalitis
Lop Buri,0,0.00,0,0.00,0.00,758003,2018,Japanese B encephalitis
Nakhon Nayok,0,0.00,0,0.00,0.00,259718,2018,Japanese B encephalitis
Nonthaburi,0,0.00,0,0.00,0.00,1238015,2018,Japanese B encephalitis
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,815647,2018,Japanese B encephalitis
Pathum Thani,0,0.00,0,0.00,0.00,1137603,2018,Japanese B encephalitis
Saraburi,0,0.00,0,0.00,0.00,643531,2018,Japanese B encephalitis
Sing Buri,0,0.00,0,0.00,0.00,209733,2018,Japanese B encephalitis
ZONE:05,0,0.00,0,0.00,0.00,5324608,2018,Japanese B encephalitis
Kanchanaburi,0,0.00,0,0.00,0.00,890565,2018,Japanese B encephalitis
Nakhon Pathom,0,0.00,0,0.00,0.00,914273,2018,Japanese B encephalitis
Phetchaburi,0,0.00,0,0.00,0.00,483335,2018,Japanese B encephalitis
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,546396,2018,Japanese B encephalitis
Ratchaburi,0,0.00,0,0.00,0.00,872615,2018,Japanese B encephalitis
Samut Sakhon,0,0.00,0,0.00,0.00,573215,2018,Japanese B encephalitis
Samut Songkhram,0,0.00,0,0.00,0.00,193847,2018,Japanese B encephalitis
Suphan Buri,0,0.00,0,0.00,0.00,850362,2018,Japanese B encephalitis
ZONE:06,0,0.00,0,0.00,0.00,6088563,2018,Japanese B encephalitis
Chachoengsao,0,0.00,0,0.00,0.00,712449,2018,Japanese B encephalitis
Chanthaburi,0,0.00,0,0.00,0.00,535478,2018,Japanese B encephalitis
Chon Buri,0,0.00,0,0.00,0.00,1522285,2018,Japanese B encephalitis
Prachin Buri,0,0.00,0,0.00,0.00,489592,2018,Japanese B encephalitis
Rayong,0,0.00,0,0.00,0.00,717276,2018,Japanese B encephalitis
Sa Kaeo,0,0.00,0,0.00,0.00,563014,2018,Japanese B encephalitis
Samut Prakan,0,0.00,0,0.00,0.00,1318687,2018,Japanese B encephalitis
Trat,0,0.00,0,0.00,0.00,229782,2018,Japanese B encephalitis
ZONE:07,1,0.02,0,0.00,0.00,5062199,2018,Japanese B encephalitis
Kalasin,0,0.00,0,0.00,0.00,985676,2018,Japanese B encephalitis
Khon Kaen,1,0.06,0,0.00,0.00,1805903,2018,Japanese B encephalitis
Maha Sarakham,0,0.00,0,0.00,0.00,963060,2018,Japanese B encephalitis
Roi Et,0,0.00,0,0.00,0.00,1307560,2018,Japanese B encephalitis
ZONE:08,1,0.02,0,0.00,0.00,5553738,2018,Japanese B encephalitis
Bungkan,0,0.00,0,0.00,0.00,423485,2018,Japanese B encephalitis
Loei,0,0.00,0,0.00,0.00,642220,2018,Japanese B encephalitis
Nakhon Phanom,1,0.14,0,0.00,0.00,718406,2018,Japanese B encephalitis
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,511878,2018,Japanese B encephalitis
Nong Khai,0,0.00,0,0.00,0.00,521995,2018,Japanese B encephalitis
Sakon Nakhon,0,0.00,0,0.00,0.00,1150876,2018,Japanese B encephalitis
Udon Thani,0,0.00,0,0.00,0.00,1584878,2018,Japanese B encephalitis
ZONE:09,1,0.01,0,0.00,0.00,6772779,2018,Japanese B encephalitis
Buri Ram,1,0.06,0,0.00,0.00,1593378,2018,Japanese B encephalitis
Chaiyaphum,0,0.00,0,0.00,0.00,1139067,2018,Japanese B encephalitis
Nakhon Ratchasima,0,0.00,0,0.00,0.00,2642815,2018,Japanese B encephalitis
Surin,0,0.00,0,0.00,0.00,1397519,2018,Japanese B encephalitis
ZONE:10,6,0.13,0,0.00,0.00,4613643,2018,Japanese B encephalitis
Amnat Charoen,0,0.00,0,0.00,0.00,378363,2018,Japanese B encephalitis
Mukdahan,0,0.00,0,0.00,0.00,351532,2018,Japanese B encephalitis
Si Sa Ket,0,0.00,0,0.00,0.00,1472521,2018,Japanese B encephalitis
Ubon Ratchathani,6,0.32,0,0.00,0.00,1872091,2018,Japanese B encephalitis
Yasothon,0,0.00,0,0.00,0.00,539136,2018,Japanese B encephalitis
ZONE:11,1,0.02,0,0.00,0.00,4466673,2018,Japanese B encephalitis
Chumphon,0,0.00,0,0.00,0.00,510307,2018,Japanese B encephalitis
Krabi,1,0.21,0,0.00,0.00,471754,2018,Japanese B encephalitis
Nakhon Si Thammarat,0,0.00,0,0.00,0.00,1558958,2018,Japanese B encephalitis
Phangnga,0,0.00,0,0.00,0.00,267866,2018,Japanese B encephalitis
Phuket,0,0.00,0,0.00,0.00,406113,2018,Japanese B encephalitis
Ranong,0,0.00,0,0.00,0.00,191134,2018,Japanese B encephalitis
Surat Thani,0,0.00,0,0.00,0.00,1060541,2018,Japanese B encephalitis
ZONE:12,2,0.04,0,0.00,0.00,4960215,2018,Japanese B encephalitis
Narathiwat,1,0.13,0,0.00,0.00,799357,2018,Japanese B encephalitis
Pattani,0,0.00,0,0.00,0.00,713937,2018,Japanese B encephalitis
Phatthalung,0,0.00,0,0.00,0.00,524951,2018,Japanese B encephalitis
Satun,0,0.00,0,0.00,0.00,320637,2018,Japanese B encephalitis
Songkhla,1,0.07,0,0.00,0.00,1428429,2018,Japanese B encephalitis
Trang,0,0.00,0,0.00,0.00,643093,2018,Japanese B encephalitis
Yala,0,0.00,0,0.00,0.00,529811,2018,Japanese B encephalitis
ZONE:13,0,0.00,0,0.00,0.00,5679532,2018,Japanese B encephalitis
Bangkok,0,0.00,0,0.00,0.00,5679532,2018,Japanese B encephalitis
Total,9,0.01,0,0.00,0.00,66372831,2020,Japanese B encephalitis
ZONE:01,0,0.00,0,0.00,0.00,5886870,2020,Japanese B encephalitis
Chiang Mai,0,0.00,0,0.00,0.00,1781812,2020,Japanese B encephalitis
Chiang Rai,0,0.00,0,0.00,0.00,1296664,2020,Japanese B encephalitis
Lampang,0,0.00,0,0.00,0.00,733640,2020,Japanese B encephalitis
Lamphun,0,0.00,0,0.00,0.00,403542,2020,Japanese B encephalitis
Mae Hong Son,0,0.00,0,0.00,0.00,284343,2020,Japanese B encephalitis
Nan,0,0.00,0,0.00,0.00,477476,2020,Japanese B encephalitis
Phayao,0,0.00,0,0.00,0.00,469856,2020,Japanese B encephalitis
Phrae,0,0.00,0,0.00,0.00,439537,2020,Japanese B encephalitis
ZONE:02,1,0.03,0,0.00,0.00,3554902,2020,Japanese B encephalitis
Phetchabun,0,0.00,0,0.00,0.00,987196,2020,Japanese B encephalitis
Phitsanulok,0,0.00,0,0.00,0.00,857364,2020,Japanese B encephalitis
Sukhothai,0,0.00,0,0.00,0.00,591477,2020,Japanese B encephalitis
Tak,1,0.15,0,0.00,0.00,667942,2020,Japanese B encephalitis
Uttaradit,0,0.00,0,0.00,0.00,450923,2020,Japanese B encephalitis
ZONE:03,0,0.00,0,0.00,0.00,2956189,2020,Japanese B encephalitis
Chai Nat,0,0.00,0,0.00,0.00,324544,2020,Japanese B encephalitis
Kamphaeng Phet,0,0.00,0,0.00,0.00,719993,2020,Japanese B encephalitis
Nakhon Sawan,0,0.00,0,0.00,0.00,1050098,2020,Japanese B encephalitis
Phichit,0,0.00,0,0.00,0.00,534311,2020,Japanese B encephalitis
Uthai Thani,0,0.00,0,0.00,0.00,327243,2020,Japanese B encephalitis
ZONE:04,0,0.00,0,0.00,0.00,5400529,2020,Japanese B encephalitis
Ang Thong,0,0.00,0,0.00,0.00,278119,2020,Japanese B encephalitis
Lop Buri,0,0.00,0,0.00,0.00,749242,2020,Japanese B encephalitis
Nakhon Nayok,0,0.00,0,0.00,0.00,260416,2020,Japanese B encephalitis
Nonthaburi,0,0.00,0,0.00,0.00,1271065,2020,Japanese B encephalitis
P.Nakhon S.Ayutthaya,0,0.00,0,0.00,0.00,819638,2020,Japanese B encephalitis
Pathum Thani,0,0.00,0,0.00,0.00,1170008,2020,Japanese B encephalitis
Saraburi,0,0.00,0,0.00,0.00,644869,2020,Japanese B encephalitis
Sing Buri,0,0.00,0,0.00,0.00,207172,2020,Japanese B encephalitis
ZONE:05,1,0.02,0,0.00,0.00,5342038,2020,Japanese B encephalitis
Kanchanaburi,0,0.00,0,0.00,0.00,893751,2020,Japanese B encephalitis
Nakhon Pathom,0,0.00,0,0.00,0.00,920380,2020,Japanese B encephalitis
Phetchaburi,0,0.00,0,0.00,0.00,483692,2020,Japanese B encephalitis
Prachuap Khiri Khan,0,0.00,0,0.00,0.00,552398,2020,Japanese B encephalitis
Ratchaburi,0,0.00,0,0.00,0.00,871207,2020,Japanese B encephalitis
Samut Sakhon,0,0.00,0,0.00,0.00,585451,2020,Japanese B encephalitis
Samut Songkhram,0,0.00,0,0.00,0.00,192678,2020,Japanese B encephalitis
Suphan Buri,1,0.12,0,0.00,0.00,842481,2020,Japanese B encephalitis
ZONE:06,0,0.00,0,0.00,0.00,6192990,2020,Japanese B encephalitis
Chachoengsao,0,0.00,0,0.00,0.00,720416,2020,Japanese B encephalitis
Chanthaburi,0,0.00,0,0.00,0.00,536629,2020,Japanese B encephalitis
Chon Buri,0,0.00,0,0.00,0.00,1562593,2020,Japanese B encephalitis
Prachin Buri,0,0.00,0,0.00,0.00,494175,2020,Japanese B encephalitis
Rayong,0,0.00,0,0.00,0.00,738139,2020,Japanese B encephalitis
Sa Kaeo,0,0.00,0,0.00,0.00,563614,2020,Japanese B encephalitis
Samut Prakan,0,0.00,0,0.00,0.00,1348177,2020,Japanese B encephalitis
Trat,0,0.00,0,0.00,0.00,229247,2020,Japanese B encephalitis
ZONE:07,1,0.02,0,0.00,0.00,5039088,2020,Japanese B encephalitis
Kalasin,0,0.00,0,0.00,0.00,980297,2020,Japanese B encephalitis
Khon Kaen,0,0.00,0,0.00,0.00,1798702,2020,Japanese B encephalitis
Maha Sarakham,1,0.10,0,0.00,0.00,958163,2020,Japanese B encephalitis
Roi Et,0,0.00,0,0.00,0.00,1301926,2020,Japanese B encephalitis
ZONE:08,1,0.02,0,0.00,0.00,5540556,2020,Japanese B encephalitis
Bungkan,0,0.00,0,0.00,0.00,423067,2020,Japanese B encephalitis
Loei,0,0.00,0,0.00,0.00,640843,2020,Japanese B encephalitis
Nakhon Phanom,0,0.00,0,0.00,0.00,718169,2020,Japanese B encephalitis
Nong Bua Lam Phu,0,0.00,0,0.00,0.00,511125,2020,Japanese B encephalitis
Nong Khai,0,0.00,0,0.00,0.00,519873,2020,Japanese B encephalitis
Sakon Nakhon,0,0.00,0,0.00,0.00,1150164,2020,Japanese B encephalitis
Udon Thani,1,0.06,0,0.00,0.00,1577315,2020,Japanese B encephalitis
ZONE:09,0,0.00,0,0.00,0.00,6748199,2020,Japanese B encephalitis
Buri Ram,0,0.00,0,0.00,0.00,1588466,2020,Japanese B encephalitis
Chaiyaphum,0,0.00,0,0.00,0.00,1131140,2020,Japanese B encephalitis
Nakhon Ratchasima,0,0.00,0,0.00,0.00,2641067,2020,Japanese B encephalitis
Surin,0,0.00,0,0.00,0.00,1387526,2020,Japanese B encephalitis
ZONE:10,5,0.11,0,0.00,0.00,4603401,2020,Japanese B encephalitis
