Areas,Age,Cases,Year,Disease
Total,Total,0,2009,Condyloma
Central Region,Total,0,2009,Condyloma
Bangkok,Total,0,2009,Condyloma
Zone: 1,Total,0,2009,Condyloma
Nonthaburi,Total,0,2009,Condyloma
P.Nakhon S.Ayutthaya,Total,0,2009,Condyloma
Pathum Thani,Total,0,2009,Condyloma
Saraburi,Total,0,2009,Condyloma
Zone: 2,Total,0,2009,Condyloma
Ang Thong,Total,0,2009,Condyloma
Chai Nat,Total,0,2009,Condyloma
Lop Buri,Total,0,2009,Condyloma
Sing Buri,Total,0,2009,Condyloma
Zone: 3,Total,0,2009,Condyloma
Chachoengsao,Total,0,2009,Condyloma
Nakhon Nayok,Total,0,2009,Condyloma
Prachin Buri,Total,0,2009,Condyloma
Sa Kaeo,Total,0,2009,Condyloma
Samut Prakan,Total,0,2009,Condyloma
Zone: 4,Total,0,2009,Condyloma
Kanchanaburi,Total,0,2009,Condyloma
Nakhon Pathom,Total,0,2009,Condyloma
Ratchaburi,Total,0,2009,Condyloma
Suphan Buri,Total,0,2009,Condyloma
Zone: 5,Total,0,2009,Condyloma
Phetchaburi,Total,0,2009,Condyloma
Prachuap Khiri Khan,Total,0,2009,Condyloma
Samut Sakhon,Total,0,2009,Condyloma
Samut Songkhram,Total,0,2009,Condyloma
Zone: 9,Total,0,2009,Condyloma
Chanthaburi,Total,0,2009,Condyloma
Chon Buri,Total,0,2009,Condyloma
Rayong,Total,0,2009,Condyloma
Trat,Total,0,2009,Condyloma
South Region,Total,0,2009,Condyloma
Zone: 6,Total,0,2009,Condyloma
Chumphon,Total,0,2009,Condyloma
Nakhon Si Thammarat,Total,0,2009,Condyloma
Phatthalung,Total,0,2009,Condyloma
Surat Thani,Total,0,2009,Condyloma
Zone: 7,Total,0,2009,Condyloma
Krabi,Total,0,2009,Condyloma
Phangnga,Total,0,2009,Condyloma
Phuket,Total,0,2009,Condyloma
Ranong,Total,0,2009,Condyloma
Trang,Total,0,2009,Condyloma
Zone: 8,Total,0,2009,Condyloma
Narathiwat,Total,0,2009,Condyloma
Pattani,Total,0,2009,Condyloma
Satun,Total,0,2009,Condyloma
Songkhla,Total,0,2009,Condyloma
Yala,Total,0,2009,Condyloma
North-Eastern Region,Total,0,2009,Condyloma
Zone: 10,Total,0,2009,Condyloma
Loei,Total,0,2009,Condyloma
Nong Bua Lam Phu,Total,0,2009,Condyloma
Nong Khai,Total,0,2009,Condyloma
Udon Thani,Total,0,2009,Condyloma
Zone: 11,Total,0,2009,Condyloma
Mukdahan,Total,0,2009,Condyloma
Nakhon Phanom,Total,0,2009,Condyloma
Sakon Nakhon,Total,0,2009,Condyloma
Zone: 12,Total,0,2009,Condyloma
Kalasin,Total,0,2009,Condyloma
Khon Kaen,Total,0,2009,Condyloma
Maha Sarakham,Total,0,2009,Condyloma
Roi Et,Total,0,2009,Condyloma
Zone: 13,Total,0,2009,Condyloma
Amnat Charoen,Total,0,2009,Condyloma
Si Sa Ket,Total,0,2009,Condyloma
Ubon Ratchathani,Total,0,2009,Condyloma
Yasothon,Total,0,2009,Condyloma
Zone: 14,Total,0,2009,Condyloma
Buri Ram,Total,0,2009,Condyloma
Chaiyaphum,Total,0,2009,Condyloma
Nakhon Ratchasima,Total,0,2009,Condyloma
Surin,Total,0,2009,Condyloma
North Region,Total,0,2009,Condyloma
Zone: 15,Total,0,2009,Condyloma
Chiang Mai,Total,0,2009,Condyloma
Lampang,Total,0,2009,Condyloma
Lamphun,Total,0,2009,Condyloma
Mae Hong Son,Total,0,2009,Condyloma
Zone: 16,Total,0,2009,Condyloma
Chiang Rai,Total,0,2009,Condyloma
Nan,Total,0,2009,Condyloma
Phayao,Total,0,2009,Condyloma
Phrae,Total,0,2009,Condyloma
Zone: 17,Total,0,2009,Condyloma
Phetchabun,Total,0,2009,Condyloma
Phitsanulok,Total,0,2009,Condyloma
Sukhothai,Total,0,2009,Condyloma
Tak,Total,0,2009,Condyloma
Uttaradit,Total,0,2009,Condyloma
Zone: 18,Total,0,2009,Condyloma
Kamphaeng Phet,Total,0,2009,Condyloma
Nakhon Sawan,Total,0,2009,Condyloma
Phichit,Total,0,2009,Condyloma
Uthai Thani,Total,0,2009,Condyloma
Total,0,0,2009,Condyloma
Central Region,0,0,2009,Condyloma
Bangkok,0,0,2009,Condyloma
Zone: 1,0,0,2009,Condyloma
Nonthaburi,0,0,2009,Condyloma
P.Nakhon S.Ayutthaya,0,0,2009,Condyloma
Pathum Thani,0,0,2009,Condyloma
Saraburi,0,0,2009,Condyloma
Zone: 2,0,0,2009,Condyloma
Ang Thong,0,0,2009,Condyloma
Chai Nat,0,0,2009,Condyloma
Lop Buri,0,0,2009,Condyloma
Sing Buri,0,0,2009,Condyloma
Zone: 3,0,0,2009,Condyloma
Chachoengsao,0,0,2009,Condyloma
Nakhon Nayok,0,0,2009,Condyloma
Prachin Buri,0,0,2009,Condyloma
Sa Kaeo,0,0,2009,Condyloma
Samut Prakan,0,0,2009,Condyloma
Zone: 4,0,0,2009,Condyloma
Kanchanaburi,0,0,2009,Condyloma
Nakhon Pathom,0,0,2009,Condyloma
Ratchaburi,0,0,2009,Condyloma
Suphan Buri,0,0,2009,Condyloma
Zone: 5,0,0,2009,Condyloma
Phetchaburi,0,0,2009,Condyloma
Prachuap Khiri Khan,0,0,2009,Condyloma
Samut Sakhon,0,0,2009,Condyloma
Samut Songkhram,0,0,2009,Condyloma
Zone: 9,0,0,2009,Condyloma
Chanthaburi,0,0,2009,Condyloma
Chon Buri,0,0,2009,Condyloma
Rayong,0,0,2009,Condyloma
Trat,0,0,2009,Condyloma
South Region,0,0,2009,Condyloma
Zone: 6,0,0,2009,Condyloma
Chumphon,0,0,2009,Condyloma
Nakhon Si Thammarat,0,0,2009,Condyloma
Phatthalung,0,0,2009,Condyloma
Surat Thani,0,0,2009,Condyloma
Zone: 7,0,0,2009,Condyloma
Krabi,0,0,2009,Condyloma
Phangnga,0,0,2009,Condyloma
Phuket,0,0,2009,Condyloma
Ranong,0,0,2009,Condyloma
Trang,0,0,2009,Condyloma
Zone: 8,0,0,2009,Condyloma
Narathiwat,0,0,2009,Condyloma
Pattani,0,0,2009,Condyloma
Satun,0,0,2009,Condyloma
Songkhla,0,0,2009,Condyloma
Yala,0,0,2009,Condyloma
North-Eastern Region,0,0,2009,Condyloma
Zone: 10,0,0,2009,Condyloma
Loei,0,0,2009,Condyloma
Nong Bua Lam Phu,0,0,2009,Condyloma
Nong Khai,0,0,2009,Condyloma
Udon Thani,0,0,2009,Condyloma
Zone: 11,0,0,2009,Condyloma
Mukdahan,0,0,2009,Condyloma
Nakhon Phanom,0,0,2009,Condyloma
Sakon Nakhon,0,0,2009,Condyloma
Zone: 12,0,0,2009,Condyloma
Kalasin,0,0,2009,Condyloma
Khon Kaen,0,0,2009,Condyloma
Maha Sarakham,0,0,2009,Condyloma
Roi Et,0,0,2009,Condyloma
Zone: 13,0,0,2009,Condyloma
Amnat Charoen,0,0,2009,Condyloma
Si Sa Ket,0,0,2009,Condyloma
Ubon Ratchathani,0,0,2009,Condyloma
Yasothon,0,0,2009,Condyloma
Zone: 14,0,0,2009,Condyloma
Buri Ram,0,0,2009,Condyloma
Chaiyaphum,0,0,2009,Condyloma
Nakhon Ratchasima,0,0,2009,Condyloma
Surin,0,0,2009,Condyloma
North Region,0,0,2009,Condyloma
Zone: 15,0,0,2009,Condyloma
Chiang Mai,0,0,2009,Condyloma
Lampang,0,0,2009,Condyloma
Lamphun,0,0,2009,Condyloma
Mae Hong Son,0,0,2009,Condyloma
Zone: 16,0,0,2009,Condyloma
Chiang Rai,0,0,2009,Condyloma
Nan,0,0,2009,Condyloma
Phayao,0,0,2009,Condyloma
Phrae,0,0,2009,Condyloma
Zone: 17,0,0,2009,Condyloma
Phetchabun,0,0,2009,Condyloma
Phitsanulok,0,0,2009,Condyloma
Sukhothai,0,0,2009,Condyloma
Tak,0,0,2009,Condyloma
Uttaradit,0,0,2009,Condyloma
Zone: 18,0,0,2009,Condyloma
Kamphaeng Phet,0,0,2009,Condyloma
Nakhon Sawan,0,0,2009,Condyloma
Phichit,0,0,2009,Condyloma
Uthai Thani,0,0,2009,Condyloma
Total,<1,0,2009,Condyloma
Central Region,<1,0,2009,Condyloma
Bangkok,<1,0,2009,Condyloma
Zone: 1,<1,0,2009,Condyloma
Nonthaburi,<1,0,2009,Condyloma
P.Nakhon S.Ayutthaya,<1,0,2009,Condyloma
Pathum Thani,<1,0,2009,Condyloma
Saraburi,<1,0,2009,Condyloma
Zone: 2,<1,0,2009,Condyloma
Ang Thong,<1,0,2009,Condyloma
Chai Nat,<1,0,2009,Condyloma
Lop Buri,<1,0,2009,Condyloma
Sing Buri,<1,0,2009,Condyloma
Zone: 3,<1,0,2009,Condyloma
Chachoengsao,<1,0,2009,Condyloma
Nakhon Nayok,<1,0,2009,Condyloma
Prachin Buri,<1,0,2009,Condyloma
Sa Kaeo,<1,0,2009,Condyloma
Samut Prakan,<1,0,2009,Condyloma
Zone: 4,<1,0,2009,Condyloma
Kanchanaburi,<1,0,2009,Condyloma
Nakhon Pathom,<1,0,2009,Condyloma
Ratchaburi,<1,0,2009,Condyloma
Suphan Buri,<1,0,2009,Condyloma
Zone: 5,<1,0,2009,Condyloma
Phetchaburi,<1,0,2009,Condyloma
Prachuap Khiri Khan,<1,0,2009,Condyloma
Samut Sakhon,<1,0,2009,Condyloma
Samut Songkhram,<1,0,2009,Condyloma
Zone: 9,<1,0,2009,Condyloma
Chanthaburi,<1,0,2009,Condyloma
Chon Buri,<1,0,2009,Condyloma
Rayong,<1,0,2009,Condyloma
Trat,<1,0,2009,Condyloma
