Areas,Count,Month,Type,Year,Disease
Total,610,Total,Cases,2017,DSS
ZONE:01,25,Total,Cases,2017,DSS
Chiang Mai,14,Total,Cases,2017,DSS
Chiang Rai,3,Total,Cases,2017,DSS
Lampang,0,Total,Cases,2017,DSS
Lamphun,0,Total,Cases,2017,DSS
Mae Hong Son,4,Total,Cases,2017,DSS
Nan,4,Total,Cases,2017,DSS
Phayao,0,Total,Cases,2017,DSS
Phrae,0,Total,Cases,2017,DSS
ZONE:02,22,Total,Cases,2017,DSS
Phetchabun,7,Total,Cases,2017,DSS
Phitsanulok,4,Total,Cases,2017,DSS
Sukhothai,1,Total,Cases,2017,DSS
Tak,10,Total,Cases,2017,DSS
Uttaradit,0,Total,Cases,2017,DSS
ZONE:03,15,Total,Cases,2017,DSS
Chai Nat,3,Total,Cases,2017,DSS
Kamphaeng Phet,7,Total,Cases,2017,DSS
Nakhon Sawan,2,Total,Cases,2017,DSS
Phichit,2,Total,Cases,2017,DSS
Uthai Thani,1,Total,Cases,2017,DSS
ZONE:04,37,Total,Cases,2017,DSS
Ang Thong,2,Total,Cases,2017,DSS
Lop Buri,2,Total,Cases,2017,DSS
Nakhon Nayok,0,Total,Cases,2017,DSS
Nonthaburi,18,Total,Cases,2017,DSS
P.Nakhon S.Ayutthaya,6,Total,Cases,2017,DSS
Pathum Thani,5,Total,Cases,2017,DSS
Saraburi,4,Total,Cases,2017,DSS
Sing Buri,0,Total,Cases,2017,DSS
ZONE:05,52,Total,Cases,2017,DSS
Kanchanaburi,2,Total,Cases,2017,DSS
Nakhon Pathom,11,Total,Cases,2017,DSS
Phetchaburi,17,Total,Cases,2017,DSS
Prachuap Khiri Khan,8,Total,Cases,2017,DSS
Ratchaburi,4,Total,Cases,2017,DSS
Samut Sakhon,3,Total,Cases,2017,DSS
Samut Songkhram,1,Total,Cases,2017,DSS
Suphan Buri,6,Total,Cases,2017,DSS
ZONE:06,45,Total,Cases,2017,DSS
Chachoengsao,6,Total,Cases,2017,DSS
Chanthaburi,0,Total,Cases,2017,DSS
Chon Buri,10,Total,Cases,2017,DSS
Prachin Buri,0,Total,Cases,2017,DSS
Rayong,2,Total,Cases,2017,DSS
Sa Kaeo,7,Total,Cases,2017,DSS
Samut Prakan,20,Total,Cases,2017,DSS
Trat,0,Total,Cases,2017,DSS
ZONE:07,36,Total,Cases,2017,DSS
Kalasin,7,Total,Cases,2017,DSS
Khon Kaen,13,Total,Cases,2017,DSS
Maha Sarakham,12,Total,Cases,2017,DSS
Roi Et,4,Total,Cases,2017,DSS
ZONE:08,36,Total,Cases,2017,DSS
Bungkan,4,Total,Cases,2017,DSS
Loei,7,Total,Cases,2017,DSS
Nakhon Phanom,4,Total,Cases,2017,DSS
Nong Bua Lam Phu,3,Total,Cases,2017,DSS
Nong Khai,3,Total,Cases,2017,DSS
Sakon Nakhon,8,Total,Cases,2017,DSS
Udon Thani,7,Total,Cases,2017,DSS
ZONE:09,52,Total,Cases,2017,DSS
Buri Ram,6,Total,Cases,2017,DSS
Chaiyaphum,6,Total,Cases,2017,DSS
Nakhon Ratchasima,22,Total,Cases,2017,DSS
Surin,18,Total,Cases,2017,DSS
ZONE:10,32,Total,Cases,2017,DSS
Amnat Charoen,6,Total,Cases,2017,DSS
Mukdahan,3,Total,Cases,2017,DSS
Si Sa Ket,0,Total,Cases,2017,DSS
Ubon Ratchathani,23,Total,Cases,2017,DSS
Yasothon,0,Total,Cases,2017,DSS
ZONE:11,106,Total,Cases,2017,DSS
Chumphon,10,Total,Cases,2017,DSS
Krabi,15,Total,Cases,2017,DSS
Nakhon Si Thammarat,23,Total,Cases,2017,DSS
Phangnga,14,Total,Cases,2017,DSS
Phuket,12,Total,Cases,2017,DSS
Ranong,0,Total,Cases,2017,DSS
Surat Thani,32,Total,Cases,2017,DSS
ZONE:12,120,Total,Cases,2017,DSS
Narathiwat,24,Total,Cases,2017,DSS
Pattani,9,Total,Cases,2017,DSS
Phatthalung,19,Total,Cases,2017,DSS
Satun,2,Total,Cases,2017,DSS
Songkhla,57,Total,Cases,2017,DSS
Trang,2,Total,Cases,2017,DSS
Yala,7,Total,Cases,2017,DSS
ZONE:13,32,Total,Cases,2017,DSS
Bangkok,32,Total,Cases,2017,DSS
Total,46,Total,Deaths,2017,DSS
ZONE:01,2,Total,Deaths,2017,DSS
Chiang Mai,2,Total,Deaths,2017,DSS
Chiang Rai,0,Total,Deaths,2017,DSS
Lampang,0,Total,Deaths,2017,DSS
Lamphun,0,Total,Deaths,2017,DSS
Mae Hong Son,0,Total,Deaths,2017,DSS
Nan,0,Total,Deaths,2017,DSS
Phayao,0,Total,Deaths,2017,DSS
Phrae,0,Total,Deaths,2017,DSS
ZONE:02,3,Total,Deaths,2017,DSS
Phetchabun,2,Total,Deaths,2017,DSS
Phitsanulok,0,Total,Deaths,2017,DSS
