Areas,Age,Cases,Year,Disease
Total,Total,4176,2004,Hepatitis_uns
North Region,Total,792,2004,Hepatitis_uns
Zone:1,Total,448,2004,Hepatitis_uns
Chiang Mai,Total,88,2004,Hepatitis_uns
Chiang Rai,Total,95,2004,Hepatitis_uns
Lampang,Total,73,2004,Hepatitis_uns
Lamphun,Total,17,2004,Hepatitis_uns
Mae Hong Son,Total,14,2004,Hepatitis_uns
Nan,Total,76,2004,Hepatitis_uns
Phayao,Total,58,2004,Hepatitis_uns
Phrae,Total,27,2004,Hepatitis_uns
Zone:2,Total,197,2004,Hepatitis_uns
Phetchabun,Total,37,2004,Hepatitis_uns
Phitsanulok,Total,23,2004,Hepatitis_uns
Sukhothai,Total,44,2004,Hepatitis_uns
Tak,Total,58,2004,Hepatitis_uns
Uttaradit,Total,35,2004,Hepatitis_uns
Zone:3,Total,147,2004,Hepatitis_uns
Kamphaeng Phet,Total,31,2004,Hepatitis_uns
Nakhon Sawan,Total,90,2004,Hepatitis_uns
Phichit,Total,6,2004,Hepatitis_uns
Uthai Thani,Total,20,2004,Hepatitis_uns
Central Region,Total,1685,2004,Hepatitis_uns
Bangkok,Total,708,2004,Hepatitis_uns
Zone:4,Total,117,2004,Hepatitis_uns
Ang Thong,Total,12,2004,Hepatitis_uns
Nonthaburi,Total,49,2004,Hepatitis_uns
P.Nakhon S.Ayutthaya,Total,22,2004,Hepatitis_uns
Pathum Thani,Total,34,2004,Hepatitis_uns
Zone:5,Total,104,2004,Hepatitis_uns
Chai Nat,Total,11,2004,Hepatitis_uns
Lop Buri,Total,33,2004,Hepatitis_uns
Saraburi,Total,32,2004,Hepatitis_uns
Sing Buri,Total,28,2004,Hepatitis_uns
Zone:6,Total,154,2004,Hepatitis_uns
Kanchanaburi,Total,54,2004,Hepatitis_uns
Nakhon Pathom,Total,21,2004,Hepatitis_uns
Ratchaburi,Total,37,2004,Hepatitis_uns
Suphan Buri,Total,42,2004,Hepatitis_uns
Zone:7,Total,62,2004,Hepatitis_uns
Phetchaburi,Total,25,2004,Hepatitis_uns
Prachuap Khiri Khan,Total,12,2004,Hepatitis_uns
Samut Sakhon,Total,9,2004,Hepatitis_uns
Samut Songkhram,Total,16,2004,Hepatitis_uns
Zone:8,Total,328,2004,Hepatitis_uns
Chachoengsao,Total,58,2004,Hepatitis_uns
Nakhon Nayok,Total,3,2004,Hepatitis_uns
Prachin Buri,Total,86,2004,Hepatitis_uns
Sa Kaeo,Total,166,2004,Hepatitis_uns
Samut Prakan,Total,15,2004,Hepatitis_uns
Zone:9,Total,212,2004,Hepatitis_uns
Chanthaburi,Total,27,2004,Hepatitis_uns
Chon Buri,Total,39,2004,Hepatitis_uns
Rayong,Total,103,2004,Hepatitis_uns
Trat,Total,43,2004,Hepatitis_uns
North-Eastern Region,Total,1194,2004,Hepatitis_uns
Zone:10,Total,237,2004,Hepatitis_uns
Loei,Total,99,2004,Hepatitis_uns
Nong Bua Lam Phu,Total,22,2004,Hepatitis_uns
Nong Khai,Total,28,2004,Hepatitis_uns
Udon Thani,Total,88,2004,Hepatitis_uns
Zone:11,Total,116,2004,Hepatitis_uns
Kalasin,Total,58,2004,Hepatitis_uns
Mukdahan,Total,26,2004,Hepatitis_uns
Nakhon Phanom,Total,15,2004,Hepatitis_uns
Sakon Nakhon,Total,17,2004,Hepatitis_uns
Zone:12,Total,78,2004,Hepatitis_uns
Khon Kaen,Total,41,2004,Hepatitis_uns
Maha Sarakham,Total,6,2004,Hepatitis_uns
