Areas,Count,Month,Type,Year,Disease
Total,0,Total,Cases,2024,Vaginal
ZONE:01,0,Total,Cases,2024,Vaginal
Chiang Mai,0,Total,Cases,2024,Vaginal
Chiang Rai,0,Total,Cases,2024,Vaginal
Lampang,0,Total,Cases,2024,Vaginal
Lamphun,0,Total,Cases,2024,Vaginal
Mae Hong Son,0,Total,Cases,2024,Vaginal
Nan,0,Total,Cases,2024,Vaginal
Phayao,0,Total,Cases,2024,Vaginal
Phrae,0,Total,Cases,2024,Vaginal
ZONE:02,0,Total,Cases,2024,Vaginal
Phetchabun,0,Total,Cases,2024,Vaginal
Phitsanulok,0,Total,Cases,2024,Vaginal
Sukhothai,0,Total,Cases,2024,Vaginal
Tak,0,Total,Cases,2024,Vaginal
Uttaradit,0,Total,Cases,2024,Vaginal
ZONE:03,0,Total,Cases,2024,Vaginal
Chai Nat,0,Total,Cases,2024,Vaginal
Kamphaeng Phet,0,Total,Cases,2024,Vaginal
Nakhon Sawan,0,Total,Cases,2024,Vaginal
Phichit,0,Total,Cases,2024,Vaginal
Uthai Thani,0,Total,Cases,2024,Vaginal
ZONE:04,0,Total,Cases,2024,Vaginal
Ang Thong,0,Total,Cases,2024,Vaginal
Lop Buri,0,Total,Cases,2024,Vaginal
Nakhon Nayok,0,Total,Cases,2024,Vaginal
Nonthaburi,0,Total,Cases,2024,Vaginal
P.Nakhon S.Ayutthaya,0,Total,Cases,2024,Vaginal
Pathum Thani,0,Total,Cases,2024,Vaginal
Saraburi,0,Total,Cases,2024,Vaginal
Sing Buri,0,Total,Cases,2024,Vaginal
ZONE:05,0,Total,Cases,2024,Vaginal
Kanchanaburi,0,Total,Cases,2024,Vaginal
Nakhon Pathom,0,Total,Cases,2024,Vaginal
Phetchaburi,0,Total,Cases,2024,Vaginal
Prachuap Khiri Khan,0,Total,Cases,2024,Vaginal
Ratchaburi,0,Total,Cases,2024,Vaginal
Samut Sakhon,0,Total,Cases,2024,Vaginal
Samut Songkhram,0,Total,Cases,2024,Vaginal
Suphan Buri,0,Total,Cases,2024,Vaginal
ZONE:06,0,Total,Cases,2024,Vaginal
Chachoengsao,0,Total,Cases,2024,Vaginal
Chanthaburi,0,Total,Cases,2024,Vaginal
Chon Buri,0,Total,Cases,2024,Vaginal
Prachin Buri,0,Total,Cases,2024,Vaginal
Rayong,0,Total,Cases,2024,Vaginal
Sa Kaeo,0,Total,Cases,2024,Vaginal
Samut Prakan,0,Total,Cases,2024,Vaginal
Trat,0,Total,Cases,2024,Vaginal
ZONE:07,0,Total,Cases,2024,Vaginal
Kalasin,0,Total,Cases,2024,Vaginal
Khon Kaen,0,Total,Cases,2024,Vaginal
Maha Sarakham,0,Total,Cases,2024,Vaginal
Roi Et,0,Total,Cases,2024,Vaginal
ZONE:08,0,Total,Cases,2024,Vaginal
Bungkan,0,Total,Cases,2024,Vaginal
Loei,0,Total,Cases,2024,Vaginal
Nakhon Phanom,0,Total,Cases,2024,Vaginal
Nong Bua Lam Phu,0,Total,Cases,2024,Vaginal
Nong Khai,0,Total,Cases,2024,Vaginal
Sakon Nakhon,0,Total,Cases,2024,Vaginal
Udon Thani,0,Total,Cases,2024,Vaginal
ZONE:09,0,Total,Cases,2024,Vaginal
Buri Ram,0,Total,Cases,2024,Vaginal
Chaiyaphum,0,Total,Cases,2024,Vaginal
Nakhon Ratchasima,0,Total,Cases,2024,Vaginal
Surin,0,Total,Cases,2024,Vaginal
ZONE:10,0,Total,Cases,2024,Vaginal
Amnat Charoen,0,Total,Cases,2024,Vaginal
Mukdahan,0,Total,Cases,2024,Vaginal
Si Sa Ket,0,Total,Cases,2024,Vaginal
Ubon Ratchathani,0,Total,Cases,2024,Vaginal
Yasothon,0,Total,Cases,2024,Vaginal
ZONE:11,0,Total,Cases,2024,Vaginal
Chumphon,0,Total,Cases,2024,Vaginal
Krabi,0,Total,Cases,2024,Vaginal
Nakhon Si Thammarat,0,Total,Cases,2024,Vaginal
Phangnga,0,Total,Cases,2024,Vaginal
Phuket,0,Total,Cases,2024,Vaginal
Ranong,0,Total,Cases,2024,Vaginal
Surat Thani,0,Total,Cases,2024,Vaginal
ZONE:12,0,Total,Cases,2024,Vaginal
Narathiwat,0,Total,Cases,2024,Vaginal
Pattani,0,Total,Cases,2024,Vaginal
Phatthalung,0,Total,Cases,2024,Vaginal
Satun,0,Total,Cases,2024,Vaginal
Songkhla,0,Total,Cases,2024,Vaginal
Trang,0,Total,Cases,2024,Vaginal
Yala,0,Total,Cases,2024,Vaginal
ZONE:13,0,Total,Cases,2024,Vaginal
Bangkok,0,Total,Cases,2024,Vaginal
Total,0,Total,Deaths,2024,Vaginal
ZONE:01,0,Total,Deaths,2024,Vaginal
Chiang Mai,0,Total,Deaths,2024,Vaginal
Chiang Rai,0,Total,Deaths,2024,Vaginal
Lampang,0,Total,Deaths,2024,Vaginal
Lamphun,0,Total,Deaths,2024,Vaginal
Mae Hong Son,0,Total,Deaths,2024,Vaginal
Nan,0,Total,Deaths,2024,Vaginal
Phayao,0,Total,Deaths,2024,Vaginal
Phrae,0,Total,Deaths,2024,Vaginal
ZONE:02,0,Total,Deaths,2024,Vaginal
Phetchabun,0,Total,Deaths,2024,Vaginal
Phitsanulok,0,Total,Deaths,2024,Vaginal
Sukhothai,0,Total,Deaths,2024,Vaginal
Tak,0,Total,Deaths,2024,Vaginal
Uttaradit,0,Total,Deaths,2024,Vaginal
ZONE:03,0,Total,Deaths,2024,Vaginal
Chai Nat,0,Total,Deaths,2024,Vaginal
Kamphaeng Phet,0,Total,Deaths,2024,Vaginal
Nakhon Sawan,0,Total,Deaths,2024,Vaginal
Phichit,0,Total,Deaths,2024,Vaginal
Uthai Thani,0,Total,Deaths,2024,Vaginal
ZONE:04,0,Total,Deaths,2024,Vaginal
Ang Thong,0,Total,Deaths,2024,Vaginal
Lop Buri,0,Total,Deaths,2024,Vaginal
Nakhon Nayok,0,Total,Deaths,2024,Vaginal
Nonthaburi,0,Total,Deaths,2024,Vaginal
P.Nakhon S.Ayutthaya,0,Total,Deaths,2024,Vaginal
Pathum Thani,0,Total,Deaths,2024,Vaginal
Saraburi,0,Total,Deaths,2024,Vaginal
Sing Buri,0,Total,Deaths,2024,Vaginal
ZONE:05,0,Total,Deaths,2024,Vaginal
Kanchanaburi,0,Total,Deaths,2024,Vaginal
Nakhon Pathom,0,Total,Deaths,2024,Vaginal
Phetchaburi,0,Total,Deaths,2024,Vaginal
Prachuap Khiri Khan,0,Total,Deaths,2024,Vaginal
Ratchaburi,0,Total,Deaths,2024,Vaginal
Samut Sakhon,0,Total,Deaths,2024,Vaginal
Samut Songkhram,0,Total,Deaths,2024,Vaginal
Suphan Buri,0,Total,Deaths,2024,Vaginal
ZONE:06,0,Total,Deaths,2024,Vaginal
Chachoengsao,0,Total,Deaths,2024,Vaginal
Chanthaburi,0,Total,Deaths,2024,Vaginal
Chon Buri,0,Total,Deaths,2024,Vaginal
Prachin Buri,0,Total,Deaths,2024,Vaginal
Rayong,0,Total,Deaths,2024,Vaginal
Sa Kaeo,0,Total,Deaths,2024,Vaginal
Samut Prakan,0,Total,Deaths,2024,Vaginal
Trat,0,Total,Deaths,2024,Vaginal
ZONE:07,0,Total,Deaths,2024,Vaginal
Kalasin,0,Total,Deaths,2024,Vaginal
Khon Kaen,0,Total,Deaths,2024,Vaginal
Maha Sarakham,0,Total,Deaths,2024,Vaginal
Roi Et,0,Total,Deaths,2024,Vaginal
ZONE:08,0,Total,Deaths,2024,Vaginal
Bungkan,0,Total,Deaths,2024,Vaginal
Loei,0,Total,Deaths,2024,Vaginal
Nakhon Phanom,0,Total,Deaths,2024,Vaginal
Nong Bua Lam Phu,0,Total,Deaths,2024,Vaginal
Nong Khai,0,Total,Deaths,2024,Vaginal
Sakon Nakhon,0,Total,Deaths,2024,Vaginal
Udon Thani,0,Total,Deaths,2024,Vaginal
ZONE:09,0,Total,Deaths,2024,Vaginal
Buri Ram,0,Total,Deaths,2024,Vaginal
Chaiyaphum,0,Total,Deaths,2024,Vaginal
Nakhon Ratchasima,0,Total,Deaths,2024,Vaginal
Surin,0,Total,Deaths,2024,Vaginal
ZONE:10,0,Total,Deaths,2024,Vaginal
Amnat Charoen,0,Total,Deaths,2024,Vaginal
Mukdahan,0,Total,Deaths,2024,Vaginal
Si Sa Ket,0,Total,Deaths,2024,Vaginal
Ubon Ratchathani,0,Total,Deaths,2024,Vaginal
Yasothon,0,Total,Deaths,2024,Vaginal
ZONE:11,0,Total,Deaths,2024,Vaginal
Chumphon,0,Total,Deaths,2024,Vaginal
Krabi,0,Total,Deaths,2024,Vaginal
