Areas,Count,Month,Type,Year,Disease
Total,267,Total,Cases,2024,Measles
ZONE:01,1,Total,Cases,2024,Measles
Chiang Mai,1,Total,Cases,2024,Measles
Chiang Rai,0,Total,Cases,2024,Measles
Lampang,0,Total,Cases,2024,Measles
Lamphun,0,Total,Cases,2024,Measles
Mae Hong Son,0,Total,Cases,2024,Measles
Nan,0,Total,Cases,2024,Measles
Phayao,0,Total,Cases,2024,Measles
Phrae,0,Total,Cases,2024,Measles
ZONE:02,1,Total,Cases,2024,Measles
Phetchabun,0,Total,Cases,2024,Measles
Phitsanulok,0,Total,Cases,2024,Measles
Sukhothai,0,Total,Cases,2024,Measles
Tak,1,Total,Cases,2024,Measles
Uttaradit,0,Total,Cases,2024,Measles
ZONE:03,0,Total,Cases,2024,Measles
Chai Nat,0,Total,Cases,2024,Measles
Kamphaeng Phet,0,Total,Cases,2024,Measles
Nakhon Sawan,0,Total,Cases,2024,Measles
Phichit,0,Total,Cases,2024,Measles
Uthai Thani,0,Total,Cases,2024,Measles
ZONE:04,0,Total,Cases,2024,Measles
Ang Thong,0,Total,Cases,2024,Measles
Lop Buri,0,Total,Cases,2024,Measles
Nakhon Nayok,0,Total,Cases,2024,Measles
Nonthaburi,0,Total,Cases,2024,Measles
P.Nakhon S.Ayutthaya,0,Total,Cases,2024,Measles
Pathum Thani,0,Total,Cases,2024,Measles
Saraburi,0,Total,Cases,2024,Measles
Sing Buri,0,Total,Cases,2024,Measles
ZONE:05,1,Total,Cases,2024,Measles
Kanchanaburi,1,Total,Cases,2024,Measles
Nakhon Pathom,0,Total,Cases,2024,Measles
Phetchaburi,0,Total,Cases,2024,Measles
Prachuap Khiri Khan,0,Total,Cases,2024,Measles
Ratchaburi,0,Total,Cases,2024,Measles
Samut Sakhon,0,Total,Cases,2024,Measles
Samut Songkhram,0,Total,Cases,2024,Measles
Suphan Buri,0,Total,Cases,2024,Measles
ZONE:06,6,Total,Cases,2024,Measles
Chachoengsao,0,Total,Cases,2024,Measles
Chanthaburi,1,Total,Cases,2024,Measles
Chon Buri,1,Total,Cases,2024,Measles
Prachin Buri,2,Total,Cases,2024,Measles
Rayong,0,Total,Cases,2024,Measles
Sa Kaeo,0,Total,Cases,2024,Measles
Samut Prakan,2,Total,Cases,2024,Measles
Trat,0,Total,Cases,2024,Measles
ZONE:07,1,Total,Cases,2024,Measles
Kalasin,1,Total,Cases,2024,Measles
Khon Kaen,0,Total,Cases,2024,Measles
Maha Sarakham,0,Total,Cases,2024,Measles
Roi Et,0,Total,Cases,2024,Measles
ZONE:08,2,Total,Cases,2024,Measles
Bungkan,0,Total,Cases,2024,Measles
Loei,0,Total,Cases,2024,Measles
Nakhon Phanom,0,Total,Cases,2024,Measles
Nong Bua Lam Phu,0,Total,Cases,2024,Measles
Nong Khai,0,Total,Cases,2024,Measles
Sakon Nakhon,0,Total,Cases,2024,Measles
Udon Thani,2,Total,Cases,2024,Measles
ZONE:09,1,Total,Cases,2024,Measles
Buri Ram,0,Total,Cases,2024,Measles
Chaiyaphum,0,Total,Cases,2024,Measles
Nakhon Ratchasima,1,Total,Cases,2024,Measles
Surin,0,Total,Cases,2024,Measles
ZONE:10,0,Total,Cases,2024,Measles
Amnat Charoen,0,Total,Cases,2024,Measles
Mukdahan,0,Total,Cases,2024,Measles
Si Sa Ket,0,Total,Cases,2024,Measles
Ubon Ratchathani,0,Total,Cases,2024,Measles
Yasothon,0,Total,Cases,2024,Measles
ZONE:11,17,Total,Cases,2024,Measles
Chumphon,1,Total,Cases,2024,Measles
Krabi,1,Total,Cases,2024,Measles
Nakhon Si Thammarat,2,Total,Cases,2024,Measles
Phangnga,0,Total,Cases,2024,Measles
Phuket,0,Total,Cases,2024,Measles
Ranong,1,Total,Cases,2024,Measles
Surat Thani,12,Total,Cases,2024,Measles
ZONE:12,237,Total,Cases,2024,Measles
Narathiwat,22,Total,Cases,2024,Measles
Pattani,174,Total,Cases,2024,Measles
Phatthalung,0,Total,Cases,2024,Measles
Satun,0,Total,Cases,2024,Measles
Songkhla,4,Total,Cases,2024,Measles
Trang,0,Total,Cases,2024,Measles
