Areas,Count,Month,Type,Year,Disease
Total,579,Total,Cases,2012,STDChancroid
Central Region,163,Total,Cases,2012,STDChancroid
Zone:0,19,Total,Cases,2012,STDChancroid
Bangkok,19,Total,Cases,2012,STDChancroid
Zone:1,17,Total,Cases,2012,STDChancroid
Nonthaburi,5,Total,Cases,2012,STDChancroid
P.Nakhon S.Ayutthaya,1,Total,Cases,2012,STDChancroid
Pathum Thani,4,Total,Cases,2012,STDChancroid
Saraburi,7,Total,Cases,2012,STDChancroid
Zone:2,15,Total,Cases,2012,STDChancroid
Ang Thong,2,Total,Cases,2012,STDChancroid
Chai Nat,1,Total,Cases,2012,STDChancroid
Lop Buri,8,Total,Cases,2012,STDChancroid
Sing Buri,4,Total,Cases,2012,STDChancroid
Zone:3,30,Total,Cases,2012,STDChancroid
Chachoengsao,8,Total,Cases,2012,STDChancroid
Nakhon Nayok,2,Total,Cases,2012,STDChancroid
Prachin Buri,5,Total,Cases,2012,STDChancroid
Sa Kaeo,2,Total,Cases,2012,STDChancroid
Samut Prakan,13,Total,Cases,2012,STDChancroid
Zone:4,8,Total,Cases,2012,STDChancroid
Kanchanaburi,4,Total,Cases,2012,STDChancroid
Nakhon Pathom,1,Total,Cases,2012,STDChancroid
Ratchaburi,0,Total,Cases,2012,STDChancroid
Suphan Buri,3,Total,Cases,2012,STDChancroid
Zone:5,21,Total,Cases,2012,STDChancroid
Phetchaburi,12,Total,Cases,2012,STDChancroid
Prachuap Khiri Khan,7,Total,Cases,2012,STDChancroid
Samut Sakhon,2,Total,Cases,2012,STDChancroid
Samut Songkhram,0,Total,Cases,2012,STDChancroid
Zone:9,53,Total,Cases,2012,STDChancroid
Chanthaburi,7,Total,Cases,2012,STDChancroid
Chon Buri,22,Total,Cases,2012,STDChancroid
Rayong,9,Total,Cases,2012,STDChancroid
Trat,15,Total,Cases,2012,STDChancroid
South Region,90,Total,Cases,2012,STDChancroid
Zone:6,39,Total,Cases,2012,STDChancroid
Chumphon,3,Total,Cases,2012,STDChancroid
Nakhon Si Thammarat,16,Total,Cases,2012,STDChancroid
Phatthalung,6,Total,Cases,2012,STDChancroid
Surat Thani,14,Total,Cases,2012,STDChancroid
Zone:7,18,Total,Cases,2012,STDChancroid
Krabi,4,Total,Cases,2012,STDChancroid
Phangnga,4,Total,Cases,2012,STDChancroid
Phuket,8,Total,Cases,2012,STDChancroid
Ranong,0,Total,Cases,2012,STDChancroid
Trang,2,Total,Cases,2012,STDChancroid
Zone:8,33,Total,Cases,2012,STDChancroid
Narathiwat,5,Total,Cases,2012,STDChancroid
Pattani,3,Total,Cases,2012,STDChancroid
Satun,1,Total,Cases,2012,STDChancroid
Songkhla,22,Total,Cases,2012,STDChancroid
Yala,2,Total,Cases,2012,STDChancroid
North-Eastern Region,196,Total,Cases,2012,STDChancroid
Zone:10,23,Total,Cases,2012,STDChancroid
Bungkan,8,Total,Cases,2012,STDChancroid
Loei,2,Total,Cases,2012,STDChancroid
Nong Bua Lam Phu,2,Total,Cases,2012,STDChancroid
Nong Khai,1,Total,Cases,2012,STDChancroid
Udon Thani,10,Total,Cases,2012,STDChancroid
Zone:11,16,Total,Cases,2012,STDChancroid
Mukdahan,13,Total,Cases,2012,STDChancroid
Nakhon Phanom,1,Total,Cases,2012,STDChancroid
Sakon Nakhon,2,Total,Cases,2012,STDChancroid
Zone:12,37,Total,Cases,2012,STDChancroid
Kalasin,5,Total,Cases,2012,STDChancroid
Khon Kaen,26,Total,Cases,2012,STDChancroid
Maha Sarakham,2,Total,Cases,2012,STDChancroid
Roi Et,4,Total,Cases,2012,STDChancroid
