Areas,Age,Cases,Year,Disease
Total,Total,0,2021,Avian
ZONE:01,Total,0,2021,Avian
Chiang Mai,Total,0,2021,Avian
Chiang Rai,Total,0,2021,Avian
Lampang,Total,0,2021,Avian
Lamphun,Total,0,2021,Avian
Mae Hong Son,Total,0,2021,Avian
Nan,Total,0,2021,Avian
Phayao,Total,0,2021,Avian
Phrae,Total,0,2021,Avian
ZONE:02,Total,0,2021,Avian
Phetchabun,Total,0,2021,Avian
Phitsanulok,Total,0,2021,Avian
Sukhothai,Total,0,2021,Avian
Tak,Total,0,2021,Avian
Uttaradit,Total,0,2021,Avian
ZONE:03,Total,0,2021,Avian
Chai Nat,Total,0,2021,Avian
Kamphaeng Phet,Total,0,2021,Avian
Nakhon Sawan,Total,0,2021,Avian
Phichit,Total,0,2021,Avian
Uthai Thani,Total,0,2021,Avian
ZONE:04,Total,0,2021,Avian
Ang Thong,Total,0,2021,Avian
Lop Buri,Total,0,2021,Avian
Nakhon Nayok,Total,0,2021,Avian
Nonthaburi,Total,0,2021,Avian
P.Nakhon S.Ayutthaya,Total,0,2021,Avian
Pathum Thani,Total,0,2021,Avian
Saraburi,Total,0,2021,Avian
Sing Buri,Total,0,2021,Avian
ZONE:05,Total,0,2021,Avian
Kanchanaburi,Total,0,2021,Avian
Nakhon Pathom,Total,0,2021,Avian
Phetchaburi,Total,0,2021,Avian
Prachuap Khiri Khan,Total,0,2021,Avian
Ratchaburi,Total,0,2021,Avian
Samut Sakhon,Total,0,2021,Avian
Samut Songkhram,Total,0,2021,Avian
Suphan Buri,Total,0,2021,Avian
ZONE:06,Total,0,2021,Avian
Chachoengsao,Total,0,2021,Avian
Chanthaburi,Total,0,2021,Avian
Chon Buri,Total,0,2021,Avian
Prachin Buri,Total,0,2021,Avian
Rayong,Total,0,2021,Avian
Sa Kaeo,Total,0,2021,Avian
Samut Prakan,Total,0,2021,Avian
Trat,Total,0,2021,Avian
ZONE:07,Total,0,2021,Avian
Kalasin,Total,0,2021,Avian
Khon Kaen,Total,0,2021,Avian
Maha Sarakham,Total,0,2021,Avian
Roi Et,Total,0,2021,Avian
ZONE:08,Total,0,2021,Avian
Bungkan,Total,0,2021,Avian
Loei,Total,0,2021,Avian
Nakhon Phanom,Total,0,2021,Avian
Nong Bua Lam Phu,Total,0,2021,Avian
Nong Khai,Total,0,2021,Avian
Sakon Nakhon,Total,0,2021,Avian
Udon Thani,Total,0,2021,Avian
ZONE:09,Total,0,2021,Avian
Buri Ram,Total,0,2021,Avian
