Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,52057,82.03,0,0.0,63457439,2009,Chikungunya
Central Region,2363,11.05,0,0.0,21386001,2009,Chikungunya
Bangkok,104,1.82,0,0.0,5706739,2009,Chikungunya
Zone:1,7,0.21,0,0.0,3397461,2009,Chikungunya
Nonthaburi,5,0.47,0,0.0,1065332,2009,Chikungunya
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,772142,2009,Chikungunya
Pathum Thani,0,0.0,0,0.0,942813,2009,Chikungunya
Saraburi,2,0.32,0,0.0,617174,2009,Chikungunya
Zone:2,7,0.44,0,0.0,1590058,2009,Chikungunya
Ang Thong,0,0.0,0,0.0,284819,2009,Chikungunya
Chai Nat,7,2.09,0,0.0,335686,2009,Chikungunya
Lop Buri,0,0.0,0,0.0,754127,2009,Chikungunya
Sing Buri,0,0.0,0,0.0,215426,2009,Chikungunya
Zone:3,9,0.29,0,0.0,3076347,2009,Chikungunya
Chachoengsao,2,0.3,0,0.0,666907,2009,Chikungunya
Nakhon Nayok,0,0.0,0,0.0,251219,2009,Chikungunya
Prachin Buri,2,0.43,0,0.0,460617,2009,Chikungunya
Sa Kaeo,0,0.0,0,0.0,541939,2009,Chikungunya
Samut Prakan,5,0.43,0,0.0,1155665,2009,Chikungunya
Zone:4,212,6.3,0,0.0,3364769,2009,Chikungunya
Kanchanaburi,1,0.12,0,0.0,837165,2009,Chikungunya
Nakhon Pathom,2,0.24,0,0.0,847513,2009,Chikungunya
Ratchaburi,208,24.89,0,0.0,835546,2009,Chikungunya
Suphan Buri,1,0.12,0,0.0,844545,2009,Chikungunya
Zone:5,43,2.63,0,0.0,1637557,2009,Chikungunya
Phetchaburi,1,0.22,0,0.0,460108,2009,Chikungunya
Prachuap Khiri Khan,42,8.36,0,0.0,502221,2009,Chikungunya
Samut Sakhon,0,0.0,0,0.0,481377,2009,Chikungunya
Samut Songkhram,0,0.0,0,0.0,193851,2009,Chikungunya
Zone:9,1981,75.81,0,0.0,2613070,2009,Chikungunya
Chanthaburi,19,3.73,0,0.0,509633,2009,Chikungunya
Chon Buri,29,2.27,0,0.0,1277139,2009,Chikungunya
Rayong,1915,316.33,0,0.0,605380,2009,Chikungunya
Trat,18,8.15,0,0.0,220918,2009,Chikungunya
South Region,49344,562.15,0,0.0,8777720,2009,Chikungunya
Zone:6,15916,455.21,0,0.0,3496373,2009,Chikungunya
Chumphon,1427,293.48,0,0.0,486233,2009,Chikungunya
Nakhon Si Thammarat,5820,384.2,0,0.0,1514832,2009,Chikungunya
Phatthalung,3914,772.82,0,0.0,506454,2009,Chikungunya
Surat Thani,4755,480.86,0,0.0,988854,2009,Chikungunya
Zone:7,7765,430.46,0,0.0,1803902,2009,Chikungunya
Krabi,983,232.59,0,0.0,422631,2009,Chikungunya
Phangnga,1155,460.53,0,0.0,250796,2009,Chikungunya
Phuket,3362,1014.3,0,0.0,331460,2009,Chikungunya
Ranong,425,233.21,0,0.0,182242,2009,Chikungunya
Trang,1840,298.33,0,0.0,616773,2009,Chikungunya
Zone:8,25663,737.98,0,0.0,3477445,2009,Chikungunya
Narathiwat,8151,1125.83,0,0.0,724001,2009,Chikungunya
Pattani,4536,703.37,0,0.0,644897,2009,Chikungunya
Satun,314,107.99,0,0.0,290755,2009,Chikungunya
Songkhla,9797,731.2,0,0.0,1339861,2009,Chikungunya
Yala,2865,599.46,0,0.0,477931,2009,Chikungunya
North-Eastern Region,86,0.4,0,0.0,21469269,2009,Chikungunya
Zone:10,8,0.22,0,0.0,3564168,2009,Chikungunya
Loei,4,0.65,0,0.0,619602,2009,Chikungunya
Nong Bua Lam Phu,3,0.6,0,0.0,500217,2009,Chikungunya
Nong Khai,0,0.0,0,0.0,907064,2009,Chikungunya
Udon Thani,1,0.07,0,0.0,1537285,2009,Chikungunya
Zone:11,6,0.28,0,0.0,2155042,2009,Chikungunya
Mukdahan,0,0.0,0,0.0,337773,2009,Chikungunya
Nakhon Phanom,0,0.0,0,0.0,700027,2009,Chikungunya
Sakon Nakhon,6,0.54,0,0.0,1117242,2009,Chikungunya
Zone:12,6,0.12,0,0.0,4984201,2009,Chikungunya
Kalasin,2,0.2,0,0.0,979371,2009,Chikungunya
Khon Kaen,0,0.0,0,0.0,1759172,2009,Chikungunya
Maha Sarakham,3,0.32,0,0.0,937972,2009,Chikungunya
Roi Et,1,0.08,0,0.0,1307686,2009,Chikungunya
Zone:13,58,1.4,0,0.0,4152834,2009,Chikungunya
Amnat Charoen,2,0.54,0,0.0,370141,2009,Chikungunya
Si Sa Ket,13,0.9,0,0.0,1443879,2009,Chikungunya
Ubon Ratchathani,43,2.39,0,0.0,1799604,2009,Chikungunya
Yasothon,0,0.0,0,0.0,539210,2009,Chikungunya
Zone:14,8,0.12,0,0.0,6613024,2009,Chikungunya
Buri Ram,4,0.26,0,0.0,1544218,2009,Chikungunya
Chaiyaphum,2,0.18,0,0.0,1123907,2009,Chikungunya
Nakhon Ratchasima,1,0.04,0,0.0,2568205,2009,Chikungunya
Surin,1,0.07,0,0.0,1376694,2009,Chikungunya
North Region,264,2.23,0,0.0,11824449,2009,Chikungunya
Zone:15,17,0.55,0,0.0,3069670,2009,Chikungunya
Chiang Mai,7,0.42,0,0.0,1651433,2009,Chikungunya
