Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,1,0.0,0,0.0,66486458,2019,Pediculosis Pubis
ZONE:01,0,0.0,0,0.0,5891985,2019,Pediculosis Pubis
Chiang Mai,0,0.0,0,0.0,1771499,2019,Pediculosis Pubis
Chiang Rai,0,0.0,0,0.0,1295217,2019,Pediculosis Pubis
Lampang,0,0.0,0,0.0,740600,2019,Pediculosis Pubis
Lamphun,0,0.0,0,0.0,405515,2019,Pediculosis Pubis
Mae Hong Son,0,0.0,0,0.0,283352,2019,Pediculosis Pubis
Nan,0,0.0,0,0.0,478608,2019,Pediculosis Pubis
Phayao,0,0.0,0,0.0,473786,2019,Pediculosis Pubis
Phrae,0,0.0,0,0.0,443408,2019,Pediculosis Pubis
ZONE:02,0,0.0,0,0.0,3570128,2019,Pediculosis Pubis
Phetchabun,0,0.0,0,0.0,993496,2019,Pediculosis Pubis
Phitsanulok,0,0.0,0,0.0,866068,2019,Pediculosis Pubis
Sukhothai,0,0.0,0,0.0,596165,2019,Pediculosis Pubis
Tak,0,0.0,0,0.0,660147,2019,Pediculosis Pubis
Uttaradit,0,0.0,0,0.0,454252,2019,Pediculosis Pubis
ZONE:03,0,0.0,0,0.0,2983068,2019,Pediculosis Pubis
Chai Nat,0,0.0,0,0.0,327437,2019,Pediculosis Pubis
Kamphaeng Phet,0,0.0,0,0.0,726836,2019,Pediculosis Pubis
Nakhon Sawan,0,0.0,0,0.0,1061926,2019,Pediculosis Pubis
Phichit,0,0.0,0,0.0,537843,2019,Pediculosis Pubis
Uthai Thani,0,0.0,0,0.0,329026,2019,Pediculosis Pubis
ZONE:04,0,0.0,0,0.0,5381695,2019,Pediculosis Pubis
Ang Thong,0,0.0,0,0.0,280246,2019,Pediculosis Pubis
Lop Buri,0,0.0,0,0.0,757145,2019,Pediculosis Pubis
Nakhon Nayok,0,0.0,0,0.0,260421,2019,Pediculosis Pubis
Nonthaburi,0,0.0,0,0.0,1255840,2019,Pediculosis Pubis
P.Nakhon S.Ayutthaya,0,0.0,0,0.0,818815,2019,Pediculosis Pubis
Pathum Thani,0,0.0,0,0.0,1154848,2019,Pediculosis Pubis
Saraburi,0,0.0,0,0.0,645468,2019,Pediculosis Pubis
