Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,11277,17.84,4,0.01,63214022,2008,HFM
Central Region,5292,24.93,3,0.01,21226352,2008,HFM
Bangkok,2098,36.72,0,0.0,5713566,2008,HFM
Zone:1,801,24.02,1,0.03,3335057,2008,HFM
Nonthaburi,295,28.41,1,0.1,1038392,2008,HFM
P.Nakhon S.Ayutthaya,61,7.97,0,0.0,764919,2008,HFM
Pathum Thani,156,17.09,0,0.0,913047,2008,HFM
Saraburi,289,46.71,0,0.0,618699,2008,HFM
Zone:2,281,17.69,0,0.0,1588582,2008,HFM
Ang Thong,49,17.22,0,0.0,284619,2008,HFM
Chai Nat,65,19.31,0,0.0,336550,2008,HFM
Lop Buri,106,14.1,0,0.0,751811,2008,HFM
Sing Buri,61,28.29,0,0.0,215602,2008,HFM
Zone:3,759,24.92,0,0.0,3046070,2008,HFM
Chachoengsao,89,13.45,0,0.0,661898,2008,HFM
Nakhon Nayok,129,51.68,0,0.0,249625,2008,HFM
Prachin Buri,76,16.62,0,0.0,457184,2008,HFM
Sa Kaeo,72,13.33,0,0.0,540281,2008,HFM
Samut Prakan,393,34.56,0,0.0,1137082,2008,HFM
Zone:4,348,10.38,0,0.0,3352570,2008,HFM
Kanchanaburi,96,11.45,0,0.0,838094,2008,HFM
Nakhon Pathom,57,6.81,0,0.0,837285,2008,HFM
Ratchaburi,107,12.84,0,0.0,833650,2008,HFM
Suphan Buri,88,10.43,0,0.0,843541,2008,HFM
Zone:5,187,11.52,2,0.12,1623176,2008,HFM
Phetchaburi,42,9.18,0,0.0,457518,2008,HFM
Prachuap Khiri Khan,32,6.43,0,0.0,497483,2008,HFM
Samut Sakhon,94,19.83,2,0.42,474041,2008,HFM
Samut Songkhram,19,9.79,0,0.0,194134,2008,HFM
Zone:9,818,31.86,0,0.0,2567331,2008,HFM
Chanthaburi,135,26.68,0,0.0,506012,2008,HFM
Chon Buri,243,19.45,0,0.0,1249067,2008,HFM
Rayong,397,67.17,0,0.0,591067,2008,HFM
Trat,43,19.44,0,0.0,221185,2008,HFM
South Region,717,8.24,0,0.0,8698196,2008,HFM
Zone:6,217,6.25,0,0.0,3473895,2008,HFM
Chumphon,51,10.56,0,0.0,483011,2008,HFM
Nakhon Si Thammarat,34,2.25,0,0.0,1510081,2008,HFM
Phatthalung,81,16.08,0,0.0,503847,2008,HFM
