Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,4733,7.15,0,0.0,66179083,2021,T.B. other organs
ZONE:01,571,9.72,0,0.0,5875424,2021,T.B. other organs
Chiang Mai,107,5.99,0,0.0,1786877,2021,T.B. other organs
Chiang Rai,0,0.0,0,0.0,1296725,2021,T.B. other organs
Lampang,0,0.0,0,0.0,726821,2021,T.B. other organs
Lamphun,0,0.0,0,0.0,401574,2021,T.B. other organs
Mae Hong Son,0,0.0,0,0.0,285232,2021,T.B. other organs
Nan,223,46.82,0,0.0,476300,2021,T.B. other organs
Phayao,181,38.85,0,0.0,465930,2021,T.B. other organs
Phrae,60,13.76,0,0.0,435965,2021,T.B. other organs
ZONE:02,266,7.52,0,0.0,3536074,2021,T.B. other organs
Phetchabun,246,25.1,0,0.0,980156,2021,T.B. other organs
Phitsanulok,0,0.0,0,0.0,848432,2021,T.B. other organs
Sukhothai,12,2.05,0,0.0,586617,2021,T.B. other organs
Tak,8,1.19,0,0.0,673423,2021,T.B. other organs
Uttaradit,0,0.0,0,0.0,447446,2021,T.B. other organs
ZONE:03,14,0.48,0,0.0,2928596,2021,T.B. other organs
Chai Nat,0,0.0,0,0.0,321454,2021,T.B. other organs
Kamphaeng Phet,11,1.54,0,0.0,713130,2021,T.B. other organs
Nakhon Sawan,3,0.29,0,0.0,1037668,2021,T.B. other organs
Phichit,0,0.0,0,0.0,530852,2021,T.B. other organs
Uthai Thani,0,0.0,0,0.0,325492,2021,T.B. other organs
ZONE:04,71,1.31,0,0.0,5411959,2021,T.B. other organs
Ang Thong,0,0.0,0,0.0,275673,2021,T.B. other organs
Lop Buri,2,0.27,0,0.0,741200,2021,T.B. other organs
Nakhon Nayok,1,0.38,0,0.0,260256,2021,T.B. other organs
Nonthaburi,0,0.0,0,0.0,1282690,2021,T.B. other organs
P.Nakhon S.Ayutthaya,1,0.12,0,0.0,819799,2021,T.B. other organs
Pathum Thani,1,0.08,0,0.0,1183235,2021,T.B. other organs
