Areas,Age,Cases,Year,Disease
Total,Total,331,2004,STDChancroid
North Region,Total,79,2004,STDChancroid
Zone 1,Total,51,2004,STDChancroid
Chiang Mai,Total,13,2004,STDChancroid
Chiang Rai,Total,18,2004,STDChancroid
Lampang,Total,5,2004,STDChancroid
Lamphun,Total,4,2004,STDChancroid
Mae Hong Son,Total,2,2004,STDChancroid
Nan,Total,7,2004,STDChancroid
Phayao,Total,2,2004,STDChancroid
Phrae,Total,0,2004,STDChancroid
Zone 2,Total,16,2004,STDChancroid
Phetchabun,Total,7,2004,STDChancroid
Phitsanulok,Total,3,2004,STDChancroid
Sukhothai,Total,2,2004,STDChancroid
Tak,Total,4,2004,STDChancroid
Uttaradit,Total,0,2004,STDChancroid
Zone 3,Total,12,2004,STDChancroid
Kamphaeng Phet,Total,6,2004,STDChancroid
Nakhon Sawan,Total,3,2004,STDChancroid
Phichit,Total,1,2004,STDChancroid
Uthai Thani,Total,2,2004,STDChancroid
Central Region,Total,71,2004,STDChancroid
Bangkok,Total,6,2004,STDChancroid
Zone 4,Total,4,2004,STDChancroid
Ang Thong,Total,0,2004,STDChancroid
Nonthaburi,Total,0,2004,STDChancroid
P.Nakhon S.Ayutthaya,Total,4,2004,STDChancroid
Pathum Thani,Total,0,2004,STDChancroid
Zone 5,Total,10,2004,STDChancroid
Chai Nat,Total,1,2004,STDChancroid
Lop Buri,Total,0,2004,STDChancroid
Saraburi,Total,9,2004,STDChancroid
Sing Buri,Total,0,2004,STDChancroid
Zone 6,Total,16,2004,STDChancroid
Kanchanaburi,Total,3,2004,STDChancroid
Nakhon Pathom,Total,6,2004,STDChancroid
Ratchaburi,Total,0,2004,STDChancroid
Suphan Buri,Total,7,2004,STDChancroid
Zone 7,Total,2,2004,STDChancroid
Phetchaburi,Total,2,2004,STDChancroid
Prachuap Khiri Khan,Total,0,2004,STDChancroid
Samut Sakhon,Total,0,2004,STDChancroid
Samut Songkhram,Total,0,2004,STDChancroid
Zone 8,Total,6,2004,STDChancroid
Chachoengsao,Total,2,2004,STDChancroid
Nakhon Nayok,Total,0,2004,STDChancroid
Prachin Buri,Total,0,2004,STDChancroid
Sa Kaeo,Total,0,2004,STDChancroid
Samut Prakan,Total,4,2004,STDChancroid
Zone 9,Total,27,2004,STDChancroid
Chanthaburi,Total,4,2004,STDChancroid
Chon Buri,Total,1,2004,STDChancroid
Rayong,Total,8,2004,STDChancroid
Trat,Total,14,2004,STDChancroid
North-Eastern Region,Total,141,2004,STDChancroid
Zone 10,Total,6,2004,STDChancroid
Loei,Total,0,2004,STDChancroid
Nong Bua Lam Phu,Total,1,2004,STDChancroid
Nong Khai,Total,3,2004,STDChancroid
Udon Thani,Total,2,2004,STDChancroid
Zone 11,Total,5,2004,STDChancroid
Kalasin,Total,3,2004,STDChancroid
Mukdahan,Total,1,2004,STDChancroid
Nakhon Phanom,Total,1,2004,STDChancroid
Sakon Nakhon,Total,0,2004,STDChancroid
Zone 12,Total,6,2004,STDChancroid
Khon Kaen,Total,4,2004,STDChancroid
Maha Sarakham,Total,2,2004,STDChancroid
Roi Et,Total,0,2004,STDChancroid
Zone 13,Total,31,2004,STDChancroid
Buri Ram,Total,8,2004,STDChancroid
Chaiyaphum,Total,3,2004,STDChancroid
Nakhon Ratchasima,Total,16,2004,STDChancroid
Surin,Total,4,2004,STDChancroid
Zone 14,Total,93,2004,STDChancroid
Amnat Charoen,Total,0,2004,STDChancroid
Si Sa Ket,Total,76,2004,STDChancroid
Ubon Ratchathani,Total,15,2004,STDChancroid
Yasothon,Total,2,2004,STDChancroid
South Region,Total,40,2004,STDChancroid
Zone 15,Total,16,2004,STDChancroid
Chumphon,Total,2,2004,STDChancroid
Ranong,Total,0,2004,STDChancroid
Surat Thani,Total,14,2004,STDChancroid
Zone 16,Total,3,2004,STDChancroid
Nakhon Si Thammarat,Total,3,2004,STDChancroid
Phatthalung,Total,0,2004,STDChancroid
Trang,Total,0,2004,STDChancroid
Zone 17,Total,8,2004,STDChancroid
Krabi,Total,6,2004,STDChancroid
Phangnga,Total,1,2004,STDChancroid
Phuket,Total,1,2004,STDChancroid
Zone 18,Total,8,2004,STDChancroid
Narathiwat,Total,3,2004,STDChancroid
Pattani,Total,0,2004,STDChancroid
Yala,Total,5,2004,STDChancroid
Zone 19,Total,5,2004,STDChancroid
Satun,Total,0,2004,STDChancroid
Songkhla,Total,5,2004,STDChancroid
Total,0,0,2004,STDChancroid
North Region,0,0,2004,STDChancroid
Zone 1,0,0,2004,STDChancroid
Chiang Mai,0,0,2004,STDChancroid
Chiang Rai,0,0,2004,STDChancroid
Lampang,0,0,2004,STDChancroid
Lamphun,0,0,2004,STDChancroid
Mae Hong Son,0,0,2004,STDChancroid
Nan,0,0,2004,STDChancroid
Phayao,0,0,2004,STDChancroid
Phrae,0,0,2004,STDChancroid
Zone 2,0,0,2004,STDChancroid
Phetchabun,0,0,2004,STDChancroid
Phitsanulok,0,0,2004,STDChancroid
Sukhothai,0,0,2004,STDChancroid
Tak,0,0,2004,STDChancroid
Uttaradit,0,0,2004,STDChancroid
Zone 3,0,0,2004,STDChancroid
Kamphaeng Phet,0,0,2004,STDChancroid
Nakhon Sawan,0,0,2004,STDChancroid
Phichit,0,0,2004,STDChancroid
Uthai Thani,0,0,2004,STDChancroid
Central Region,0,0,2004,STDChancroid
Bangkok,0,0,2004,STDChancroid
Zone 4,0,0,2004,STDChancroid
Ang Thong,0,0,2004,STDChancroid
Nonthaburi,0,0,2004,STDChancroid
P.Nakhon S.Ayutthaya,0,0,2004,STDChancroid
Pathum Thani,0,0,2004,STDChancroid
Zone 5,0,0,2004,STDChancroid
Chai Nat,0,0,2004,STDChancroid
Lop Buri,0,0,2004,STDChancroid
Saraburi,0,0,2004,STDChancroid
Sing Buri,0,0,2004,STDChancroid
Zone 6,0,0,2004,STDChancroid
Kanchanaburi,0,0,2004,STDChancroid
Nakhon Pathom,0,0,2004,STDChancroid
Ratchaburi,0,0,2004,STDChancroid
Suphan Buri,0,0,2004,STDChancroid
Zone 7,0,0,2004,STDChancroid
Phetchaburi,0,0,2004,STDChancroid
Prachuap Khiri Khan,0,0,2004,STDChancroid
Samut Sakhon,0,0,2004,STDChancroid
Samut Songkhram,0,0,2004,STDChancroid
Zone 8,0,0,2004,STDChancroid
Chachoengsao,0,0,2004,STDChancroid
Nakhon Nayok,0,0,2004,STDChancroid
Prachin Buri,0,0,2004,STDChancroid
Sa Kaeo,0,0,2004,STDChancroid
Samut Prakan,0,0,2004,STDChancroid
Zone 9,0,0,2004,STDChancroid
Chanthaburi,0,0,2004,STDChancroid
Chon Buri,0,0,2004,STDChancroid
Rayong,0,0,2004,STDChancroid
Trat,0,0,2004,STDChancroid
North-Eastern Region,0,0,2004,STDChancroid
Zone 10,0,0,2004,STDChancroid
Loei,0,0,2004,STDChancroid
Nong Bua Lam Phu,0,0,2004,STDChancroid
Nong Khai,0,0,2004,STDChancroid
Udon Thani,0,0,2004,STDChancroid
