Areas,Count,Month,Type,Year,Disease
Total,432,Total,Cases,2019,HepatitisA
ZONE:01,52,Total,Cases,2019,HepatitisA
Chiang Mai,35,Total,Cases,2019,HepatitisA
Chiang Rai,10,Total,Cases,2019,HepatitisA
Lampang,0,Total,Cases,2019,HepatitisA
Lamphun,0,Total,Cases,2019,HepatitisA
Mae Hong Son,2,Total,Cases,2019,HepatitisA
Nan,3,Total,Cases,2019,HepatitisA
Phayao,2,Total,Cases,2019,HepatitisA
Phrae,0,Total,Cases,2019,HepatitisA
ZONE:02,67,Total,Cases,2019,HepatitisA
Phetchabun,5,Total,Cases,2019,HepatitisA
Phitsanulok,33,Total,Cases,2019,HepatitisA
Sukhothai,2,Total,Cases,2019,HepatitisA
Tak,27,Total,Cases,2019,HepatitisA
Uttaradit,0,Total,Cases,2019,HepatitisA
ZONE:03,7,Total,Cases,2019,HepatitisA
Chai Nat,0,Total,Cases,2019,HepatitisA
Kamphaeng Phet,4,Total,Cases,2019,HepatitisA
Nakhon Sawan,2,Total,Cases,2019,HepatitisA
Phichit,0,Total,Cases,2019,HepatitisA
Uthai Thani,1,Total,Cases,2019,HepatitisA
ZONE:04,22,Total,Cases,2019,HepatitisA
Ang Thong,1,Total,Cases,2019,HepatitisA
Lop Buri,1,Total,Cases,2019,HepatitisA
Nakhon Nayok,7,Total,Cases,2019,HepatitisA
Nonthaburi,3,Total,Cases,2019,HepatitisA
P.Nakhon S.Ayutthaya,2,Total,Cases,2019,HepatitisA
Pathum Thani,5,Total,Cases,2019,HepatitisA
Saraburi,3,Total,Cases,2019,HepatitisA
Sing Buri,0,Total,Cases,2019,HepatitisA
ZONE:05,22,Total,Cases,2019,HepatitisA
Kanchanaburi,2,Total,Cases,2019,HepatitisA
Nakhon Pathom,8,Total,Cases,2019,HepatitisA
Phetchaburi,2,Total,Cases,2019,HepatitisA
Prachuap Khiri Khan,4,Total,Cases,2019,HepatitisA
Ratchaburi,4,Total,Cases,2019,HepatitisA
