Areas,Count,Month,Type,Year,Disease
Total,591,,Cases,2012,Encephalitis uns
Central Region,108,,Cases,2012,Encephalitis uns
Zone:0,9,,Cases,2012,Encephalitis uns
Bangkok,9,,Cases,2012,Encephalitis uns
Zone:1,8,,Cases,2012,Encephalitis uns
Nonthaburi,4,,Cases,2012,Encephalitis uns
P.Nakhon S.Ayutthaya,3,,Cases,2012,Encephalitis uns
Pathum Thani,0,,Cases,2012,Encephalitis uns
Saraburi,1,,Cases,2012,Encephalitis uns
Zone:2,1,,Cases,2012,Encephalitis uns
Ang Thong,0,,Cases,2012,Encephalitis uns
Chai Nat,1,,Cases,2012,Encephalitis uns
Lop Buri,0,,Cases,2012,Encephalitis uns
Sing Buri,0,,Cases,2012,Encephalitis uns
Zone:3,38,,Cases,2012,Encephalitis uns
Chachoengsao,9,,Cases,2012,Encephalitis uns
Nakhon Nayok,0,,Cases,2012,Encephalitis uns
Prachin Buri,14,,Cases,2012,Encephalitis uns
Sa Kaeo,11,,Cases,2012,Encephalitis uns
Samut Prakan,4,,Cases,2012,Encephalitis uns
Zone:4,35,,Cases,2012,Encephalitis uns
Kanchanaburi,31,,Cases,2012,Encephalitis uns
Nakhon Pathom,0,,Cases,2012,Encephalitis uns
Ratchaburi,2,,Cases,2012,Encephalitis uns
Suphan Buri,2,,Cases,2012,Encephalitis uns
Zone:5,6,,Cases,2012,Encephalitis uns
Phetchaburi,2,,Cases,2012,Encephalitis uns
Prachuap Khiri Khan,1,,Cases,2012,Encephalitis uns
Samut Sakhon,2,,Cases,2012,Encephalitis uns
Samut Songkhram,1,,Cases,2012,Encephalitis uns
Zone:9,11,,Cases,2012,Encephalitis uns
Chanthaburi,7,,Cases,2012,Encephalitis uns
Chon Buri,3,,Cases,2012,Encephalitis uns
Rayong,0,,Cases,2012,Encephalitis uns
Trat,1,,Cases,2012,Encephalitis uns
South Region,81,,Cases,2012,Encephalitis uns
Zone:6,63,,Cases,2012,Encephalitis uns
Chumphon,2,,Cases,2012,Encephalitis uns
Nakhon Si Thammarat,4,,Cases,2012,Encephalitis uns
Phatthalung,7,,Cases,2012,Encephalitis uns
Surat Thani,50,,Cases,2012,Encephalitis uns
Zone:7,14,,Cases,2012,Encephalitis uns
Krabi,10,,Cases,2012,Encephalitis uns
Phangnga,0,,Cases,2012,Encephalitis uns
Phuket,0,,Cases,2012,Encephalitis uns
Ranong,0,,Cases,2012,Encephalitis uns
Trang,4,,Cases,2012,Encephalitis uns
Zone:8,4,,Cases,2012,Encephalitis uns
Narathiwat,1,,Cases,2012,Encephalitis uns
Pattani,0,,Cases,2012,Encephalitis uns
Satun,1,,Cases,2012,Encephalitis uns
Songkhla,1,,Cases,2012,Encephalitis uns
Yala,1,,Cases,2012,Encephalitis uns
North-Eastern Region,287,,Cases,2012,Encephalitis uns
Zone:10,87,,Cases,2012,Encephalitis uns
Bungkan,26,,Cases,2012,Encephalitis uns
Loei,0,,Cases,2012,Encephalitis uns
Nong Bua Lam Phu,0,,Cases,2012,Encephalitis uns
Nong Khai,50,,Cases,2012,Encephalitis uns
Udon Thani,11,,Cases,2012,Encephalitis uns
Zone:11,9,,Cases,2012,Encephalitis uns
Mukdahan,5,,Cases,2012,Encephalitis uns
Nakhon Phanom,3,,Cases,2012,Encephalitis uns
Sakon Nakhon,1,,Cases,2012,Encephalitis uns
Zone:12,46,,Cases,2012,Encephalitis uns
Kalasin,18,,Cases,2012,Encephalitis uns
Khon Kaen,19,,Cases,2012,Encephalitis uns
Maha Sarakham,8,,Cases,2012,Encephalitis uns
Roi Et,1,,Cases,2012,Encephalitis uns
Zone:13,65,,Cases,2012,Encephalitis uns
Amnat Charoen,11,,Cases,2012,Encephalitis uns
Si Sa Ket,47,,Cases,2012,Encephalitis uns
Ubon Ratchathani,7,,Cases,2012,Encephalitis uns
Yasothon,0,,Cases,2012,Encephalitis uns
Zone:14,80,,Cases,2012,Encephalitis uns
Buri Ram,21,,Cases,2012,Encephalitis uns
Chaiyaphum,11,,Cases,2012,Encephalitis uns
Nakhon Ratchasima,46,,Cases,2012,Encephalitis uns
Surin,2,,Cases,2012,Encephalitis uns
North Region,115,,Cases,2012,Encephalitis uns
Zone:15,17,,Cases,2012,Encephalitis uns
Chiang Mai,17,,Cases,2012,Encephalitis uns
Lampang,0,,Cases,2012,Encephalitis uns
Lamphun,0,,Cases,2012,Encephalitis uns
Mae Hong Son,0,,Cases,2012,Encephalitis uns
Zone:16,60,,Cases,2012,Encephalitis uns
Chiang Rai,58,,Cases,2012,Encephalitis uns
Nan,0,,Cases,2012,Encephalitis uns
Phayao,2,,Cases,2012,Encephalitis uns
Phrae,0,,Cases,2012,Encephalitis uns
Zone:17,17,,Cases,2012,Encephalitis uns
Phetchabun,3,,Cases,2012,Encephalitis uns
Phitsanulok,1,,Cases,2012,Encephalitis uns
Sukhothai,1,,Cases,2012,Encephalitis uns
Tak,8,,Cases,2012,Encephalitis uns
Uttaradit,4,,Cases,2012,Encephalitis uns
Zone:18,21,,Cases,2012,Encephalitis uns
Kamphaeng Phet,10,,Cases,2012,Encephalitis uns
Nakhon Sawan,7,,Cases,2012,Encephalitis uns
Phichit,2,,Cases,2012,Encephalitis uns
Uthai Thani,2,,Cases,2012,Encephalitis uns
Total,16,,Deaths,2012,Encephalitis uns
Central Region,7,,Deaths,2012,Encephalitis uns
Zone:0,2,,Deaths,2012,Encephalitis uns
