Areas,Count,Month,Type,Year,Disease
Total,1671,Total,Cases,2023,Dysentery
ZONE:01,567,Total,Cases,2023,Dysentery
Chiang Mai,269,Total,Cases,2023,Dysentery
Chiang Rai,10,Total,Cases,2023,Dysentery
Lampang,50,Total,Cases,2023,Dysentery
Lamphun,0,Total,Cases,2023,Dysentery
Mae Hong Son,96,Total,Cases,2023,Dysentery
Nan,20,Total,Cases,2023,Dysentery
Phayao,0,Total,Cases,2023,Dysentery
Phrae,122,Total,Cases,2023,Dysentery
ZONE:02,36,Total,Cases,2023,Dysentery
Phetchabun,0,Total,Cases,2023,Dysentery
Phitsanulok,6,Total,Cases,2023,Dysentery
Sukhothai,1,Total,Cases,2023,Dysentery
Tak,26,Total,Cases,2023,Dysentery
Uttaradit,3,Total,Cases,2023,Dysentery
ZONE:03,84,Total,Cases,2023,Dysentery
Chai Nat,0,Total,Cases,2023,Dysentery
Kamphaeng Phet,5,Total,Cases,2023,Dysentery
Nakhon Sawan,70,Total,Cases,2023,Dysentery
Phichit,5,Total,Cases,2023,Dysentery
Uthai Thani,4,Total,Cases,2023,Dysentery
ZONE:04,18,Total,Cases,2023,Dysentery
Ang Thong,0,Total,Cases,2023,Dysentery
Lop Buri,6,Total,Cases,2023,Dysentery
Nakhon Nayok,0,Total,Cases,2023,Dysentery
Nonthaburi,4,Total,Cases,2023,Dysentery
P.Nakhon S.Ayutthaya,0,Total,Cases,2023,Dysentery
Pathum Thani,4,Total,Cases,2023,Dysentery
Saraburi,1,Total,Cases,2023,Dysentery
Sing Buri,3,Total,Cases,2023,Dysentery
ZONE:05,20,Total,Cases,2023,Dysentery
Kanchanaburi,2,Total,Cases,2023,Dysentery
Nakhon Pathom,0,Total,Cases,2023,Dysentery
Phetchaburi,0,Total,Cases,2023,Dysentery
Prachuap Khiri Khan,3,Total,Cases,2023,Dysentery
Ratchaburi,5,Total,Cases,2023,Dysentery
Samut Sakhon,0,Total,Cases,2023,Dysentery
