Areas,Age,Cases,Year,Disease
Total,Total,3,2022,Mushroom
ZONE:01,Total,0,2022,Mushroom
Chiang Mai,Total,0,2022,Mushroom
Chiang Rai,Total,0,2022,Mushroom
Lampang,Total,0,2022,Mushroom
Lamphun,Total,0,2022,Mushroom
Mae Hong Son,Total,0,2022,Mushroom
Nan,Total,0,2022,Mushroom
Phayao,Total,0,2022,Mushroom
Phrae,Total,0,2022,Mushroom
ZONE:02,Total,0,2022,Mushroom
Phetchabun,Total,0,2022,Mushroom
Phitsanulok,Total,0,2022,Mushroom
Sukhothai,Total,0,2022,Mushroom
Tak,Total,0,2022,Mushroom
Uttaradit,Total,0,2022,Mushroom
ZONE:03,Total,0,2022,Mushroom
Chai Nat,Total,0,2022,Mushroom
Kamphaeng Phet,Total,0,2022,Mushroom
Nakhon Sawan,Total,0,2022,Mushroom
Phichit,Total,0,2022,Mushroom
Uthai Thani,Total,0,2022,Mushroom
ZONE:04,Total,0,2022,Mushroom
Ang Thong,Total,0,2022,Mushroom
Lop Buri,Total,0,2022,Mushroom
Nakhon Nayok,Total,0,2022,Mushroom
Nonthaburi,Total,0,2022,Mushroom
P.Nakhon S.Ayutthaya,Total,0,2022,Mushroom
Pathum Thani,Total,0,2022,Mushroom
Saraburi,Total,0,2022,Mushroom
Sing Buri,Total,0,2022,Mushroom
ZONE:05,Total,0,2022,Mushroom
Kanchanaburi,Total,0,2022,Mushroom
Nakhon Pathom,Total,0,2022,Mushroom
Phetchaburi,Total,0,2022,Mushroom
Prachuap Khiri Khan,Total,0,2022,Mushroom
Ratchaburi,Total,0,2022,Mushroom
Samut Sakhon,Total,0,2022,Mushroom
Samut Songkhram,Total,0,2022,Mushroom
Suphan Buri,Total,0,2022,Mushroom
ZONE:06,Total,0,2022,Mushroom
Chachoengsao,Total,0,2022,Mushroom
Chanthaburi,Total,0,2022,Mushroom
Chon Buri,Total,0,2022,Mushroom
Prachin Buri,Total,0,2022,Mushroom
Rayong,Total,0,2022,Mushroom
Sa Kaeo,Total,0,2022,Mushroom
Samut Prakan,Total,0,2022,Mushroom
Trat,Total,0,2022,Mushroom
ZONE:07,Total,0,2022,Mushroom
Kalasin,Total,0,2022,Mushroom
Khon Kaen,Total,0,2022,Mushroom
Reported deaths by province and by age group : Thailand,Total,2565(2022),2022,Mushroom
Reporting Areas,Total,Total,2022,Mushroom
Maha Sarakham,Total,0,2022,Mushroom
Roi Et,Total,0,2022,Mushroom
ZONE:08,Total,0,2022,Mushroom
Bungkan,Total,0,2022,Mushroom
Loei,Total,0,2022,Mushroom
Nakhon Phanom,Total,0,2022,Mushroom
Nong Bua Lam Phu,Total,0,2022,Mushroom
Nong Khai,Total,0,2022,Mushroom
Sakon Nakhon,Total,0,2022,Mushroom
Udon Thani,Total,0,2022,Mushroom
ZONE:09,Total,0,2022,Mushroom
Buri Ram,Total,0,2022,Mushroom
Chaiyaphum,Total,0,2022,Mushroom
Nakhon Ratchasima,Total,0,2022,Mushroom
Surin,Total,0,2022,Mushroom
ZONE:10,Total,3,2022,Mushroom
Amnat Charoen,Total,0,2022,Mushroom
Mukdahan,Total,0,2022,Mushroom
Si Sa Ket,Total,3,2022,Mushroom
Ubon Ratchathani,Total,0,2022,Mushroom
Yasothon,Total,0,2022,Mushroom
