Areas,Count,Month,Type,Year,Disease
Total,39,Total,Cases,2024,HepatitisE
ZONE:01,1,Total,Cases,2024,HepatitisE
Chiang Mai,1,Total,Cases,2024,HepatitisE
Chiang Rai,0,Total,Cases,2024,HepatitisE
Lampang,0,Total,Cases,2024,HepatitisE
Lamphun,0,Total,Cases,2024,HepatitisE
Mae Hong Son,0,Total,Cases,2024,HepatitisE
Nan,0,Total,Cases,2024,HepatitisE
Phayao,0,Total,Cases,2024,HepatitisE
Phrae,0,Total,Cases,2024,HepatitisE
ZONE:02,1,Total,Cases,2024,HepatitisE
Phetchabun,0,Total,Cases,2024,HepatitisE
Phitsanulok,0,Total,Cases,2024,HepatitisE
Sukhothai,0,Total,Cases,2024,HepatitisE
Tak,1,Total,Cases,2024,HepatitisE
Uttaradit,0,Total,Cases,2024,HepatitisE
ZONE:03,0,Total,Cases,2024,HepatitisE
Chai Nat,0,Total,Cases,2024,HepatitisE
Kamphaeng Phet,0,Total,Cases,2024,HepatitisE
Nakhon Sawan,0,Total,Cases,2024,HepatitisE
Phichit,0,Total,Cases,2024,HepatitisE
Uthai Thani,0,Total,Cases,2024,HepatitisE
ZONE:04,8,Total,Cases,2024,HepatitisE
Ang Thong,0,Total,Cases,2024,HepatitisE
Lop Buri,3,Total,Cases,2024,HepatitisE
Nakhon Nayok,0,Total,Cases,2024,HepatitisE
Nonthaburi,2,Total,Cases,2024,HepatitisE
P.Nakhon S.Ayutthaya,0,Total,Cases,2024,HepatitisE
Pathum Thani,0,Total,Cases,2024,HepatitisE
Saraburi,0,Total,Cases,2024,HepatitisE
Sing Buri,3,Total,Cases,2024,HepatitisE
ZONE:05,5,Total,Cases,2024,HepatitisE
Kanchanaburi,3,Total,Cases,2024,HepatitisE
Nakhon Pathom,0,Total,Cases,2024,HepatitisE
Phetchaburi,0,Total,Cases,2024,HepatitisE
Prachuap Khiri Khan,1,Total,Cases,2024,HepatitisE
Ratchaburi,0,Total,Cases,2024,HepatitisE
Samut Sakhon,0,Total,Cases,2024,HepatitisE
Samut Songkhram,0,Total,Cases,2024,HepatitisE
Suphan Buri,1,Total,Cases,2024,HepatitisE
ZONE:06,3,Total,Cases,2024,HepatitisE
Chachoengsao,0,Total,Cases,2024,HepatitisE
Chanthaburi,0,Total,Cases,2024,HepatitisE
Chon Buri,1,Total,Cases,2024,HepatitisE
Prachin Buri,0,Total,Cases,2024,HepatitisE
Rayong,0,Total,Cases,2024,HepatitisE
Sa Kaeo,0,Total,Cases,2024,HepatitisE
Samut Prakan,2,Total,Cases,2024,HepatitisE
Trat,0,Total,Cases,2024,HepatitisE
ZONE:07,0,Total,Cases,2024,HepatitisE
Kalasin,0,Total,Cases,2024,HepatitisE
Khon Kaen,0,Total,Cases,2024,HepatitisE
Maha Sarakham,0,Total,Cases,2024,HepatitisE
Roi Et,0,Total,Cases,2024,HepatitisE
ZONE:08,2,Total,Cases,2024,HepatitisE
Bungkan,0,Total,Cases,2024,HepatitisE
Loei,1,Total,Cases,2024,HepatitisE
Nakhon Phanom,0,Total,Cases,2024,HepatitisE
Nong Bua Lam Phu,0,Total,Cases,2024,HepatitisE
Nong Khai,0,Total,Cases,2024,HepatitisE
Sakon Nakhon,0,Total,Cases,2024,HepatitisE
Udon Thani,1,Total,Cases,2024,HepatitisE
ZONE:09,2,Total,Cases,2024,HepatitisE
Buri Ram,0,Total,Cases,2024,HepatitisE
Chaiyaphum,0,Total,Cases,2024,HepatitisE
Nakhon Ratchasima,1,Total,Cases,2024,HepatitisE
Surin,1,Total,Cases,2024,HepatitisE
ZONE:10,0,Total,Cases,2024,HepatitisE
Amnat Charoen,0,Total,Cases,2024,HepatitisE
Mukdahan,0,Total,Cases,2024,HepatitisE
Si Sa Ket,0,Total,Cases,2024,HepatitisE
Ubon Ratchathani,0,Total,Cases,2024,HepatitisE
Yasothon,0,Total,Cases,2024,HepatitisE
ZONE:11,1,Total,Cases,2024,HepatitisE
Chumphon,0,Total,Cases,2024,HepatitisE
Krabi,0,Total,Cases,2024,HepatitisE
Nakhon Si Thammarat,0,Total,Cases,2024,HepatitisE
Phangnga,0,Total,Cases,2024,HepatitisE
Phuket,1,Total,Cases,2024,HepatitisE
Ranong,0,Total,Cases,2024,HepatitisE
Surat Thani,0,Total,Cases,2024,HepatitisE
ZONE:12,0,Total,Cases,2024,HepatitisE
Narathiwat,0,Total,Cases,2024,HepatitisE
Pattani,0,Total,Cases,2024,HepatitisE
Phatthalung,0,Total,Cases,2024,HepatitisE
Satun,0,Total,Cases,2024,HepatitisE
Songkhla,0,Total,Cases,2024,HepatitisE
Trang,0,Total,Cases,2024,HepatitisE
Yala,0,Total,Cases,2024,HepatitisE
ZONE:13,16,Total,Cases,2024,HepatitisE
Bangkok,16,Total,Cases,2024,HepatitisE
Total,0,Total,Deaths,2024,HepatitisE
ZONE:01,0,Total,Deaths,2024,HepatitisE
Chiang Mai,0,Total,Deaths,2024,HepatitisE
Chiang Rai,0,Total,Deaths,2024,HepatitisE
Lampang,0,Total,Deaths,2024,HepatitisE
Lamphun,0,Total,Deaths,2024,HepatitisE
Mae Hong Son,0,Total,Deaths,2024,HepatitisE
Nan,0,Total,Deaths,2024,HepatitisE
Phayao,0,Total,Deaths,2024,HepatitisE
Phrae,0,Total,Deaths,2024,HepatitisE
ZONE:02,0,Total,Deaths,2024,HepatitisE
Phetchabun,0,Total,Deaths,2024,HepatitisE
Phitsanulok,0,Total,Deaths,2024,HepatitisE
Sukhothai,0,Total,Deaths,2024,HepatitisE
Tak,0,Total,Deaths,2024,HepatitisE
Uttaradit,0,Total,Deaths,2024,HepatitisE
ZONE:03,0,Total,Deaths,2024,HepatitisE
Chai Nat,0,Total,Deaths,2024,HepatitisE
Kamphaeng Phet,0,Total,Deaths,2024,HepatitisE
Nakhon Sawan,0,Total,Deaths,2024,HepatitisE
Phichit,0,Total,Deaths,2024,HepatitisE
Uthai Thani,0,Total,Deaths,2024,HepatitisE
ZONE:04,0,Total,Deaths,2024,HepatitisE
Ang Thong,0,Total,Deaths,2024,HepatitisE
