Areas,Cases,Incidence,Deaths,Mortality,Population,Year,Disease
Total,360,0.57,6,0.01,62939819,2003,Melioidosis
North Region,80,0.66,2,0.02,12120537,2003,Melioidosis
Zone:1,62,1.08,1,0.02,5764017,2003,Melioidosis
Chiang Mai,0,0.0,0,0.0,1599538,2003,Melioidosis
Chiang Rai,1,0.08,0,0.0,1244564,2003,Melioidosis
Lampang,55,6.88,0,0.0,798996,2003,Melioidosis
Lamphun,2,0.49,0,0.0,408122,2003,Melioidosis
Mae Hong Son,0,0.0,0,0.0,239128,2003,Melioidosis
Nan,2,0.41,0,0.0,484961,2003,Melioidosis
Phayao,0,0.0,0,0.0,505032,2003,Melioidosis
Phrae,2,0.41,1,0.21,483676,2003,Melioidosis
Zone:2,4,0.11,0,0.0,3523807,2003,Melioidosis
Phetchabun,1,0.1,0,0.0,1046537,2003,Melioidosis
Phitsanulok,0,0.0,0,0.0,867520,2003,Melioidosis
Sukhothai,0,0.0,0,0.0,623396,2003,Melioidosis
Tak,1,0.2,0,0.0,503042,2003,Melioidosis
Uttaradit,2,0.41,0,0.0,483312,2003,Melioidosis
Zone:3,14,0.49,1,0.04,2832713,2003,Melioidosis
Kamphaeng Phet,13,1.69,1,0.13,771177,2003,Melioidosis
Nakhon Sawan,0,0.0,0,0.0,1128789,2003,Melioidosis
Phichit,0,0.0,0,0.0,594918,2003,Melioidosis
Uthai Thani,1,0.3,0,0.0,337829,2003,Melioidosis
Central Region,9,0.04,1,0.0,20726962,2003,Melioidosis
Zone:0,0,0.0,0,0.0,5813383,2003,Melioidosis
Bangkok,0,0.0,0,0.0,5813383,2003,Melioidosis
Zone:4,1,0.04,0,0.0,2679573,2003,Melioidosis
Ang Thong,0,0.0,0,0.0,290623,2003,Melioidosis
Nonthaburi,0,0.0,0,0.0,915043,2003,Melioidosis
P.Nakhon S.Ayutthaya,1,0.13,0,0.0,749751,2003,Melioidosis
Pathum Thani,0,0.0,0,0.0,724156,2003,Melioidosis
Zone:5,1,0.05,0,0.0,1964953,2003,Melioidosis
Chai Nat,1,0.29,0,0.0,349881,2003,Melioidosis
Lop Buri,0,0.0,0,0.0,768250,2003,Melioidosis
Saraburi,0,0.0,0,0.0,623783,2003,Melioidosis
Sing Buri,0,0.0,0,0.0,223039,2003,Melioidosis
Zone:6,0,0.0,0,0.0,3304766,2003,Melioidosis
Kanchanaburi,0,0.0,0,0.0,799588,2003,Melioidosis
Nakhon Pathom,0,0.0,0,0.0,807180,2003,Melioidosis
Ratchaburi,0,0.0,0,0.0,832005,2003,Melioidosis
Suphan Buri,0,0.0,0,0.0,865993,2003,Melioidosis
Zone:7,0,0.0,0,0.0,1602142,2003,Melioidosis
Phetchaburi,0,0.0,0,0.0,461539,2003,Melioidosis
Prachuap Khiri Khan,0,0.0,0,0.0,490479,2003,Melioidosis
Samut Sakhon,0,0.0,0,0.0,445557,2003,Melioidosis
Samut Songkhram,0,0.0,0,0.0,204567,2003,Melioidosis
Zone:8,2,0.07,0,0.0,2933038,2003,Melioidosis
Chachoengsao,0,0.0,0,0.0,651130,2003,Melioidosis
Nakhon Nayok,0,0.0,0,0.0,251471,2003,Melioidosis
Prachin Buri,2,0.44,0,0.0,453379,2003,Melioidosis
Sa Kaeo,0,0.0,0,0.0,540274,2003,Melioidosis
Samut Prakan,0,0.0,0,0.0,1036784,2003,Melioidosis
Zone:9,5,0.21,1,0.04,2429107,2003,Melioidosis
Chanthaburi,0,0.0,0,0.0,508799,2003,Melioidosis
Chon Buri,4,0.35,1,0.09,1143498,2003,Melioidosis
Rayong,1,0.18,0,0.0,551652,2003,Melioidosis
Trat,0,0.0,0,0.0,225158,2003,Melioidosis
North-Eastern Region,268,1.24,3,0.01,21634442,2003,Melioidosis
Zone:10,12,0.34,0,0.0,3579272,2003,Melioidosis
Loei,1,0.16,0,0.0,629836,2003,Melioidosis
Nong Bua Lam Phu,7,1.4,0,0.0,499257,2003,Melioidosis
Nong Khai,1,0.11,0,0.0,911409,2003,Melioidosis
Udon Thani,3,0.19,0,0.0,1538770,2003,Melioidosis
Zone:11,24,0.76,0,0.0,3157810,2003,Melioidosis
Kalasin,17,1.71,0,0.0,992407,2003,Melioidosis
Mukdahan,0,0.0,0,0.0,338675,2003,Melioidosis
