Areas,Age,Cases,Year,Disease
Total,Total,0,2013,Anthrax
Central Region,Total,0,2013,Anthrax
Zone:0,Total,0,2013,Anthrax
Bangkok,Total,0,2013,Anthrax
Zone:1,Total,0,2013,Anthrax
Nonthaburi,Total,0,2013,Anthrax
P.Nakhon S.Ayutthaya,Total,0,2013,Anthrax
Pathum Thani,Total,0,2013,Anthrax
Saraburi,Total,0,2013,Anthrax
Zone:2,Total,0,2013,Anthrax
Ang Thong,Total,0,2013,Anthrax
Chai Nat,Total,0,2013,Anthrax
Lop Buri,Total,0,2013,Anthrax
Sing Buri,Total,0,2013,Anthrax
Zone:3,Total,0,2013,Anthrax
Chachoengsao,Total,0,2013,Anthrax
Nakhon Nayok,Total,0,2013,Anthrax
Prachin Buri,Total,0,2013,Anthrax
Sa Kaeo,Total,0,2013,Anthrax
Samut Prakan,Total,0,2013,Anthrax
Zone:4,Total,0,2013,Anthrax
Kanchanaburi,Total,0,2013,Anthrax
Nakhon Pathom,Total,0,2013,Anthrax
Ratchaburi,Total,0,2013,Anthrax
Suphan Buri,Total,0,2013,Anthrax
Zone:5,Total,0,2013,Anthrax
Phetchaburi,Total,0,2013,Anthrax
Prachuap Khiri Khan,Total,0,2013,Anthrax
Samut Sakhon,Total,0,2013,Anthrax
Samut Songkhram,Total,0,2013,Anthrax
Zone:9,Total,0,2013,Anthrax
Chanthaburi,Total,0,2013,Anthrax
Chon Buri,Total,0,2013,Anthrax
Rayong,Total,0,2013,Anthrax
Trat,Total,0,2013,Anthrax
South Region,Total,0,2013,Anthrax
Zone:6,Total,0,2013,Anthrax
Chumphon,Total,0,2013,Anthrax
Nakhon Si Thammarat,Total,0,2013,Anthrax
Phatthalung,Total,0,2013,Anthrax
Surat Thani,Total,0,2013,Anthrax
Zone:7,Total,0,2013,Anthrax
Krabi,Total,0,2013,Anthrax
Phangnga,Total,0,2013,Anthrax
Phuket,Total,0,2013,Anthrax
Ranong,Total,0,2013,Anthrax
Trang,Total,0,2013,Anthrax
Zone:8,Total,0,2013,Anthrax
Narathiwat,Total,0,2013,Anthrax
Pattani,Total,0,2013,Anthrax
Satun,Total,0,2013,Anthrax
Songkhla,Total,0,2013,Anthrax
Yala,Total,0,2013,Anthrax
North-Eastern Region,Total,0,2013,Anthrax
Zone:10,Total,0,2013,Anthrax
Bungkan,Total,0,2013,Anthrax
Loei,Total,0,2013,Anthrax
Nong Bua Lam Phu,Total,0,2013,Anthrax
Nong Khai,Total,0,2013,Anthrax
Udon Thani,Total,0,2013,Anthrax
Zone:11,Total,0,2013,Anthrax
Mukdahan,Total,0,2013,Anthrax
Nakhon Phanom,Total,0,2013,Anthrax
Sakon Nakhon,Total,0,2013,Anthrax
Zone:12,Total,0,2013,Anthrax
Kalasin,Total,0,2013,Anthrax
Khon Kaen,Total,0,2013,Anthrax
Maha Sarakham,Total,0,2013,Anthrax
Roi Et,Total,0,2013,Anthrax
Zone:13,Total,0,2013,Anthrax
Amnat Charoen,Total,0,2013,Anthrax
Si Sa Ket,Total,0,2013,Anthrax
Ubon Ratchathani,Total,0,2013,Anthrax
Yasothon,Total,0,2013,Anthrax
Zone:14,Total,0,2013,Anthrax
Buri Ram,Total,0,2013,Anthrax
Chaiyaphum,Total,0,2013,Anthrax
Nakhon Ratchasima,Total,0,2013,Anthrax
Surin,Total,0,2013,Anthrax
North Region,Total,0,2013,Anthrax
Zone:15,Total,0,2013,Anthrax
Chiang Mai,Total,0,2013,Anthrax
Lampang,Total,0,2013,Anthrax
Lamphun,Total,0,2013,Anthrax
Mae Hong Son,Total,0,2013,Anthrax
Zone:16,Total,0,2013,Anthrax
Chiang Rai,Total,0,2013,Anthrax
Nan,Total,0,2013,Anthrax
Phayao,Total,0,2013,Anthrax
Phrae,Total,0,2013,Anthrax
Zone:17,Total,0,2013,Anthrax
Phetchabun,Total,0,2013,Anthrax
Phitsanulok,Total,0,2013,Anthrax
Sukhothai,Total,0,2013,Anthrax
Tak,Total,0,2013,Anthrax
Uttaradit,Total,0,2013,Anthrax
Zone:18,Total,0,2013,Anthrax
Kamphaeng Phet,Total,0,2013,Anthrax
Nakhon Sawan,Total,0,2013,Anthrax
Phichit,Total,0,2013,Anthrax
Uthai Thani,Total,0,2013,Anthrax
Total,0,0,2013,Anthrax
Central Region,0,0,2013,Anthrax
Zone:0,0,0,2013,Anthrax
Bangkok,0,0,2013,Anthrax
Zone:1,0,0,2013,Anthrax
Nonthaburi,0,0,2013,Anthrax
P.Nakhon S.Ayutthaya,0,0,2013,Anthrax
Pathum Thani,0,0,2013,Anthrax
Saraburi,0,0,2013,Anthrax
Zone:2,0,0,2013,Anthrax
Ang Thong,0,0,2013,Anthrax
Chai Nat,0,0,2013,Anthrax
Lop Buri,0,0,2013,Anthrax
Sing Buri,0,0,2013,Anthrax
Zone:3,0,0,2013,Anthrax
Chachoengsao,0,0,2013,Anthrax
Nakhon Nayok,0,0,2013,Anthrax
Prachin Buri,0,0,2013,Anthrax
Sa Kaeo,0,0,2013,Anthrax
Samut Prakan,0,0,2013,Anthrax
Zone:4,0,0,2013,Anthrax
Kanchanaburi,0,0,2013,Anthrax
Nakhon Pathom,0,0,2013,Anthrax
Ratchaburi,0,0,2013,Anthrax
Suphan Buri,0,0,2013,Anthrax
Zone:5,0,0,2013,Anthrax
Phetchaburi,0,0,2013,Anthrax
Prachuap Khiri Khan,0,0,2013,Anthrax
Samut Sakhon,0,0,2013,Anthrax
Samut Songkhram,0,0,2013,Anthrax
Zone:9,0,0,2013,Anthrax
Chanthaburi,0,0,2013,Anthrax
Chon Buri,0,0,2013,Anthrax
Rayong,0,0,2013,Anthrax
Trat,0,0,2013,Anthrax
South Region,0,0,2013,Anthrax
Zone:6,0,0,2013,Anthrax
Chumphon,0,0,2013,Anthrax
Nakhon Si Thammarat,0,0,2013,Anthrax
Phatthalung,0,0,2013,Anthrax
Surat Thani,0,0,2013,Anthrax
Zone:7,0,0,2013,Anthrax
Krabi,0,0,2013,Anthrax
Phangnga,0,0,2013,Anthrax
Phuket,0,0,2013,Anthrax
Ranong,0,0,2013,Anthrax
Trang,0,0,2013,Anthrax
Zone:8,0,0,2013,Anthrax
Narathiwat,0,0,2013,Anthrax
Pattani,0,0,2013,Anthrax
Satun,0,0,2013,Anthrax
Songkhla,0,0,2013,Anthrax
Yala,0,0,2013,Anthrax
North-Eastern Region,0,0,2013,Anthrax
Zone:10,0,0,2013,Anthrax
Bungkan,0,0,2013,Anthrax
Loei,0,0,2013,Anthrax
Nong Bua Lam Phu,0,0,2013,Anthrax
Nong Khai,0,0,2013,Anthrax
Udon Thani,0,0,2013,Anthrax
Zone:11,0,0,2013,Anthrax
Mukdahan,0,0,2013,Anthrax
Nakhon Phanom,0,0,2013,Anthrax
Sakon Nakhon,0,0,2013,Anthrax
Zone:12,0,0,2013,Anthrax
Kalasin,0,0,2013,Anthrax
Khon Kaen,0,0,2013,Anthrax
Maha Sarakham,0,0,2013,Anthrax
Roi Et,0,0,2013,Anthrax
Zone:13,0,0,2013,Anthrax
Amnat Charoen,0,0,2013,Anthrax
Si Sa Ket,0,0,2013,Anthrax
Ubon Ratchathani,0,0,2013,Anthrax
Yasothon,0,0,2013,Anthrax
Zone:14,0,0,2013,Anthrax
Buri Ram,0,0,2013,Anthrax
Chaiyaphum,0,0,2013,Anthrax
Nakhon Ratchasima,0,0,2013,Anthrax
Surin,0,0,2013,Anthrax
North Region,0,0,2013,Anthrax
Zone:15,0,0,2013,Anthrax
Chiang Mai,0,0,2013,Anthrax
Lampang,0,0,2013,Anthrax
Lamphun,0,0,2013,Anthrax
Mae Hong Son,0,0,2013,Anthrax
Zone:16,0,0,2013,Anthrax
Chiang Rai,0,0,2013,Anthrax
Nan,0,0,2013,Anthrax
Phayao,0,0,2013,Anthrax
Phrae,0,0,2013,Anthrax
Zone:17,0,0,2013,Anthrax
Phetchabun,0,0,2013,Anthrax
Phitsanulok,0,0,2013,Anthrax
Sukhothai,0,0,2013,Anthrax
Tak,0,0,2013,Anthrax
Uttaradit,0,0,2013,Anthrax
Zone:18,0,0,2013,Anthrax
Kamphaeng Phet,0,0,2013,Anthrax
Nakhon Sawan,0,0,2013,Anthrax
Phichit,0,0,2013,Anthrax
Uthai Thani,0,0,2013,Anthrax
Total,<1,0,2013,Anthrax
Central Region,<1,0,2013,Anthrax
Zone:0,<1,0,2013,Anthrax
Bangkok,<1,0,2013,Anthrax
Zone:1,<1,0,2013,Anthrax
Nonthaburi,<1,0,2013,Anthrax
P.Nakhon S.Ayutthaya,<1,0,2013,Anthrax
Pathum Thani,<1,0,2013,Anthrax
Saraburi,<1,0,2013,Anthrax
Zone:2,<1,0,2013,Anthrax
Ang Thong,<1,0,2013,Anthrax
Chai Nat,<1,0,2013,Anthrax
Lop Buri,<1,0,2013,Anthrax
Sing Buri,<1,0,2013,Anthrax
Zone:3,<1,0,2013,Anthrax
Chachoengsao,<1,0,2013,Anthrax
Nakhon Nayok,<1,0,2013,Anthrax
Prachin Buri,<1,0,2013,Anthrax
Sa Kaeo,<1,0,2013,Anthrax
Samut Prakan,<1,0,2013,Anthrax
Zone:4,<1,0,2013,Anthrax
Kanchanaburi,<1,0,2013,Anthrax
