Areas,Age,Cases,Year,Disease
Total,Total,3508,2017,Leptospirosis
ZONE:01,Total,255,2017,Leptospirosis
Chiang Mai,Total,37,2017,Leptospirosis
Chiang Rai,Total,117,2017,Leptospirosis
Lampang,Total,26,2017,Leptospirosis
Lamphun,Total,0,2017,Leptospirosis
Mae Hong Son,Total,3,2017,Leptospirosis
Nan,Total,33,2017,Leptospirosis
Phayao,Total,31,2017,Leptospirosis
Phrae,Total,8,2017,Leptospirosis
ZONE:02,Total,68,2017,Leptospirosis
Phetchabun,Total,10,2017,Leptospirosis
Phitsanulok,Total,11,2017,Leptospirosis
Sukhothai,Total,10,2017,Leptospirosis
Tak,Total,12,2017,Leptospirosis
Uttaradit,Total,25,2017,Leptospirosis
ZONE:03,Total,20,2017,Leptospirosis
Chai Nat,Total,2,2017,Leptospirosis
Kamphaeng Phet,Total,6,2017,Leptospirosis
Nakhon Sawan,Total,10,2017,Leptospirosis
Phichit,Total,0,2017,Leptospirosis
Uthai Thani,Total,2,2017,Leptospirosis
ZONE:04,Total,7,2017,Leptospirosis
Ang Thong,Total,0,2017,Leptospirosis
Lop Buri,Total,1,2017,Leptospirosis
Nakhon Nayok,Total,0,2017,Leptospirosis
Nonthaburi,Total,0,2017,Leptospirosis
P.Nakhon S.Ayutthaya,Total,3,2017,Leptospirosis
Pathum Thani,Total,2,2017,Leptospirosis
Saraburi,Total,1,2017,Leptospirosis
Sing Buri,Total,0,2017,Leptospirosis
ZONE:05,Total,19,2017,Leptospirosis
Kanchanaburi,Total,6,2017,Leptospirosis
Nakhon Pathom,Total,3,2017,Leptospirosis
Phetchaburi,Total,7,2017,Leptospirosis
Prachuap Khiri Khan,Total,2,2017,Leptospirosis
Ratchaburi,Total,0,2017,Leptospirosis
Samut Sakhon,Total,0,2017,Leptospirosis
Samut Songkhram,Total,1,2017,Leptospirosis
Suphan Buri,Total,0,2017,Leptospirosis
ZONE:06,Total,69,2017,Leptospirosis
Chachoengsao,Total,8,2017,Leptospirosis
Chanthaburi,Total,30,2017,Leptospirosis
Chon Buri,Total,5,2017,Leptospirosis
Prachin Buri,Total,2,2017,Leptospirosis
Rayong,Total,21,2017,Leptospirosis
Sa Kaeo,Total,3,2017,Leptospirosis
Samut Prakan,Total,0,2017,Leptospirosis
Trat,Total,0,2017,Leptospirosis
ZONE:07,Total,420,2017,Leptospirosis
