Areas,Age,Cases,Year,Disease
Total,Total,323181,2024,Pneumonia
ZONE:01,Total,29516,2024,Pneumonia
Chiang Mai,Total,5974,2024,Pneumonia
Chiang Rai,Total,6569,2024,Pneumonia
Lampang,Total,4068,2024,Pneumonia
Lamphun,Total,1898,2024,Pneumonia
Mae Hong Son,Total,2337,2024,Pneumonia
Nan,Total,2324,2024,Pneumonia
Phayao,Total,3621,2024,Pneumonia
Phrae,Total,2725,2024,Pneumonia
ZONE:02,Total,14380,2024,Pneumonia
Phetchabun,Total,4827,2024,Pneumonia
Phitsanulok,Total,2891,2024,Pneumonia
Sukhothai,Total,1620,2024,Pneumonia
Tak,Total,2751,2024,Pneumonia
Uttaradit,Total,2291,2024,Pneumonia
ZONE:03,Total,13019,2024,Pneumonia
Chai Nat,Total,844,2024,Pneumonia
Kamphaeng Phet,Total,2988,2024,Pneumonia
Nakhon Sawan,Total,5089,2024,Pneumonia
Phichit,Total,2177,2024,Pneumonia
Uthai Thani,Total,1921,2024,Pneumonia
ZONE:04,Total,26599,2024,Pneumonia
Ang Thong,Total,1526,2024,Pneumonia
Lop Buri,Total,3420,2024,Pneumonia
Nakhon Nayok,Total,834,2024,Pneumonia
Nonthaburi,Total,5465,2024,Pneumonia
P.Nakhon S.Ayutthaya,Total,3558,2024,Pneumonia
Pathum Thani,Total,7450,2024,Pneumonia
Saraburi,Total,3121,2024,Pneumonia
Sing Buri,Total,1225,2024,Pneumonia
ZONE:05,Total,19767,2024,Pneumonia
Kanchanaburi,Total,4063,2024,Pneumonia
Nakhon Pathom,Total,2502,2024,Pneumonia
Phetchaburi,Total,1805,2024,Pneumonia
Prachuap Khiri Khan,Total,3114,2024,Pneumonia
Ratchaburi,Total,2260,2024,Pneumonia
Samut Sakhon,Total,2889,2024,Pneumonia
Samut Songkhram,Total,500,2024,Pneumonia
Suphan Buri,Total,2634,2024,Pneumonia
ZONE:06,Total,32499,2024,Pneumonia
Chachoengsao,Total,5374,2024,Pneumonia
Chanthaburi,Total,2633,2024,Pneumonia
Chon Buri,Total,9123,2024,Pneumonia
Prachin Buri,Total,2870,2024,Pneumonia
Rayong,Total,2909,2024,Pneumonia
Sa Kaeo,Total,1552,2024,Pneumonia
Samut Prakan,Total,6696,2024,Pneumonia
Trat,Total,1342,2024,Pneumonia
ZONE:07,Total,31824,2024,Pneumonia
Kalasin,Total,4688,2024,Pneumonia
Khon Kaen,Total,10447,2024,Pneumonia
Maha Sarakham,Total,8375,2024,Pneumonia
Roi Et,Total,8314,2024,Pneumonia
ZONE:08,Total,21110,2024,Pneumonia
Bungkan,Total,1361,2024,Pneumonia
Loei,Total,4248,2024,Pneumonia
Nakhon Phanom,Total,3332,2024,Pneumonia
Nong Bua Lam Phu,Total,1794,2024,Pneumonia
Nong Khai,Total,1728,2024,Pneumonia
Sakon Nakhon,Total,2655,2024,Pneumonia
Udon Thani,Total,5992,2024,Pneumonia
ZONE:09,Total,30530,2024,Pneumonia
Buri Ram,Total,9294,2024,Pneumonia
Chaiyaphum,Total,3673,2024,Pneumonia
Nakhon Ratchasima,Total,10234,2024,Pneumonia
Surin,Total,7329,2024,Pneumonia
ZONE:10,Total,29366,2024,Pneumonia
Amnat Charoen,Total,1289,2024,Pneumonia
Mukdahan,Total,1309,2024,Pneumonia
Si Sa Ket,Total,6703,2024,Pneumonia
Ubon Ratchathani,Total,15166,2024,Pneumonia
Yasothon,Total,4899,2024,Pneumonia
ZONE:11,Total,28143,2024,Pneumonia
Chumphon,Total,2366,2024,Pneumonia
Krabi,Total,2535,2024,Pneumonia
Nakhon Si Thammarat,Total,8784,2024,Pneumonia
Phangnga,Total,1121,2024,Pneumonia
Phuket,Total,5166,2024,Pneumonia
Ranong,Total,1327,2024,Pneumonia
Surat Thani,Total,6844,2024,Pneumonia
ZONE:12,Total,27916,2024,Pneumonia
Narathiwat,Total,4609,2024,Pneumonia
Pattani,Total,2231,2024,Pneumonia
Phatthalung,Total,1944,2024,Pneumonia
Satun,Total,2000,2024,Pneumonia
Songkhla,Total,9722,2024,Pneumonia
Trang,Total,2377,2024,Pneumonia
Yala,Total,5033,2024,Pneumonia
ZONE:13,Total,18512,2024,Pneumonia
Bangkok,Total,18512,2024,Pneumonia
Total,0,876,2024,Pneumonia
ZONE:01,0,84,2024,Pneumonia
Chiang Mai,0,39,2024,Pneumonia
Chiang Rai,0,21,2024,Pneumonia
Lampang,0,2,2024,Pneumonia
Lamphun,0,4,2024,Pneumonia
Mae Hong Son,0,2,2024,Pneumonia
Nan,0,5,2024,Pneumonia
Phayao,0,8,2024,Pneumonia
Phrae,0,3,2024,Pneumonia
ZONE:02,0,34,2024,Pneumonia
Phetchabun,0,12,2024,Pneumonia
Phitsanulok,0,10,2024,Pneumonia
Sukhothai,0,2,2024,Pneumonia
Tak,0,6,2024,Pneumonia
Uttaradit,0,4,2024,Pneumonia
ZONE:03,0,22,2024,Pneumonia
Chai Nat,0,1,2024,Pneumonia
Kamphaeng Phet,0,8,2024,Pneumonia
Nakhon Sawan,0,7,2024,Pneumonia
Phichit,0,3,2024,Pneumonia
Uthai Thani,0,3,2024,Pneumonia
ZONE:04,0,69,2024,Pneumonia
Ang Thong,0,4,2024,Pneumonia
Lop Buri,0,8,2024,Pneumonia
Nakhon Nayok,0,0,2024,Pneumonia
Nonthaburi,0,15,2024,Pneumonia
P.Nakhon S.Ayutthaya,0,7,2024,Pneumonia
Pathum Thani,0,32,2024,Pneumonia
Saraburi,0,1,2024,Pneumonia
Sing Buri,0,2,2024,Pneumonia
ZONE:05,0,97,2024,Pneumonia
Kanchanaburi,0,14,2024,Pneumonia
Nakhon Pathom,0,8,2024,Pneumonia
Phetchaburi,0,6,2024,Pneumonia
Prachuap Khiri Khan,0,34,2024,Pneumonia
Ratchaburi,0,10,2024,Pneumonia
Samut Sakhon,0,14,2024,Pneumonia
Samut Songkhram,0,1,2024,Pneumonia
Suphan Buri,0,10,2024,Pneumonia
ZONE:06,0,101,2024,Pneumonia
Chachoengsao,0,22,2024,Pneumonia
Chanthaburi,0,10,2024,Pneumonia
Chon Buri,0,24,2024,Pneumonia
Prachin Buri,0,23,2024,Pneumonia
Rayong,0,5,2024,Pneumonia
Sa Kaeo,0,1,2024,Pneumonia
Samut Prakan,0,12,2024,Pneumonia
Trat,0,4,2024,Pneumonia
ZONE:07,0,118,2024,Pneumonia
Kalasin,0,20,2024,Pneumonia
Khon Kaen,0,26,2024,Pneumonia
Maha Sarakham,0,33,2024,Pneumonia
Roi Et,0,39,2024,Pneumonia
ZONE:08,0,45,2024,Pneumonia
Bungkan,0,2,2024,Pneumonia
Loei,0,4,2024,Pneumonia
Nakhon Phanom,0,6,2024,Pneumonia
Nong Bua Lam Phu,0,10,2024,Pneumonia
Nong Khai,0,7,2024,Pneumonia
Sakon Nakhon,0,8,2024,Pneumonia
Udon Thani,0,8,2024,Pneumonia
ZONE:09,0,50,2024,Pneumonia
Buri Ram,0,14,2024,Pneumonia
Chaiyaphum,0,6,2024,Pneumonia
Nakhon Ratchasima,0,22,2024,Pneumonia
Surin,0,8,2024,Pneumonia
ZONE:10,0,83,2024,Pneumonia
Amnat Charoen,0,0,2024,Pneumonia
Mukdahan,0,2,2024,Pneumonia
Si Sa Ket,0,15,2024,Pneumonia
Ubon Ratchathani,0,56,2024,Pneumonia
Yasothon,0,10,2024,Pneumonia
ZONE:11,0,85,2024,Pneumonia
Chumphon,0,3,2024,Pneumonia
Krabi,0,12,2024,Pneumonia
Nakhon Si Thammarat,0,18,2024,Pneumonia
Phangnga,0,3,2024,Pneumonia
Phuket,0,18,2024,Pneumonia
Ranong,0,3,2024,Pneumonia
Surat Thani,0,28,2024,Pneumonia
ZONE:12,0,53,2024,Pneumonia
Narathiwat,0,8,2024,Pneumonia
Pattani,0,5,2024,Pneumonia
Phatthalung,0,2,2024,Pneumonia
Satun,0,6,2024,Pneumonia
Songkhla,0,10,2024,Pneumonia
Trang,0,5,2024,Pneumonia
Yala,0,17,2024,Pneumonia
ZONE:13,0,35,2024,Pneumonia
Bangkok,0,35,2024,Pneumonia
Total,<1,20286,2024,Pneumonia
ZONE:01,<1,1592,2024,Pneumonia
Chiang Mai,<1,341,2024,Pneumonia
Chiang Rai,<1,546,2024,Pneumonia
Lampang,<1,119,2024,Pneumonia
Lamphun,<1,86,2024,Pneumonia
Mae Hong Son,<1,177,2024,Pneumonia
Nan,<1,113,2024,Pneumonia
Phayao,<1,160,2024,Pneumonia
Phrae,<1,50,2024,Pneumonia
ZONE:02,<1,892,2024,Pneumonia
Phetchabun,<1,199,2024,Pneumonia
Phitsanulok,<1,169,2024,Pneumonia
Sukhothai,<1,60,2024,Pneumonia
Tak,<1,376,2024,Pneumonia
Uttaradit,<1,88,2024,Pneumonia
ZONE:03,<1,805,2024,Pneumonia
Chai Nat,<1,41,2024,Pneumonia
Kamphaeng Phet,<1,240,2024,Pneumonia
Nakhon Sawan,<1,334,2024,Pneumonia
Phichit,<1,104,2024,Pneumonia
Uthai Thani,<1,86,2024,Pneumonia
ZONE:04,<1,1868,2024,Pneumonia
Ang Thong,<1,83,2024,Pneumonia
Lop Buri,<1,131,2024,Pneumonia
Nakhon Nayok,<1,54,2024,Pneumonia
Nonthaburi,<1,385,2024,Pneumonia
P.Nakhon S.Ayutthaya,<1,341,2024,Pneumonia
Pathum Thani,<1,640,2024,Pneumonia
Saraburi,<1,207,2024,Pneumonia
Sing Buri,<1,27,2024,Pneumonia
ZONE:05,<1,1483,2024,Pneumonia
Kanchanaburi,<1,298,2024,Pneumonia
Nakhon Pathom,<1,228,2024,Pneumonia
Phetchaburi,<1,112,2024,Pneumonia
Prachuap Khiri Khan,<1,217,2024,Pneumonia
Ratchaburi,<1,173,2024,Pneumonia
Samut Sakhon,<1,283,2024,Pneumonia
Samut Songkhram,<1,21,2024,Pneumonia
Suphan Buri,<1,151,2024,Pneumonia
ZONE:06,<1,2404,2024,Pneumonia
Chachoengsao,<1,401,2024,Pneumonia
Chanthaburi,<1,153,2024,Pneumonia
Chon Buri,<1,629,2024,Pneumonia
Prachin Buri,<1,269,2024,Pneumonia
Rayong,<1,229,2024,Pneumonia
Sa Kaeo,<1,85,2024,Pneumonia
Samut Prakan,<1,519,2024,Pneumonia
Trat,<1,119,2024,Pneumonia
ZONE:07,<1,1459,2024,Pneumonia
Kalasin,<1,153,2024,Pneumonia
Khon Kaen,<1,412,2024,Pneumonia
Maha Sarakham,<1,557,2024,Pneumonia
Roi Et,<1,337,2024,Pneumonia
ZONE:08,<1,928,2024,Pneumonia
Bungkan,<1,68,2024,Pneumonia
Loei,<1,174,2024,Pneumonia
Nakhon Phanom,<1,143,2024,Pneumonia
Nong Bua Lam Phu,<1,119,2024,Pneumonia
Nong Khai,<1,61,2024,Pneumonia
Sakon Nakhon,<1,123,2024,Pneumonia
Udon Thani,<1,240,2024,Pneumonia
ZONE:09,<1,1587,2024,Pneumonia
Buri Ram,<1,504,2024,Pneumonia
Chaiyaphum,<1,203,2024,Pneumonia
Nakhon Ratchasima,<1,557,2024,Pneumonia
Surin,<1,323,2024,Pneumonia
ZONE:10,<1,1146,2024,Pneumonia
Amnat Charoen,<1,58,2024,Pneumonia
Mukdahan,<1,61,2024,Pneumonia
Si Sa Ket,<1,191,2024,Pneumonia
Ubon Ratchathani,<1,653,2024,Pneumonia
Yasothon,<1,183,2024,Pneumonia
ZONE:11,<1,2042,2024,Pneumonia
Chumphon,<1,214,2024,Pneumonia
Krabi,<1,193,2024,Pneumonia
Nakhon Si Thammarat,<1,568,2024,Pneumonia
Phangnga,<1,72,2024,Pneumonia
Phuket,<1,348,2024,Pneumonia
Ranong,<1,157,2024,Pneumonia
Surat Thani,<1,490,2024,Pneumonia
ZONE:12,<1,2985,2024,Pneumonia
Narathiwat,<1,741,2024,Pneumonia
Pattani,<1,310,2024,Pneumonia
Phatthalung,<1,184,2024,Pneumonia
Satun,<1,178,2024,Pneumonia
Songkhla,<1,760,2024,Pneumonia
Trang,<1,140,2024,Pneumonia
Yala,<1,672,2024,Pneumonia
ZONE:13,<1,1095,2024,Pneumonia
Bangkok,<1,1095,2024,Pneumonia
Total,1-1,19551,2024,Pneumonia
ZONE:01,1-1,1660,2024,Pneumonia
Chiang Mai,1-1,410,2024,Pneumonia
Chiang Rai,1-1,457,2024,Pneumonia
Lampang,1-1,149,2024,Pneumonia
Lamphun,1-1,100,2024,Pneumonia
Mae Hong Son,1-1,191,2024,Pneumonia
Nan,1-1,155,2024,Pneumonia
Phayao,1-1,145,2024,Pneumonia
Phrae,1-1,53,2024,Pneumonia
ZONE:02,1-1,821,2024,Pneumonia
Phetchabun,1-1,177,2024,Pneumonia
Phitsanulok,1-1,167,2024,Pneumonia
Sukhothai,1-1,58,2024,Pneumonia
Tak,1-1,332,2024,Pneumonia
Uttaradit,1-1,87,2024,Pneumonia
ZONE:03,1-1,661,2024,Pneumonia
Chai Nat,1-1,39,2024,Pneumonia
Kamphaeng Phet,1-1,146,2024,Pneumonia
Nakhon Sawan,1-1,279,2024,Pneumonia
Phichit,1-1,105,2024,Pneumonia
Uthai Thani,1-1,92,2024,Pneumonia
ZONE:04,1-1,1701,2024,Pneumonia
