Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,6404,10.17,0,0.00,0.00,62939819,2003,STDLGV
North Region,1190,9.82,0,0.00,0.00,12120537,2003,STDLGV
Zone:1,1012,17.56,0,0.00,0.00,5764017,2003,STDLGV
Chiang Mai,79,4.94,0,0.00,0.00,1599538,2003,STDLGV
Chiang Rai,104,8.36,0,0.00,0.00,1244564,2003,STDLGV
Lampang,797,99.75,0,0.00,0.00,798996,2003,STDLGV
Lamphun,24,5.88,0,0.00,0.00,408122,2003,STDLGV
Mae Hong Son,2,0.84,0,0.00,0.00,239128,2003,STDLGV
Nan,1,0.21,0,0.00,0.00,484961,2003,STDLGV
Phayao,5,0.99,0,0.00,0.00,505032,2003,STDLGV
Phrae,0,0.00,0,0.00,0.00,483676,2003,STDLGV
Zone:2,81,2.30,0,0.00,0.00,3523807,2003,STDLGV
Phetchabun,25,2.39,0,0.00,0.00,1046537,2003,STDLGV
Phitsanulok,42,4.84,0,0.00,0.00,867520,2003,STDLGV
Sukhothai,5,0.80,0,0.00,0.00,623396,2003,STDLGV
Tak,7,1.39,0,0.00,0.00,503042,2003,STDLGV
Uttaradit,2,0.41,0,0.00,0.00,483312,2003,STDLGV
Zone:3,97,3.42,0,0.00,0.00,2832713,2003,STDLGV
Kamphaeng Phet,24,3.11,0,0.00,0.00,771177,2003,STDLGV
Nakhon Sawan,60,5.32,0,0.00,0.00,1128789,2003,STDLGV
Phichit,4,0.67,0,0.00,0.00,594918,2003,STDLGV
Uthai Thani,9,2.66,0,0.00,0.00,337829,2003,STDLGV
Central Region,3677,17.74,0,0.00,0.00,20726962,2003,STDLGV
Zone:0,1696,29.17,0,0.00,0.00,5813383,2003,STDLGV
Bangkok,1696,29.17,0,0.00,0.00,5813383,2003,STDLGV
Zone:4,98,3.66,0,0.00,0.00,2679573,2003,STDLGV
Ang Thong,0,0.00,0,0.00,0.00,290623,2003,STDLGV
Nonthaburi,64,6.99,0,0.00,0.00,915043,2003,STDLGV
P.Nakhon S.Ayutthaya,4,0.53,0,0.00,0.00,749751,2003,STDLGV
Pathum Thani,30,4.14,0,0.00,0.00,724156,2003,STDLGV
Zone:5,261,13.28,0,0.00,0.00,1964953,2003,STDLGV
Chai Nat,0,0.00,0,0.00,0.00,349881,2003,STDLGV
Lop Buri,226,29.42,0,0.00,0.00,768250,2003,STDLGV
Saraburi,33,5.29,0,0.00,0.00,623783,2003,STDLGV
Sing Buri,2,0.90,0,0.00,0.00,223039,2003,STDLGV
Zone:6,107,3.24,0,0.00,0.00,3304766,2003,STDLGV
Kanchanaburi,24,3.00,0,0.00,0.00,799588,2003,STDLGV
Nakhon Pathom,51,6.32,0,0.00,0.00,807180,2003,STDLGV
Ratchaburi,15,1.80,0,0.00,0.00,832005,2003,STDLGV
Suphan Buri,17,1.96,0,0.00,0.00,865993,2003,STDLGV
Zone:7,46,2.87,0,0.00,0.00,1602142,2003,STDLGV
Phetchaburi,3,0.65,0,0.00,0.00,461539,2003,STDLGV
Prachuap Khiri Khan,11,2.24,0,0.00,0.00,490479,2003,STDLGV
Samut Sakhon,30,6.73,0,0.00,0.00,445557,2003,STDLGV
Samut Songkhram,2,0.98,0,0.00,0.00,204567,2003,STDLGV
Zone:8,384,13.09,0,0.00,0.00,2933038,2003,STDLGV
Chachoengsao,79,12.13,0,0.00,0.00,651130,2003,STDLGV
Nakhon Nayok,3,1.19,0,0.00,0.00,251471,2003,STDLGV
Prachin Buri,279,61.54,0,0.00,0.00,453379,2003,STDLGV
Sa Kaeo,21,3.89,0,0.00,0.00,540274,2003,STDLGV
Samut Prakan,2,0.19,0,0.00,0.00,1036784,2003,STDLGV
"Center of Epidemiological Information, Bureau of Epidemiology, Mininstry of Public Health",13/9/2548,,,,,,2003,STDLGV
"Number of cases ,deaths, morbidity rate ,mortality rate,case fatality rate , Thailand  2003(2546)",L.G.V .& OTHER & UNS,41,,,,,2003,STDLGV
Reporting  areas,cases,Morbidity rate,deaths,CFR(%),Mortality rate,จำนวน,2003,STDLGV
/100000  Pop.,/100000  pop.,ประชากร,,,,,2003,STDLGV
Zone:9,1085,44.67,0,0.00,0.00,2429107,2003,STDLGV
