Areas,Count,Month,Type,Year,Disease
Total,2381,Total,,2003,HepatitisB
North Region,690,Total,,2003,HepatitisB
Zone: 1,419,Total,,2003,HepatitisB
Chiang Mai,91,Total,,2003,HepatitisB
Chiang Rai,72,Total,,2003,HepatitisB
Lampang,61,Total,,2003,HepatitisB
Lamphun,26,Total,,2003,HepatitisB
Mae Hong Son,6,Total,,2003,HepatitisB
Nan,87,Total,,2003,HepatitisB
Phayao,62,Total,,2003,HepatitisB
Phrae,14,Total,,2003,HepatitisB
Zone: 2,150,Total,,2003,HepatitisB
Phetchabun,45,Total,,2003,HepatitisB
Phitsanulok,16,Total,,2003,HepatitisB
Sukhothai,42,Total,,2003,HepatitisB
Tak,33,Total,,2003,HepatitisB
Uttaradit,14,Total,,2003,HepatitisB
Zone: 3,121,Total,,2003,HepatitisB
Kamphaeng Phet,70,Total,,2003,HepatitisB
Nakhon Sawan,37,Total,,2003,HepatitisB
Phichit,4,Total,,2003,HepatitisB
Uthai Thani,10,Total,,2003,HepatitisB
Central Region,670,Total,,2003,HepatitisB
Bangkok,219,Total,,2003,HepatitisB
Zone: 4,90,Total,,2003,HepatitisB
Ang Thong,3,Total,,2003,HepatitisB
Nonthaburi,22,Total,,2003,HepatitisB
P.Nakhon S.Ayutthaya,32,Total,,2003,HepatitisB
Pathum Thani,33,Total,,2003,HepatitisB
Zone: 5,41,Total,,2003,HepatitisB
Chai Nat,10,Total,,2003,HepatitisB
Lop Buri,10,Total,,2003,HepatitisB
Saraburi,8,Total,,2003,HepatitisB
Sing Buri,13,Total,,2003,HepatitisB
Zone: 6,142,Total,,2003,HepatitisB
Kanchanaburi,39,Total,,2003,HepatitisB
Nakhon Pathom,56,Total,,2003,HepatitisB
Ratchaburi,39,Total,,2003,HepatitisB
Suphan Buri,8,Total,,2003,HepatitisB
Zone: 7,24,Total,,2003,HepatitisB
Phetchaburi,9,Total,,2003,HepatitisB
Prachuap Khiri Khan,7,Total,,2003,HepatitisB
Samut Sakhon,5,Total,,2003,HepatitisB
Samut Songkhram,3,Total,,2003,HepatitisB
Zone: 8,86,Total,,2003,HepatitisB
Chachoengsao,50,Total,,2003,HepatitisB
Nakhon Nayok,2,Total,,2003,HepatitisB
Prachin Buri,23,Total,,2003,HepatitisB
Sa Kaeo,9,Total,,2003,HepatitisB
Samut Prakan,2,Total,,2003,HepatitisB
Zone: 9,68,Total,,2003,HepatitisB
Chanthaburi,17,Total,,2003,HepatitisB
Chon Buri,12,Total,,2003,HepatitisB
Rayong,24,Total,,2003,HepatitisB
Trat,15,Total,,2003,HepatitisB
North-Eastern Region,710,Total,,2003,HepatitisB
Zone: 10,88,Total,,2003,HepatitisB
Loei,28,Total,,2003,HepatitisB
Nong Bua Lam Phu,21,Total,,2003,HepatitisB
Nong Khai,10,Total,,2003,HepatitisB
Udon Thani,29,Total,,2003,HepatitisB
Zone: 11,48,Total,,2003,HepatitisB
Kalasin,17,Total,,2003,HepatitisB
Mukdahan,9,Total,,2003,HepatitisB
Nakhon Phanom,8,Total,,2003,HepatitisB
Sakon Nakhon,14,Total,,2003,HepatitisB
Zone: 12,48,Total,,2003,HepatitisB
Khon Kaen,25,Total,,2003,HepatitisB
Maha Sarakham,0,Total,,2003,HepatitisB
Roi Et,23,Total,,2003,HepatitisB
Zone: 13,303,Total,,2003,HepatitisB
Buri Ram,92,Total,,2003,HepatitisB
Chaiyaphum,76,Total,,2003,HepatitisB
Nakhon Ratchasima,84,Total,,2003,HepatitisB
Surin,51,Total,,2003,HepatitisB
Zone: 14,223,Total,,2003,HepatitisB
Amnat Charoen,16,Total,,2003,HepatitisB
Si Sa Ket,72,Total,,2003,HepatitisB
Ubon Ratchathani,121,Total,,2003,HepatitisB
Yasothon,14,Total,,2003,HepatitisB
South Region,311,Total,,2003,HepatitisB
Zone: 15,37,Total,,2003,HepatitisB
Chumphon,2,Total,,2003,HepatitisB
Ranong,5,Total,,2003,HepatitisB
Surat Thani,30,Total,,2003,HepatitisB
Zone: 16,28,Total,,2003,HepatitisB
Nakhon Si Thammarat,4,Total,,2003,HepatitisB
Phatthalung,5,Total,,2003,HepatitisB
Trang,19,Total,,2003,HepatitisB
Zone: 17,41,Total,,2003,HepatitisB
Krabi,25,Total,,2003,HepatitisB
Phangnga,1,Total,,2003,HepatitisB
Phuket,15,Total,,2003,HepatitisB
Zone: 18,101,Total,,2003,HepatitisB
Narathiwat,31,Total,,2003,HepatitisB
Pattani,35,Total,,2003,HepatitisB
Yala,35,Total,,2003,HepatitisB
Zone: 19,104,Total,,2003,HepatitisB
Satun,2,Total,,2003,HepatitisB
Songkhla,102,Total,,2003,HepatitisB
Total,2,Total,,2003,HepatitisB
North Region,0,Total,,2003,HepatitisB
Zone: 1,0,Total,,2003,HepatitisB
Chiang Mai,0,Total,,2003,HepatitisB
Chiang Rai,0,Total,,2003,HepatitisB
Lampang,0,Total,,2003,HepatitisB
Lamphun,0,Total,,2003,HepatitisB
Mae Hong Son,0,Total,,2003,HepatitisB
Nan,0,Total,,2003,HepatitisB
Phayao,0,Total,,2003,HepatitisB
Phrae,0,Total,,2003,HepatitisB
Zone: 2,0,Total,,2003,HepatitisB
Phetchabun,0,Total,,2003,HepatitisB
Phitsanulok,0,Total,,2003,HepatitisB
Sukhothai,0,Total,,2003,HepatitisB
Tak,0,Total,,2003,HepatitisB
Uttaradit,0,Total,,2003,HepatitisB
Zone: 3,0,Total,,2003,HepatitisB
Kamphaeng Phet,0,Total,,2003,HepatitisB
Nakhon Sawan,0,Total,,2003,HepatitisB
Phichit,0,Total,,2003,HepatitisB
Uthai Thani,0,Total,,2003,HepatitisB
Central Region,2,Total,,2003,HepatitisB
Bangkok,0,Total,,2003,HepatitisB
Zone: 4,0,Total,,2003,HepatitisB
Ang Thong,0,Total,,2003,HepatitisB
Nonthaburi,0,Total,,2003,HepatitisB
P.Nakhon S.Ayutthaya,0,Total,,2003,HepatitisB
Pathum Thani,0,Total,,2003,HepatitisB
Zone: 5,0,Total,,2003,HepatitisB
Chai Nat,0,Total,,2003,HepatitisB
Lop Buri,0,Total,,2003,HepatitisB
Saraburi,0,Total,,2003,HepatitisB
Sing Buri,0,Total,,2003,HepatitisB
Zone: 6,0,Total,,2003,HepatitisB
Kanchanaburi,0,Total,,2003,HepatitisB
Nakhon Pathom,0,Total,,2003,HepatitisB
Ratchaburi,0,Total,,2003,HepatitisB
Suphan Buri,0,Total,,2003,HepatitisB
Zone: 7,0,Total,,2003,HepatitisB
Phetchaburi,0,Total,,2003,HepatitisB
Prachuap Khiri Khan,0,Total,,2003,HepatitisB
Samut Sakhon,0,Total,,2003,HepatitisB
Samut Songkhram,0,Total,,2003,HepatitisB
Zone: 8,1,Total,,2003,HepatitisB
Chachoengsao,0,Total,,2003,HepatitisB
Nakhon Nayok,0,Total,,2003,HepatitisB
Prachin Buri,1,Total,,2003,HepatitisB
Sa Kaeo,0,Total,,2003,HepatitisB
Samut Prakan,0,Total,,2003,HepatitisB
Zone: 9,1,Total,,2003,HepatitisB
Chanthaburi,0,Total,,2003,HepatitisB
Chon Buri,0,Total,,2003,HepatitisB
Rayong,0,Total,,2003,HepatitisB
Trat,1,Total,,2003,HepatitisB
North-Eastern Region,0,Total,,2003,HepatitisB
Zone: 10,0,Total,,2003,HepatitisB
Loei,0,Total,,2003,HepatitisB
Nong Bua Lam Phu,0,Total,,2003,HepatitisB
Nong Khai,0,Total,,2003,HepatitisB
Udon Thani,0,Total,,2003,HepatitisB
Zone: 11,0,Total,,2003,HepatitisB
Kalasin,0,Total,,2003,HepatitisB
Mukdahan,0,Total,,2003,HepatitisB
Nakhon Phanom,0,Total,,2003,HepatitisB
Sakon Nakhon,0,Total,,2003,HepatitisB
Zone: 12,0,Total,,2003,HepatitisB
Khon Kaen,0,Total,,2003,HepatitisB
Maha Sarakham,0,Total,,2003,HepatitisB
Roi Et,0,Total,,2003,HepatitisB
Zone: 13,0,Total,,2003,HepatitisB
Buri Ram,0,Total,,2003,HepatitisB
Chaiyaphum,0,Total,,2003,HepatitisB
Nakhon Ratchasima,0,Total,,2003,HepatitisB
Surin,0,Total,,2003,HepatitisB
Zone: 14,0,Total,,2003,HepatitisB
Amnat Charoen,0,Total,,2003,HepatitisB
Si Sa Ket,0,Total,,2003,HepatitisB
Ubon Ratchathani,0,Total,,2003,HepatitisB
Yasothon,0,Total,,2003,HepatitisB
South Region,0,Total,,2003,HepatitisB
Zone: 15,0,Total,,2003,HepatitisB
Chumphon,0,Total,,2003,HepatitisB
Ranong,0,Total,,2003,HepatitisB
Surat Thani,0,Total,,2003,HepatitisB
Zone: 16,0,Total,,2003,HepatitisB
Nakhon Si Thammarat,0,Total,,2003,HepatitisB
Phatthalung,0,Total,,2003,HepatitisB
Trang,0,Total,,2003,HepatitisB
Zone: 17,0,Total,,2003,HepatitisB
Krabi,0,Total,,2003,HepatitisB
Phangnga,0,Total,,2003,HepatitisB
Phuket,0,Total,,2003,HepatitisB
Zone: 18,0,Total,,2003,HepatitisB
Narathiwat,0,Total,,2003,HepatitisB
Pattani,0,Total,,2003,HepatitisB
Yala,0,Total,,2003,HepatitisB
Zone: 19,0,Total,,2003,HepatitisB
Satun,0,Total,,2003,HepatitisB
Songkhla,0,Total,,2003,HepatitisB
Total,219,Jan,Cases,2003,HepatitisB
North Region,83,Jan,Cases,2003,HepatitisB
Zone: 1,51,Jan,Cases,2003,HepatitisB
Chiang Mai,10,Jan,Cases,2003,HepatitisB
Chiang Rai,6,Jan,Cases,2003,HepatitisB
Lampang,7,Jan,Cases,2003,HepatitisB
Lamphun,1,Jan,Cases,2003,HepatitisB
Mae Hong Son,1,Jan,Cases,2003,HepatitisB
Nan,13,Jan,Cases,2003,HepatitisB
Phayao,10,Jan,Cases,2003,HepatitisB
Phrae,3,Jan,Cases,2003,HepatitisB
Zone: 2,18,Jan,Cases,2003,HepatitisB
Phetchabun,6,Jan,Cases,2003,HepatitisB
Phitsanulok,2,Jan,Cases,2003,HepatitisB
Sukhothai,1,Jan,Cases,2003,HepatitisB
Tak,7,Jan,Cases,2003,HepatitisB
Uttaradit,2,Jan,Cases,2003,HepatitisB
Zone: 3,14,Jan,Cases,2003,HepatitisB
Kamphaeng Phet,9,Jan,Cases,2003,HepatitisB
Nakhon Sawan,4,Jan,Cases,2003,HepatitisB
Phichit,0,Jan,Cases,2003,HepatitisB
Uthai Thani,1,Jan,Cases,2003,HepatitisB
Central Region,48,Jan,Cases,2003,HepatitisB
Bangkok,11,Jan,Cases,2003,HepatitisB
Zone: 4,5,Jan,Cases,2003,HepatitisB
Ang Thong,0,Jan,Cases,2003,HepatitisB
Nonthaburi,1,Jan,Cases,2003,HepatitisB
P.Nakhon S.Ayutthaya,4,Jan,Cases,2003,HepatitisB
Pathum Thani,0,Jan,Cases,2003,HepatitisB
Zone: 5,3,Jan,Cases,2003,HepatitisB
Chai Nat,0,Jan,Cases,2003,HepatitisB
Lop Buri,1,Jan,Cases,2003,HepatitisB
Saraburi,1,Jan,Cases,2003,HepatitisB
Sing Buri,1,Jan,Cases,2003,HepatitisB
Reported cases  and deaths by Province and by Month  Thailand  2546  (2003),12,Jan,Cases,2003,HepatitisB
Zone: 6,9,Jan,Cases,2003,HepatitisB
Kanchanaburi,3,Jan,Cases,2003,HepatitisB
Nakhon Pathom,1,Jan,Cases,2003,HepatitisB
Ratchaburi,4,Jan,Cases,2003,HepatitisB
Suphan Buri,1,Jan,Cases,2003,HepatitisB
Zone: 7,0,Jan,Cases,2003,HepatitisB
Phetchaburi,0,Jan,Cases,2003,HepatitisB
Prachuap Khiri Khan,0,Jan,Cases,2003,HepatitisB
Samut Sakhon,0,Jan,Cases,2003,HepatitisB
Samut Songkhram,0,Jan,Cases,2003,HepatitisB
Zone: 8,7,Jan,Cases,2003,HepatitisB
Chachoengsao,5,Jan,Cases,2003,HepatitisB
Nakhon Nayok,0,Jan,Cases,2003,HepatitisB
Prachin Buri,1,Jan,Cases,2003,HepatitisB
Sa Kaeo,1,Jan,Cases,2003,HepatitisB
Samut Prakan,0,Jan,Cases,2003,HepatitisB
Zone: 9,13,Jan,Cases,2003,HepatitisB
Chanthaburi,5,Jan,Cases,2003,HepatitisB
Chon Buri,3,Jan,Cases,2003,HepatitisB
Rayong,3,Jan,Cases,2003,HepatitisB
Trat,2,Jan,Cases,2003,HepatitisB
North-Eastern Region,54,Jan,Cases,2003,HepatitisB
Zone: 10,15,Jan,Cases,2003,HepatitisB
Loei,7,Jan,Cases,2003,HepatitisB
Nong Bua Lam Phu,3,Jan,Cases,2003,HepatitisB
Nong Khai,2,Jan,Cases,2003,HepatitisB
Udon Thani,3,Jan,Cases,2003,HepatitisB
Zone: 11,1,Jan,Cases,2003,HepatitisB
Kalasin,0,Jan,Cases,2003,HepatitisB
Mukdahan,0,Jan,Cases,2003,HepatitisB
Nakhon Phanom,0,Jan,Cases,2003,HepatitisB
Sakon Nakhon,1,Jan,Cases,2003,HepatitisB
Zone: 12,6,Jan,Cases,2003,HepatitisB
Khon Kaen,2,Jan,Cases,2003,HepatitisB
Maha Sarakham,0,Jan,Cases,2003,HepatitisB
Roi Et,4,Jan,Cases,2003,HepatitisB
Reported cases  and deaths by Province and by Month  Thailand  2546  (2003),12,Jan,Cases,2003,HepatitisB
Zone: 13,18,Jan,Cases,2003,HepatitisB
Buri Ram,8,Jan,Cases,2003,HepatitisB
Chaiyaphum,2,Jan,Cases,2003,HepatitisB
Nakhon Ratchasima,6,Jan,Cases,2003,HepatitisB
Surin,2,Jan,Cases,2003,HepatitisB
Zone: 14,14,Jan,Cases,2003,HepatitisB
