Areas,Cases,Incidence,Deaths,CFR,Mortality,Population,Year,Disease
Total,30266,47.51,105,0.35,0.16,63701703,2010,Pulmonary T.B
Central Region,8686,40.34,44,0.51,0.20,21534318,2010,Pulmonary T.B
Zone:0,1643,28.81,2,0.12,0.04,5701995,2010,Pulmonary T.B
Bangkok,1643,28.81,2,0.12,0.04,5701995,2010,Pulmonary T.B
Zone:1,1147,33.20,7,0.61,0.20,3454591,2010,Pulmonary T.B
Nonthaburi,503,46.15,1,0.20,0.09,1089908,2010,Pulmonary T.B
P.Nakhon S.Ayutthaya,232,29.80,5,2.16,0.64,778627,2010,Pulmonary T.B
Pathum Thani,194,19.98,1,0.52,0.10,971010,2010,Pulmonary T.B
Saraburi,218,35.44,0,0.00,0.00,615046,2010,Pulmonary T.B
Zone:2,644,40.50,0,0.00,0.00,1590200,2010,Pulmonary T.B
Ang Thong,172,60.37,0,0.00,0.00,284889,2010,Pulmonary T.B
Chai Nat,109,32.52,0,0.00,0.00,335177,2010,Pulmonary T.B
Lop Buri,270,35.75,0,0.00,0.00,755153,2010,Pulmonary T.B
Sing Buri,93,43.26,0,0.00,0.00,214981,2010,Pulmonary T.B
Zone:3,1893,60.95,3,0.16,0.10,3105799,2010,Pulmonary T.B
Chachoengsao,422,62.85,0,0.00,0.00,671458,2010,Pulmonary T.B
Nakhon Nayok,232,91.99,1,0.43,0.40,252209,2010,Pulmonary T.B
Prachin Buri,307,66.13,2,0.65,0.43,464213,2010,Pulmonary T.B
Sa Kaeo,253,46.57,0,0.00,0.00,543276,2010,Pulmonary T.B
Samut Prakan,679,57.80,0,0.00,0.00,1174643,2010,Pulmonary T.B
Zone:4,905,26.82,1,0.11,0.03,3374810,2010,Pulmonary T.B
Kanchanaburi,192,22.95,0,0.00,0.00,836600,2010,Pulmonary T.B
Nakhon Pathom,95,11.10,0,0.00,0.00,855837,2010,Pulmonary T.B
Ratchaburi,331,39.54,0,0.00,0.00,837153,2010,Pulmonary T.B
Suphan Buri,287,33.96,1,0.35,0.12,845220,2010,Pulmonary T.B
Zone:5,1100,66.61,1,0.09,0.06,1651335,2010,Pulmonary T.B
