Areas,Count,Month,Type,Year,Disease
Total,0,Total,Cases,2023,Polio
ZONE:01,0,Total,Cases,2023,Polio
Chiang Mai,0,Total,Cases,2023,Polio
Chiang Rai,0,Total,Cases,2023,Polio
Lampang,0,Total,Cases,2023,Polio
Lamphun,0,Total,Cases,2023,Polio
Mae Hong Son,0,Total,Cases,2023,Polio
Nan,0,Total,Cases,2023,Polio
Phayao,0,Total,Cases,2023,Polio
Phrae,0,Total,Cases,2023,Polio
ZONE:02,0,Total,Cases,2023,Polio
Phetchabun,0,Total,Cases,2023,Polio
Phitsanulok,0,Total,Cases,2023,Polio
Sukhothai,0,Total,Cases,2023,Polio
Tak,0,Total,Cases,2023,Polio
Uttaradit,0,Total,Cases,2023,Polio
ZONE:03,0,Total,Cases,2023,Polio
Chai Nat,0,Total,Cases,2023,Polio
Kamphaeng Phet,0,Total,Cases,2023,Polio
Nakhon Sawan,0,Total,Cases,2023,Polio
Phichit,0,Total,Cases,2023,Polio
Uthai Thani,0,Total,Cases,2023,Polio
ZONE:04,0,Total,Cases,2023,Polio
Ang Thong,0,Total,Cases,2023,Polio
Lop Buri,0,Total,Cases,2023,Polio
Nakhon Nayok,0,Total,Cases,2023,Polio
Nonthaburi,0,Total,Cases,2023,Polio
P.Nakhon S.Ayutthaya,0,Total,Cases,2023,Polio
Pathum Thani,0,Total,Cases,2023,Polio
Saraburi,0,Total,Cases,2023,Polio
Sing Buri,0,Total,Cases,2023,Polio
ZONE:05,0,Total,Cases,2023,Polio
Kanchanaburi,0,Total,Cases,2023,Polio
Nakhon Pathom,0,Total,Cases,2023,Polio
Phetchaburi,0,Total,Cases,2023,Polio
Prachuap Khiri Khan,0,Total,Cases,2023,Polio
Ratchaburi,0,Total,Cases,2023,Polio
Samut Sakhon,0,Total,Cases,2023,Polio
Samut Songkhram,0,Total,Cases,2023,Polio
Suphan Buri,0,Total,Cases,2023,Polio
ZONE:06,0,Total,Cases,2023,Polio
Chachoengsao,0,Total,Cases,2023,Polio
Chanthaburi,0,Total,Cases,2023,Polio
Chon Buri,0,Total,Cases,2023,Polio
Prachin Buri,0,Total,Cases,2023,Polio
Rayong,0,Total,Cases,2023,Polio
Sa Kaeo,0,Total,Cases,2023,Polio
Samut Prakan,0,Total,Cases,2023,Polio
Trat,0,Total,Cases,2023,Polio
ZONE:07,0,Total,Cases,2023,Polio
Kalasin,0,Total,Cases,2023,Polio
Khon Kaen,0,Total,Cases,2023,Polio
Maha Sarakham,0,Total,Cases,2023,Polio
Roi Et,0,Total,Cases,2023,Polio
ZONE:08,0,Total,Cases,2023,Polio
Bungkan,0,Total,Cases,2023,Polio
Loei,0,Total,Cases,2023,Polio
Nakhon Phanom,0,Total,Cases,2023,Polio
Nong Bua Lam Phu,0,Total,Cases,2023,Polio
Nong Khai,0,Total,Cases,2023,Polio
Sakon Nakhon,0,Total,Cases,2023,Polio
Udon Thani,0,Total,Cases,2023,Polio
ZONE:09,0,Total,Cases,2023,Polio
Buri Ram,0,Total,Cases,2023,Polio
Chaiyaphum,0,Total,Cases,2023,Polio
Nakhon Ratchasima,0,Total,Cases,2023,Polio
Surin,0,Total,Cases,2023,Polio
ZONE:10,0,Total,Cases,2023,Polio
Amnat Charoen,0,Total,Cases,2023,Polio
Mukdahan,0,Total,Cases,2023,Polio
Si Sa Ket,0,Total,Cases,2023,Polio
Ubon Ratchathani,0,Total,Cases,2023,Polio
Yasothon,0,Total,Cases,2023,Polio
ZONE:11,0,Total,Cases,2023,Polio
Chumphon,0,Total,Cases,2023,Polio
Krabi,0,Total,Cases,2023,Polio
Nakhon Si Thammarat,0,Total,Cases,2023,Polio
Phangnga,0,Total,Cases,2023,Polio
Phuket,0,Total,Cases,2023,Polio
Ranong,0,Total,Cases,2023,Polio
Surat Thani,0,Total,Cases,2023,Polio
ZONE:12,0,Total,Cases,2023,Polio
Narathiwat,0,Total,Cases,2023,Polio
Pattani,0,Total,Cases,2023,Polio
Phatthalung,0,Total,Cases,2023,Polio
Satun,0,Total,Cases,2023,Polio
