Areas,Count,Month,Type,Year,Disease
Total,2201,Total,Cases,2007,STDLGV
North Region,607,Total,Cases,2007,STDLGV
Zone: 1,491,Total,Cases,2007,STDLGV
Chiang Mai,83,Total,Cases,2007,STDLGV
Chiang Rai,204,Total,Cases,2007,STDLGV
Lampang,147,Total,Cases,2007,STDLGV
Lamphun,1,Total,Cases,2007,STDLGV
Mae Hong Son,40,Total,Cases,2007,STDLGV
Nan,8,Total,Cases,2007,STDLGV
Phayao,8,Total,Cases,2007,STDLGV
Phrae,0,Total,Cases,2007,STDLGV
Zone: 2,31,Total,Cases,2007,STDLGV
Phetchabun,21,Total,Cases,2007,STDLGV
Phitsanulok,0,Total,Cases,2007,STDLGV
Sukhothai,0,Total,Cases,2007,STDLGV
Tak,5,Total,Cases,2007,STDLGV
Uttaradit,5,Total,Cases,2007,STDLGV
Zone: 3,85,Total,Cases,2007,STDLGV
Kamphaeng Phet,12,Total,Cases,2007,STDLGV
Nakhon Sawan,63,Total,Cases,2007,STDLGV
Phichit,10,Total,Cases,2007,STDLGV
Uthai Thani,0,Total,Cases,2007,STDLGV
Central Region,706,Total,Cases,2007,STDLGV
Bangkok,44,Total,Cases,2007,STDLGV
Zone: 4,10,Total,Cases,2007,STDLGV
Ang Thong,0,Total,Cases,2007,STDLGV
Nonthaburi,7,Total,Cases,2007,STDLGV
P.Nakhon S.Ayutthaya,0,Total,Cases,2007,STDLGV
Pathum Thani,3,Total,Cases,2007,STDLGV
Zone: 5,49,Total,Cases,2007,STDLGV
Chai Nat,1,Total,Cases,2007,STDLGV
Lop Buri,14,Total,Cases,2007,STDLGV
Saraburi,29,Total,Cases,2007,STDLGV
Sing Buri,5,Total,Cases,2007,STDLGV
Zone: 6,50,Total,Cases,2007,STDLGV
Kanchanaburi,7,Total,Cases,2007,STDLGV
Nakhon Pathom,23,Total,Cases,2007,STDLGV
Ratchaburi,11,Total,Cases,2007,STDLGV
Suphan Buri,9,Total,Cases,2007,STDLGV
Zone: 7,21,Total,Cases,2007,STDLGV
Phetchaburi,17,Total,Cases,2007,STDLGV
Prachuap Khiri Khan,2,Total,Cases,2007,STDLGV
Samut Sakhon,2,Total,Cases,2007,STDLGV
Samut Songkhram,0,Total,Cases,2007,STDLGV
Zone: 8,294,Total,Cases,2007,STDLGV
Chachoengsao,44,Total,Cases,2007,STDLGV
Nakhon Nayok,3,Total,Cases,2007,STDLGV
Prachin Buri,227,Total,Cases,2007,STDLGV
Sa Kaeo,12,Total,Cases,2007,STDLGV
Samut Prakan,8,Total,Cases,2007,STDLGV
Zone: 9,238,Total,Cases,2007,STDLGV
Chanthaburi,106,Total,Cases,2007,STDLGV
Chon Buri,62,Total,Cases,2007,STDLGV
Rayong,57,Total,Cases,2007,STDLGV
Trat,13,Total,Cases,2007,STDLGV
North-Eastern Region,377,Total,Cases,2007,STDLGV
Zone: 10,9,Total,Cases,2007,STDLGV
Loei,9,Total,Cases,2007,STDLGV
Nong Bua Lam Phu,0,Total,Cases,2007,STDLGV
Nong Khai,0,Total,Cases,2007,STDLGV
Udon Thani,0,Total,Cases,2007,STDLGV
Zone: 11,11,Total,Cases,2007,STDLGV
Kalasin,10,Total,Cases,2007,STDLGV
Mukdahan,0,Total,Cases,2007,STDLGV
Nakhon Phanom,0,Total,Cases,2007,STDLGV
Sakon Nakhon,1,Total,Cases,2007,STDLGV
Zone: 12,35,Total,Cases,2007,STDLGV
Khon Kaen,11,Total,Cases,2007,STDLGV
Maha Sarakham,3,Total,Cases,2007,STDLGV
Roi Et,21,Total,Cases,2007,STDLGV
Zone: 13,136,Total,Cases,2007,STDLGV
Buri Ram,13,Total,Cases,2007,STDLGV
Chaiyaphum,7,Total,Cases,2007,STDLGV
Nakhon Ratchasima,94,Total,Cases,2007,STDLGV
Surin,22,Total,Cases,2007,STDLGV
Zone: 14,186,Total,Cases,2007,STDLGV
Amnat Charoen,29,Total,Cases,2007,STDLGV
Si Sa Ket,26,Total,Cases,2007,STDLGV
Ubon Ratchathani,122,Total,Cases,2007,STDLGV
Yasothon,9,Total,Cases,2007,STDLGV
South Region,511,Total,Cases,2007,STDLGV
Zone: 15,160,Total,Cases,2007,STDLGV
Chumphon,1,Total,Cases,2007,STDLGV
Ranong,12,Total,Cases,2007,STDLGV
Surat Thani,147,Total,Cases,2007,STDLGV
Zone: 16,232,Total,Cases,2007,STDLGV
Nakhon Si Thammarat,16,Total,Cases,2007,STDLGV
Phatthalung,21,Total,Cases,2007,STDLGV
Trang,195,Total,Cases,2007,STDLGV
Zone: 17,20,Total,Cases,2007,STDLGV
Krabi,2,Total,Cases,2007,STDLGV
Phangnga,0,Total,Cases,2007,STDLGV
Phuket,18,Total,Cases,2007,STDLGV
Zone: 18,36,Total,Cases,2007,STDLGV
Narathiwat,18,Total,Cases,2007,STDLGV
Pattani,11,Total,Cases,2007,STDLGV
Yala,7,Total,Cases,2007,STDLGV
